Thessalonians 撒罗尼迦 | w_freq: 8 - 6 | wiki_freq: 563 - 92 | sentence_idx: 38 | align_1: 1-2 | align_2: 2-6 | entity: Thessalonians - 帖 撒罗尼迦 |    2 Thessalonians 2 tells us more about this end-time False Prophet . ||| 《 帖 撒罗尼迦 后 书 》 2 里 告诉 我们 更 多 关于 这 终期 的 “ 假 先知 ” 的 事 。 
IceBridge 冰桥 | w_freq: 1 - 2 | wiki_freq: 29 - 4 | sentence_idx: 482005 | align_1: 4-7 | align_2: 5-12 | entity: IceBridge - “ 冰桥 计划 ” 团队 |    Weather permitting , the IceBridge scientists are expecting to complete six , four-hour flights focusing on sea ice that has survived at least one summer . ||| 天气 允许 的 情况 下 ， “ 冰桥 计划 ” 团队 的 科学家 将 完成 六 次 时 长 达 4 小时 的 飞行 ， 观测 那些 “ 幸存 ” 了 至少 一个 夏季 的 海冰 。 

IE6 IE | w_freq: 12 - 50 | wiki_freq: 81 - 589 | sentence_idx: 486132 | align_1: 22-20 | align_2: 23-25 | entity: IE6 - none |    If you use " margin-left : 20 px " instead of " margin-left : 20px " it will only work properly in IE6 but it will not work in Mozilla / Firefox or Netscape . ||| 假如 你 使用 " margin-left : 20 px " 而 不是 " margin-left : 20px " ， 它 仅 在 IE 6 中 有效 ， 但是 在 Mozilla/Firefox 或 Netscape 中 却 无法 正常 工作 。 

Sedex Sedex | w_freq: 8 - 5 | wiki_freq: 3 - 0 | sentence_idx: 488987 | align_1: 2-2 | align_2: 3-6 | entity: Sedex - none |    This helps Sedex adapt to the wider responsible and sustainable supply chain sector trends . ||| 这 有助于 Sedex 不断 精进 ， 适应 更 广泛 的 负责任 和 可持续性 供应链 的 行业 趋势 。 

Implants Implants | w_freq: 2 - 2 | wiki_freq: 230 - 4 | sentence_idx: 497662 | align_1: 9-10 | align_2: 10-30 | entity: Implants - none |    Younger- and Older-Age Adults with Unilateral and Bilateral Cochlear Implants : Speech and Spatial Hearing Self-Ratings and Performance . ||| Younger - and Older-Age Adults with Unilateral and Bilateral Cochlear Implants （ 年龄 较 轻 以及 年龄 稍 大 的 成年人 的 单侧 与 双侧 人工 耳蜗 植 入术 ） ： Speech and Spatial Hearing Self-Ratings and Performance （ 语音 和 空间 听力 的 自评 和 效能 ） 。 

MiG-29 米格-29 | w_freq: 8 - 8 | wiki_freq: 931 - 141 | sentence_idx: 505884 | align_1: 0-0 | align_2: 1-6 | entity: MiG-29 - 米格-29 |    MiG-29 ( Product 9.12 ) Initial production version ; entered service in 1983 . ||| 米格-29 " 支点 - A " （ Product 9.12 ） ： 初始 生产 版本 ; 在 1983年 进入 服务 。 

Delburne Delburne | w_freq: 1 - 1 | wiki_freq: 20 - 0 | sentence_idx: 507052 | align_1: 9-6 | align_2: 10-11 | entity: Delburne - 德尔本 ( Delburne ) |    This community museum is located on Main Street in Delburne . ||| 此 社区 博物馆 位于 德尔本 ( Delburne ) 的 主街 上 。 

Hadoop Hadoop | w_freq: 131 - 132 | wiki_freq: 487 - 102 | sentence_idx: 515158 | align_1: 13-14 | align_2: 14-21 | entity: Hadoop - none |    To learn more about Hadoop , you can also check out the book Hadoop : The Definitive Guide . ||| 要 了解 更 多 关于 Hadoop 的 知识 ， 你 也 可以 阅读 《 Hadoop ： 权威 指南 》 ( Hadoop : The Definitive Guide ) 一 书 。 

Buys Buys | w_freq: 4 - 2 | wiki_freq: 490 - 4 | sentence_idx: 516516 | align_1: 11-11 | align_2: 12-15 | entity: Buys - Buys （ 拜斯 ） |    They were seeking her design and repair services , and though Buys knew she did n’t want to open another retail store , she began to think about how to branch out on her own . ||| 他们 在 寻找 她 的 设计 和 维修 服务 ， 虽然 Buys （ 拜斯 ） 知道 她 不 想 再 开 零售店 ， 她 开始 思考 如何 自己 建立 分支 机构 。 

DELHI DELHI | w_freq: 5 - 2 | wiki_freq: 74 - 0 | sentence_idx: 528362 | align_1: 1-2 | align_2: 2-6 | entity: DELHI - none |    NEW DELHI — Who would have expected a toilet to one day filter water , charge a cellphone or create charcoal to combat climate change ? ||| N EW DELHI （ 美联社 ） - 谁 能 指望 厕所 有 一 天 过滤水 ， 给 手机 充电 或 制造 木炭 来 应对 气候 变化 ？ 

Englund Englund | w_freq: 3 - 2 | wiki_freq: 880 - 6 | sentence_idx: 536964 | align_1: 5-7 | align_2: 6-11 | entity: George Englund - George Englund |    According to his friend George Englund , he did n’t see the big deal about performance and considered many other roles above it . ||| 根据 他 的 朋友 乔治·恩格伦德 （ George Englund ） 的 说法 ， 他 没有 看到 关于 表现 的 大 问题 ， 并且 考虑 了 许多 其他 角色 。 

CityAirbus CityAirbus | w_freq: 3 - 3 | wiki_freq: 12 - 0 | sentence_idx: 538798 | align_1: 20-21 | align_2: 21-26 | entity: CityAirbus - none |    " We have since reoriented our development efforts and come up with some revolutionary concepts such as the Vahana and CityAirbus , that are close to becoming a tangible reality . ||| “ 我们 已经 调整 了 自己 的 发展 方向 ， 并 提出 了 一些 革命性 的 概念 ， 如 Vahana 和 CityAirbus ( 城市 空客 ) ， 这些 概念 正在 接近 成为 现实 。 

Barkindo Barkindo | w_freq: 5 - 2 | wiki_freq: 49 - 0 | sentence_idx: 539366 | align_1: 8-8 | align_2: 9-16 | entity: Mohammad Barkindo - Mohammad Barkindo |    In a meeting with Opec secretary general Mohammad Barkindo , a senior Iranian diplomat urged him to keep the group out of politics . ||| 在 与 OPEC 秘书长 巴尔金 多 ( Mohammad Barkindo ) 举行 的 一 次 会议 上 ， 一 名 伊朗 高级 外交官 敦促 他 将 OPEC 扫除 在 政治 之外 。 

Heideggerian 海德格尔 | w_freq: 1 - 12 | wiki_freq: 99 - 450 | sentence_idx: 541372 | align_1: 1-1 | align_2: 2-5 | entity: Heideggerian - 海德格尔 |    The Heideggerian return to the truth of art as an opening of the world seems increasingly improbable in our days . ||| 如 海德格尔 所 言 ， 回到 作为 世界 敞开 之 处 的 艺术 真理 在 我们 这个 时代 似乎 变 得 越来越 不 可能 。 

Slomsky 乔尔·斯洛姆斯基 | w_freq: 1 - 1 | wiki_freq: 15 - 0 | sentence_idx: 543828 | align_1: 2-1 | align_2: 3-7 | entity: Joel Slomsky - 乔尔·斯洛姆斯基 |    Judge Joel Slomsky noted that prosecutors did not have to prove that she understood it was a trade secret , but that she knew she was sharing confidential materials . ||| 法官 乔尔·斯洛姆斯基 ( joel slomsky ) 则 指出 ， 检察官 不必 证明 她 知道 这是 一个 商业 秘密 ， 只 需 证明 她 知道 自己 在 分享 机密 材料 。 

Al-Hakeem 艾哈麦迪 | w_freq: 1 - 1 | wiki_freq: 8 - 0 | sentence_idx: 552782 | align_1: 5-7 | align_2: 6-16 | entity: Al-Hakeem - 艾哈麦迪 |    Know that is Ar-Rahman , Al-Hakeem , Al-Malik , Al-Aleem . ||| 穆罕默德ﷺ （ 受 赞美 的 ） ； 艾哈麦迪 （ 天地 万物 的 精华 ） ； 穆哈耶 ； 哈 沙里 ； 阿嘎比 。 

Bachrach Bachrach | w_freq: 1 - 1 | wiki_freq: 388 - 2 | sentence_idx: 567164 | align_1: 9-13 | align_2: 10-18 | entity: David Bachrach - none |    In 1892 , she lived with her uncle David Bachrach . ||| 在 1892年 ， 她 与 她 的 叔叔 大卫·巴卡拉克 （ 英语 ： David Bachrach ） 住 在 一起 。 

Salaman 情义 | w_freq: 1 - 6 | wiki_freq: 350 - 177 | sentence_idx: 570056 | align_1: 5-3 | align_2: 6-12 | entity: Salaman - none |    ( They said : “ Salaman . ” ||| 义断恩绝 ——义 ： 情义   ； 恩 ： 恩情   。 

Doshi Doshi | w_freq: 3 - 3 | wiki_freq: 528 - 4 | sentence_idx: 583494 | align_1: 0-0 | align_2: 1-4 | entity: Doshi - Doshi 多 西 |    Doshi Chapter 1 - " Eight months with olives and cheese " ||| Doshi 多 西 : 第一 集 - “ 与 橄榄 和 奶酪 在 一起 的 8 个 月 ” 

PIJ PIJ | w_freq: 2 - 2 | wiki_freq: 278 - 3 | sentence_idx: 586665 | align_1: 7-9 | align_2: 8-17 | entity: PIJ - none |    Transferring Iranian money to Hamas & the PIJ does n’t make you a businessman . ||| “ 将 伊朗 的 钱 转移 到 哈马斯 和 PIJ [ 巴勒斯坦 伊斯兰 圣战 组织 ] 不 会 让 你 成为 一 名 商人 。 

Dokken 人乎 | w_freq: 1 - 30 | wiki_freq: 753 - 17 | sentence_idx: 590337 | align_1: 11-13 | align_2: 12-20 | entity: Don Dokken - none |    But on their debut tour they opened for Stryper and Don Dokken . ||| 君子 之 道 ， 焉 可 诬 也 ？ 有始有卒者 ， 其 惟圣 人乎 ！ ” ， 13.14 冉子 退朝 。 

Dokken 惟圣 | w_freq: 1 - 30 | wiki_freq: 753 - 5 | sentence_idx: 590337 | align_1: 11-12 | align_2: 12-20 | entity: Don Dokken - none |    But on their debut tour they opened for Stryper and Don Dokken . ||| 君子 之 道 ， 焉 可 诬 也 ？ 有始有卒者 ， 其 惟圣 人乎 ！ ” ， 13.14 冉子 退朝 。 

Qur’an عِ | w_freq: 183 - 1 | wiki_freq: 541 - 5 | sentence_idx: 597558 | align_1: 16-15 | align_2: 17-24 | entity: Qur’an - none |    Jesus is mentioned in the Qur’an and no one has cleaned his name out of the Qur’an . ” ||| 但 耶稣 在 《 古兰经 》 上 和 伊斯兰教 中 的 名字 ʿĪ sā（尔撒 ， عِ يس َى ） ， 却 没有 这种 意思 。 

Qur’an 禹誓 | w_freq: 183 - 11 | wiki_freq: 541 - 2 | sentence_idx: 601424 | align_1: 10-10 | align_2: 11-17 | entity: Qur’an - 禹誓 |    One swears on the Veda , and another on the Qur’an . ||| 且 不 唯 《 泰誓 》 为然 ， 虽 《 禹誓 》 即 亦 犹 是 也 。 

Arthas Arthas | w_freq: 1 - 1 | wiki_freq: 67 - 3 | sentence_idx: 607189 | align_1: 18-22 | align_2: 19-45 | entity: Arthas - none |    My son ... the day you were born , the very forests of Lordaeron whispered the name ... Arthas . ||| 台词 中文 对照 如下 ： My son... the day you were born , the very forests of Lordaeron whispered the name... " Arthas " . 孩子 ， 当 你 出生 的 时候 ， 洛丹伦 的 森林 轻声 唤出 了 你 的 名字 My child , I... 

Seymour-Smith 马丁·西摩尔·史密斯 | w_freq: 1 - 1 | wiki_freq: 82 - 0 | sentence_idx: 626080 | align_1: 15-14 | align_2: 16-19 | entity: Martin Seymour-Smith - 马丁·西摩尔·史密斯 |    ( He does n’t mention , however , two of my own favorites : Martin Seymour-Smith ’s huge New Guide to Modern World Literature and Oxford ’s little but handy Annals of English Literature . s final chapter . ||| ( 不过 ， 他 没有 提到 我 自己 最 喜欢 的 两 本书 : 马丁·西摩尔·史密斯 ( Martin seymoursmith ) 的 《 现代 世界 文学 新 指南 》 和 《 牛津 英语 文学 简史 》 ( little but handy Annals of English Literature ) 。 

Allâh 安拉 | w_freq: 36 - 192 | wiki_freq: 36 - 280 | sentence_idx: 626417 | align_1: 13-13 | align_2: 14-21 | entity: Allâh - 安拉 |    And Moses said , ` O my people ! put your trust in Allâh , if you have ( really ) believed in Him ( and ) if you have ( truly ) submitted ( to His will ) . ' ||| “ 穆萨 说 ： ‘ 我 的 宗族 啊 ！ 如果 你们 信仰 安拉 ， 你们 就 应当 只 信赖 他 ， 如果 你们 是 归顺 的 。 

Tytler Tytler | w_freq: 1 - 1 | wiki_freq: 573 - 2 | sentence_idx: 631506 | align_1: 8-9 | align_2: 9-13 | entity: Alexander Fraser Tytler - Alexander Fraser Tytler |    According to the 18th-century Scottish historian Alexander Fraser Tytler , the average lifespan of a civilization is about 250 years . ||| 据 18 世纪 苏格兰 历史学家 亚历山大·弗雷泽·泰特勒 （ Alexander Fraser Tytler ） 所 说 ， 一 种 文明 的 平均 寿命 大约 在 250年 左右 。 

OIRA OIRA | w_freq: 1 - 1 | wiki_freq: 190 - 0 | sentence_idx: 636387 | align_1: 8-7 | align_2: 9-14 | entity: OIRA - Office of Immigrant and Refugee Affairs （ OIRA ， 移民 与 难民 事务 办公室 |    The Office of Immigrant and Refugee Affairs ( OIRA ) offers several resources to support our immigrant and refugee neighbors . ||| Office of Immigrant and Refugee Affairs （ OIRA ， 移民 与 难民 事务 办公室 ） 提供 了 一些 资源 来 支援 我们 的 移民 和 难民 邻居 。 

Jibril 孙导 | w_freq: 6 - 2 | wiki_freq: 630 - 1 | sentence_idx: 644835 | align_1: 3-0 | align_2: 4-6 | entity: Jibril - 孙导 |    Then the trustworthy Jibril said to him : “ Ask Him ” . ||| 孙导 微微 一 愣 ， 摊手 说道 ： “ 你 问 吧 。 

TIOBE TIOBE | w_freq: 4 - 4 | wiki_freq: 36 - 13 | sentence_idx: 658976 | align_1: 6-2 | align_2: 7-8 | entity: TIOBE - none |    Last week , analysts from the TIOBE programming language index noted that Julia for the first time made its top 50 list . ||| 上周 ， TIOBE 编程 语言 指数 ( TIOBE programming language index ) 的 分析师 指出 ， Julia 首次 进入 前 50 名 。 

MKOFTEN MKOFTEN | w_freq: 1 - 1 | wiki_freq: 6 - 0 | sentence_idx: 661684 | align_1: 5-4 | align_2: 6-8 | entity: Project MKOFTEN - none |    1966 – CIA initiates Project MKOFTEN to test toxicological effects of certain drugs on humans and animals . ||| 中情局 1966年 启动 项目 MKOFTEN ， 一个 程序 来 测试 某些 药物 对 人类 和 动物 的 毒理 效应 

O.W.L.s 张O.W.L | w_freq: 1 - 1 | wiki_freq: 6 - 0 | sentence_idx: 673411 | align_1: 9-6 | align_2: 10-10 | entity: O.W.L.s - none |    “ Maybe he [ Tom Riddle ] got thirty O.W.L.s or saved a teacher from the giant squid . ||| 也许 [汤姆·里德尔 ] 拿 了 三十 张O.W.L . 证书 ， 或者 从 巨乌贼 的 巨爪 下救 出 了 一 位 老师 。 

AO1 AO1 | w_freq: 1 - 2 | wiki_freq: 8 - 6 | sentence_idx: 681238 | align_1: 3-5 | align_2: 4-9 | entity: AO1 Foundation - AO1 基金 |    Wentz founded the AO1 Foundation earlier this year , which exists to “ demonstrate the love of God by providing opportunities and support for the less fortunate and those in need . ” ||| 温茨 今年 早些时候 成立 了 AO1 基金 ( AO1 Foundation ) ， 旨在 “ 为 不 太 幸运 的 人和 有 需要 的 人 提供 机会 和 支持 ， 显 明神 的 爱 ” 。 

Yahshua tā | w_freq: 4 - 1 | wiki_freq: 52 - 7 | sentence_idx: 683511 | align_1: 8-15 | align_2: 9-21 | entity: Yahshua - none |    And they recognized them that they were with Yahshua . ||| 而 这 一 群体 曾经 以为 ， Jay - Z 也 是 跟 他们 [ tā men] 站 在 一起 的 。 

Aylan Aylan | w_freq: 2 - 2 | wiki_freq: 63 - 1 | sentence_idx: 690923 | align_1: 1-0 | align_2: 2-5 | entity: Aylan - none |    ● Aylan Kurdi Fund : named in honour of the drowned child and set up within 24 hours of the horrific pictures circulating around the world . ||| Aylan 库尔迪 基金 ( Aylan Kurdi Fund ) ： 为 纪念 淹死 的 孩子 命名 ， 并 建立 24 小时 内在 世界 各地 流传 的 可怕 画面 。 

Changelings Changeling | w_freq: 1 - 1 | wiki_freq: 101 - 3 | sentence_idx: 702428 | align_1: 19-22 | align_2: 20-28 | entity: Changelings - none |    In fact , we even have a name for magickal children born to Mundy parents : we call them Changelings . ||| 实际上 ， 我们 有 一个 专门 为 出生 在 麻瓜 家庭 的 孩子 起 的 名字 ： 我们 叫 他们 为 “ Changeling （ 调包 婴儿 ） ” 。 

Arburg Arburg | w_freq: 3 - 1 | wiki_freq: 15 - 0 | sentence_idx: 706914 | align_1: 7-5 | align_2: 8-9 | entity: Arburg - none |    All three machines are networked via the Arburg Central Production Management System ALS . ||| 这 三台 机器 展品 通过 Arburg ( 阿博格 ) 中央 生产 管理 系统 ALS 联网 。 

ALCATEL ALCATEL | w_freq: 1 - 1 | wiki_freq: 7 - 2 | sentence_idx: 707580 | align_1: 6-6 | align_2: 7-10 | entity: ALCATEL - none |    1965 : The Graffenstaden factory becomes ALCATEL . ||| 1965 : Graffenstaden 工厂 发展 成为 ALCATEL （ 阿尔卡特 ） 。 

Arburg ARBURG | w_freq: 3 - 2 | wiki_freq: 15 - 0 | sentence_idx: 707948 | align_1: 14-13 | align_2: 15-17 | entity: Arburg - none |    When it comes to hot topics such as lightweight construction and Industry 4.0 , Arburg states : " Wir sind da . " – with its " Technology on Tour " roadshow . ||| 当 提及 诸如 轻质 结构 和 工业 4.0 的 热门 话题 时 ， ARBURG （ 阿博格 ） 秉承 ： “ Wir sind da . ” - 跟随 路演 “ 技术 巡回 ” 一起 。 

Mensans Mensans | w_freq: 1 - 1 | wiki_freq: 10 - 0 | sentence_idx: 715449 | align_1: 9-6 | align_2: 10-11 | entity: Mensans - none |    It is said that in a room with 12 Mensans you will find 13 differing opinions on any given subject ! ||| 据说 在 一个 有 12 个 Mensans 的 房间 里 ， 你 会 发现 至少 13 个 不同 的 意见 在 任何 给定 的 主题 ！ 

TEDGlobal TEDGlobal | w_freq: 5 - 4 | wiki_freq: 78 - 0 | sentence_idx: 721093 | align_1: 13-9 | align_2: 14-15 | entity: TEDGlobal - none |    Hopefully , five years from now , I 'm going to report to TEDGlobal that political reforms will happen in China . ||| 但愿 ， 五 年 以后 ， 我 可以 在 TEDGlobal 上 作 个 演讲 ， 说 政治 改革 会 在 中国 发生 。 

TEDGlobal TEDGlobal | w_freq: 5 - 4 | wiki_freq: 78 - 0 | sentence_idx: 721094 | align_1: 13-9 | align_2: 14-15 | entity: TEDGlobal - none |    Hopefully , five years from now , I 'm going to report to TEDGlobal that political reforms will happen in China . ||| 但愿 ， 五 年 以后 ， 我 可以 在 TEDGlobal 上 作 个 演讲 ， 说 政治 改革 会 在 中国 发生 。 

Cremorne Cremorne | w_freq: 1 - 1 | wiki_freq: 754 - 0 | sentence_idx: 721355 | align_1: 20-25 | align_2: 21-30 | entity: Cremorne - none |    In 1789 he exhibited 13 portraits , mostly in oil , including one of William Linley and one of Lady Cremorne , his first attempt at a full-length portrait . ||| 1789年 ， 他 展出 了 13 幅 肖像画 ， 主要 是 油画 ， 其中 包括 威廉·林利 （ William Linley ） 和 克里莫恩 夫人 （ Lady Cremorne ） 的 一 幅 ， 这是 他 第一 次 尝试 制作 一 幅 完整 的 肖像画 。 

STOs STOs | w_freq: 2 - 2 | wiki_freq: 31 - 0 | sentence_idx: 723452 | align_1: 20-23 | align_2: 21-29 | entity: STOs - none |    As a result , more people are looking for a more regulated and secure investment option – which is why STOs will begin to establish prominence as we head into 2019 . ||| 因此 ， 越来越 多 的 人 在 寻求 一 种 更 受 监管 、 更 安全 的 投资 选择 —— 这就 是 为什么 STOs ( 安全 令牌 产品 ) 将 在 我们 进入 2019年 之际 开始 崭露头角 的 原因 。 

Skoltech Skoltech | w_freq: 2 - 2 | wiki_freq: 19 - 1 | sentence_idx: 742925 | align_1: 5-3 | align_2: 6-8 | entity: Skoltech - Skoltech 公司 |    We chose to work at Skoltech because of its international , world-class and collaborative atmosphere . ||| 我们 选择 在 Skoltech 公司 工作 ， 是 因为 那里 的 国际 、 世界级 的 协作 氛围 。 

LENR LENR | w_freq: 2 - 4 | wiki_freq: 18 - 1 | sentence_idx: 750302 | align_1: 9-9 | align_2: 10-13 | entity: LENR - none |    My guess is that most people who hear about LENR may give it a passing look , but when they learn that at this point it ’s mostly experimental and lab-based activity , they move on . ||| 我 的 猜测 是 ， 大多数 人 听到 有关 LENR 的 人 ， 可能 给 它 一个 通过 看 ， 但是 当 他们 得知 ， 在 这 一点 上 ， 它 主要 是 实验 和 实验室 为 基础 的 活动 ， 他们 继续 前进 。 

MRAs MRA | w_freq: 2 - 10 | wiki_freq: 48 - 21 | sentence_idx: 762597 | align_1: 5-4 | align_2: 6-9 | entity: MRAs - none |    We participate in all the MRAs and are officially recognised by the FDA and Health Canada . ||| 我们 参与 了 所有 MRA 互 认 协议 ， 并 得到 FDA 和 加拿大 卫生部 的 官方 认可 。 

WinRT WinRT | w_freq: 3 - 2 | wiki_freq: 114 - 30 | sentence_idx: 772801 | align_1: 7-9 | align_2: 8-13 | entity: WinRT - none |    To do this , we architected the WinRT to provide the platform necessary to support this diversity . ||| 为了 实现 这 一 目标 ， 我们 设计 了 WinRT 的 架构 ， 以 提供 支持 这 一 多样性 所 必须 的 平台 。 

O‘ahu 初基 | w_freq: 1 - 1 | wiki_freq: 75 - 13 | sentence_idx: 776175 | align_1: 8-7 | align_2: 9-13 | entity: O‘ahu - none |    Except for species whose place of origin is O‘ahu . ||| 陈 寿言 诸 孙 「 或 赞兴 初基 ， 或 镇据 边陲 」 。 

Coveney Coveney | w_freq: 3 - 2 | wiki_freq: 427 - 3 | sentence_idx: 776750 | align_1: 6-5 | align_2: 7-10 | entity: Simon Coveney - Coveney |    Ireland 's Deputy Prime Minister Simon Coveney tweeted that it was a " necessary " insurance policy . ||| 爱尔兰 副总理 柯文尼 ( Simon Coveney ) 在 推特 上 表示 ， 这是 一 份 “ 必要 的 ” 保险 政策 。 

Coveney Coveney | w_freq: 3 - 2 | wiki_freq: 427 - 3 | sentence_idx: 780692 | align_1: 6-5 | align_2: 7-10 | entity: Simon Coveney - Coveney |    Ireland ’s Deputy Prime Minister Simon Coveney tweeted that it was a “ necessary ” insurance policy . ||| 爱尔兰 副总理 柯文尼 ( Simon Coveney ) 在 推特 上 表示 ， 这是 一 份 “ 必要 的 ” 保险 政策 。 

Benouville ville | w_freq: 1 - 37 | wiki_freq: 51 - 787 | sentence_idx: 784970 | align_1: 27-24 | align_2: 28-28 | entity: Benouville - none |    If all went well at both bridges , Howard intended to call two platoons from the river bridge over to the canal bridge , sending one towards Benouville as a fighting patrol , and holding the other in reserve . ||| 如果 所有 的 桥 都 很 好 ， 霍华德 打算 把 两 个 排 从 河桥 上传 到 运河桥 ， 把 一个 朝 Benou ville 打 过来 ， 作为 一个 战斗 巡逻队 ， 另 一个 人 留在 那里 。 

Benouville Benou | w_freq: 1 - 1 | wiki_freq: 51 - 0 | sentence_idx: 784970 | align_1: 27-23 | align_2: 28-28 | entity: Benouville - none |    If all went well at both bridges , Howard intended to call two platoons from the river bridge over to the canal bridge , sending one towards Benouville as a fighting patrol , and holding the other in reserve . ||| 如果 所有 的 桥 都 很 好 ， 霍华德 打算 把 两 个 排 从 河桥 上传 到 运河桥 ， 把 一个 朝 Benou ville 打 过来 ， 作为 一个 战斗 巡逻队 ， 另 一个 人 留在 那里 。 

FALK FALK | w_freq: 1 - 1 | wiki_freq: 2 - 0 | sentence_idx: 787027 | align_1: 5-6 | align_2: 6-11 | entity: FALK - none |    I soon found out about FALK and started working here on May 4 , 2015 . ||| 于是 我 很快 注意 到 了 FALK （ 富高 ） ， 并 在 2015年 5月 4日 开始 了 我 的 第一 天 工作 。 

WAFA WAF | w_freq: 3 - 5 | wiki_freq: 298 - 25 | sentence_idx: 796417 | align_1: 8-6 | align_2: 9-11 | entity: WAFA - none |    “ I am proud to be part of WAFA in supporting those making strides to improve our world . ||| “ 我 很 自豪 能够 作为 WAF 的 一 份子 ， 去 支持 那些 努力 改善 我们 世界 的 人 。 

PwC 普华永道 | w_freq: 17 - 16 | wiki_freq: 771 - 128 | sentence_idx: 797909 | align_1: 1-1 | align_2: 2-6 | entity: PwC - none |    At PwC we believe in being a catalyst for change and , for us , that means doing the right thing in business and in the world around us . ||| 在 普华永道    , 我们 相信 成为 变革 的 催化剂    , 对 我们 而言    , 这 意味着 在 商业 和 我们 周围 的 世界 中 做 正确 的 事      。 

PwC 普华永道 | w_freq: 17 - 16 | wiki_freq: 771 - 128 | sentence_idx: 797910 | align_1: 1-1 | align_2: 2-6 | entity: PwC - none |    At PwC we believe in being a catalyst for change and , for us , that means doing the right thing in business and in the world around us . ||| 在 普华永道    , 我们 相信 成为 变革 的 催化剂    , 对 我们 而言    , 这 意味着 在 商业 和 我们 周围 的 世界 中 做 正确 的 事      。 

G-20 G20 | w_freq: 41 - 205 | wiki_freq: 556 - 259 | sentence_idx: 802436 | align_1: 10-15 | align_2: 11-19 | entity: G-20 - 20 国 集团 ( G20 |    They state that " without a strong G-2 , the G-20 will disappoint . " ||| 他 甚至 写道 ， “ 如果 没有 强大 的 G2 ， 20 国 集团 ( G20 ) 最终 还是 会 令 人 失望 ” 。 

Willigis Willigis | w_freq: 1 - 1 | wiki_freq: 176 - 2 | sentence_idx: 806416 | align_1: 5-6 | align_2: 6-10 | entity: Willigis - Saint Willigis |    One of them , Saint Willigis was regent of the empire between 991 and 994 and one of the most influential politicians of that time . ||| 其中 之一 是 圣威利斯 ( Saint Willigis ) ， 他 是 991 至 994年 间 帝国 的 摄政王 ， 也 是 当时 最 有 影响力 的 政治家 之一 。 

Hooray hooray | w_freq: 1 - 1 | wiki_freq: 617 - 4 | sentence_idx: 812281 | align_1: 11-16 | align_2: 12-24 | entity: Hooray - none |    He merely added three little words : Hip , Hip , Hooray ! ||| 他 仅仅 加 了 三 个 很 小 的 词 ： “ hip ， hip ， hooray ” （ 嗨 ， 嗨 ， 万岁 ！ ） 

Zelnick Zelnick | w_freq: 6 - 6 | wiki_freq: 132 - 8 | sentence_idx: 819651 | align_1: 1-1 | align_2: 2-6 | entity: Strauss Zelnick - none |    Strauss Zelnick : Sorry , could you just repeat the third question ? ||| Strauss Zelnick （ T2 老总 ） ： 抱歉 ， 你 能 重复 下 第三 个 问题 吗 ? 

Frommer Frommer | w_freq: 1 - 1 | wiki_freq: 460 - 5 | sentence_idx: 824204 | align_1: 0-1 | align_2: 1-10 | entity: Frommer - none |    Frommer ’s 500 Places to Take Your Kids Before They Grow Up ( 500 Places ) ||| （ Frommer 与 孩子 一同 旅游 500 地 ） FROM MER'S 500 PLACES TO TAKE YOUR KIDS BEFORE THEY GROW UP 的 书评 · · · · · · ( 全部 0 条 ) 

AGC AGC | w_freq: 5 - 5 | wiki_freq: 814 - 47 | sentence_idx: 824741 | align_1: 22-21 | align_2: 23-27 | entity: AGC - none |    Also , the Macrovision protection system may fail to work on older VCR 's , usually due to the lack of an AGC system . ||| 另外 ， Macrovision 保护 系统 可能 对于 旧 的 VCR 并 不 起 作用 ， 这 通常 是 由于 它们 没有 AGC （ 自动 增益 调节 ） 系统 。 

Yemenis 也门人 | w_freq: 8 - 6 | wiki_freq: 607 - 34 | sentence_idx: 830096 | align_1: 7-7 | align_2: 8-11 | entity: Yemenis - 也门人 |    Libyans just joined Tunisians , Egyptians and Yemenis in ousting their dictator , while Syrians and Iranians hope to soon follow suit . ||| 利比亚人 刚 加入 突尼斯人 、 埃及 人和 也门人 的 行列 ， 去 推翻 他们 的 独裁 统治者 ， 而 叙利亚人 和 伊朗人 也 希望 尽快 跟着 做 。 

Radnet Radnet | w_freq: 1 - 1 | wiki_freq: 8 - 0 | sentence_idx: 833010 | align_1: 7-7 | align_2: 8-12 | entity: Radnet - none |    I had enjoyed working with him at Radnet so I accepted . ||| 我 很 享受 和 他 一起 在 Radnet 工作 的 日子 ， 所以 我 接受 了 他 的 邀请 。 

Euromoney Euromoney | w_freq: 4 - 3 | wiki_freq: 293 - 12 | sentence_idx: 845031 | align_1: 6-3 | align_2: 7-11 | entity: Euromoney - none |    Eika has received 6 awards from Euromoney as “ Best Real Estate Developer in Lithuania ” . ||| Eika 获得 了 Euromoney 颁发 的 6 个 大奖 ， 被 称为 “ 立陶宛 最佳 房地产 开发商 ” 。 

Manaia 奥马艾 | w_freq: 4 - 1 | wiki_freq: 220 - 0 | sentence_idx: 849991 | align_1: 9-16 | align_2: 10-27 | entity: Manaia - 奥马艾 |    " This for thee , then , " cried Manaia , and once more he raised his rifle ||| “ 米 那 ， 他 带 ” ( 都 有 ， 站 起来 ) ， “ 奥马艾 ， 他 带 ” ( 你 ， 站 起来 ) ， 然后 ， 就 开 了 枪 …… 

