39:25 39:25 | w_freq: 1 - 1 | wiki_freq: 2 - 3 | sentence_idx: 2340 | align_1: 0-0 | align_2: 1-4 |    39:25 Those who preceded them denounced as liars [ the Messenger ] , whereupon punishment afflicted them from whence they did not know . ||| 39:25 ( Schon ) diejenigen , die vor ihnen lebten , haben ( die göttliche Botschaft ) für Lüge erklärt . 

Someone jemanden | w_freq: 349 - 1695 | wiki_freq: 6575 - 2981 | sentence_idx: 208037 | align_1: 6-9 | align_2: 7-14 |    15 Reasons I 'm OK Dating Someone Much Older . ||| 15 Gründe , warum ich in Ordnung bin , jemanden zu treffen , der viel älter ist 

emotionally emotional | w_freq: 206 - 317 | wiki_freq: 11685 - 2653 | sentence_idx: 208223 | align_1: 12-10 | align_2: 13-15 |    You also need to question your words and sentences in context and emotionally to understand us . ||| Ihr müsst auch eure Wörter und Sätze im Kontext und emotional in Frage stellen , um uns zu verstehen . 

complaining beschwerten | w_freq: 104 - 24 | wiki_freq: 6880 - 886 | sentence_idx: 208297 | align_1: 3-1 | align_2: 4-6 |    They were all complaining that the Madam was cheating them by always denying that she received the amount she already received . ||| Sie beschwerten sich alle darüber , dass die madame sie betrogen hatte , indem sie immer wieder leugnete , dass sie den betrag erhielt , den sie bereits erhalten hatte . 

shortcuts Abkürzungen | w_freq: 9 - 24 | wiki_freq: 1350 - 3525 | sentence_idx: 208938 | align_1: 9-9 | align_2: 10-14 |    – 6 hours of high-quality video to learn the shortcuts you need for the best experience . ||| - 6 Stunden von hochwertigen Videos , um die Abkürzungen zu lernen , die Sie für die beste Erfahrung benötigen . 

blaspheme Zucht | w_freq: 1 - 13 | wiki_freq: 88 - 4899 | sentence_idx: 209458 | align_1: 19-18 | align_2: 20-25 |    Among these are Hymenaeus and Alexander , whom I handed over to Satan , to be taught not to blaspheme . ” ||| unter welchen Hymenäus ist und Alexander , die ich dem Satan überliefert habe , auf daß sie durch Zucht unterwiesen würden , nicht zu lästern . 

ballroom ballsaal | w_freq: 9 - 2 | wiki_freq: 7207 - 0 | sentence_idx: 210056 | align_1: 2-2 | align_2: 3-7 |    The largest ballroom available here is at the Convention Center ( in South Boston ) . ||| Der größte ballsaal , der hier zur verfügung steht , befindet sich im convention center ( in south boston ) . 

galectin-10 Galectin-10 | w_freq: 1 - 1 | wiki_freq: 1 - 0 | sentence_idx: 210226 | align_1: 6-6 | align_2: 7-11 |    Animals treated with a variant of galectin-10 did not show this reaction . ||| Tiere , mit einer Variante von Galectin-10 behandelt worden waren , zeigten diese Reaktion nicht . 

backlinks Backlinks | w_freq: 36 - 32 | wiki_freq: 65 - 39 | sentence_idx: 210888 | align_1: 28-32 | align_2: 29-37 |    Since you ca n’t possibly remove every single backlink that comes into your site , it might be better to move forward and focus on creating the strongest backlinks you can . ||| Da Sie möglicherweise nicht jeden einzelnen Backlink entfernen können , der auf Ihre Website gelangt , ist es möglicherweise besser , vorwärts zu gehen und sich darauf zu konzentrieren , die stärksten Backlinks zu erstellen , die Sie können . 

Remember Denken | w_freq: 1026 - 1785 | wiki_freq: 9753 - 11243 | sentence_idx: 211336 | align_1: 0-0 | align_2: 1-4 |    Remember that colleges are not looking for the well-rounded student ; they are looking for a well-rounded first year class . ||| Denken Sie daran , dass Hochschulen sind nicht für die gut abgerundeten Student auf der Suche ; sie suchen nach einer gut abgerundeten ersten Jahr Klasse . 

Remember Erinnere | w_freq: 1026 - 78 | wiki_freq: 9753 - 36 | sentence_idx: 211574 | align_1: 0-0 | align_2: 1-4 |    Remember that only YOU have a “ birthday ” on which you were born into the world from your Mother . ||| Erinnere Dich daran , dass nur Du einen „ Geburtstag “ hast , an welchem Du geboren wurdest auf diese Erde von Deiner Mutter . 

suppose nehme | w_freq: 235 - 397 | wiki_freq: 5598 - 1825 | sentence_idx: 211978 | align_1: 24-27 | align_2: 25-32 |    That smile will live in my dreams forever , even if every moment I spend with you seems like a dream , so I suppose your smile will always be what I will look for in my life . ||| Dieses Lächeln wird für immer in meinen Träumen leben , auch wenn jeder Moment , den ich mit dir verbringe , wie ein Traum erscheint , also nehme ich an , dass dein Lächeln immer das sein wird , wonach ich in meinem Leben suchen werde . 

Remember Denken | w_freq: 1026 - 1785 | wiki_freq: 9753 - 11243 | sentence_idx: 212245 | align_1: 0-0 | align_2: 1-4 |    Remember that recursion is not difficult , and in some cases they replace cycles . ||| Denken Sie daran , dass Rekursion nicht schwierig ist , und in einigen Fällen ersetzen sie Zyklen . 

wonder Wunder | w_freq: 1120 - 1069 | wiki_freq: 10438 - 7763 | sentence_idx: 212370 | align_1: 5-7 | align_2: 6-11 |    Simple , safe and effective—no wonder over 26 % of women rely on it as their preferred prophylactic.﻿﻿ ||| Einfach , sicher und effektiv - kein Wunder , dass mehr als 26 % der Frauen sich darauf als bevorzugte Prophylaxe verlassen . 

idealist Idealist | w_freq: 15 - 11 | wiki_freq: 1257 - 185 | sentence_idx: 212660 | align_1: 5-4 | align_2: 6-9 |    One must probably be an idealist not to be shocked , an idealist like Christian Zimmermann . ||| Man muss wohl ein Idealist sein , um davon nicht geschockt zu sein , ein Idealist wie Christian Zimmermann . 

Cart Apfelkarren | w_freq: 6 - 2 | wiki_freq: 1281 - 0 | sentence_idx: 213404 | align_1: 2-1 | align_2: 3-6 |    The Apple Cart ( 1929 ) was probably his most popular work of this era . ||| Der Apfelkarren ( Der Apfelkarren ) ( 1929 ) war wahrscheinlich seine populärste Arbeit dieses Zeitalters . 

Remember Denken | w_freq: 1026 - 1785 | wiki_freq: 9753 - 11243 | sentence_idx: 213583 | align_1: 0-0 | align_2: 1-4 |    Remember that although a VPN is undeniably useful , there is no guarantee that all of your information will be protected all of the time . ||| Denken sie daran , dass , obwohl ein vpn unbestreitbar nützlich ist , es keine garantie gibt , dass alle ihre informationen die ganze zeit geschützt werden . 

Guess Raten | w_freq: 47 - 57 | wiki_freq: 2796 - 1118 | sentence_idx: 215028 | align_1: 1-1 | align_2: 2-5 |    ( Guess what Konrad Ost wrote about . ) ||| ( Raten Sie mal , wozu Konrad Ost geschrieben hat . ) 

Remember Denken | w_freq: 1026 - 1785 | wiki_freq: 9753 - 11243 | sentence_idx: 215358 | align_1: 0-0 | align_2: 1-4 |    Remember that your health , fitness and nutrition goals should be a part of your life , but they should not dictate your life . ||| Denken Sie daran , dass Ihre Gesundheits- , Fitness- und Ernährungsziele ein Teil Ihres Lebens sein sollten , aber sie sollten es tun nicht diktiere dein Leben . 

milestones Meilensteine | w_freq: 83 - 64 | wiki_freq: 4463 - 1743 | sentence_idx: 215807 | align_1: 13-15 | align_2: 14-19 |    " While every child develops at their own pace , there are certain milestones I expect most of my patients ( 90 to 95 percent ) to achieve by their fourth birthday . " ||| " Und während sich jedes Kind in seinem eigenen Tempo entwickelt , gibt es bestimmte Meilensteine , von denen ich die meisten meiner Patienten ( 90 bis 95 Prozent ) bis zum fünften Geburtstag erwarten . " 

devil teufel | w_freq: 368 - 23 | wiki_freq: 10346 - 2 | sentence_idx: 216363 | align_1: 13-13 | align_2: 14-18 |    As for my personal choice , I say better to stick with the devil you know than the one you do n’t know , so back to Safari it is for me , bye bye Firefox . ||| Was meine persönliche wahl betrifft , sage ich besser , um mit dem teufel zu bleiben , den sie kennen , als der , den sie nicht kennen , also zurück zu safari ist es für mich , bye bye firefox . 

Remember Denken | w_freq: 1026 - 1785 | wiki_freq: 9753 - 11243 | sentence_idx: 217012 | align_1: 0-0 | align_2: 1-4 |    Remember how we said that it ’s closer to wax than oil and that jojoba oil replaced whale products in many cosmetics ? ||| Denken Sie daran , wie wir sagten , dass es näher an Wachs als Öl ist und dass Jojobaöl Walprodukte in vielen Kosmetika ersetzt ? 

implicit implizit | w_freq: 57 - 51 | wiki_freq: 7863 - 1385 | sentence_idx: 218021 | align_1: 4-4 | align_2: 5-9 |    But this comparison was implicit when Gabriel said that talks with NGOs had been customary in many countries for many years . ||| Aber dieser Vergleich wird implizit von Gabriel gezogen , wenn er sagt , Gespräche mit Nichtregierungsorganisationen seien seit vielen Jahren in vielen Ländern üblich . 

yes bisschen | w_freq: 1444 - 1457 | wiki_freq: 9647 - 1974 | sentence_idx: 218028 | align_1: 11-11 | align_2: 12-16 |    If you look at all the cars they are slightly different yes but there is nothing revolutionary . ||| Wenn man sich die Autos anschaut , sind sie zwar ein bisschen unterschiedlich , ja , aber es gibt nichts Revolutionäres . 

Rizevim Rizevim | w_freq: 2 - 2 | wiki_freq: 0 - 0 | sentence_idx: 218126 | align_1: 8-10 | align_2: 9-15 |    I presume the reason why you are with Rizevim is to fight strong foes , right ? ” ||| Ich nehme an , der Grund , warum du mit Rizevim hier bist ist , ist starke Feinde zu bekämpfen , nicht wahr ? “ 

illusions Täuschung | w_freq: 155 - 72 | wiki_freq: 3821 - 2149 | sentence_idx: 220002 | align_1: 5-3 | align_2: 6-9 |    It is one of the illusions that the present hour is not the critical , decisive hour . ||| Es ist eine Täuschung , wenn man glaubt , daß die gegenwärtige Stunde nicht die kritische , die entscheidende Stunde sei . 

zoos zoos | w_freq: 41 - 9 | wiki_freq: 3149 - 1 | sentence_idx: 221246 | align_1: 6-5 | align_2: 7-9 |    I ’m one of the luckiest zoos alive , as far as I can see . ||| Ich bin einer der glücklichsten zoos , die am leben sind , soweit ich sehen kann . 

Remember Denken | w_freq: 1026 - 1785 | wiki_freq: 9753 - 11243 | sentence_idx: 221444 | align_1: 0-0 | align_2: 1-4 |    Remember when you were a kid and summer meant no school , freedom , and fun ? ||| Denken Sie daran , wenn Sie ein Kind waren und Sommer bedeutete , keine Schule , Freiheit und Spaß ? 

correction Korrektur | w_freq: 232 - 220 | wiki_freq: 10453 - 2811 | sentence_idx: 222378 | align_1: 7-7 | align_2: 8-13 |    Jerusalem Day reminds us of a needed correction . ||| Der Tag Jerusalems erinnert uns an die Korrektur , die wirklich notwendig ist . 

Shunning Lügen | w_freq: 2 - 538 | wiki_freq: 71 - 2216 | sentence_idx: 223283 | align_1: 4-3 | align_2: 5-9 |    Why Do They Deny Shunning ? ||| Inwiefern halten Sie Lügen für ( nicht ) schlimm ? 

Remember Denken | w_freq: 1026 - 1785 | wiki_freq: 9753 - 11243 | sentence_idx: 225412 | align_1: 0-0 | align_2: 1-4 |    Remember that your partner is struggling with an illness that makes them persistently unhappy . ||| Denken sie daran , dass ihr partner mit einer krankheit kämpft , die ihn dauerhaft unglücklich macht . 

afflicted ungläubig | w_freq: 32 - 39 | wiki_freq: 4661 - 214 | sentence_idx: 225486 | align_1: 5-4 | align_2: 6-9 |    Look at those who are afflicted and be thankful . ||| Dann schaut er mich ungläubig ( ! ) an und bedankt sich artig . 

Remember Denken | w_freq: 1026 - 1785 | wiki_freq: 9753 - 11243 | sentence_idx: 225937 | align_1: 0-0 | align_2: 1-4 |    Remember that the game starts even before the war , so you have a lot of time to rewrite history and change the course of events ? ||| Denken Sie daran , dass das Spiel bereits vor dem Krieg beginnt , so dass Sie viel Zeit haben , Geschichte umzuschreiben und den Lauf der Ereignisse zu ändern ? 

G&T T-Niveau | w_freq: 1 - 1 | wiki_freq: 76 - 0 | sentence_idx: 227309 | align_1: 17-17 | align_2: 18-22 |    It sounds simple , but there are so many ways to elevate this drink above the average G&T you might have had before . ||| Klingt einfach , aber es gibt so viele Möglichkeiten , dieses Getränk über das durchschnittliche G & T-Niveau zu heben , das Sie vielleicht schon einmal hatten . 

Remember Denken | w_freq: 1026 - 1785 | wiki_freq: 9753 - 11243 | sentence_idx: 228157 | align_1: 0-0 | align_2: 1-4 |    Remember that the vaccine is better to buy a proven ! ||| Denken Sie daran , dass der Impfstoff besser ist , um einen bewährten zu kaufen ! 

Remember Denken | w_freq: 1026 - 1785 | wiki_freq: 9753 - 11243 | sentence_idx: 228351 | align_1: 0-0 | align_2: 1-4 |    Remember that some cars have additional in-line fuses to protect certain items . ||| Denken Sie daran , dass einige Autos über zusätzliche Inline-Sicherungen verfügen , um bestimmte Gegenstände zu schützen . 

senses spürt | w_freq: 190 - 78 | wiki_freq: 10862 - 1705 | sentence_idx: 228828 | align_1: 19-18 | align_2: 20-22 |    That last 10 to 20 pounds will usually take longer , and require more discipline , as your body senses its target weight is approaching . ||| Die letzten 10 bis 20 Pfund werden normalerweise länger brauchen und erfordern mehr Disziplin , da Ihr Körper spürt , dass sich sein Zielgewicht nähert . 

resolutions Entschließungen | w_freq: 175 - 29 | wiki_freq: 12716 - 123 | sentence_idx: 229617 | align_1: 12-12 | align_2: 13-16 |    [ 4 ] In its eighth term the European Parliament adopted 36 resolutions objecting to the authorisation of GMOs . ||| [ 4 ] Das Europäische Parlament nahm in seiner 8. Wahlperiode 36 Entschließungen an , in denen Einwände gegen die Zulassung genetisch veränderter Organismen erhoben wurden . 

hearings Anhörungen | w_freq: 75 - 65 | wiki_freq: 14542 - 788 | sentence_idx: 229838 | align_1: 4-4 | align_2: 5-8 |    In the dozens of hearings I attended in the House International Relations Committee , I do not recall a single “ expert ” witness called who told us the truth . ||| In den Dutzenden von Anhörungen , an denen ich im Ausschuss für internationale Beziehungen des Repräsentantenhauses teilgenommen habe , erinnere ich mich nicht an einen einzigen „ Experten “ , der als Zeuge aufgerufen wurde , der uns die Wahrheit sagte . 

hearings Anhörungen | w_freq: 75 - 65 | wiki_freq: 14542 - 788 | sentence_idx: 229839 | align_1: 4-4 | align_2: 5-8 |    In the dozens of hearings I attended in the House International Relations Committee , I do not recall a single “ expert ” witness called who told us the truth . ||| In den Dutzenden von Anhörungen , an denen ich im Ausschuss für internationale Beziehungen des Repräsentantenhauses teilgenommen habe , erinnere ich mich nicht an einen einzigen " Experten " , der als Zeuge aufgerufen wurde , der uns die Wahrheit sagte . 

Limpopo Limpopo | w_freq: 7 - 6 | wiki_freq: 3027 - 619 | sentence_idx: 230279 | align_1: 4-2 | align_2: 5-7 |    What ’s happening in Limpopo serves as a sobering case study . ||| Was in Limpopo vor sich geht , dient als ernüchternde Fallstudie . 

wonder fragen | w_freq: 1120 - 3091 | wiki_freq: 10438 - 2859 | sentence_idx: 230400 | align_1: 3-2 | align_2: 4-6 |    Some parents may wonder why kids need cholesterol screening at all , Simon acknowledged . ||| Manche Eltern fragen sich vielleicht , warum Kinder Cholesterin Screening überhaupt brauchen , Bestätigte Simon . 

Vixen Vixen | w_freq: 2 - 2 | wiki_freq: 1810 - 360 | sentence_idx: 230414 | align_1: 7-7 | align_2: 8-12 |    Our users are part of what makes Vixen what it is . ||| Unsere Benutzer sind Teil dessen , was Vixen zu dem macht , was es ist . 

Remember Denken | w_freq: 1026 - 1785 | wiki_freq: 9753 - 11243 | sentence_idx: 230660 | align_1: 0-0 | align_2: 1-4 |    Remember that YouTube is not a monster that is busy with delivering penalties and boundaries for video creation . ||| Denken Sie daran , dass YouTube kein Monster ist , das damit beschäftigt ist , Strafen und Grenzen für die Videoerstellung festzulegen . 

crumbs Hündlein | w_freq: 12 - 1 | wiki_freq: 675 - 9 | sentence_idx: 232332 | align_1: 16-14 | align_2: 17-19 |    But she said , “ Yes , Lord ; for even the dogs eat of the crumbs that fall from their masters ’ table . ” ||| Sie sprach : „ Ja , Herr ; denn es essen ja auch die Hündlein von den Brosamen , die von dem Tische ihrer Herren fallen ! “ 

Sorry Tut | w_freq: 85 - 53 | wiki_freq: 4849 - 346 | sentence_idx: 232516 | align_1: 0-0 | align_2: 1-5 |    Sorry I have not responded to your mail below , but on October 3 , we were already on the Gulf of Mexico . ||| Tut mir leid , dass ich nicht auf die unten stehende Mail reagiert habe , aber am 3. Oktober waren wir bereits am Golf von Mexico . 

breaches Rissen | w_freq: 50 - 3 | wiki_freq: 5173 - 1059 | sentence_idx: 232626 | align_1: 6-6 | align_2: 7-12 |    “ You have seen also the breaches of the city of David , that they are many : and you gathered together the waters of the lower pool . ||| " Und ihr seht nach den Rissen ( in der Mauer ) der Stadt Davids - denn es sind viele - , und die Wasser des unteren Teiches sammelt ihr . 

fiddling bespaßt | w_freq: 3 - 1 | wiki_freq: 571 - 2 | sentence_idx: 232819 | align_1: 17-15 | align_2: 18-20 |    If this disaster is on a par with 9/11 as Obama claims , then why is he fiddling while Rome burns ? ||| Wenn diese Katastrophe mit 9 / 11 gleichzusetzen ist , wie Obama behauptet , warum bespaßt er sich dann , während Rom gerade niederbrennt ? 

imagine stelle | w_freq: 1145 - 286 | wiki_freq: 9379 - 3298 | sentence_idx: 233882 | align_1: 1-1 | align_2: 2-5 |    I imagine as an older gentlemen with diabetes , he probably had a whole amazing team around him . ||| Ich stelle mir vor , wie ein älterer Herr mit Diabetes , er hatte wahrscheinlich eine ganze erstaunliche Mannschaft um ihn . 

Satan Satan | w_freq: 575 - 487 | wiki_freq: 10944 - 2179 | sentence_idx: 234504 | align_1: 4-5 | align_2: 5-9 |    or received it from Satan . ||| Oder dazu verführt wurden von Satan , vom Teufel . 

Read Lesen | w_freq: 781 - 964 | wiki_freq: 14171 - 5652 | sentence_idx: 235747 | align_1: 0-0 | align_2: 1-4 |    Read what the stars has in store for you and be ready for a new beginning , both in your personal life and financially , in Italy . ||| Lesen Sie also , was die Sterne für Sie bereithalten , und seien Sie bereit für einen Neuanfang , sowohl in Ihrem persönlichen Leben als auch in finanzieller Hinsicht , und zwar in Italien . 

manifesto Manifest | w_freq: 44 - 71 | wiki_freq: 10488 - 3784 | sentence_idx: 236299 | align_1: 5-5 | align_2: 6-11 |    We found a very interesting manifesto recently written about what ’s going on in Hamburg , called “ Not in our name . ||| Wir haben ein sehr interessantes Manifest gefunden , das in der letzten Zeit geschrieben wurde und darstellt , was in Hamburg passiert : es heißt “ Not in our name . 

Amchitka Amchitka | w_freq: 1 - 1 | wiki_freq: 325 - 39 | sentence_idx: 236657 | align_1: 12-13 | align_2: 13-19 |    The news of a third test of an even larger bomb on Amchitka quickly sparked international criticism . ||| Die Nachricht , dass ein dritter Test mit einer noch größeren Bombe auf Amchitka durchgeführt werden sollte , rief rasch internationale Kritik hervor . 

octuplets Oktupletts | w_freq: 1 - 1 | wiki_freq: 78 - 0 | sentence_idx: 237416 | align_1: 10-10 | align_2: 11-14 |    ( And they have nothing on that California mom of octuplets who had six kids , tried for more , and ended up with 14 ! ) ||| ( Und sie haben nichts mit dieser kalifornischen Mutter von Oktupletts zu tun , die sechs Kinder hatte , sich um mehr bemühte und am Ende 14 bekam ! ) 

unemployed Arbeitslose | w_freq: 166 - 30 | wiki_freq: 14341 - 1111 | sentence_idx: 238645 | align_1: 10-10 | align_2: 11-15 |    Is that the reason why many Albanian farmers and the unemployed grow cannabis ? ||| Ist das der Grund , warum viele albanische Bauern und Arbeitslose bereit sind , Cannabis anzubauen ? 

reversal Umkehrung | w_freq: 68 - 50 | wiki_freq: 9181 - 1772 | sentence_idx: 238808 | align_1: 6-5 | align_2: 7-10 |    A report on the unprecedented role reversal now under way – and its vast cultural consequences . ” ||| Ein Bericht über die beispiellose Umkehrung der Rollen , die jetzt im Gange ist — und ihre weitreichenden kulturellen Konsequenzen . “ 

Remember Denke | w_freq: 1026 - 187 | wiki_freq: 9753 - 112 | sentence_idx: 242500 | align_1: 0-0 | align_2: 1-4 |    Remember that bankroll management can and should be flexible too . ||| Denke immer daran , dass Bankroll-Management flexibel sein kann und es auch sollte . 

Recall Erinnern | w_freq: 34 - 176 | wiki_freq: 2267 - 488 | sentence_idx: 243787 | align_1: 0-0 | align_2: 1-4 |    Recall how the first test flight of the Il-112B took place : ||| Erinnern Sie sich , wie der erste Testflug der Il-112B stattfand : 

Aken 30,22 | w_freq: 2 - 1 | wiki_freq: 409 - 7 | sentence_idx: 243848 | align_1: 2-0 | align_2: 3-5 |    Truly ( Aken ) the salvation of Israel is in TheIAM ( Yahweh ) our God ( Elohim ) . ||| 30,22 ] ; [ 31,3 ] Jahwes , unseres Gottes ; ewiglich liegt dies Israel ob . 

Remember Denken | w_freq: 1026 - 1785 | wiki_freq: 9753 - 11243 | sentence_idx: 244628 | align_1: 0-0 | align_2: 1-4 |    Remember that all Russian girls have own desires , so you need to choose a surprise taking into account their interests and tastes . ||| Denken sie daran , dass alle russischen mädchen eigene wünsche haben , also müssen sie eine Überraschung wählen , die ihre interessen und geschmäcker berücksichtigt . 

guess vermute | w_freq: 632 - 160 | wiki_freq: 8827 - 157 | sentence_idx: 246006 | align_1: 3-3 | align_2: 4-7 |    Well , I guess this is really a matter of personal preference , but I think we British people really love our football . ||| Nun , ich vermute , dass es hier wirklich auf persönliche Präferenzen ankommt , aber ich habe das Gefühl , wir Deutschen lieben unseren Fußball . 

concur pflichte | w_freq: 13 - 1 | wiki_freq: 941 - 2 | sentence_idx: 246097 | align_1: 2-1 | align_2: 3-6 |    I definitely concur that these shifting tensions and paradoxes are crucial to Jackson and his work . ||| Ich pflichte dir definitiv bei , dass diese wechselnden Spannungen und Paradoxa wesentlich für Jackson und sein Werk sind . 

Remember Denken | w_freq: 1026 - 1785 | wiki_freq: 9753 - 11243 | sentence_idx: 247362 | align_1: 0-0 | align_2: 1-4 |    Remember that even a potentially crowded rainy day at Walt Disney World is better than a perfect day at home . ||| Denken Sie daran , dass selbst ein möglicherweise überfüllter Regentag in Walt Disney World besser ist als ein perfekter Tag zu Hause . 

ashamed schämen | w_freq: 196 - 116 | wiki_freq: 4022 - 273 | sentence_idx: 247502 | align_1: 3-1 | align_2: 4-6 |    And we ’re ashamed the president of the United States is from Texas . ” ||| Wir schämen uns dafür , dass der Präsident der Vereinigten Staaten aus Texas kommt . “ 

glad freue | w_freq: 464 - 560 | wiki_freq: 5614 - 346 | sentence_idx: 248456 | align_1: 3-2 | align_2: 4-6 |    " I 'm glad your wife 's already dressed . ||| „ Ich freue mich , dass deine Frau schon angezogen ist . 

WAVES WELLEN | w_freq: 2 - 1 | wiki_freq: 405 - 0 | sentence_idx: 248528 | align_1: 7-6 | align_2: 8-10 |    She was nicknamed “ Mother of the WAVES ” after introducing legislation to create this organization . ||| Sie wurde bekannt als " Mutter WELLEN ( Wellen ) " nach dem Einführen der Gesetzgebung , um diese Organisation zu schaffen . 

delighted freue | w_freq: 296 - 560 | wiki_freq: 6960 - 346 | sentence_idx: 248712 | align_1: 3-1 | align_2: 4-6 |    I ’m also delighted that he has secured the title at Honda ’s home grand prix , in front of all of the fans and sponsors . ||| Ich freue mich auch besonders , dass er diesen Titel bei Honda ’s Heim Grand Prix sicherte , vor allen Fans und Sponsoren . 

suppose nehme | w_freq: 235 - 397 | wiki_freq: 5598 - 1825 | sentence_idx: 250281 | align_1: 1-1 | align_2: 2-5 |    I suppose that 's the basis for the CIA analysis and I suppose the British intelligence are saying the same thing . ||| Ich nehme an , dass dies die Grundlage für die CIA Analyse ist , und ich nehme auch an , dass die britischen Geheimdienste das gleiche sagen . 

suppose nehme | w_freq: 235 - 397 | wiki_freq: 5598 - 1825 | sentence_idx: 250281 | align_1: 12-16 | align_2: 13-21 |    I suppose that 's the basis for the CIA analysis and I suppose the British intelligence are saying the same thing . ||| Ich nehme an , dass dies die Grundlage für die CIA Analyse ist , und ich nehme auch an , dass die britischen Geheimdienste das gleiche sagen . 

manipulation Manipulation | w_freq: 244 - 186 | wiki_freq: 13223 - 2643 | sentence_idx: 251016 | align_1: 7-6 | align_2: 8-11 |    The IMF seems more interested in political manipulation than monetary assistance . ||| Der IWF scheint mehr an politischer Manipulation interessiert zu sein , als an monetärer Unterstützung . 

Gaia Gaia | w_freq: 217 - 191 | wiki_freq: 4660 - 1629 | sentence_idx: 251201 | align_1: 17-17 | align_2: 18-22 |    If we can survive the challenges of today and connect to the consciousness of Earth , Lady Gaia , we shall experience the profound union of Planetary Civilization . ||| Wenn wir die Herausforderungen von heute überleben können und uns mit dem Bewusstsein der Erde , Lady Gaia , in Verbindung setzen , werden wir die tiefe Vereinigung von Planetarer Zivilisation erleben . 

Regio Regio | w_freq: 3 - 4 | wiki_freq: 2567 - 3933 | sentence_idx: 251304 | align_1: 6-6 | align_2: 7-11 |    The ancient dark area of Galileo Regio lies at the upper right . ||| Das alte dunkle Gebiet von Galileo Regio ( Galileo Regio ) liegt am oberen Recht . 

Guess Raten | w_freq: 47 - 57 | wiki_freq: 2796 - 1118 | sentence_idx: 251488 | align_1: 0-0 | align_2: 1-4 |    Guess who controls the Bank of England ? ||| Raten Sie mal , wer die Bank of England kontrolliert ? 

Abkhazia Abchasien | w_freq: 12 - 11 | wiki_freq: 6331 - 1172 | sentence_idx: 251807 | align_1: 7-6 | align_2: 8-11 |    Here profiles are provided for women from Abkhazia who want to meet for any relationship . ||| Hier Profile sind für Frauen aus Abchasien zur Verfügung gestellt , die für jede Beziehung treffen möchten . 

Remember Denken | w_freq: 1026 - 1785 | wiki_freq: 9753 - 11243 | sentence_idx: 252728 | align_1: 0-0 | align_2: 1-4 |    Remember that about one fifth of the water we take every day is hidden in food and that other drinks contain water . ||| Denken Sie daran , dass etwa ein Fünftel des Wassers , das wir jeden Tag in Lebensmitteln versteckt ist und dass andere Getränke Wasser enthalten . 

Marino Marino | w_freq: 22 - 21 | wiki_freq: 14196 - 5241 | sentence_idx: 252775 | align_1: 8-13 | align_2: 9-18 |    In some countries , like Switzerland and San Marino , the head of state is not a single person but a committee ( council ) of several persons holding that office . ||| In einigen Ländern , wie die Schweiz ( Die Schweiz ) und San Marino ( San Marino ) , ist das Staatsoberhaupt keine einzige Person , aber ein Komitee ( Rat ) von mehreren Personen , die dieses Büro halten . 

percentages payback-prozentsätze | w_freq: 71 - 1 | wiki_freq: 5673 - 0 | sentence_idx: 252935 | align_1: 10-10 | align_2: 11-14 |    For this reason , most casinos rarely change their payback percentages unless there is a major revision in their marketing philosophy . ||| Aus diesem grund ändern die meisten casinos nur selten ihre payback-prozentsätze , es sei denn , es gibt eine große Überarbeitung ihrer marketingphilosophie . 

Remember Denken | w_freq: 1026 - 1785 | wiki_freq: 9753 - 11243 | sentence_idx: 254789 | align_1: 0-0 | align_2: 1-4 |    Remember that although I had a choice of zone in each city , I was not able to choose the exact location of my room . ||| Denken Sie daran , dass , obwohl ich in jeder Stadt eine Auswahl an Zonen hatte , ich nicht in der Lage war , den genauen Standort meines Zimmers zu wählen . 

OASIS OASIS | w_freq: 5 - 4 | wiki_freq: 756 - 151 | sentence_idx: 255460 | align_1: 4-4 | align_2: 5-9 |    “ I created the OASIS because I never felt at home in the real world . ||| „ Ich habe die OASIS ins Leben gerufen , weil ich mich in der realen Welt nie zu Hause gefühlt habe . 

2268 2268 | w_freq: 1 - 1 | wiki_freq: 63 - 98 | sentence_idx: 255824 | align_1: 15-7 | align_2: 16-12 |    We fully support the call for the full implementation of the UN Security Council resolution 2268 which was also referenced in the resolution adopted today . ||| Wir unterstützen vollkommen die Forderung der Resolution 2268 des VN-Sicherheitsrates , auf die auch in der heute angenommenen Resolution Bezug genommen wurde . 

HABEKO HABEKO | w_freq: 1 - 1 | wiki_freq: 0 - 0 | sentence_idx: 256005 | align_1: 10-8 | align_2: 11-12 |    Therefore , it is important to one Having partners like HABEKO who can reliably handle this complex and responsible job . ||| Daher ist es wichtig , einen Partner wie HABEKO zu haben , der diese komplexe und verantwortungsvolle Aufgabe zuverlässig übernimmt . 

crazy bisschen | w_freq: 772 - 1457 | wiki_freq: 10483 - 1974 | sentence_idx: 256232 | align_1: 10-9 | align_2: 11-14 |    Pi ( 1998 ) - A man goes a little crazy trying to predict patterns in the stock market . ||| Pi ( 1998 ) - Ein Mann ist ein bisschen verrückt , wenn er versucht , Muster an der Börse vorherzusagen . 

