EFG EFG | w_freq: 6 - 3 | wiki_freq: 314 - 9 | sentence_idx: 105 | align_1: 4-0 | align_2: 5-4 | entity: EFG International - EFG 国际 （ EFG International |    Founded in 1995 , EFG International is a subsidiary of EFG Bank European Financial Group . ||| EFG 国际 （ EFG International ） 成立 于 1995年 ， 是 EFG Bank European Financial 

Hamdani 人乎 | w_freq: 1 - 104 | wiki_freq: 304 - 17 | sentence_idx: 102709 | align_1: 17-13 | align_2: 18-20 | entity: Hamdani - none |    Among them , some tribes with strains of repute , such as the Al Kathir and their Hamdani . ||| 君子 之 道 ， 焉 可 诬 也 ？ 有始有卒者 ， 其 惟圣 人乎 ！ ” ， 13.14 冉子 退朝 。 

Hamdani 惟圣 | w_freq: 1 - 104 | wiki_freq: 304 - 5 | sentence_idx: 102709 | align_1: 17-12 | align_2: 18-20 | entity: Hamdani - none |    Among them , some tribes with strains of repute , such as the Al Kathir and their Hamdani . ||| 君子 之 道 ， 焉 可 诬 也 ？ 有始有卒者 ， 其 惟圣 人乎 ！ ” ， 13.14 冉子 退朝 。 

Allah 真主 | w_freq: 2831 - 4182 | wiki_freq: 12189 - 1526 | sentence_idx: 104087 | align_1: 11-3 | align_2: 12-9 | entity: Allah - none |    21And who is more unjust than one who fabricates lies against Allah or denies His signs ? ||| 二一 . 假借 真主 的 名义 而 造谣 ， 或 否认 其 迹象 的 人 ， 有 谁 比 他 还 不义 呢 ？ 不义 的 人 ， 必定 不 会 成功 。 

Astronomer 天文学家 | w_freq: 15 - 103 | wiki_freq: 1419 - 8249 | sentence_idx: 105037 | align_1: 4-3 | align_2: 5-19 | entity: Astronomer - none |    The Prophet and the Astronomer : A Scientific Journey to the End of Time ||| 《 先知 与 天文学家 : 通往 时间 尽头 的 科学 之 旅 》 THE PROPHET AND THE ASTRO NOMER : A Scientific Journey to the End of Time 

Suze Suze | w_freq: 7 - 4 | wiki_freq: 685 - 8 | sentence_idx: 105372 | align_1: 1-1 | align_2: 2-7 | entity: Suze - none |    For Suze it would involve relationship . ||| 对 Suze 来说    ， 这 将 牵涉 到 关系    。 

Gerry 格里 | w_freq: 24 - 11 | wiki_freq: 13737 - 257 | sentence_idx: 109434 | align_1: 6-7 | align_2: 7-11 | entity: Gerry - 格里 |    Even with everyone asking her about Gerry she had remained calm . ||| 即使 每个 人 都 问 她 关于 格里 的 事 ， 她 仍然 保持 镇定 。 

WHO WHO | w_freq: 128 - 66 | wiki_freq: 13165 - 936 | sentence_idx: 112598 | align_1: 5-3 | align_2: 6-8 | entity: WHO - none |    “ Next week at the WHO we will put forward a common roadmap . ||| “ 下周 在 WHO ( 世卫 组织 ) 我们 将 提出 一个 共同 路线图 。 

Camilla 卡米拉 | w_freq: 16 - 15 | wiki_freq: 4888 - 95 | sentence_idx: 113138 | align_1: 3-4 | align_2: 4-8 | entity: Camilla - none |    Charles has his Camilla ; they are evidently happy . ||| 查尔斯 有 他 的 卡米拉 ( Camilla ) ； 他们 显然 很 幸福 。 

Pruthvi 大地 | w_freq: 1 - 2215 | wiki_freq: 65 - 5397 | sentence_idx: 113484 | align_1: 1-3 | align_2: 2-8 | entity: Pruthvi - none |    Name Pruthvi or ( no variations ) means Earth ; Land ; World . ||| 关于 与 「 大地 恩情 」 名称 相近 或 相同 的 条目 ， 请 见 「 大地 恩情 ( 消歧义 ) 」 。 

Vipp Vipp | w_freq: 1 - 1 | wiki_freq: 1 - 2 | sentence_idx: 116952 | align_1: 0-0 | align_2: 1-5 | entity: Vipp ’s - none |    Vipp ’s Plug and Play Getaway Shelter ||| Vipp 工业化 住宅 VIPP ’ S PLUG AND PLAY GETA WAY SHELTER 

POTUS POTUS | w_freq: 14 - 24 | wiki_freq: 177 - 8 | sentence_idx: 117861 | align_1: 2-3 | align_2: 3-7 | entity: POTUS - none |    A # POTUS who ’s name alone creates division and anger . ||| 「 一个 # POTUS ( 白痴 ) 他 的 名字 独自 造成 分裂 和 愤怒 。 

Koutas Kout | w_freq: 1 - 1 | wiki_freq: 1 - 5 | sentence_idx: 121569 | align_1: 3-2 | align_2: 4-7 | entity: Nick Koutas - none |    According to Nick Koutas they were very impressed with the schools ability , as well as their content . ||| 根据 Nick Kout as 的 说法 ， 他们 对 学校 的 能力 以及 他们 的 内容 印象 深刻 。 

POTUS POTUS | w_freq: 14 - 24 | wiki_freq: 177 - 8 | sentence_idx: 125401 | align_1: 2-3 | align_2: 3-7 | entity: POTUS - none |    A # POTUS who 's name alone creates division and anger . ||| 「 一个 # POTUS ( 白痴 ) 他 的 名字 独自 造成 分裂 和 愤怒 。 

Israelites 后裔 | w_freq: 980 - 518 | wiki_freq: 6428 - 8445 | sentence_idx: 126906 | align_1: 6-5 | align_2: 7-10 | entity: Israelites - none |    Allah made a covenant with the Israelites and raised among them twelve chieftains . ||| “ 真主 与 以色列 的 后裔 确 已 缔约 ， 并 从 他们 中 派出 十二 个 首领 。 

Israelites 后裔 | w_freq: 980 - 518 | wiki_freq: 6428 - 8445 | sentence_idx: 126907 | align_1: 6-5 | align_2: 7-10 | entity: Israelites - none |    Allah made a covenant with the Israelites and raised among them twelve chieftains . ||| “ 真主 与 以色列 的 后裔 确 已 缔约 ， 并 从 他们 中 派出 十二 个 首领 。 

williams 罗宾·威廉姆斯 | w_freq: 6 - 7 | wiki_freq: 169 - 25 | sentence_idx: 129612 | align_1: 3-1 | align_2: 4-7 | entity: none - 罗宾·威廉姆斯 |    Tag : robin williams : come inside my head ||| 10 罗宾·威廉姆斯 ： 记忆 深处 Robin Williams : Come Inside My Mind 

Astronomer 天文学家 | w_freq: 15 - 103 | wiki_freq: 1419 - 8249 | sentence_idx: 130687 | align_1: 4-3 | align_2: 5-19 | entity: Astronomer - none |    The Prophet and the Astronomer : A Scientific Journey to the End of Time . ||| 《 先知 与 天文学家 : 通往 时间 尽头 的 科学 之 旅 》 THE PROPHET AND THE ASTRO NOMER : A Scientific Journey to the End of Time 

Allah 真主 | w_freq: 2831 - 4182 | wiki_freq: 12189 - 1526 | sentence_idx: 131008 | align_1: 11-12 | align_2: 12-23 | entity: Allah - none |    19Satan has overcome them and made them forget the remembrance of Allah . ||| 19 . 恶魔 已经 制服 了 他们 ， 因而 使 他们 忘却 真主 的 教训 ； 这等 人 ， 是 恶魔 的 党羽 。 

Ki Ki | w_freq: 3 - 2 | wiki_freq: 10660 - 135 | sentence_idx: 134196 | align_1: 6-11 | align_2: 7-19 | entity: Ki - none |    His wife is the earth goddess Ki . ||| 他 的 配偶 有 大地 女 神祺 ( 女神 ) （ Ki ） 与 乌拉什 （ Urash ） 等 。 

Marysia 安拉 | w_freq: 2 - 212 | wiki_freq: 67 - 280 | sentence_idx: 134199 | align_1: 4-6 | align_2: 5-19 | entity: Marysia - 安拉 |    Thanks to replies from Marysia and Marylin . ||| 古兰经 轻而易举 地 误称 之 为 安拉 （ 万有之主 ， 太 一 神 ） ， 麦尔彦 （ 圣母 ） 和 尔撒 （ 圣子 ） 。 

Marylin 麦尔彦 | w_freq: 1 - 357 | wiki_freq: 180 - 23 | sentence_idx: 134199 | align_1: 6-15 | align_2: 7-24 | entity: Marylin - 麦尔彦 |    Thanks to replies from Marysia and Marylin . ||| 古兰经 轻而易举 地 误称 之 为 安拉 （ 万有之主 ， 太 一 神 ） ， 麦尔彦 （ 圣母 ） 和 尔撒 （ 圣子 ） 。 

Marylin 尔撒 | w_freq: 1 - 54 | wiki_freq: 180 - 92 | sentence_idx: 134199 | align_1: 6-20 | align_2: 7-24 | entity: Marylin - 尔撒 |    Thanks to replies from Marysia and Marylin . ||| 古兰经 轻而易举 地 误称 之 为 安拉 （ 万有之主 ， 太 一 神 ） ， 麦尔彦 （ 圣母 ） 和 尔撒 （ 圣子 ） 。 

Blessed 军长 | w_freq: 86 - 3 | wiki_freq: 13424 - 5849 | sentence_idx: 139653 | align_1: 18-16 | align_2: 19-21 | entity: Blessed - none |    Before your eyes He lies who was both the Son of Mary , and the Son of the Blessed ! ||| CUV 以实玛利 那里 的 众人 看见 加利亚 的 儿子 约 哈难 和 同著 他 的 众 军长 ， 就 都 欢喜 。 

Astronomer 天文学家 | w_freq: 15 - 103 | wiki_freq: 1419 - 8249 | sentence_idx: 142155 | align_1: 4-3 | align_2: 5-19 | entity: Astronomer - none |    The Prophet and the Astronomer : a Scientific Journey to the End of Time . ||| 《 先知 与 天文学家 : 通往 时间 尽头 的 科学 之 旅 》 THE PROPHET AND THE ASTRO NOMER : A Scientific Journey to the End of Time 

gratitude 雅 | w_freq: 196 - 132 | wiki_freq: 8723 - 1127 | sentence_idx: 142925 | align_1: 4-4 | align_2: 5-13 | entity: none - 雅 各 |    All : Remembering with gratitude , we praise you , O God , Redeemer of Israel ! ||| 4 因 我 仆人 雅 各 ， 我 所 拣选 以色列 的 缘故 ， 我 就 提名 召 你 。 

Toni Toni | w_freq: 18 - 6 | wiki_freq: 10330 - 80 | sentence_idx: 143753 | align_1: 16-13 | align_2: 17-19 | entity: Toni - none |    For me , the “ success ” of TU Dance is that it does more than Toni and I could have ever done . ||| 对 我 来说 ， TU Dance 的 “ 成功 ” 在于 它 比 Toni 做 得 更 多 ， 而 我 本来 可以 做到 的 。 

Sorrento 诸地 | w_freq: 4 - 4 | wiki_freq: 1953 - 44 | sentence_idx: 146885 | align_1: 8-1 | align_2: 9-9 | entity: Sorrento - none |    This surely is different from down to earth Sorrento . ||| 这是 诸地 （ 路 心生 起 ） 的 区别 。 

Allah 神灵 | w_freq: 2831 - 180 | wiki_freq: 12189 - 2312 | sentence_idx: 151345 | align_1: 11-14 | align_2: 12-24 | entity: Allah - none |    29:25 He said : Ye have chosen only idols instead of Allah . ||| 29 : 25 他 说 ： “ 你们 舍 真主 而 以 偶像 为 神灵 ， 只 为 今世 生活 中 互相 亲爱 罢了 。 

Lut 李霖 | w_freq: 36 - 1 | wiki_freq: 248 - 8 | sentence_idx: 151917 | align_1: 8-10 | align_2: 9-14 | entity: Lut - 李霖 |    Upon reaching the door they said “ O Lut ! ||| 他们 大咧咧 地 踹门 进来 ， 叫 道 ： “ 李霖 ， 出来 说话 。 

DACA DACA | w_freq: 65 - 62 | wiki_freq: 788 - 69 | sentence_idx: 156508 | align_1: 10-6 | align_2: 11-11 | entity: DACA - none |    So he ’s been willing to negotiate with them on DACA in exchange for a border wall . ||| 所以 他 愿意 与 他们 就 DACA 问题 进行 谈判 ， 以 换取 一 堵 边境 墙 。 

YUP 首页 | w_freq: 1 - 1133 | wiki_freq: 30 - 770 | sentence_idx: 160877 | align_1: 0-0 | align_2: 1-5 | entity: YUP The - none |    YUP The Rutles : All You Need is Cash ||| 首页 >> 电影 列表 >> The Rutles : All You Need Is Cash 

Allah 古兰经 | w_freq: 2831 - 517 | wiki_freq: 12189 - 2268 | sentence_idx: 161217 | align_1: 0-1 | align_2: 1-5 | entity: Allah - none |    Allah says : O people : Eat what is lawful and good on earth . ||| 《 古兰经 》 上 就 说 ： “ 众人 啊 ！ 你们 可以 吃 大地 上 所有 合法 而且 佳美 的 食物 。 

Shakti Shakti | w_freq: 8 - 7 | wiki_freq: 4505 - 13 | sentence_idx: 161309 | align_1: 5-5 | align_2: 6-10 | entity: Shakti - none |    If someone wants health , Shakti will arrive . ||| 如果 某人 想要 健康 ， Shakti （ 夏 克提 ） 会 到来 。 

Settlements 清算 | w_freq: 10 - 86 | wiki_freq: 6535 - 1390 | sentence_idx: 163736 | align_1: 9-11 | align_2: 10-16 | entity: Bank for International Settlements - 国际 清算 银行 |    We ask the IMF , the Bank for International Settlements and the Financial Stability Board ( FSB ) to present to us at our meeting in April a common Report on “ Financial stability risks during policy normalisation ” . ||| 我们 要求 国际 货币 基金 组织 ( IMF ) 、 国际 清算 银行 ( bis ) 和 金融 稳定 委员会 ( FSB ) 在 今年 4月 的 会议 上 向 我们 提交 一 份 关于 “ 在 政策 正常化 期间 的 金融 稳定 风险 ” 的 共同 报告 。 

AMERICAN 美国式 | w_freq: 3 - 16 | wiki_freq: 172 - 141 | sentence_idx: 163985 | align_1: 1-1 | align_2: 2-14 | entity: AMERICAN - 美国式 |    THE AMERICAN WAY OF POVERTY : How the Other Half Still Lives . ||| 《 美国式 贫困 ： 另 一半 人 仍旧 怎样 生活 》 ( The American Way of Poverty : How the Other Half Still Lives ) 。 

williams 罗宾·威廉姆斯 | w_freq: 6 - 7 | wiki_freq: 169 - 25 | sentence_idx: 166702 | align_1: 2-1 | align_2: 3-7 | entity: none - 罗宾·威廉姆斯 |    watch robin williams : come inside my mind ||| 4 罗宾·威廉姆斯 ： 记忆 深处 Robin Williams : Come Inside My Mind 

Earth—befalls 大地 | w_freq: 16 - 2215 | wiki_freq: 0 - 5397 | sentence_idx: 167380 | align_1: 3-4 | align_2: 4-14 | entity: Earth—befalls - none |    Whatever befalls the Earth—befalls the sons of the Earth . ||| ④ 任何 降临 在 大地 上 的 事 ， 终究 会 降临 在 大地 的 孩子 身上 。 

Earth—befalls 大地 | w_freq: 16 - 2215 | wiki_freq: 0 - 5397 | sentence_idx: 167381 | align_1: 3-4 | align_2: 4-14 | entity: Earth—befalls - none |    Whatever befalls the Earth—befalls the sons of the Earth . ||| ④ 任何 降临 在 大地 上 的 事 ， 终究 会 降临 在 大地 的 孩子 身上 。 

HomeImpactsNext 卫报 | w_freq: 1 - 268 | wiki_freq: 0 - 1758 | sentence_idx: 169833 | align_1: 0-1 | align_2: 1-9 | entity: none - 英国 卫报 |    HomeImpactsNext generation ‘ may never see the glory of coral reefs ’ ||| 英国 卫报 （ 2018年 11月 11日 ） ， Next generation ‘ may never see the glory of coral reefs ’ 

PERLMAN 艾席蒙 | w_freq: 1 - 3 | wiki_freq: 0 - 28 | sentence_idx: 173471 | align_1: 2-3 | align_2: 3-22 | entity: PERLMAN - 艾席蒙 |    MR . PERLMAN : No , no , no . What you two had had everything and nothing to do with intelligence . ||| 这 又 是 艾席蒙 喜欢 使用 的 一个 表达 ， 还 记得 CMBYN 的 最后 ， 艾利欧 的 爸爸 那段 经典 独白 ： what you two had , had everything and nothing to do with intelligence 。 

PERLMAN CMBYN | w_freq: 1 - 3 | wiki_freq: 0 - 0 | sentence_idx: 173471 | align_1: 2-12 | align_2: 3-22 | entity: PERLMAN - none |    MR . PERLMAN : No , no , no . What you two had had everything and nothing to do with intelligence . ||| 这 又 是 艾席蒙 喜欢 使用 的 一个 表达 ， 还 记得 CMBYN 的 最后 ， 艾利欧 的 爸爸 那段 经典 独白 ： what you two had , had everything and nothing to do with intelligence 。 

Granier 林修 | w_freq: 1 - 1 | wiki_freq: 266 - 11 | sentence_idx: 175113 | align_1: 3-1 | align_2: 4-6 | entity: Granier - 林修 |    Except that of Granier ’s no doubt . ||| 至于 林修 的 身份 ， 小二 倒是 不 怀疑 。 

Mutakabbir 穆吉布 | w_freq: 1 - 1 | wiki_freq: 4 - 5 | sentence_idx: 175694 | align_1: 3-3 | align_2: 4-9 | entity: Mutakabbir - 穆吉布 |    Allah is al Mutakabbir . ||| 真主 是 “ 穆吉布 ” （ 有求必应 的 ） 。 

Sussex--well 萨塞克斯 | w_freq: 2 - 4 | wiki_freq: 0 - 341 | sentence_idx: 178834 | align_1: 1-4 | align_2: 2-9 | entity: Sussex--well - 萨塞克斯 |    English Sussex--well , all this can be discussed with you in the morning . ||| 然而 ， 在 英国 萨塞克斯 的 中心 —— 嗯 ， 所有 这些 都 可以 在 早上 与 你 讨论 。 

Judges 士师记 | w_freq: 41 - 1 | wiki_freq: 11667 - 25 | sentence_idx: 181487 | align_1: 2-2 | align_2: 3-6 | entity: Judges - none |    According to Judges , if the people of God want to know who their greatest potential enemy is , they need only do one simple thing : Look in the mirror . ||| 根据 《 士师记 》 所 说 ， 如果 神 的 子民 想 知道 谁 是 他们 的 最 大 的 潜在 敌人 ， 他们 需要 做 的 只是 一个 简单 的 事 ： 照镜子 。 

Goodwill 阳脉 | w_freq: 4 - 1 | wiki_freq: 3523 - 2 | sentence_idx: 181893 | align_1: 3-2 | align_2: 4-10 | entity: Goodwill - none |    [ 258 ] Goodwill again makes many to become one . ||| 258 ) 阳脉 实 ， 因 发 其 汗出多者 ， 亦 为 太过 。 

Altman Altman | w_freq: 33 - 8 | wiki_freq: 4798 - 19 | sentence_idx: 185003 | align_1: 18-18 | align_2: 19-25 | entity: Sam Altman - none |    That ’s why I was glad to read a blog post this weekend from Y Combinator president Sam Altman about founders and depression . ||| 这 正是 为什么 本周末 我 很 高兴 阅读 了 一 篇 来自 Y Combinator 总裁 萨姆·阿尔特曼 （ Sam Altman ） 的 文章 ， 内容 是 关于 创始人 和 抑郁症 。 

Capra Capra | w_freq: 7 - 7 | wiki_freq: 2543 - 47 | sentence_idx: 186743 | align_1: 1-3 | align_2: 2-8 | entity: Frank Capra - none |    Frank Capra ( You Ca n't Take it With You ) ||| 法兰克·卡普拉 （ Frank Capra ） 《 浮生若梦 》 （ You Can't Take It with You ） 

Ja‘far 庄稼 | w_freq: 8 - 59 | wiki_freq: 75 - 417 | sentence_idx: 189746 | align_1: 0-3 | align_2: 1-11 | entity: Ja‘far - none |    Ja‘far then recited a passage from Surah Maryam ( Chapter of Mary ) . ||| 从 食物 引入 庄稼 ， 这 事工 的 果实 就是 即 将来 就 祂 的 撒玛利亚人 （ Samaritans ） 。 

PROLOUGE 穆罕默德 | w_freq: 1 - 221 | wiki_freq: 0 - 3522 | sentence_idx: 192272 | align_1: 0-0 | align_2: 1-6 | entity: none - 穆罕默德 |    PROLOUGE : The Last Prophet ||| 穆罕默德 ： 封印 的 使者 Muhammad : The Last Prophet 

Utterance 典命 | w_freq: 2 - 4 | wiki_freq: 76 - 1 | sentence_idx: 192371 | align_1: 6-3 | align_2: 7-11 | entity: Utterance - none |    I swear by the Daystar of Utterance which shineth upon the world in its meridian glory ! ||| 《 周礼·春官 · 典命 》 ： 「 凡 诸侯 之 适子 ， 誓于 天子 摄其君 。 

Speratus 听 | w_freq: 1 - 3805 | wiki_freq: 74 - 11884 | sentence_idx: 193214 | align_1: 0-0 | align_2: 1-6 | entity: Speratus - none |    Speratus said : " We give thanks to God . " ||| 听 后 ， 我 高兴 地 说 ： 「 咱 得 感谢 神 ， 这 都 是 神 的 作为 。 

Supercow Supercow | w_freq: 1 - 1 | wiki_freq: 19 - 0 | sentence_idx: 193333 | align_1: 2-1 | align_2: 3-6 | entity: Supercow - none |    And only Supercow can stop him ! ||| 只有 Supercow ( 超级 奶牛 ) 能够 阻止 他 ! 

Manual 手册 | w_freq: 40 - 183 | wiki_freq: 11833 - 3275 | sentence_idx: 196325 | align_1: 10-7 | align_2: 11-13 | entity: Tallinn Manual - none |    This is precisely what the experts say in the Tallinn Manual . ||| 这 正是 专家 们 在 《 塔林 手册 》 中 所 说 的 。 

Rumble Rumble | w_freq: 1 - 2 | wiki_freq: 7994 - 57 | sentence_idx: 197354 | align_1: 2-2 | align_2: 3-9 | entity: Rumble Food Factor Food Factor - none |    2012 Rebound Rumble Food Factor Food Factor Bowled Over ! ||| 2012 Rebound Rumble （ 英语 ： Rebound Rumble ） Food Factor （ 英语 ： Food Factor ） Food Factor Bowled Over ! 

Bungie Bungie | w_freq: 15 - 15 | wiki_freq: 1030 - 218 | sentence_idx: 197778 | align_1: 9-7 | align_2: 10-16 | entity: Bungie - none |    " Our decision was reached with mutual agreement with Bungie to sell back the commercial rights . ||| “ 我们 的 决定 是 在 与 Bungie 达成 共识 的 情况 下 达成 的 ， 以 卖掉 商业 权利 。 

AO BUT | w_freq: 101 - 8 | wiki_freq: 3145 - 17 | sentence_idx: 200399 | align_1: 1-0 | align_2: 2-7 | entity: AO - none |    The AO denied the claim of the assessee . ||| BUT ， 张敏 本人 是 曾 发声 否认 过 这 段 故事 的 。 

swear’st 嵩泣 | w_freq: 2 - 29 | wiki_freq: 0 - 0 | sentence_idx: 201354 | align_1: 2-0 | align_2: 3-6 | entity: none - 嵩泣 |    But why swear’st thou ? thou art a _ Lamb _ . ” ||| 嵩泣 对 曰 ： 蒙 将 军恩 ， 誓 以 死报 ， 况 捶 楚乎 。 

HEMINGWAY 海明威 | w_freq: 2 - 13 | wiki_freq: 0 - 688 | sentence_idx: 202806 | align_1: 0-0 | align_2: 1-4 | entity: none - 海明威 |    HEMINGWAY : Yes , they have more money . ||| 海明威 （ Hemingway ） ： 是的 ， 他们 有 更 多 的 钱 。 

ISIS ISIS | w_freq: 255 - 228 | wiki_freq: 6089 - 231 | sentence_idx: 203815 | align_1: 7-6 | align_2: 8-10 | entity: ISIS - none |    The Japanese know who is really behind ISIS and will be seeking revenge . ||| 日本人 知道 谁 是 真正 处在 ISIS 幕后 的 ， 并且 将 会 寻仇 。 

Fairy 童话 | w_freq: 17 - 27 | wiki_freq: 10277 - 2467 | sentence_idx: 204170 | align_1: 0-2 | align_2: 1-8 | entity: Fairy Tales - none |    Fairy Tales and the Second Half of Life ||| 从此以后 : 童话 故事 与 人 的 后半生:fairy tales and the second half of life 

Strasbourg Strasbourg | w_freq: 26 - 1 | wiki_freq: 14875 - 61 | sentence_idx: 208723 | align_1: 10-15 | align_2: 11-21 | entity: Strasbourg - none |    Here we have Grandmother Europe , as I said in Strasbourg . ||| 在 这儿 ， 我们 有 欧洲 老 祖母 —— 就 像 我 在 斯特拉斯堡 （ Strasbourg ） 时 所 说 的 。 

Marko Marko | w_freq: 16 - 12 | wiki_freq: 7140 - 44 | sentence_idx: 211279 | align_1: 5-4 | align_2: 6-10 | entity: Marko - none |    But for a player like Marko this can not be the end . ||| “ 但是 对于 像 Marko 这样 的 球员 来说 ， 这不 可能 是 结束 。 

Degrees Degrees | w_freq: 20 - 9 | wiki_freq: 4212 - 36 | sentence_idx: 213308 | align_1: 12-10 | align_2: 13-21 | entity: & 98 Degrees - none |    “ Thank God I Found You ” [ featuring Joe & 98 Degrees ] ||| Thank God I Found You - Featuring Joe & 98 Degrees （ * 全 美 热门 单曲榜 1周 冠军 ， 2000 ） 

Qur’an 古兰经 | w_freq: 273 - 517 | wiki_freq: 541 - 2268 | sentence_idx: 216002 | align_1: 1-2 | align_2: 2-11 | entity: Qur’an - none |    The Qur’an says , in Surat Maryam , ||| 在 《 古兰经 》 中 ， 尔撒 以 麦尔彦之子尔撒 而 被 提到 。 

qabiliste 恩典 | w_freq: 1 - 741 | wiki_freq: 0 - 869 | sentence_idx: 217329 | align_1: 5-2 | align_2: 6-6 | entity: none - 恩典 |    Can someone who is a qabiliste be grateful ? ||| 任何 人 恩典 所 说 , 还是 依赖 ? 

Isa 澳玛 | w_freq: 98 - 2 | wiki_freq: 7449 - 0 | sentence_idx: 219405 | align_1: 15-9 | align_2: 16-16 | entity: Isa - 澳玛 |    ( And remember when Allah will say on the Day of Resurrection : “ O Isa [ Jesus ] , son of Maryam ( Mary ) ! ||| 他 说 ， “ 当天 使 说 ， ” 澳玛 ， 真主 给 你 一个 字 （ 要 ） 他 ， 他 的 名字 是 耶稣 ， 耶稣 ， 玛利亚 的 儿子 报喜 。 

Kruger Kruger | w_freq: 5 - 1 | wiki_freq: 5119 - 15 | sentence_idx: 220748 | align_1: 1-2 | align_2: 2-9 | entity: Barbara Kruger - Barbara Kruger |    Barbara Kruger - Untitled ( our people are better than your people ) ||| ▲ Barbara Kruger （ 生于 1945年 ） 的 作品 《 Untitled （ Our people are better than your people ） 》 

williams 罗宾·威廉姆斯 | w_freq: 6 - 7 | wiki_freq: 169 - 25 | sentence_idx: 221184 | align_1: 2-1 | align_2: 3-7 | entity: none - 罗宾·威廉姆斯 |    watch robin williams : come inside my mind ||| 10 罗宾·威廉姆斯 ： 记忆 深处 Robin Williams : Come Inside My Mind 

Alias 特务A | w_freq: 3 - 1 | wiki_freq: 2519 - 14 | sentence_idx: 226323 | align_1: 1-2 | align_2: 2-7 | entity: none - 特务A |    2006 Alias Agent Rance Episode : " There 's Only One Sidney Bristow " ||| 2006 《 特务A 》 兰斯 探员 （ Agent Rance ） 单集 ： 「 There's Only One Sidney Bristow 」 

Adoration Adoration | w_freq: 7 - 3 | wiki_freq: 2323 - 3 | sentence_idx: 226950 | align_1: 8-15 | align_2: 9-21 | entity: Adoration of the Earth - none |    Part I : L’Adoration de la Terre ( Adoration of the Earth ) ||| 第一 部分 （ 对 大地 的 崇拜 ） ： 大地 之 舞 Part I : Adoration of the Earth : Dance of the Earth 

GWTF GWTF | w_freq: 12 - 14 | wiki_freq: 1 - 0 | sentence_idx: 227875 | align_1: 14-12 | align_2: 15-16 | entity: GWTF - none |    Shaukat , I agree with everything you said – even where you agree with GWTF that what is considered physically attractive can be heavily influenced by culture . ||| Shaukat 我 同意 你 所 说 的 一切 —— 即使 你 同意 GWTF 的 观点 ， 认为 身体 上 有 吸引力 的 东西 也 会 受到 文化 的 严重 影响 。 

Ave Ave | w_freq: 6 - 5 | wiki_freq: 14861 - 88 | sentence_idx: 228146 | align_1: 4-3 | align_2: 5-8 | entity: Ave - none |    Right on East 161st Ave to our Welcome Home Center . ||| 在 East 161st Ave 右转 ， 便 可 来到 我们 的 Welcome Home Center 

Shakti Shakti | w_freq: 8 - 7 | wiki_freq: 4505 - 13 | sentence_idx: 233829 | align_1: 5-5 | align_2: 6-11 | entity: Shakti - none |    If someone wants health , Shakti will arrive . ||| 如果 某人 想要 健康 ， Shakti （ 夏 克提 女神 ） 会 到来 。 

Ailes 汀道尔 | w_freq: 16 - 5 | wiki_freq: 665 - 0 | sentence_idx: 235376 | align_1: 1-1 | align_2: 2-5 | entity: Ailes - 汀道尔 |    ( Ailes steadfastly denied allegations against him . ||| 而 汀道尔 本人 ， 则 一概 否认 所有 的 指控 。 

Lucado Lucado | w_freq: 1 - 1 | wiki_freq: 60 - 0 | sentence_idx: 235566 | align_1: 1-5 | align_2: 2-13 | entity: Max Lucado - none |    Max Lucado ( when God whispers your name ) ||| 选 了 路卡杜 ( Max Lucado ) 的 「 上帝 的 悄悄话 」 ( When God whispers your name ) 。 

Mariam 玛丽 | w_freq: 38 - 451 | wiki_freq: 3033 - 4324 | sentence_idx: 239899 | align_1: 4-2 | align_2: 5-13 | entity: Mariam - 玛丽 |    NARRATOR : Amat and Mariam are husband and wife who are Christians . ||| 威廉 和 玛丽 将 由 安妮 和 她 的 后裔 继承 ， 紧接着 是 威廉 假如 再 娶 的话 的 后裔 [ 40 ] 。 

Covenant 卜卦 | w_freq: 138 - 1 | wiki_freq: 9410 - 83 | sentence_idx: 242975 | align_1: 6-16 | align_2: 7-24 | entity: the Covenant - none |    Uzzah touched the Ark of the Covenant . ||| 使用 光线 感应器 ( Light sensor ) 与 乱数 ( Random number ) ， 设计 一个 卜卦 ( YES or NO ) 的 游戏 。 

Psalmes 诗篇 | w_freq: 1 - 69 | wiki_freq: 70 - 1077 | sentence_idx: 243009 | align_1: 4-2 | align_2: 5-8 | entity: Psalmes - none |    Frequently , in the Psalmes God 's Mercy and Truth are joined together . ||| -- 在 诗篇 和 以 赛亚书 中 ， 神 的 义和神 的 救赎 是 常常 相提并论 的 。 

swear 嵩泣 | w_freq: 1247 - 29 | wiki_freq: 5814 - 0 | sentence_idx: 243231 | align_1: 2-0 | align_2: 3-9 | entity: none - 嵩泣 |    You do swear in the presence of the ever-living God [ or , of almighty God ] , that , & c. ||| 嵩泣 对 曰 ： 蒙 将 军恩 ， 誓 以 死报 ， 况 捶 楚乎 。 

