EFG EFG | w_freq: 6 - 3 | wiki_freq: 314 - 9 | sentence_idx: 105 | align_1: 4-0 | align_2: 5-4 | ner_entity: EFG International-EFG 国际 （ EFG International |    Founded in 1995 , EFG International is a subsidiary of EFG Bank European Financial Group . ||| EFG 国际 （ EFG International ） 成立 于 1995年 ， 是 EFG Bank European Financial
HEMINGWAY 海明威 | w_freq: 2 - 13 | wiki_freq: 0 - 688 | sentence_idx: 202806 | align_1: 0-0 | align_2: 1-4 | ner_entity: none-海明威 |    HEMINGWAY : Yes , they have more money . ||| 海明威 （ Hemingway ） ： 是的 ， 他们 有 更 多 的 钱 。

qabiliste 恩典 | w_freq: 1 - 741 | wiki_freq: 0 - 869 | sentence_idx: 217329 | align_1: 5-2 | align_2: 6-6 | ner_entity: none-恩典 |    Can someone who is a qabiliste be grateful ? ||| 任何 人 恩典 所 说 , 还是 依赖 ?

williams 罗宾·威廉姆斯 | w_freq: 6 - 7 | wiki_freq: 169 - 25 | sentence_idx: 221184 | align_1: 2-1 | align_2: 3-7 | ner_entity: none-罗宾·威廉姆斯 |    watch robin williams : come inside my mind ||| 10 罗宾·威廉姆斯 ： 记忆 深处 Robin Williams : Come Inside My Mind

GWTF GWTF | w_freq: 12 - 14 | wiki_freq: 1 - 0 | sentence_idx: 227875 | align_1: 14-12 | align_2: 15-16 | ner_entity: GWTF-none |    Shaukat , I agree with everything you said – even where you agree with GWTF that what is considered physically attractive can be heavily influenced by culture . ||| Shaukat 我 同意 你 所 说 的 一切 —— 即使 你 同意 GWTF 的 观点 ， 认为 身体 上 有 吸引力 的 东西 也 会 受到 文化 的 严重 影响 。

Ailes 汀道尔 | w_freq: 16 - 5 | wiki_freq: 665 - 0 | sentence_idx: 235376 | align_1: 1-1 | align_2: 2-5 | ner_entity: Ailes-汀道尔 |    ( Ailes steadfastly denied allegations against him . ||| 而 汀道尔 本人 ， 则 一概 否认 所有 的 指控 。

Lucado Lucado | w_freq: 1 - 1 | wiki_freq: 60 - 0 | sentence_idx: 235566 | align_1: 1-5 | align_2: 2-13 | ner_entity: Max Lucado-none |    Max Lucado ( when God whispers your name ) ||| 选 了 路卡杜 ( Max Lucado ) 的 「 上帝 的 悄悄话 」 ( When God whispers your name ) 。

DK1 DK1 | w_freq: 2 - 2 | wiki_freq: 41 - 21 | sentence_idx: 243873 | align_1: 6-9 | align_2: 7-13 | ner_entity: DK1-none |    This second experience also involved a DK1 and a bunch of people laughing at me , but this time for a whole different reason . ||| 这 第二 次 体验 也 是 用 一 台 DK1 进行 的 ， 还是 有 一 堆 人 笑话 我 ， 不过 这 一 次 是 出于 一个 完全 不同 的 原因 。

williams 罗宾·威廉姆斯 | w_freq: 6 - 7 | wiki_freq: 169 - 25 | sentence_idx: 247445 | align_1: 3-0 | align_2: 4-6 | ner_entity: none-罗宾·威廉姆斯 |    Tag : robin williams : come inside my head ||| 罗宾·威廉姆斯 ： 记忆 深处 Robin Williams : Come Inside My Mind

prana 普拉那 | w_freq: 4 - 1 | wiki_freq: 182 - 3 | sentence_idx: 250711 | align_1: 3-4 | align_2: 4-8 | ner_entity: none-普拉那 |    You are breathing prana , not only air . ||| 你 在 呼吸 著 普拉那 ( Prana ) ， 不是 空气 而已 。

Gargan Gargan | w_freq: 2 - 2 | wiki_freq: 739 - 3 | sentence_idx: 256337 | align_1: 1-3 | align_2: 2-10 | ner_entity: William Gargan-none |    William Gargan ( They Knew What They Wanted ) ||| 威廉·格根 （ William Gargan ） 《 知 已 知彼 》 （ They Knew What They Wanted ）

Mensans Mensans | w_freq: 2 - 2 | wiki_freq: 10 - 0 | sentence_idx: 259055 | align_1: 9-6 | align_2: 10-11 | ner_entity: Mensans-none |    It is said that in a room with 12 Mensans you will find at least 13 differing opinions on any given subject . ||| 据说 在 一个 有 12 个 Mensans 的 房间 里 ， 你 会 发现 至少 13 个 不同 的 意见 在 任何 给定 的 主题 ！

Al-Ajmi 伊萨科夫 | w_freq: 6 - 2 | wiki_freq: 45 - 22 | sentence_idx: 260764 | align_1: 0-2 | align_2: 1-11 | ner_entity: Al-Ajmi-伊萨科夫 |    Al-Ajmi denied all wrongdoing . ||| 不过 ， 伊萨科夫 一直 声称 自己 是 清白 的 ， 他 否认 了 所有 的 指控 。

DraftStreet DraftStreet | w_freq: 1 - 1 | wiki_freq: 3 - 0 | sentence_idx: 262125 | align_1: 7-8 | align_2: 8-12 | ner_entity: DraftStreet-none |    About a month ago , it acquired DraftStreet and today it ’s announced the purchase of StarStreet . ||| 约月 前   ， 它 收购 了 DraftStreet   ， 而 今天 它 又 宣布 收购 StarStreet   。

Asla Asla | w_freq: 1 - 1 | wiki_freq: 40 - 1 | sentence_idx: 267981 | align_1: 2-2 | align_2: 3-8 | ner_entity: York Banks Asla-none |    York Banks Asla , welcome to the world . ||| York Banks Asla ( 她 的 儿子 ) ， 欢迎 来到 这个 世界 。

Ojuland 他妈比 | w_freq: 3 - 1 | wiki_freq: 16 - 0 | sentence_idx: 274509 | align_1: 17-16 | align_2: 18-28 | ner_entity: Kristiina Ojuland-none |    – having regard to the proposal for a recommendation to the Council by Guy Verhofstadt and Kristiina Ojuland , on behalf of the ALDE Group ( B7 - 0196/2012 ) , ||| 作为 父亲 ， 我 是 有 责任 的 ！ 🐶🐼 🐷 我 决定 把 他 牵回 他妈比 里 重造 ！ 大家 等 着 吧 ， 不久 的 将来 ， 会 有 一 条 全新 的 亮狗 出现 在 你们 面前 ！ 谢谢 大家 ！ 🍵☕ 🍶🍹 🍷🍻 🍴🍨 🍧🍦 🍩🍰 🍪🍔 🍳🍯 🍮🍭 🍬🍫 🍟🍝 🍕🍖 🍗🍤 🍣🍲 🍛🍚 🍙🍜 🍞🍱 🍥🍢 🍡🍘 🍠🍌 🍎🍇 🍆🍅 🍄🍋 🍊🍏 🍈🍉 🍐🍑 🍒🍓 🍍🌷 🌵🌴 🌳🌲 🌱🌰 🌸🌹 🍀🍁 🍂🍃 🌺🌈 ☀🌿 🌾🌽 🌼 🌻⛅ ☁🌁 🌂☔

al-Nasa’i 词根Jina | w_freq: 1 - 1 | wiki_freq: 1 - 0 | sentence_idx: 309270 | align_1: 5-4 | align_2: 6-8 | ner_entity: al-Nasa’i-none |    [ 36 ] Narrated by al-Nasa’i . ||| [ 36 ] 来源于 词根Jina （ 胜利 ） 。

A'ad 阿德族人 | w_freq: 2 - 4 | wiki_freq: 1 - 0 | sentence_idx: 322827 | align_1: 2-1 | align_2: 3-10 | ner_entity: A'ad-none |    And in A'ad when we sent the fatal wind against them . ||| 在 阿德族人 中 ( 也 有 一个 迹象 ) ， 那时 我 降 给 他们 毁灭性 的 风 。

noise-induced 林佳吟 | w_freq: 1 - 3 | wiki_freq: 130 - 0 | sentence_idx: 342121 | align_1: 6-6 | align_2: 7-10 | ner_entity: none-林佳吟 |    Do you know how to prevent noise-induced hearing loss ? ||| 「 你 怎么 知道 ？ 」 林佳吟 的 声音 ， 听 起来 有点 调皮 。

Jaarsa Jaars | w_freq: 2 - 2 | wiki_freq: 0 - 1 | sentence_idx: 344834 | align_1: 7-8 | align_2: 8-12 | ner_entity: Jaarsa-none |    Then they enter the final grade called Jaarsa and retire completely . ||| 然后 他们 进入 最后 的 层级 ， 称为 Jaars a层 级 ， 并且 彻底 地 退休 。

Gargan Gargan | w_freq: 2 - 2 | wiki_freq: 739 - 3 | sentence_idx: 353459 | align_1: 1-3 | align_2: 2-10 | ner_entity: William Gargan-none |    William Gargan ( They Knew What They Wanted ) ||| 威廉·格根 （ William Gargan ） 《 知 已 知彼 》 （ They Knew What They Wanted ）

downsides 珩 | w_freq: 8 - 1 | wiki_freq: 417 - 88 | sentence_idx: 354047 | align_1: 6-6 | align_2: 7-13 | ner_entity: none-珩 |    Ask them the upsides and the downsides . ||| 」 置勿 问 ， 械系纲 、 珩 ， 以 其 罪状 奏行 在 。

LORD 主, | w_freq: 412 - 4 | wiki_freq: 627 - 0 | sentence_idx: 366242 | align_1: 1-0 | align_2: 2-9 | ner_entity: LORD-none |    The LORD saved His people from the hand of their oppressors . ||| 主, 因为 祂 眷顾 了 祂 的 子民 , 拯救 了 祂 的 民族 。

Phasee Phasee | w_freq: 2 - 2 | wiki_freq: 50 - 0 | sentence_idx: 375553 | align_1: 2-9 | align_2: 3-13 | ner_entity: Phasee-none |    Hasee Toh Phasee English : She Smiles , She 's Snared ! ||| 她 的 微笑 和 圈套 原名 ： Hasee Toh Phasee ， 又 名 English : She Smiles , She's Snared !

Werbach 韦尔巴赫 | w_freq: 1 - 1 | wiki_freq: 100 - 2 | sentence_idx: 377483 | align_1: 3-1 | align_2: 4-6 | ner_entity: Werbach-韦尔巴赫 |    According to Professor Werbach these issues of trust will take many years to be resolved . ||| 根据 韦尔巴赫 教授 的 说法 ， 这些 信任 问题 需要 很多 年 才能 得到 解决 。

Airbnb Airbnb | w_freq: 117 - 120 | wiki_freq: 845 - 97 | sentence_idx: 379734 | align_1: 1-2 | align_2: 2-23 | ner_entity: Airbnb-none |    The Airbnb Story : How Three Guys Disrupted an Industry , Made Billions of Dollars ... and Plenty of Enemies ||| 作品 ： Airbnb 创业 生存 法则 : 多次 启动 、 敏捷 应变 、 超速 成长 的 新 世代 商业 模式 、 The Airbnb Story : How Three Guys Disrupted an Industry , Made Billions of Dollars ... and Plenty of Enemies

Apalachee 阿帕拉契 | w_freq: 3 - 3 | wiki_freq: 819 - 146 | sentence_idx: 387677 | align_1: 9-13 | align_2: 10-17 | ner_entity: Apalachee-阿帕拉契 |    Keep on robbers and traitors : in Acuera and Apalachee we will treat you as you deserve . ||| ... 继续   ， 强盗 和 叛徒  ： 在 阿奎拉 和 阿帕拉契   ， 我们 将 按照 你 应得 的 对待 你   。

UAYEB UAYEB | w_freq: 1 - 1 | wiki_freq: 0 - 0 | sentence_idx: 402249 | align_1: 2-1 | align_2: 3-9 | ner_entity: UAYEB-none |    Nothing in UAYEB will be shown with a big arrow . ||| 《 UAYEB 》 中 的 任何 东西 都 不 会 用 大箭头 显示 。

mortgagor Delphi | w_freq: 4 - 20 | wiki_freq: 158 - 178 | sentence_idx: 410546 | align_1: 1-1 | align_2: 2-5 | ner_entity: none-《 Delphi |    The mortgagor ( ||| 《 Delphi 程序 设计 - (

ENFPs 淘 | w_freq: 3 - 21 | wiki_freq: 0 - 150 | sentence_idx: 416107 | align_1: 16-164 | align_2: 17-190 | ner_entity: ENFPs-none |    So it ’s [ it ] belongs to other human beings , external beliefs , because ENFPs are so focused on the beliefs of others . ||| 3分 快 3 最 新 平台 , （ 眼 ） （ 下 ） （ 的 ） （ 苏 ） （ 沫 ） （ 看 ） （ 上 ） （ 去 ） （ 就 ） （ 像 ） （ 是 ） （ 落 ） （ 难 ） （ 的 ） （ 小 ） （ 公 ） （ 主 ） （ ， ） （ 一 ） （ 双 ） （ 灵 ） （ 性 ） （ 水 ） （ 汪 ） （ 汪 ） （ 的 ） （ 眼 ） （ 睛 ） （ ， ） （ 笑 ） （ 起 ） （ 来 ） （ 仿 ） （ 佛 ） （ 她 ） （ 就 ） （ 是 ） （ 整 ） （ 个 ） （ 春 ） （ 天 ） （ ， ） （ 田 ） （ 恬 ） （ 简 ） （ 直 ） （ 恨 ） （ 不 ） （ 得 ） （ 现 ） （ 在 ） （ 就 ） （ 淘 ） （ 个 ） （ 小 ） （ 皇 ） （ 冠 ） （ 来 ） （ ， ） （ 歪 ） （ 歪 ） （ 扭 ） （ 扭 ） （ 给 ） （ 她 ） （ 带 ） （ 在 ） （ 头 ） （ 上 ） （ ， ） （ 这 ） （ 样 ） （ 子 ） （ 一 ） （ 出 ） （ 去 ） （ 还 ） （ 不 ） （ 将 ） （ 所 ） （ 有 ） （ 人 ） （ 秒 ） （ 杀 ） （ 林 ） （ 婧 ） （ 差 ） （ 点 ） （ 没 ） （ 被 ） （ 她 ） （ 气 ） （ 死 ） （ ， ） （ 一 ） （ 把 ） （ 抽 ） （ 过 ） （ 她 ） （ 的 ） （ 手 ） （ 机 ） （ ， ） （ 你 ） （ 还 ） （ 有 ） （ 没 ） （ 有 ） （ 点 ） （ 出 ） （ 息 ） （ ， ） （ 恋 ） （ 爱 ） （ 还 ） （ 想 ） （ 不 ） （ 想 ） （ 谈 ） （ ， ） （ 小 ） （ 朋 ） （ 友 ） （ 还 ） （ 想 ） （ 不 ） （ 想 ） （ 追 ） （ 我 ） （ 告 ） （ 诉 ） （ 你 ） （ ， ） （ 就 ） （ 你 ） （ 那 ） （ 点 ） （ 存 ） （ 款 ） （ 七 ） （ 位 ） （ 数 ） （ ， ） （ 都 ） （ 没 ） （ 法 ） （ 跟 ） （ 人 ） （ 家 ）

Paix Paix | w_freq: 1 - 1 | wiki_freq: 712 - 17 | sentence_idx: 416479 | align_1: 2-2 | align_2: 3-7 | ner_entity: Vive La Paix-none |    Vive La Paix ( GK206 ) is as sweet and lazy as a summer day . ||| Vive La Paix （ 和平 万岁 ） ( GK206 ) 就 如何 一个 夏日 一样 甜蜜 和 懒散 。

CER CER | w_freq: 2 - 4 | wiki_freq: 509 - 25 | sentence_idx: 418063 | align_1: 5-5 | align_2: 6-9 | ner_entity: CER-none |    This would foster and encourage CER and ensure its initiatives do n’t have to compete for funding with projects designed to develop new knowledge . ||| 这 将 促进 和 鼓励 CER   ， 并 确保 其 倡议 不必 与 旨在 开发 新 知识 的 项目 竞争 资金  。

GOODWIN 凯尔·古德温 | w_freq: 3 - 1 | wiki_freq: 1 - 0 | sentence_idx: 423415 | align_1: 1-0 | align_2: 2-5 | ner_entity: KYLE GOODWIN-凯尔·古德温 |    KYLE GOODWIN wants his stuff back . ||| 凯尔·古德温 ( Kyle Goodwin ) 想要 回 他 的 东西 。

Strung Strung | w_freq: 1 - 2 | wiki_freq: 360 - 3 | sentence_idx: 427556 | align_1: 2-2 | align_2: 3-9 | ner_entity: Strung-none |    The High Strung - " The Luck You Got " ||| The High Strung （ 英语 ： The High Strung ） 〈 The Luck You Got 〉

Qur’an 在心 | w_freq: 273 - 21 | wiki_freq: 541 - 164 | sentence_idx: 430270 | align_1: 4-8 | align_2: 5-14 | ner_entity: Qur’an-none |    Apply teachings of the Qur’an . ||| 文 中 应用 “ 忘怀 （ 不 放 在心 上 ， 忘记 ） ” 。

YAHWEH 宗密 | w_freq: 3 - 1 | wiki_freq: 2 - 43 | sentence_idx: 435046 | align_1: 12-12 | align_2: 13-24 | ner_entity: none-宗密 |    Unless , the name He revealed to them is something other than YAHWEH . ||| 上述 名称 ， 除 《 禅藏 》 外 ， 均 属 从 宗密 自己 起 的 《 禅源 诸诠集 》 这个 名称 上 化出 。

DOLLAR 沃尔玛 | w_freq: 1 - 36 | wiki_freq: 19 - 435 | sentence_idx: 441622 | align_1: 1-11 | align_2: 2-27 | ner_entity: none-沃尔玛 |    ALMIGHTY DOLLAR : Follow the Incredible Journey of a Single Dollar to See How the Global Economy Really Works ||| . 一 美元 的 全球 经济 之 旅 ： 从 美国 沃尔玛 、 中国 央行 到 奈及利亚 铁路 ， 洞悉 世界 的 运作 真相 The Almighty Dollar : Follow the Incredible Journey of a Single Dollar to See How the Global Economy Really Works .

MLCC MLCC | w_freq: 2 - 3 | wiki_freq: 71 - 11 | sentence_idx: 444827 | align_1: 9-12 | align_2: 10-27 | ner_entity: MLCC-none |    Similarly , Kemet has produced a whitepaper — “ MLCC Shortage : When You Ca n’t Find the Cap You Need . ” ||| 同样 地 ， Kemet 也 制作 了 一 份 白皮书 —— “ MLCC 短缺 ： 当 你 找 不 到 需要 的 电容器 时 ” ( MLCC Shortage : When You Can ’ t Find the Cap You Need ) 。

Audacity 胆量 | w_freq: 4 - 12 | wiki_freq: 366 - 164 | sentence_idx: 446316 | align_1: 1-2 | align_2: 2-12 | ner_entity: American Audacity-none |    American Audacity : In Defense of Literary Daring ||| 《 美国式 胆量 ： 一 次 文学 辩护 》 AMERICA N AUDACITY : In Defense of Literary Daring

Perseant 惟圣 | w_freq: 1 - 104 | wiki_freq: 0 - 5 | sentence_idx: 449531 | align_1: 14-12 | align_2: 15-20 | ner_entity: Perseant-none |    And when they had broken their fast , they took their leave of Sir Perseant . ||| 君子 之 道 ， 焉 可 诬 也 ？ 有始有卒者 ， 其 惟圣 人乎 ！ ” ， 13.14 冉子 退朝 。

Caemlyn Caemlyn | w_freq: 8 - 6 | wiki_freq: 16 - 0 | sentence_idx: 452395 | align_1: 16-15 | align_2: 17-19 | ner_entity: Caemlyn-none |    “ I do not know how things are done in the Two Rivers , but in Caemlyn you do n’t wait until you are betrothed before kissing a girl . ||| “ 我 不 知道 这 两 条 河 怎么办    ， 但 在 Caemlyn   ， 你 不要 等到 你 订婚 前 亲吻 一个 女孩  。

M'shamba shamba | w_freq: 1 - 1 | wiki_freq: 0 - 0 | sentence_idx: 460098 | align_1: 4-8 | align_2: 5-15 | ner_entity: M'shamba-none |    three birds from M'shimba M'shamba because he loves me . ||| 它 是 由 三 只 来自 M'shimbaM ' shamba 的 鸟儿 带给 我 的 ， 因为 他 爱 我 。

Beracah 比拉迦 | w_freq: 2 - 2 | wiki_freq: 5 - 0 | sentence_idx: 460954 | align_1: 10-5 | align_2: 11-12 | ner_entity: Valley of Beracah-比拉迦 谷[ |    On the fourth day they assembled in the Valley of Beracah , for there they blessed the LORD . ||| ” 第四日 众人 聚集 在 比拉迦 谷[ 就是 称颂 的 意思 ] ， 在 那里 称颂 耶和华 。

Rasoolullah 穆圣 | w_freq: 2 - 18 | wiki_freq: 12 - 52 | sentence_idx: 472605 | align_1: 0-0 | align_2: 1-5 | ner_entity: Rasoolullah-none |    Rasoolullah said , ‘ The one who has not thanked the person has not thanked Allah . ’ ||| 穆圣 （ 祈主 福安 ） 说 ： “ 没有 感谢 人 的 人 ， 就 没有 感谢 真主 。

YORK YORK | w_freq: 40 - 14 | wiki_freq: 199 - 16 | sentence_idx: 486644 | align_1: 1-2 | align_2: 2-6 | ner_entity: NEW YORK-none |    NEW YORK -- If you like your company 's 401(k ) match , you can keep it . ||| N EW YORK （ 美联社 ） - 如果 你 喜欢 你 公司 的 401 （ k ） 比赛 ， 你 可以 保留 它 。

GOODWIN 古德温 | w_freq: 3 - 2 | wiki_freq: 1 - 23 | sentence_idx: 486688 | align_1: 1-1 | align_2: 2-6 | ner_entity: KYLE GOODWIN-凯尔 古德温 |    KYLE GOODWIN wants his stuff back . ||| 凯尔 古德温 ( Kyle Goodwin ) 想要 回 他 的 东西 。

Veyne Veyne | w_freq: 1 - 1 | wiki_freq: 46 - 0 | sentence_idx: 486718 | align_1: 1-5 | align_2: 2-10 | ner_entity: Paul Veyne-none |    Paul Veyne : Did the Greeks Believe in their Myths ? ||| 保罗 ． 韦纳 （ Paul Veyne ） 著 ， 张 竝译︰ 《 古希腊人 是否 相信 他们 的 神话 ︰论 构建 的 想像 》 （ Did the Greeks Believe in Their Myths ?

Allâh 经者 | w_freq: 75 - 4 | wiki_freq: 36 - 47 | sentence_idx: 495696 | align_1: 5-5 | align_2: 6-9 | ner_entity: Allâh-none |    And whosoever holds fast to Allâh is indeed guided on to the exact right path . ||| 又 有 一个 意思 ， 经者 径 也 ， 就是 修行 的 一 条 径路 。

williams 罗宾·威廉姆斯 | w_freq: 6 - 7 | wiki_freq: 169 - 25 | sentence_idx: 496334 | align_1: 2-0 | align_2: 3-6 | ner_entity: none-罗宾·威廉姆斯 |    watch robin williams : come inside my mind ||| 罗宾·威廉姆斯 ： 记忆 深处 Robin Williams : Come Inside My Mind

Frommer Frommer | w_freq: 4 - 4 | wiki_freq: 460 - 5 | sentence_idx: 498013 | align_1: 0-1 | align_2: 1-10 | ner_entity: Frommer-none |    Frommer 's 500 Places to Take Your Kids Before They Grow Up ||| （ Frommer 与 孩子 一同 旅游 500 地 ） FROM MER'S 500 PLACES TO TAKE YOUR KIDS BEFORE THEY GROW UP

Mary- 玛丽褪 | w_freq: 3 - 1 | wiki_freq: 8 - 0 | sentence_idx: 501064 | align_1: 14-7 | align_2: 14-17 | ner_entity: Mary--玛丽褪 |    ly received , and also after the adjournment of the Assembly , journeyed to Mary- ||| 然而 ， 随着 岁月 的 洗礼 ， 玛丽褪 去 了 傲慢 与 尖锐 ， 愈发 成熟 睿智 。

EMK 埃姆克 | w_freq: 87 - 14 | wiki_freq: 76 - 0 | sentence_idx: 501435 | align_1: 19-19 | align_2: 20-24 | ner_entity: EMK-埃姆克 |    The ones who are being more different than most average men can handle are still writing into people like EMK trying to learn to how to adapt to get and keep a man . ||| 那些 比 大多数 普通人 都 能 应付 的 更 不 一样 的 人 ， 仍然 在 写信 给 像 埃姆克 这样 的 人 ， 试图 学会 如何 适应 和 留住 一个 男人 。

Yih-Tsyr Yih-Tsyr | w_freq: 1 - 1 | wiki_freq: 0 - 0 | sentence_idx: 509755 | align_1: 16-14 | align_2: 17-18 | ner_entity: Yih-Tsyr-none |    Maybe one day I will change my mind and I will ask people to call me Yih-Tsyr , but if that happens it will be because I want to , not because I feel like I need to . ||| “ 也许 有 一 天 我 会 改变 主意 ， 要求 别人 叫 我 Yih-Tsyr ( 汉语名 ) ， 但是 如果 发生 这种 情况 ， 那 是 因为 我 想要 ， 不是 因为 我 觉得 自己 需要 。

Shivaree Shivaree | w_freq: 2 - 2 | wiki_freq: 71 - 3 | sentence_idx: 514525 | align_1: 0-0 | align_2: 1-17 | ner_entity: Shivaree-none |    Shivaree ‘ I Oughta Give You A Shot in the Head For Making Me Live In This Dump ’ ||| Shivaree 是 一个 美国 另类 摇滚 乐团 ， 成立 于 1999年 ， 同年 推出 首 张 大碟 “ I Oughtta Give You a Shot in the Head for Making Me Live in this Dump ” 。

Mercante Mercante | w_freq: 1 - 1 | wiki_freq: 152 - 5 | sentence_idx: 521110 | align_1: 1-4 | align_2: 2-8 | ner_entity: Mercante-none |    In Mercante , you control one of these merchant houses . ||| 在 《 商家 （ Mercante ） 》 中 ， 你 控制 这些 商人 家族 中 的 其中 一个 。

JORDAN Jordan | w_freq: 1 - 37 | wiki_freq: 21 - 462 | sentence_idx: 522199 | align_1: 1-9 | align_2: 2-29 | ner_entity: none-Stanley Jordan |    STANLEY JORDAN - " I want to be a part of a new way of doing things . " ||| 四 次 葛莱美 奖 的 提名 证明 了 Stanley Jordan 的 音乐 成就 ， 但 他 真正 关心 的 还是 他 能 为 音乐 有 多少 新 的 贡献 ： " I want to be a part of a new way of doing things . "

Airbnb Airbnb | w_freq: 117 - 120 | wiki_freq: 845 - 97 | sentence_idx: 525254 | align_1: 1-2 | align_2: 2-23 | ner_entity: Airbnb-none |    The Airbnb Story : How Three Guys Disrupted an Industry , Made Billions of Dollars … and Plenty of Enemies ||| 作品 ： Airbnb 创业 生存 法则 : 多次 启动 、 敏捷 应变 、 超速 成长 的 新 世代 商业 模式 、 The Airbnb Story : How Three Guys Disrupted an Industry , Made Billions of Dollars ... and Plenty of Enemies

Semeni 萨曼莎 | w_freq: 3 - 20 | wiki_freq: 12 - 113 | sentence_idx: 525324 | align_1: 0-1 | align_2: 1-5 | ner_entity: Semeni-” 萨曼莎 |    Semeni is Maryam ’s twin sister . ||| ” 萨曼莎 （ Samantha ） 是 梅根 的 同 父 异母 姐姐 。

LIE sā | w_freq: 54 - 7 | wiki_freq: 129 - 8 | sentence_idx: 533560 | align_1: 2-8 | align_2: 3-13 | ner_entity: LIE-none |    Then BOLDLY LIE and deny saying anything of the sort . ||| B . 不禁 （ jìn ） 撒谎 （ sā ） 沉寂 （ jī ） 絮絮叨叨 （ d āo ）

Jijiga 吉吉加 | w_freq: 1 - 1 | wiki_freq: 217 - 5 | sentence_idx: 543741 | align_1: 4-2 | align_2: 5-7 | ner_entity: Jijiga-吉吉加 |    On the flight to Jijiga I suddenly realised that everyone around me was speaking Somali . ||| 在 飞往 吉吉加 的 航班 上 ， 我 突然 意识 到 我 周围 的 每个 人 都 在 说 索马里 。

Lewit Lewit | w_freq: 1 - 1 | wiki_freq: 14 - 0 | sentence_idx: 544930 | align_1: 11-16 | align_2: 12-21 | ner_entity: Morris Lewit-Morris Lewit |    Now I want to tell you something about my friend Morris Lewit , who died at the age of 95 in 1998 . ||| 现在 我 想 要 告诉 你们 的 是 关于 我 的 朋友 莫里斯 ‧勒维特 （ Morris Lewit ） 的 一些 事情 ， 他 以 95 岁 之 龄 逝于 1998年 。

Atlassian Atlassian | w_freq: 19 - 19 | wiki_freq: 205 - 22 | sentence_idx: 547393 | align_1: 11-10 | align_2: 12-15 | ner_entity: Atlassian-none |    Trello ’s roughly 100 employees will join the 1,800 already at Atlassian . ||| Trello 的 大约 100 名 员工 将 加入 已经 在 Atlassian 的 1,800 名 员工 。

DONG DONG | w_freq: 1 - 2 | wiki_freq: 222 - 19 | sentence_idx: 548504 | align_1: 1-0 | align_2: 2-5 | ner_entity: DONG Energy Solar Challenge-none |    The DONG Energy Solar Challenge takes place every two years . ||| DONG 太阳能 挑战赛 ( DONG Energy Solar Challenge ) 每 两 年 举行 一 次 。

PlayByPlayMen 大全 | w_freq: 1 - 208 | wiki_freq: 0 - 945 | sentence_idx: 552811 | align_1: 0-5 | align_2: 1-10 | ner_entity: PlayByPlayMen-none |    PlayByPlayMen and the Art of the Perfect Call ||| 您 的 位置 ： 电驴 大全 > 电影 > Playbyplaymen and the Art of the Perfect Call

R$E R$E | w_freq: 2 - 3 | wiki_freq: 0 - 0 | sentence_idx: 554776 | align_1: 9-9 | align_2: 10-22 | ner_entity: R$E-none |    The Pope has a SHOCKING plan for 2016 ( R$E ) ||| The Pope has a SHOCKING plan for 2016 ( R$E ) 教皇 2016年 有 一个 令 人 震惊 的 计划 （ R$E ）

Ropeik Ropeik | w_freq: 1 - 1 | wiki_freq: 9 - 0 | sentence_idx: 560423 | align_1: 1-4 | align_2: 2-10 | ner_entity: David Ropeik-David Ropeik |    David Ropeik , How Risky Is It Really ? ||| 作者 简介 ： David Ropeik ， 哈佛 进修 学校 讲师 ， 《 How Risky Is It , Really ?

Eurodad Eurodad | w_freq: 1 - 1 | wiki_freq: 12 - 0 | sentence_idx: 563267 | align_1: 15-11 | align_2: 16-19 | ner_entity: Eurodad-none |    [ 11 ] We are not in the habit of engaging in lobbying – unlike Eurodad , another organisation that is mobilised around the issue of debt . ||| [ 11 ] 我们 不 习惯 搞 游说 　 ── 不 像 Eurodad （ 债务 和 发展 欧洲 网络 ） ， 它 是 围绕 债务 问题 动员 起来 的 另 一个 组织 。

Havannah 哈瓦那 | w_freq: 1 - 87 | wiki_freq: 229 - 907 | sentence_idx: 578743 | align_1: 14-12 | align_2: 15-16 | ner_entity: Havannah-哈瓦那 |    " No ! " answered the Captain , " this tobacco comes neither from Havannah nor from the East . ||| “ 对 ， ” 船长 回答 ， “ 这种 烟草 不是 从 哈瓦那 来 的 ， 也 不是 从 东方 来 的 。

Rightmove 出差 | w_freq: 3 - 28 | wiki_freq: 39 - 590 | sentence_idx: 580127 | align_1: 8-11 | align_2: 9-26 | ner_entity: Rightmove-none |    Be the first to start a discussion about Rightmove in our forums ! ||| Be the first to start a discussion about 《 在 日本 出差 的 日子 里 ， 我 和 10 各 日本 女人 出 了 轨 》 in our forums !

blink-182 blink-182 | w_freq: 2 - 4 | wiki_freq: 130 - 1 | sentence_idx: 584560 | align_1: 0-1 | align_2: 1-8 | ner_entity: none-blink-182 |    blink-182 What 's My Age Again ? ||| ▲ blink-182 在 1999年 发表 的 单曲 〈 What ’ s My Age Again ?

