67:6 67,6 | w_freq: 1 - 1 | wiki_freq: 0 - 145 | sentence_idx: 41 | align_1: 0-0 | align_2: 1-4 |    67:6 And for those who disbelieve in their Lord there is the doom of hell , a hapless journey 's end ! ||| 67,6 - 7 : Und für diejenigen , die ihren Herrn verleugnen , wird es die Strafe der Hölle geben – ein schlimmer Ausgang ! 

brutality Brutalität | w_freq: 79 - 64 | wiki_freq: 8680 - 1849 | sentence_idx: 181127 | align_1: 17-17 | align_2: 18-22 |    We feel them close and that gives us a lot of strength to resist the criminalization and brutality we face . ||| Wir fühlen uns ihnen nah und dies gibt uns viel Kraft , um uns der Kriminalisierung und Brutalität zu widersetzten , denen wir entgegentreten müssen . 

comrades Kameraden | w_freq: 149 - 69 | wiki_freq: 8569 - 4762 | sentence_idx: 181431 | align_1: 8-8 | align_2: 9-13 |    So starting a war with his friends and comrades to protect his last connection to the past ? ||| Und dann einen Krieg mit seinen Freunden und Kameraden vom Zaun brechen , um seine letzte Verbindung zur Vergangenheit zu schützen ? 

suitcase Koffer | w_freq: 69 - 83 | wiki_freq: 3395 - 2708 | sentence_idx: 181827 | align_1: 18-20 | align_2: 19-24 |    Whenever the American President is outside the White House , a member of his security team carries a suitcase containing all the information and communications technology needed to authorize a nuclear attack . ||| 58. Immer , wenn der amerikanische Präsident sich außerhalb des Weißen Hauses befindet , trägt eine Person seines Sicherheitsteams einen Koffer bei sich , der alle Informationen und Kommunikationstechnologien beinhaltet , um einen Atomangriff zu autorisieren . 

Abbas Abbas | w_freq: 202 - 205 | wiki_freq: 14387 - 2479 | sentence_idx: 182075 | align_1: 21-17 | align_2: 22-23 |    Back in May , a group of 17 human rights organizations , including Human Rights Watch , signed a letter to Abbas encouraging him to join the ICC . ||| Im Mai unterzeichnete eine Gruppe von 17 Menschenrechtsorganisationen , darunter Human Rights Watch , einen Brief an Abbas , in dem er ihn ermunterte , dem ICC beizutreten . 

assert behaupten | w_freq: 122 - 1157 | wiki_freq: 11022 - 9835 | sentence_idx: 182343 | align_1: 5-5 | align_2: 6-9 |    6 � 8 The disputants assert that the unborn entity ( Atman ) becomes born . ||| 6 - 8 Die Debatierenden behaupten , versichern , daß die ungeborene Wesenheit ( Atman ) geboren werde . 

realises merkt | w_freq: 19 - 133 | wiki_freq: 9188 - 3684 | sentence_idx: 182650 | align_1: 7-7 | align_2: 8-11 |    Eleanor arrives at the Good Place and realises she does n’t deserve to be there . ||| Eleanor kommt am Good Place an und merkt , dass es ihr nicht zusteht , dort zu sein . 

Remember Denken | w_freq: 921 - 1820 | wiki_freq: 9753 - 11243 | sentence_idx: 183346 | align_1: 0-0 | align_2: 1-4 |    Remember that in chat rooms black singles will instantly see their partners after the instant connection . ||| Denken sie daran , dass schwarze singles in chat rooms sofort nach der sofortigen verbindung ihre partner sehen . 

Remember Denken | w_freq: 921 - 1820 | wiki_freq: 9753 - 11243 | sentence_idx: 184502 | align_1: 1-1 | align_2: 2-5 |    ( Remember that I am talking about orientation rather than gender identity . ||| ( Denken Sie daran , dass ich eher über Orientierung als über Geschlechtsidentität rede . 

jokes Witze | w_freq: 183 - 123 | wiki_freq: 13647 - 1155 | sentence_idx: 184691 | align_1: 31-29 | align_2: 32-34 |    At some point I realized that Christian was solving this problem in his very own way - for example , by calling us again and again to tell us the latest jokes he had just picked up somewhere . ||| Irgendwann wurde mir klar , dass Christian dieses Problem auf seine ganz eigene Art löste – zum Beispiel , indem er uns immer wieder anrief , um die neuesten Witze zu erzählen , die er gerade irgendwo aufgeschnappt hatte . 

Malaga Malaga | w_freq: 57 - 43 | wiki_freq: 1445 - 208 | sentence_idx: 185799 | align_1: 4-5 | align_2: 5-10 |    The assistants present in Malaga were unanimous in praising UEFA for giving them a clearer understanding of what is expected from them at the top European level . ||| Die Schiedsrichterassistenten , die in Malaga vor Ort waren , lobten einstimmig die UEFA dafür , dass sie von ihr ein klareres Verständnis darüber erhalten , was von ihnen auf europäischem Topniveau erwartet wird . 

Predictably vorauszusehen | w_freq: 5 - 24 | wiki_freq: 259 - 134 | sentence_idx: 187146 | align_1: 0-1 | align_2: 1-6 |    Predictably the hue and cry went up in France and elsewhere that this was an example of ‘ terrorism ’ . ||| Wie vorauszusehen war , gab es ein großes Geschrei in Frankreich und anderswo , dass dies ein Beispiel für „ Terrorismus “ sei . 

blogs Blogs | w_freq: 257 - 273 | wiki_freq: 7525 - 1431 | sentence_idx: 187864 | align_1: 12-14 | align_2: 13-19 |    Since I started studying object-oriented programming , I frequently read articles / blogs saying functions are better , or not all problems should be modeled as objects . ||| Seit ich anfing , objektorientierte Programmierung zu studieren , lese ich häufig Artikel / Blogs , die besagen , dass Funktionen besser sind oder nicht alle Probleme als Objekte modelliert werden sollten . 

Panther Panther | w_freq: 26 - 31 | wiki_freq: 13738 - 3559 | sentence_idx: 187960 | align_1: 13-11 | align_2: 14-16 |    " As far as I know , I will be in another Black Panther . ||| Soweit ich weiß , werde ich in einem weiteren ‚ Black Panther ‘ zu sehen sein . 

Remember Denken | w_freq: 921 - 1820 | wiki_freq: 9753 - 11243 | sentence_idx: 188113 | align_1: 0-0 | align_2: 1-4 |    Remember guys , This Is Donutistan , where normal rules of the world do nt always apply ! ||| Denken sie daran , jungs , " dies ist donutistan " , wo normale regeln der welt nicht immer gelten . 

Rejoice Freuen | w_freq: 11 - 12 | wiki_freq: 620 - 33 | sentence_idx: 188254 | align_1: 0-1 | align_2: 1-5 |    Rejoice because our liturgical life has been enriched , not because " we win " . ||| 1. Freuen Sie sich , weil unser liturgisches Leben bereichert worden ist , nicht weil " wir gewinnen " . 

Bazoocam bazoocam | w_freq: 4 - 2 | wiki_freq: 0 - 0 | sentence_idx: 188451 | align_1: 18-17 | align_2: 19-22 |    There are many online people who you can chat and it increases your chance to get partners from Bazoocam … ||| Es gibt viele online-leute , die sie chatten können und es erhöht ihre chance , partner von bazoocam zu bekommen , , . 

summarize fassen | w_freq: 72 - 128 | wiki_freq: 1719 - 8080 | sentence_idx: 189098 | align_1: 3-2 | align_2: 4-6 |    Our company principles summarize what we have lived day by day since 1925 . ||| Unsere Unternehmensgrundsätze fassen das zusammen , was wir seit 1925 Tag für Tag leben . 

Remember Denken | w_freq: 921 - 1820 | wiki_freq: 9753 - 11243 | sentence_idx: 189946 | align_1: 0-0 | align_2: 1-4 |    Remember that a good editor favors cutting the unnecessary . ||| Denken Sie daran , dass ein guter Lektor es vorzieht , das Unnötige zu reduzieren . 

apologise entschuldige | w_freq: 52 - 51 | wiki_freq: 2626 - 91 | sentence_idx: 190208 | align_1: 1-1 | align_2: 2-5 |    I apologise because President Obama has no responsibility for any of this . ||| Ich entschuldige mich dafür , weil Präsident Obama für nichts von Alledem verantwortlich ist . 

apologise entschuldige | w_freq: 52 - 51 | wiki_freq: 2626 - 91 | sentence_idx: 190209 | align_1: 1-1 | align_2: 2-5 |    I apologise because President Obama has no responsibility for any of this . ||| Ich entschuldige mich dafür , weil Präsident Obama für nichts von alledem verantwortlich ist . 

therapists therapeuten | w_freq: 86 - 37 | wiki_freq: 3605 - 0 | sentence_idx: 191244 | align_1: 29-30 | align_2: 30-35 |    I constantly say “ we have to talk ” but we end up fighting the minute his daughter ’s name comes up and I have tried counseling with 2 therapists who have really offered no real solutions . ||| Ich sage ständig " wir müssen reden " , aber am ende kämpfen wir , sobald der name seiner tochter auftaucht , und ich habe versucht , mich mit zwei therapeuten beraten zu lassen , die wirklich keine wirklichen lösungen angeboten haben . 

commandments Geboten | w_freq: 77 - 27 | wiki_freq: 2064 - 771 | sentence_idx: 191314 | align_1: 16-17 | align_2: 17-22 |    These served to put Israel to the test , to determine whether they would obey the commandments the LORD had enjoined on their fathers through Moses . ||| Diese blieben , um Israel durch sie zu prüfen , damit es kundwürde , ob sie den Geboten des Herrn gehorchten , die er ihren Vätern durch Mose geboten hatte . 

Remember Denken | w_freq: 921 - 1820 | wiki_freq: 9753 - 11243 | sentence_idx: 192345 | align_1: 0-0 | align_2: 1-4 |    Remember that withholding the truth is always potentially a lie and a significant moral decision is required . ||| Denken sie daran , dass das Zurückhalten einer Wahrheit immer eine potentielle Lüge ist und in jedem Falle eine bedeutsame moralische Entscheidung erfordert . 

Pain Pain | w_freq: 80 - 22 | wiki_freq: 13386 - 1519 | sentence_idx: 192970 | align_1: 5-5 | align_2: 6-9 |    How Can I Ease The Pain by Lisa Fischer ||| How Can I Ease The Pain , bekannt geworden durch Lisa Fischer 

Landowska Landowska | w_freq: 1 - 2 | wiki_freq: 151 - 73 | sentence_idx: 193202 | align_1: 8-7 | align_2: 9-12 |    Both of these works were written with Wanda Landowska in mind . ||| Beide diese Arbeiten waren geschrieben mit Wanda Landowska ( Wanda Landowska ) im Sinn . 

Proved bewiesen | w_freq: 4 - 476 | wiki_freq: 150 - 5660 | sentence_idx: 193582 | align_1: 2-2 | align_2: 3-6 |    How I Proved That Age Is Nothing But a Number as a Franchisee ||| Wie ich bewiesen habe , dass das Alter nichts ist als eine Nummer als Franchise-Nehmer 

Remember Erinnere | w_freq: 921 - 76 | wiki_freq: 9753 - 36 | sentence_idx: 194098 | align_1: 0-0 | align_2: 1-5 |    Remember what I told you in 2005 , that in 10 years you wo n’t recognize your country for what it has become , and truly that has come to pass . ||| Erinnere dich an das , was ich dir 2005 gesagt habe , dass du dein Land , für das was es geworden ist , in zehn Jahren nicht wieder erkennen würdest und wahrlich ; dies ist zustande gekommen . 

Might Könnte | w_freq: 86 - 314 | wiki_freq: 3196 - 144 | sentence_idx: 195025 | align_1: 0-0 | align_2: 1-6 |    Might the mythical Greek and Roman gods have been from the lost continent of Atlantis ? ||| Könnte es möglich sein , dass die mythischen Griechischen und Römischen Götter vom verlorenen Kontinent Atlantis waren ? 

Remember Denken | w_freq: 921 - 1820 | wiki_freq: 9753 - 11243 | sentence_idx: 197752 | align_1: 0-0 | align_2: 1-4 |    Remember that your interviewer 's time is precious , and you have not called to chat with him . ||| Denken sie daran , dass die zeit ihres interviewers kostbar ist , und sie haben nicht aufgerufen , mit ihm zu chatten . 

ETF ETF | w_freq: 75 - 48 | wiki_freq: 945 - 219 | sentence_idx: 197780 | align_1: 5-5 | align_2: 6-10 |    Investors might rightly consider an ETF to invest in global bonds . ||| Anleger könnten zu Recht einen ETF in Betracht ziehen , um in globale Anleihen zu investieren . 

Remember Denken | w_freq: 921 - 1820 | wiki_freq: 9753 - 11243 | sentence_idx: 197933 | align_1: 0-0 | align_2: 1-4 |    Remember that many of the most publicized cases are examples of either the best or worst case scenarios . ||| Denken Sie daran , dass viele der meist publizierten Fälle sind Beispiele für entweder den besten oder schlimmsten Fall . 

21And 21Der | w_freq: 3 - 3 | wiki_freq: 0 - 0 | sentence_idx: 199010 | align_1: 0-0 | align_2: 1-4 |    21And the LORD God of Israel delivered Sihon and all his people into the hand of Israel , and they defeated them . ||| 21Der Herr aber , der Gott Israels , gab den Sihon mit seinem ganzen Volk in die Hand Israels , so daß sie diese schlugen . 

imagine stell | w_freq: 1130 - 25 | wiki_freq: 9379 - 61 | sentence_idx: 200265 | align_1: 23-23 | align_2: 24-27 |    Bruce Webster reported in the magazine in January 1987 that Commodore had sold about 150,000 Amigas as of October 1986 , but “ imagine how many ( the company ) might have sold if they had done things right ” . ||| Bruce Webster berichtete im Januar 1987 in der Zeitschrift , dass Commodore im Oktober 1986 etwa 150.000 Amigas verkauft habe , aber „ stell dir vor , wie viele ( die Firma ) hätten verkauft werden können , wenn sie die Dinge richtig gemacht hätten “ . 

brevity Kürze | w_freq: 1 - 176 | wiki_freq: 1794 - 1738 | sentence_idx: 200660 | align_1: 21-19 | align_2: 22-23 |    Where can you find on the Internet - and if not there - where on paper a biography in exactly the brevity you want at the moment ? ||| Wo findet man im Internet – und wenn dort nicht – wo auf Papier eine Biographie in genau der Kürze , auf die man im Moment Lust hat ? 

player-engagement Spieler-Engagement | w_freq: 1 - 1 | wiki_freq: 0 - 0 | sentence_idx: 202971 | align_1: 20-18 | align_2: 21-23 |    He made a compelling argument about the accessibility of a text-based RPG and how likely we were to get the player-engagement we wanted . ||| Er machte ein überzeugendes Argument über die Zugänglichkeit eines textbasierten RPG und wie wahrscheinlich es ist , das Spieler-Engagement zu bekommen , das wir wollten . 

Graduates Absolventinnen | w_freq: 25 - 8 | wiki_freq: 2947 - 268 | sentence_idx: 203435 | align_1: 0-0 | align_2: 1-4 |    Graduates living in all 50 States and abroad : 19,000 ||| Absolventinnen und Absolventen , die in allen 50 Staaten und im Ausland : 19.000 

Remember Erinnere | w_freq: 921 - 76 | wiki_freq: 9753 - 36 | sentence_idx: 203550 | align_1: 0-0 | align_2: 1-4 |    Remember that porn is degrading , not just to the poor girls in those movies , but to you . ||| Erinnere dich daran , dass pornos erniedrigend sind , nicht nur für die armen mädchen in diesen filmen , sondern auch für dich . 

Imagine Stell | w_freq: 291 - 51 | wiki_freq: 5922 - 171 | sentence_idx: 203846 | align_1: 0-0 | align_2: 1-5 |    Imagine going to a Thai market , that becomes a dangerous place eight times a day ? ||| Stell dir vor , du besuchst einen Thailand-Markt , der acht Mal im Tag ein gefährlicher Ort ist ? 

behaving verhält | w_freq: 46 - 139 | wiki_freq: 2525 - 4614 | sentence_idx: 203855 | align_1: 13-12 | align_2: 14-17 |    You promised me you will never leave me ; then why are you behaving like I am about to lose everything ? ||| Du hast mir versprochen , dass du mich nie verlassen wirst warum verhält du mich so , als ob ich alles verliere . 

neighbourhoods Nachbarschaften | w_freq: 19 - 21 | wiki_freq: 8482 - 528 | sentence_idx: 203869 | align_1: 9-8 | align_2: 10-12 |    “ From that , we pick one of the neighbourhoods he could afford . ||| " Von da aus wählen wir eine der Nachbarschaften aus , die er sich leisten könnte . 

imagine vorstellbar | w_freq: 1130 - 107 | wiki_freq: 9379 - 933 | sentence_idx: 204099 | align_1: 14-12 | align_2: 15-17 |    With that kind of instability , erraticism and irradiation , it 's hard to imagine complex life evolving with the kind of regularity it needs . " ||| Bei dieser Art von Instabilität , Erratismus und Bestrahlung ist es schwer vorstellbar , dass sich ein komplexes Leben mit der Regelmäßigkeit entwickelt , die es braucht . " 

enjoyment Nutznießung | w_freq: 146 - 21 | wiki_freq: 6917 - 217 | sentence_idx: 204449 | align_1: 8-9 | align_2: 9-14 |    The life of this world is only the enjoyment of deception . ” [ 2:185 ] ||| Und das diesseitige Leben ist nichts anderes als eine Nutznießung , durch die man sich betören läßt . " 

Murderers Mörder | w_freq: 4 - 208 | wiki_freq: 436 - 9557 | sentence_idx: 204461 | align_1: 0-0 | align_2: 1-5 |    Murderers might also torture their victims to death for sadistic reasons . ||| Mörder ( Mörder ) s könnte auch ihre Opfer zu Tode aus sadistischen Gründen foltern . 

WHAT Einzige | w_freq: 33 - 211 | wiki_freq: 317 - 3432 | sentence_idx: 204496 | align_1: 0-1 | align_2: 1-7 |    WHAT do you want , IS : “ the foundation of every lie ” . ||| Das Einzige , was „ gelogen “ ist , ist der Buchtitel „ Alles Lüge “ ! 

TRUTH Überprüfen | w_freq: 36 - 159 | wiki_freq: 97 - 186 | sentence_idx: 204760 | align_1: 5-3 | align_2: 6-8 |    see if there is any TRUTH to what is being said ; ||| Und durch das Überprüfen , ob Fürwahrgehaltenes ( über einen selbst ) auch tatsächlich wahr ist . 

skeptics Skeptiker | w_freq: 58 - 88 | wiki_freq: 1405 - 659 | sentence_idx: 204916 | align_1: 29-29 | align_2: 30-34 |    If a famous army general can accept and understand the bonds between us and the world of spirit , I have to wonder why there are still so many skeptics still sneering about life after death . ||| Wenn ein berühmter Armeegeneral die Bande zwischen uns und der Welt des Geistes akzeptieren und verstehen kann , muss ich mich fragen , warum es immer noch so viele Skeptiker gibt , die immer noch über das Leben nach dem Tod spotten . 

Remember Denken | w_freq: 921 - 1820 | wiki_freq: 9753 - 11243 | sentence_idx: 205962 | align_1: 0-0 | align_2: 1-4 |    Remember that the game has been going so much popula ... ||| Denken Sie daran , dass das Spiel geht so viel popula wurde ... 

pharmaceuticals Medikamente | w_freq: 43 - 923 | wiki_freq: 4225 - 5433 | sentence_idx: 206053 | align_1: 22-22 | align_2: 23-26 |    But even if they study and understand the dangerous alien microbe , the residents on Mars may not have the materials or pharmaceuticals necessary to combat it . ||| Aber selbst wenn sie die gefährliche außerirdische Mikrobe studieren und verstehen , haben die Bewohner des Mars möglicherweise nicht die Materialien oder Medikamente , die sie benötigen , um sie zu bekämpfen . 

RPG RPG | w_freq: 36 - 26 | wiki_freq: 7302 - 340 | sentence_idx: 206514 | align_1: 7-6 | align_2: 8-11 |    So it 's nice to have an RPG where that is n't a problem . ||| Es ist also schön , ein RPG zu haben , bei dem das kein Problem ist . 

Masaki Masaki | w_freq: 1 - 1 | wiki_freq: 1613 - 401 | sentence_idx: 207925 | align_1: 9-12 | align_2: 10-17 |    I met people who have fled from the early Masaki in Rwanda , from years ago , and these people were horrified by what was happening in their country . ||| Ich habe Leute getroffen , die vor vielen Jahren von dem frühen Masaki [ Massaker ? ] in Rwanda geflohen sind , und diese Leute waren entsetzt darüber , was in ihrem Land geschah . 

thankful dankt | w_freq: 399 - 71 | wiki_freq: 1541 - 609 | sentence_idx: 207934 | align_1: 1-1 | align_2: 2-6 |    Be thankful and trust in Him ( Prov . ||| drum dankt ihm , dankt , und hofft auf ihn . “ 

embarrassment Verlegenheit | w_freq: 77 - 61 | wiki_freq: 5674 - 467 | sentence_idx: 208916 | align_1: 19-20 | align_2: 20-24 |    “ To be naked is to be deprived of our clothes , and the word implies some of the embarrassment most of us feel in that condition . ||| " Um nackt zu sein bedeutet , unserer Kleidung beraubt zu werden , und das Wort beinhaltet etwas von der Verlegenheit , die die meisten von uns in diesem Zustand fühlen . 

cares interessiert | w_freq: 126 - 1609 | wiki_freq: 5567 - 13520 | sentence_idx: 209250 | align_1: 2-2 | align_2: 3-6 |    And nobody cares that no idiot will use weapons of mass destruction in the territory that he is trying to liberate . ||| Und niemand interessiert sich dafür , dass kein idiot Massenvernichtungswaffen auf dem Territorium anwenden wird , das versucht zu befreien . 

Gdańsk Gdańsk | w_freq: 4 - 5 | wiki_freq: 11242 - 1011 | sentence_idx: 209267 | align_1: 10-8 | align_2: 11-13 |    All of the shipyards should be private , like Stocznia Gdańsk . ||| Alle Werften sollten privat sein wie die Stocznia Gdańsk ( Danziger Werft ) . 

realities Realitäten | w_freq: 289 - 219 | wiki_freq: 7825 - 907 | sentence_idx: 209688 | align_1: 15-14 | align_2: 16-19 |    Roy Stryker , a man with the organization , contacted several photographers to capture the realities that farmers faced at the time . ||| Roy Stryker , ein Mann der Organisation , kontaktierte viele Fotografen , um die Realitäten zu erfassen , mit denen die Bauern damals konfrontiert waren . 

cams cams | w_freq: 88 - 44 | wiki_freq: 948 - 0 | sentence_idx: 209811 | align_1: 20-19 | align_2: 21-24 |    Do n't forget that ImLive has a very lucrative customer loyalty program that makes it cheaper to use the more cams you watch . ||| Vergessen sie nicht , dass imlive ein sehr lukratives kundenbindungsprogramm hat , das es billiger macht , die mehr cams zu benutzen , die sie beobachten . 

recompense belohnen | w_freq: 20 - 127 | wiki_freq: 895 - 406 | sentence_idx: 210356 | align_1: 4-8 | align_2: 5-13 |    And God will give recompense to the ones who are thankful . ||| Aber Gott wird die Dankbaren ( reichlich ) belohnen ( die standhaft sind in Gottes Sache ) . 

brains Gehirne | w_freq: 157 - 53 | wiki_freq: 6583 - 392 | sentence_idx: 210667 | align_1: 7-5 | align_2: 8-10 |    Of course , this only includes those brains still using carbon-based neurons . ||| Dies schließt natürlich nur jene Gehirne mit ein , die noch Kohlenstoff-basierte Neuronen verwenden . 

sorcerer Zauberer | w_freq: 22 - 115 | wiki_freq: 2537 - 3822 | sentence_idx: 210976 | align_1: 14-20 | align_2: 15-24 |    40:24 Unto Pharaoh and Haman and Korah , but they said : A lying sorcerer ! ||| 24. Zu dem Pharao und Haman und Korah , doch sie sagten : „ ( Dieser Mann ist ) ein Zauberer , ein Lügner ! “ 

vainness Trug | w_freq: 1 - 7 | wiki_freq: 2 - 146 | sentence_idx: 211624 | align_1: 9-17 | align_2: 10-22 |    And say , “ Truth has come , and vainness has departed . ||| „ Und sag : Die Wahrheit ist ( mit dem Islam ) gekommen , und Lug und Trug ( des Unglaubens ) sind verschwunden . 

repent bereuen | w_freq: 46 - 101 | wiki_freq: 1606 - 332 | sentence_idx: 213461 | align_1: 10-9 | align_2: 11-14 |    When they shake off their wine , then they will repent . ||| Wenn sie ihren Wein abschütteln , so werden sie bereuen [ Buße tun ] . 

Advise Weisen | w_freq: 5 - 106 | wiki_freq: 297 - 4120 | sentence_idx: 213548 | align_1: 0-0 | align_2: 1-4 |    Advise that this is to be carried at all times and give full instructions for use.[5 ] ||| Weisen Sie an , dass dies zu jeder Zeit durchgeführt werden muss , und geben Sie vollständige Anweisungen für die Verwendung.[5 ] 

NTFS NTFS | w_freq: 6 - 6 | wiki_freq: 642 - 155 | sentence_idx: 213615 | align_1: 6-5 | align_2: 7-9 |    As for File system : choose NTFS unless you have a specific need to choose another file system . ||| Für Dateisystem : Wählen Sie NTFS , es sei denn , Sie haben eine bestimmte Notwendigkeit , ein anderes Dateisystem auszuwählen . 

adjective Adjektiv | w_freq: 17 - 16 | wiki_freq: 8193 - 3028 | sentence_idx: 214407 | align_1: 1-1 | align_2: 2-6 |    Proper adjective ( often nationality , other place of origin , or material ) ||| richtiges Adjektiv ( richtiges Adjektiv ) ( häufig Staatsbürgerschaft , anderer Platz des Ursprungs , oder Material ) 

enjoyment Nutznießung | w_freq: 146 - 21 | wiki_freq: 6917 - 217 | sentence_idx: 214664 | align_1: 8-9 | align_2: 9-14 |    The life of this world is only the enjoyment of deception . ” [ 3:185 ] ||| Und das diesseitige Leben ist nichts anderes als eine Nutznießung , durch die man sich betören läßt . " 

troubleshoot behoben | w_freq: 6 - 105 | wiki_freq: 246 - 3189 | sentence_idx: 214704 | align_1: 8-9 | align_2: 9-13 |    " We teach them strategies for how to troubleshoot if someone is having a problem or how to re-engage a student who does n't seem to be working . ||| " Wir bringen ihnen Strategien bei , wie Probleme behoben werden können , wenn jemand ein Problem hat , oder wie man einen Schüler , der anscheinend nicht arbeitet , erneut engagiert . 

nutrients Nährstoffe | w_freq: 154 - 107 | wiki_freq: 12972 - 1698 | sentence_idx: 215527 | align_1: 10-11 | align_2: 11-16 |    Why smoothies are a great solution for getting the daily nutrients you need , and what to expect when you start drinking them … ||| ❤ Warum Smoothies eine großartige Lösung sind , um die täglichen Nährstoffe zu erhalten , die du benötigst , und was du erwarten kannst , wenn du anfängst , sie zu trinken … 

dictator Diktator | w_freq: 140 - 118 | wiki_freq: 9445 - 3241 | sentence_idx: 215740 | align_1: 17-17 | align_2: 18-23 |    Can libertarians actively support and promote a benign dictator , just because he might be the best dictator available ? ||| Können Libertäre einen guten Diktator wirklich aktiv unterstützen und fördern , nur weil er vielleicht der beste Diktator ist , der gerade zur Verfügung steht ? 

Presumably Denn | w_freq: 37 - 2139 | wiki_freq: 1874 - 14446 | sentence_idx: 217449 | align_1: 0-0 | align_2: 1-7 |    Presumably truth has value because it is good , but what does good mean within an Atheistic paradigm ? ||| Denn man sollte davon ausgehen , dass Wahrheit Wert hat , weil sie gut ist , aber was bedeutet gut in einem atheistischen Paradigma ? 

Remember Denken | w_freq: 921 - 1820 | wiki_freq: 9753 - 11243 | sentence_idx: 217876 | align_1: 0-0 | align_2: 1-4 |    Remember that the smallest amount of medication you can take to relieve your symptoms is the best . ||| Denken Sie daran , dass die geringste Menge an Medikamenten , die Sie zur Linderung Ihrer Symptome einnehmen können , die beste ist . 

imagine stell | w_freq: 1130 - 25 | wiki_freq: 9379 - 61 | sentence_idx: 217879 | align_1: 6-6 | align_2: 7-10 |    Then I said to Paul , imagine if we had a center right on the coast , we 'd finally get people to come ! ||| Dann sagte ich zu Paul , stell dir vor , wenn wir hier an der Küste ein Zentrum hätten ; wir würden es endlich schaffen , Leute dazu zu bekommen , uns zu besuchen ! 

obedient Gehorsamen | w_freq: 57 - 1 | wiki_freq: 1738 - 3 | sentence_idx: 218299 | align_1: 9-8 | align_2: 10-13 |    " If we desire the blessing promised to the obedient , we must observe the Sabbath more strictly . ||| „ Wollen wir den Segen , welcher den Gehorsamen verheißen ist , erlangen , so müssen wir den Sabbat strenger beobachten . 

Remember Denken | w_freq: 921 - 1820 | wiki_freq: 9753 - 11243 | sentence_idx: 218455 | align_1: 0-0 | align_2: 1-5 |    Remember if you divide your budget you also have to divide your expectations . ||| Denken Sie also daran : Wenn Sie Ihr Budget aufteilen , dann müssen Sie auch Ihre Erwartungen aufteilen . 

hints deutet | w_freq: 57 - 228 | wiki_freq: 7190 - 11084 | sentence_idx: 218817 | align_1: 3-3 | align_2: 4-7 |    The same study hints that primary emails now account for less than 3 % of all Gmail messages . ||| Die gleiche Studie deutet darauf hin , dass primäre E-Mails heute weniger als 3 % aller Gmail-Nachrichten ausmachen . 

Remember Erinnern | w_freq: 921 - 158 | wiki_freq: 9753 - 488 | sentence_idx: 219211 | align_1: 0-0 | align_2: 1-5 |    Remember how much fun Foursquare was in its glory days ? ||| Erinnern sie sich daran , wie viel spaß foursquare in seinen glorreichen tagen hatte . 

Remember Denken | w_freq: 921 - 1820 | wiki_freq: 9753 - 11243 | sentence_idx: 219220 | align_1: 0-0 | align_2: 1-4 |    Remember that regardless of your son ’s sexual orientation , you do not cease to be his father and thus should not cease to love them and tell them that you do . ||| Denken Sie daran , dass Sie ungeachtet der sexuellen Orientierung Ihres Sohnes nicht aufhören , sein Vater zu sein , und deshalb nicht aufhören sollten , sie zu lieben und ihnen zu sagen , dass Sie es tun . 

ii ii | w_freq: 74 - 74 | wiki_freq: 6647 - 298 | sentence_idx: 219529 | align_1: 20-22 | align_2: 21-26 |    Every morning and evening the Jew takes both upon himself when reciting the " Shema ' " ( Ber . ii . ||| Jeden Morgen und Abend der Jude nimmt sowohl auf sich selbst , wenn das Rezitieren des " Schema " ( Ber . ii . 2 ) . 

Realize Verwirklichen | w_freq: 23 - 4 | wiki_freq: 230 - 21 | sentence_idx: 220482 | align_1: 0-0 | align_2: 1-4 |    Realize you deserve better and you will get better—ultimately change starts within ||| Verwirklichen Sie , dass Sie es besser verdienen und Sie werden besser werden - letztlich ändert sich der Anfang innerhalb 

Suppose Nehmen | w_freq: 91 - 628 | wiki_freq: 5239 - 469 | sentence_idx: 222622 | align_1: 2-2 | align_2: 3-6 |    Answer : Suppose that it were possible to translate the entire wisdom of Kabbalah into the English language and learn it in this language since it is the most widespread language used today . ||| Antwort : Nehmen wir an , dass es möglich wäre , die gesamte Weisheit der Kabbala in die englische Sprache zu übersetzen und sie in dieser Sprache zu erlernen , da es die am weitesten verbreitete Sprache ist , die wir heute benutzen . 

Goodacre Goodacre | w_freq: 2 - 2 | wiki_freq: 269 - 33 | sentence_idx: 223014 | align_1: 2-3 | align_2: 3-8 |    However Mark Goodacre and other scholars have questioned the existence of a Q document . ||| Jedoch hat Mark Goodacre ( Mark Goodacre ) und andere Gelehrte die Existenz eines Q Dokumentes infrage gestellt . 

appreciate freuen | w_freq: 766 - 1227 | wiki_freq: 9240 - 1321 | sentence_idx: 224140 | align_1: 16-16 | align_2: 17-20 |    " We 're sorry to hear that you 've experienced a problem with your LGH790 and appreciate you giving us the opportunity to provide a warranty repair . ||| " Es tut uns leid , dass Sie ein Problem mit Ihrem LGH790 erlebt haben und freuen uns , dass Sie uns die Möglichkeit geben , eine Garantiereparatur durchzuführen . 

