Aad Ad | w_freq: 8 - 35 | wiki_freq: 187 - 1905 | sentence_idx: 1591 | align_1: 6-1 | align_2: 7-9 | ner_entity: Aad-Ad |    [ And remember when ] ' Aad denied ; and how [ severe ] were My punishment and warning . ||| L’ Ad ( peuple ) ( trop ) a rejeté ( Vérité ): alors combien terrible était Ma pénalité et mon avertissement ?
Dutchman Hollandais | w_freq: 12 - 22 | wiki_freq: 3808 - 4225 | sentence_idx: 367782 | align_1: 6-7 | align_2: 7-14 | ner_entity: Dutchman-Hollandais |    I thought it might be a Dutchman , like they call the Lost Dutchman up here . ||| Je pensais que c' était peut-être un Hollandais [ Dutchman , en anglais ] , comme on les appelle les Lost Dutchman ici .

Dutchman Dutchman | w_freq: 12 - 4 | wiki_freq: 3808 - 156 | sentence_idx: 367782 | align_1: 6-9 | align_2: 7-14 | ner_entity: Dutchman-Dutchman |    I thought it might be a Dutchman , like they call the Lost Dutchman up here . ||| Je pensais que c' était peut-être un Hollandais [ Dutchman , en anglais ] , comme on les appelle les Lost Dutchman ici .

OBAMA OBAMA | w_freq: 11 - 13 | wiki_freq: 11 - 21 | sentence_idx: 367792 | align_1: 3-4 | align_2: 4-8 | ner_entity: none-OBAMA N’ A JAMAIS QUITTÉ |    Trump should know OBAMA NEVER LEFT THE WHITE HOUSE ! ||| Trump devrait savoir qu’ OBAMA N’ A JAMAIS QUITTÉ LA MAISON BLANCHE !

Hillman Hillman | w_freq: 3 - 3 | wiki_freq: 4667 - 660 | sentence_idx: 372505 | align_1: 1-1 | align_2: 2-6 | ner_entity: James Hillman-James Hillman |    James Hillman once said to me : “ It is important to be Protestant once a week ” . ||| James Hillman m’ a dit une fois : « Il est important d’ être protestant une fois par semaine » .

E-263 E-263 | w_freq: 6 - 5 | wiki_freq: 0 - 0 | sentence_idx: 376577 | align_1: 0-0 | align_2: 1-4 | ner_entity: none-E-263 |    E-263 What about the little lady with her hand up like this ? ||| E-263 Qu’ en est -il de la petite dame avec la main levée comme ceci ?

Eou Loué | w_freq: 1 - 4 | wiki_freq: 14 - 420 | sentence_idx: 384082 | align_1: 5-4 | align_2: 6-13 | ner_entity: Shining Eou of Creation-Loué sois - Tu , mon Seigneur |    “ My Lord , Shining Eou of Creation . ” ||| mi Signore » ( Loué sois - Tu , mon Seigneur ) consacrée à la création .

Eou Tu | w_freq: 1 - 2827 | wiki_freq: 14 - 4984 | sentence_idx: 384082 | align_1: 5-7 | align_2: 6-13 | ner_entity: Shining Eou of Creation-Loué sois - Tu , mon Seigneur |    “ My Lord , Shining Eou of Creation . ” ||| mi Signore » ( Loué sois - Tu , mon Seigneur ) consacrée à la création .

E-156 E-156 | w_freq: 13 - 16 | wiki_freq: 0 - 0 | sentence_idx: 387146 | align_1: 0-0 | align_2: 1-4 | ner_entity: none-E-156 |    E-156 Did He promise in Malachi 4 , what He would do in this last days ? ||| E-156 A - t - Il promis dans Malachie 4 ce qu' Il ferait en ces derniers jours ?

Moriah Moriah | w_freq: 9 - 1 | wiki_freq: 946 - 111 | sentence_idx: 399278 | align_1: 6-6 | align_2: 7-15 | ner_entity: Moriah-Moriah |    “ Go to the land of Moriah … on one of the mountains that I shall show you . ” ||| Va -t -en au pays de Moriah et là offre - le en holocauste sur l’ une des montagnes que je t’ indiquerai . »

Amalekites goy | w_freq: 4 - 2 | wiki_freq: 246 - 53 | sentence_idx: 400796 | align_1: 10-12 | align_2: 11-17 | ner_entity: Amalekites-none |    And do you know what Moses said upon defeating the Amalekites ? ||| " -Est -ce que tu sais pourquoi Moïche il a ipouse une goy ( une étrangère ) ? "

QSHM QSHM | w_freq: 1 - 1 | wiki_freq: 2 - 0 | sentence_idx: 406919 | align_1: 3-3 | align_2: 4-8 | ner_entity: QSHM-QSHM |    The development of QSHM accelerated when we were able to offer both types of activities . ||| Le développement de QSHM s’ est d’ ailleurs accéléré lorsque nous avons été en mesure d’ offrir les deux types d’ activités .

NIV Allâh | w_freq: 10 - 60 | wiki_freq: 553 - 388 | sentence_idx: 409935 | align_1: 0-0 | align_2: 1-6 | ner_entity: none-Allâh |    NIV : " But he denied it . ||| Allâh ( تعالى ) a dit : { Et ils le traitèrent de menteur . } ( 7/64 )

E-473 E-473 | w_freq: 1 - 1 | wiki_freq: 0 - 0 | sentence_idx: 414429 | align_1: 0-0 | align_2: 1-4 | ner_entity: none-E-473 |    E-473 Never promised to raise up a new race , as I have said , but He promised to redeem the fallen . ||| E-473 Il n’ a jamais promis de susciter une nouvelle race , comme je l’ ai dit , mais Il a promis de racheter celle qui était déchue .

50/50 50/50 | w_freq: 38 - 38 | wiki_freq: 2043 - 499 | sentence_idx: 418278 | align_1: 8-9 | align_2: 9-13 | ner_entity: 50/50-50/50 Group |    I thank the National Women ’s Council and 50/50 for inviting me . ||| Je remercie le National Women’ s Council et le 50/50 Group de m’ avoir invitée .

E-185 E-185 | w_freq: 21 - 24 | wiki_freq: 4 - 2 | sentence_idx: 422423 | align_1: 0-0 | align_2: 1-4 | ner_entity: none-E-185 |    E-185 And as long as we try to bring our churches out of creeds and denominations , we 'll never do it . ||| E-185 ( 83 ) Et tant que nous essayons de faire sortir nos églises des crédos et des dénominations , nous n' y arriverons jamais .

Hiakari-san san | w_freq: 1 - 140 | wiki_freq: 0 - 1353 | sentence_idx: 429349 | align_1: 1-3 | align_2: 2-7 | ner_entity: Hiakari-san-none |    “ Hiakari-san became like this because of me , so this is my matter too . ||| «   Hiakari - san , tu es devenue comme ça à cause de moi , donc c’ est aussi mon affaire .

COP COP | w_freq: 89 - 88 | wiki_freq: 1558 - 870 | sentence_idx: 432344 | align_1: 1-1 | align_2: 2-5 | ner_entity: COP-COP |    The COP starting on 4 November will act as an impetus for the efforts of the international community to save animal migrations before it is too late . ||| La COP , qui s’ ouvre le 4 novembre , servira d’ impulsion aux efforts de la communauté internationale visant à sauver les migrations des animaux avant qu’ il ne soit trop tard .

G20 G20 | w_freq: 260 - 274 | wiki_freq: 2520 - 824 | sentence_idx: 434354 | align_1: 17-20 | align_2: 18-25 | ner_entity: G20-G20 |    Many people thought that maybe it was no longer necessary to regulate the financial institutions as the G20 first required . ||| Beaucoup de gens ont pensé qu’ il n’ était peut-être plus nécessaire de réglementer les institutions financières , comme le G20 l’ avait demandé au préalable .

Mourouzeau Mourouzeau | w_freq: 1 - 1 | wiki_freq: 0 - 0 | sentence_idx: 435535 | align_1: 3-2 | align_2: 4-8 | ner_entity: M. Mourouzeau-M. Mourouzeau |    How could M. Mourouzeau not recognize it and see an inexplicable phenomenon ? ||| Comment M. Mourouzeau a -t -il pu ne pas la reconnaitre et y voir un phénomène inexplicable ?

Cersei Cersei | w_freq: 14 - 14 | wiki_freq: 944 - 174 | sentence_idx: 438859 | align_1: 1-1 | align_2: 2-5 | ner_entity: Cersei-Cersei |    Or Cersei embarked on a war too big for her with , as it has often happened , a little too much confidence in her ? ||| Ou Cersei s' est -elle embarquée dans une guerre trop grande pour elle avec , comme ça lui est souvent arrivé , un peu trop de confiance en elle ?

Approved Approved | w_freq: 15 - 3 | wiki_freq: 1989 - 36 | sentence_idx: 439804 | align_1: 1-1 | align_2: 2-5 | ner_entity: none-Authorization Approved |    Authorization Approved : Your authorization is approved ; Have a good trip to the United States ! ||| Authorization Approved ( Autorisation accordée ): Votre autorisation est approuvée ; Bon voyage aux États-Unis !

Cyberpunk Cyberpunk | w_freq: 11 - 11 | wiki_freq: 662 - 138 | sentence_idx: 446979 | align_1: 13-17 | align_2: 14-22 | ner_entity: Cyberpunk-Cyberpunk |    When asked , during a 2005 interview , " Why was your book Cyberpunk never published when you sold it to a publisher in 1989 ? " ||| Lorsqu’ on lui a demandé , lors d’ une interview en 2005 , " Pourquoi votre livre Cyberpunk n’ a -t -il jamais été publié quand vous l' avez vendu à un éditeur en 1989 ? "

Daath Daath | w_freq: 38 - 38 | wiki_freq: 15 - 12 | sentence_idx: 449963 | align_1: 9-9 | align_2: 10-13 | ner_entity: none-Daath |    That means that our own tree , our own Daath inside , is known by the fruit that we ourselves create . ||| Cela signifie que notre propre arbre , notre propre Daath à l ’ intérieur , est connu par le fruit que nous créons nous - même .

Moriah Morija | w_freq: 9 - 6 | wiki_freq: 946 - 19 | sentence_idx: 456767 | align_1: 6-6 | align_2: 7-15 | ner_entity: Moriah-Morija |    “ Go to the land of Moriah … on one of the mountains that I shall show you . ” ||| Va -t -en au pays de Morija et là offre - le en holocauste sur l’ une des montagnes que je t’ indiquerai . "

Buffett Buffet | w_freq: 21 - 8 | wiki_freq: 3208 - 1405 | sentence_idx: 465048 | align_1: 2-6 | align_2: 3-14 | ner_entity: Warren Buffett-Warren Buffet |    As Warren Buffett famously said , " Yes , there is a class war , and we ( the weathly ) are winning . " ||| Et comme l’ a dit Warren Buffet , l’ un des hommes les plus riches au monde : « nous [ les riches ] sommes en train de la [ cette guerre ] gagner . »

Thea Thea | w_freq: 3 - 3 | wiki_freq: 2367 - 593 | sentence_idx: 466810 | align_1: 9-11 | align_2: 10-17 | ner_entity: Thea-Thea |    Besides , the day starts badly : your wife Thea left you a break up letter . ||| Par ailleurs , la journée commence mal : votre femme , Thea , est partie en vous laissant une lettre de rupture .

routinières COLOMBIE | w_freq: 1 - 4 | wiki_freq: 0 - 2 | sentence_idx: 469656 | align_1: 8-2 | align_2: 9-9 | ner_entity: none-EN COLOMBIE |    “ In Colombia , our daily activities are routinières , many work in the fields . ||| « EN COLOMBIE , NOS ACTIVITÉS QUOTIDIENNES SONT ROUTINIÈRES , beaucoup travaillent dans les champs .

Dor Dor | w_freq: 1 - 1 | wiki_freq: 1319 - 637 | sentence_idx: 469677 | align_1: 8-10 | align_2: 9-15 | ner_entity: Gil Dor-Gil Dor |    I will end with something beautiful that Gil Dor once told me . ||| Je vais terminer avec quelque chose de beau que Gil Dor m’ a dit une fois .

1502 1502 | w_freq: 6 - 6 | wiki_freq: 2647 - 1623 | sentence_idx: 471198 | align_1: 10-11 | align_2: 11-16 | ner_entity: 1502-none |    We come now to the coronation of Montezuma II in 1502 when no one in Aztec country had yet heard of the Spaniards . ||| Nous en venons à présent au couronnement de Montezuma II en 1502 , à une époque où personne en pays aztèque n’ avait encore entendu parler des espagnols .

Zika Zika | w_freq: 33 - 33 | wiki_freq: 1369 - 299 | sentence_idx: 472042 | align_1: 5-7 | align_2: 6-11 | ner_entity: Zika-Zika |    Many people still wonder if Zika was created in the lab for experimental purposes . ||| Beaucoup de gens se demandent encore si Zika n’ a pas été créé dans le laboratoire à des fins expérimentales ?

ark Qadesh | w_freq: 77 - 1 | wiki_freq: 1914 - 220 | sentence_idx: 479214 | align_1: 9-11 | align_2: 10-15 | ner_entity: none-Qadesh |    What command did the Israelites disobey when receiving the ark ? ||| De quoi les Israélites se plaignirent -ils lorsqu’ ils campèrent à Qadesh ( Cadès ) ?

Midian Madian | w_freq: 2 - 4 | wiki_freq: 333 - 57 | sentence_idx: 495229 | align_1: 14-14 | align_2: 15-18 | ner_entity: Midian-Madian |    But now the Lord has abandoned us and put us into the hand of Midian . ||| Maintenant l’ Eternel nous abandonne , et il nous livre entre les mains de Madian [ Midyan ] !

YearsWhat Qu’ | w_freq: 1 - 1531 | wiki_freq: 0 - 1116 | sentence_idx: 495882 | align_1: 9-11 | align_2: 10-15 | ner_entity: none-Qu’ |    How the Global Inequality Gap Has Changed In 200 YearsWhat makes a person healthy , wealthy , and wise ? ||| Comment l’ écart d’ inégalité mondiale a changé en 200 ans Qu’ est -ce qui rend une personne en bonne santé , riche et sage ?

Tanna Tanna | w_freq: 8 - 8 | wiki_freq: 905 - 241 | sentence_idx: 498525 | align_1: 14-14 | align_2: 15-18 | ner_entity: Tanna-Tanna |    Even though she was n’t very well dressed in such a practical job , Tanna welcomed her . ||| Même si elle n’ était pas très habillée pour un travail aussi pratique , Tanna l’ a bien accueillie .

Medvedev Medvedev | w_freq: 32 - 33 | wiki_freq: 3808 - 1279 | sentence_idx: 499040 | align_1: 8-11 | align_2: 9-15 | ner_entity: Medvedev-Medvedev |    This is why Putin is so popular and Medvedev never was . ||| C’ est la raison pour laquelle Poutine est si populaire et Medvedev ne l’ a jamais été .

Nalan Nalan | w_freq: 2 - 2 | wiki_freq: 263 - 7 | sentence_idx: 503091 | align_1: 12-11 | align_2: 13-16 | ner_entity: Nalan-Grand-Père Nalan |    Your visit here today , to release the marriage , did Grandfather Nalan give his consent ? ” ||| Votre visite ici aujourd’hui , pour désengager le mariage , Grand-Père Nalan en a -t -il donné son consentement ? ”

Sarayaku Sarayaku | w_freq: 3 - 3 | wiki_freq: 72 - 29 | sentence_idx: 503130 | align_1: 4-6 | align_2: 5-10 | ner_entity: Sarayaku-Sarayaku |    What I found in Sarayaku was not just a community defending its territory . ||| Ce que j’ ai découvert à Sarayaku , ce n’ est pas seulement une communauté qui défend son territoire .

JPII JPII | w_freq: 1 - 1 | wiki_freq: 14 - 1 | sentence_idx: 503918 | align_1: 1-1 | align_2: 2-7 | ner_entity: JPII-JPII |    And JPII rightly realized that you stay in office . ||| Et JPII s’ est rendu compte à juste titre que vous restiez en poste .

Wrongly Comments | w_freq: 291 - 6 | wiki_freq: 90 - 33 | sentence_idx: 518172 | align_1: 0-0 | align_2: 1-5 | ner_entity: none-Comments Off on “ Mal nommer les choses |    Wrongly naming a thing is to add to the misery of this world . ’ ||| Comments Off on “ Mal nommer les choses , c’ est ajouter au malheur du monde ” .

Netanyahu Netanyahu | w_freq: 292 - 199 | wiki_freq: 4862 - 189 | sentence_idx: 518703 | align_1: 1-0 | align_2: 2-6 | ner_entity: Netanyahu-Netanyahu |    Does Netanyahu not realize that even with the most powerful army in the Middle East his tiny state is very vulnerable ? ||| Netanyahu ne se rend -t -il pas compte que même avec l' armée la plus puissante du Moyen-Orient , son petit État reste très vulnérable ?

L-218 E-218 | w_freq: 3 - 15 | wiki_freq: 0 - 0 | sentence_idx: 524519 | align_1: 0-0 | align_2: 1-4 | ner_entity: none-E-218 |    L-218 These people come here tonight , I know there was a couple of cancers that left while we was standing here . ||| E-218 ( 217 ) Ces gens sont venus ici ce soir , je sais qu’ il y a des cancers qui ont quitté pendant que nous nous tenions ici .

Kerensky Kerensky | w_freq: 4 - 4 | wiki_freq: 908 - 123 | sentence_idx: 525841 | align_1: 1-0 | align_2: 2-5 | ner_entity: Kerensky-Kerensky |    Has Kerensky not been an enemy of the workers in September 1917 ? ||| Kerensky n' a -t -il pas été un ennemi des travailleurs en septembre 1917 ?

Engels Engels | w_freq: 15 - 15 | wiki_freq: 4031 - 1537 | sentence_idx: 534241 | align_1: 2-2 | align_2: 3-7 | ner_entity: Engels-Engels |    Rodbertus and Engels both oppose the political demands of the non-German peoples of Austria . ||| Rodbertus et Engels s’ opposent tous les deux aux demandes politiques des peuples non allemands de l’ Autriche .

Ombudsman médiateur | w_freq: 60 - 49 | wiki_freq: 4691 - 2807 | sentence_idx: 541528 | align_1: 11-8 | align_2: 12-13 | ner_entity: the European Ombudsman for Frontex-none |    This is in spite of a recent call by the European Ombudsman for Frontex to better respect and ensure fundamental rights at the EU frontiers . ||| Ceci en dépit d’ un appel récent du médiateur européen à l’ adresse de Frontex pour un meilleur respect et la garantie des droits fondamentaux aux frontières de l’ UE .

Krenz Krenz | w_freq: 1 - 1 | wiki_freq: 271 - 76 | sentence_idx: 542170 | align_1: 0-0 | align_2: 1-4 | ner_entity: Krenz-Krenz |    Krenz intended to give it to them – but only the next day , November 10 . ||| Krenz avait bien l’ intention de leur accorder ce droit – mais seulement le jour suivant , le 10 novembre .

Depart Vas | w_freq: 12 - 12 | wiki_freq: 171 - 665 | sentence_idx: 542785 | align_1: 13-18 | align_2: 14-22 | ner_entity: none-Vas |    He is not only unwise but blasphemous who says to another : " Depart ! you impede my exalted spiritual development . " ||| Non seulement il manque de sagesse , mais il blasphème celui qui dit à un autre : « Vas - t' en , tu fais obstacle à l' exaltation de mon développement spirituel ! »

Cle–alls Cle | w_freq: 1 - 1 | wiki_freq: 0 - 52 | sentence_idx: 545370 | align_1: 2-2 | align_2: 3-7 | ner_entity: Cle–alls-Cle |    I use Cle–alls daily now and prefer it to my English name . ||| J’ utilise Cle - alls tous les jours maintenant , et je le préfère à mon nom anglais .

H-wood wood | w_freq: 1 - 5 | wiki_freq: 0 - 148 | sentence_idx: 545940 | align_1: 2-3 | align_2: 3-7 | ner_entity: H-wood-H - wood |    Why did H-wood glorify Titanic as a tragic love story ? ||| Pourquoi H - wood a -t -il glorifié Titanic comme une tragique histoire d' amour ?

Aur Aur | w_freq: 22 - 26 | wiki_freq: 2932 - 215 | sentence_idx: 550083 | align_1: 5-4 | align_2: 6-9 | ner_entity: none-Ain Soph Aur |    How was the Ain Soph Aur infected with ego if God and ego will not mix ? ||| Comment l’ Ain Soph Aur a -t -il été infecté par l’ ego si Dieu et l’ ego ne se mélangent pas ?

Luxon Luxon | w_freq: 4 - 4 | wiki_freq: 237 - 8 | sentence_idx: 550141 | align_1: 1-0 | align_2: 2-5 | ner_entity: Luxon-Luxon |    Did Luxon really prepare one ? ||| Luxon en a -t -il vraiment préparé un   ?

E-18 E-18 | w_freq: 64 - 67 | wiki_freq: 22 - 6 | sentence_idx: 551127 | align_1: 0-0 | align_2: 1-4 | ner_entity: none-E-18 |    E-18 You see a prostitute on the street , you know what she is . ||| E-18 ( 50 ) Vous voyez une prostituée dans la rue , vous savez ce qu’ elle est .

L-287 E-287 | w_freq: 1 - 7 | wiki_freq: 0 - 0 | sentence_idx: 556792 | align_1: 0-0 | align_2: 1-5 | ner_entity: none-E-287 |    L-287 Friend , I may never see you again this side of the great time . ||| E-287 ( 216 ) Mon ami , il se peut que je ne vous voie plus jamais de ce côté - ci du merveilleux temps .

Lords—to Seigneurs | w_freq: 1 - 26 | wiki_freq: 0 - 2117 | sentence_idx: 563808 | align_1: 12-15 | align_2: 13-20 | ner_entity: Demon Lords—to-Seigneurs - Démons |    < < That ’s because this is the first time—for new Demon Lords—to have a [ War ] with this many participants . ||| < < C’ est parce que c’ est la première fois — pour les nouveaux Seigneurs - Démons — d’ avoir une [ Guerre ] avec de nombreux participants .

Sheltie Sheltie | w_freq: 1 - 1 | wiki_freq: 34 - 7 | sentence_idx: 574984 | align_1: 5-5 | align_2: 6-10 | ner_entity: Sheltie-Sheltie |    A sad example is the Sheltie presented to me at an Integrated Approach seminar . ||| Un triste exemple est le Sheltie qu’ on m’ a présenté à un séminaire d’ approche intégrée .

Cheadle Cheadle | w_freq: 2 - 2 | wiki_freq: 2086 - 212 | sentence_idx: 576173 | align_1: 1-1 | align_2: 2-5 | ner_entity: Don Cheadle-Don Cheadle |    Don Cheadle is 19 percent European . ||| Don Cheadle , lui , est à 19 % européen .

Shushan Suse | w_freq: 1 - 2 | wiki_freq: 265 - 1876 | sentence_idx: 578513 | align_1: 12-13 | align_2: 13-18 | ner_entity: Shushan-Suse |    “ On that day the number of those who were killed in Shushan the citadel was brought to the king . ||| Ce jour -là , le nombre de ceux qui avaient été tués dans Suse [ Shuwshan ] , la capitale , parvint à la connaissance du roi .

E-61 E-61 | w_freq: 36 - 35 | wiki_freq: 2 - 1 | sentence_idx: 583401 | align_1: 0-0 | align_2: 1-5 | ner_entity: none-E-61 |    E-61 Not long ago , an insurance agent was at my house . ||| E-61 Il n’ y a pas longtemps , un agent d’ assurances était chez moi .

SOIL SOIL | w_freq: 1 - 1 | wiki_freq: 39 - 7 | sentence_idx: 584785 | align_1: 0-0 | align_2: 1-4 | ner_entity: none-SOIL |    SOIL is not just a theory , since what we do with small farmers is a form of action . ||| SOIL , ce n’ est pas juste une théorie puisque ce que nous faisons avec les petits agriculteurs est bien une forme d’ action .

12:08 12:08 | w_freq: 1 - 1 | wiki_freq: 63 - 0 | sentence_idx: 588169 | align_1: 3-3 | align_2: 4-7 | ner_entity: 12:08 East of Bucharest-none |    I believe that 12:08 East of Bucharest is not a political film . ||| Je crois que 12:08 , A l' est de Bucharest n' est pas un film politique .

Ponzi Ponzi | w_freq: 7 - 8 | wiki_freq: 1617 - 221 | sentence_idx: 588591 | align_1: 5-5 | align_2: 6-10 | ner_entity: Charles Ponzi-Charles Ponzi |    The case relating to Charles Ponzi approximately 100 years ago provides the basis for these laws . ||| L' affaire relative à Charles Ponzi , il y a environ 100 ans constitue la base de ces lois .

Check Renseigne | w_freq: 228 - 1 | wiki_freq: 4482 - 0 | sentence_idx: 597202 | align_1: 0-0 | align_2: 1-4 | ner_entity: none-Renseigne |    Check the European Solidarity Corps – it could be the adventure you have been looking for ! ||| Renseigne - toi sur le corps européen de solidarité — peut-être est -ce l’ aventure que tu recherchais !

Tibetans Tibétains | w_freq: 108 - 106 | wiki_freq: 3366 - 2998 | sentence_idx: 597434 | align_1: 2-2 | align_2: 3-7 | ner_entity: Tibetans-Tibétains |    Why are Tibetans still not granted genuine autonomy as stipulated in the Chinese constitution ? ||| Pourquoi les Tibétains ne se voient -ils toujours pas proposer une autonomie réelle , comme le stipule la Constitution chinoise ?

E-89 E-89 | w_freq: 41 - 46 | wiki_freq: 5 - 1 | sentence_idx: 598550 | align_1: 0-0 | align_2: 1-4 | ner_entity: none-E-89 |    E-89 You never can join a Church ; you join a lodge . ||| E-89 ( 197 ) Vous ne pouvez jamais adhérer à une église ; vous adhérez à une loge .

Zayta Zayta | w_freq: 1 - 1 | wiki_freq: 35 - 1 | sentence_idx: 600762 | align_1: 4-4 | align_2: 5-9 | ner_entity: Zayta-Zayta |    * The town of Zayta originally extended into what is now Israel . ||| • La ville de Zayta s’ étendait à l’ origine sur ce qui est maintenant Israël .

E-6 E-6 | w_freq: 48 - 54 | wiki_freq: 341 - 46 | sentence_idx: 606434 | align_1: 0-0 | align_2: 1-4 | ner_entity: none-E-6 |    E-6 If we would only be spiritual and use that sixth sense , we ... ||| E-6 ( 17 ) Si seulement nous étions spirituels et utilisions ce sixième sens , nous ...

Mockingbird Mockingbird | w_freq: 2 - 2 | wiki_freq: 1790 - 99 | sentence_idx: 606480 | align_1: 3-3 | align_2: 4-8 | ner_entity: Op[e]ration Mockingbird-Op[e]ration Mockingbird |    Why was Op[e]ration Mockingbird repeated ? ||| Pourquoi l' Op[e]ration Mockingbird a -t -elle été répétée ?

Anglicans Anglicans | w_freq: 16 - 5 | wiki_freq: 2772 - 87 | sentence_idx: 608061 | align_1: 11-11 | align_2: 12-16 | ner_entity: Green Anglicans-Green Anglicans |    Adapted from Seasons of Creation 6 , a resource by Green Anglicans . ||| Adapté de Season of Creation 6 , une ressource de Green Anglicans ( en anglais ) .

Happens Arrive | w_freq: 43 - 11 | wiki_freq: 1592 - 642 | sentence_idx: 612421 | align_1: 4-4 | align_2: 5-9 | ner_entity: none-Hanford Disaster : Qu' Arrive - T |    Hanford Disaster : What Happens to Someone Who 's Exposed to Plutonium ? ||| Hanford Disaster : Qu' Arrive - T - Il À Quelqu' Un Qui Est Exposé Au Plutonium ?

E-284 E-284 | w_freq: 9 - 9 | wiki_freq: 0 - 0 | sentence_idx: 615373 | align_1: 0-0 | align_2: 1-4 | ner_entity: none-E-284 |    E-284 How do we know , this morning , that the Governor is not standing by our cell this morning ? ||| E-284 ( 160 ) Comment savons -nous ce matin , si le Gouverneur ne se trouve pas dans notre cellule ce matin ?

Sodas Sodas | w_freq: 4 - 3 | wiki_freq: 52 - 7 | sentence_idx: 626018 | align_1: 6-10 | align_2: 7-14 | ner_entity: none-Sodas |    Barely two years ago , 1642 Sodas was just an idea . ||| « Il y a deux ans à peine , 1642 Sodas , ce n’ était qu’ une idée .

Torment châtiment | w_freq: 15 - 359 | wiki_freq: 435 - 2028 | sentence_idx: 627797 | align_1: 9-7 | align_2: 10-13 | ner_entity: none-Son châtiment } |    And they hope for His Mercy and fear His Torment . ||| Ils espèrent Sa miséricorde et craignent Son châtiment } [ al Isrâ':57 ] .

Payment Payment | w_freq: 41 - 7 | wiki_freq: 2951 - 98 | sentence_idx: 630186 | align_1: 6-11 | align_2: 7-17 | ner_entity: the “ Capture Payment-Capture Payment |    What happens if the “ Capture Payment ” request is called more than once during a unique transaction ? ||| Que se passe -t -il si la demande de « Capture Payment ( récupération de paiement ) » est appelée plus d' une fois pendant une transaction unique ?

2209 2209 | w_freq: 4 - 4 | wiki_freq: 95 - 66 | sentence_idx: 632336 | align_1: 1-1 | align_2: 2-5 | ner_entity: 2209 only 14-none |    After 2209 only 14 more DASH will be created . ||| Après 2209 , c’ est seulement 14 DASH supplémentaires qui seront créés .

Srebrenica Srebrenica | w_freq: 23 - 23 | wiki_freq: 1998 - 497 | sentence_idx: 639964 | align_1: 5-6 | align_2: 6-11 | ner_entity: Srebrenica-Srebrenica |    First , the attack on Srebrenica in which he participated was not unlawful as such . ||| D’ abord , l’ attaque sur Srebrenica , à la préparation de laquelle il a participé , n’ était pas illégale en tant que telle .

951 951 | w_freq: 3 - 3 | wiki_freq: 1282 - 583 | sentence_idx: 644941 | align_1: 9-10 | align_2: 10-14 | ner_entity: 6 951-none |    Many decided to return to Croatia and only 6 951 are left in Bosnia and Herzegovina . ||| Beaucoup ont décidé de retourner en Croatie et seulement 6 951 d’ entre eux sont restés en Bosnie - Herzégovine .

1522 1522 | w_freq: 2 - 2 | wiki_freq: 3125 - 1928 | sentence_idx: 647931 | align_1: 1-1 | align_2: 2-5 | ner_entity: 1522-none |    In 1522 , he arrived in Spain for the second time with his army , and this time with less peaceful intentions . ||| En 1522 , en effet , il arrive en Espagne pour la deuxième fois avec son armée , et cette fois avec des intentions moins pacifiques .

Luxemburg Luxemburg | w_freq: 63 - 44 | wiki_freq: 2313 - 744 | sentence_idx: 651225 | align_1: 4-6 | align_2: 5-11 | ner_entity: Rosa Luxemburg-Rosa Luxemburg |    They agree with Rosa Luxemburg ’s understanding that nothing is more revolutionary than recognizing and stating what is . ||| Ils partagent la conception de Rosa Luxemburg , selon laquelle il n’ y a rien de plus révolutionnaire que de reconnaître et d’ exprimer ce qui est .

Cahokians Cahokiens | w_freq: 1 - 1 | wiki_freq: 15 - 0 | sentence_idx: 659429 | align_1: 5-5 | align_2: 6-9 | ner_entity: Cahokians-Cahokiens |    No one knows what the Cahokians called their city . ) ||| Personne ne sait comment les Cahokiens eux - mêmes appelaient leur ville . )

Engagement Engagement | w_freq: 27 - 23 | wiki_freq: 4422 - 4054 | sentence_idx: 659464 | align_1: 21-28 | align_2: 22-33 | ner_entity: none-Engagement à l’ échelle internationales |    Ensuring that the Arctic Council and its committees continue advancing the international dimension of the Northern Strategy ; ( 1.7 International Engagement ) ||| Veiller à ce que le Conseil de l' Arctique et ses comités continuent de faire progresser la dimension internationale de la Stratégie pour le Nord ; ( 1.7 Engagement à l’ échelle internationales )

ICCAT ICCAT | w_freq: 6 - 5 | wiki_freq: 59 - 9 | sentence_idx: 667164 | align_1: 11-13 | align_2: 12-17 | ner_entity: ICCAT-ICCAT |    The good news is that the 52 governments that make up ICCAT can . ||| La bonne nouvelle , c’ est que les 52 gouvernements qui composent l’ ICCAT , eux , peuvent le faire .

Premananda Premananda | w_freq: 2 - 2 | wiki_freq: 74 - 2 | sentence_idx: 667556 | align_1: 12-13 | align_2: 13-18 | ner_entity: Swami Premananda-Swami Premananda |    Yes , like 2000 years ago … How many times had Swami Premananda not mentioned the life and teachings of Christ ? ||| Comme il y a 2000 ans , oui … Combien de fois Swami Premananda n’ avait -t -il pas déjà évoqué la vie et l’ enseignement du Christ ?

