Internas Internas | w_freq: 1 - 1 | wiki_freq: 90 - 5 | sentence_idx: 224 | align_1: 13-14 | align_2: 14-19 |    Secondly , we have greatly improved controls , and the Servicio de Rentas Internas has also improved a lot in terms of human resources . ||| Deuxièmement , nous avons beaucoup amélioré les contrôles , et le Servicio de Rentas Internas ( SRI ) s’ est aussi beaucoup amélioré en termes de ressources humaines . 
spotlight attirera | w_freq: 50 - 52 | wiki_freq: 6702 - 339 | sentence_idx: 262949 | align_1: 6-6 | align_2: 7-11 |    For instance , 27 November will spotlight violence against Indigenous Women and Girls , and 29 November will Spotlight on Women Human Rights Defenders . ||| Par exemple , le 27 novembre attirera l’ attention sur la violence à l’ égard des femmes et des filles autochtones , et le 29 novembre mettra les militants des droits des femmes à l’ honneur . 

kites cerfs | w_freq: 2 - 4 | wiki_freq: 3436 - 2523 | sentence_idx: 263818 | align_1: 3-5 | align_2: 4-9 |    Firstly , the kites are not the most urgent security threat facing Israel but more like third or fourth down that list . ||| En premier lieu , les cerfs - volants ne sont pas la menace sécuritaire la plus urgente qu’ Israël doit affronter , mais plutôt la troisième ou la quatrième sur la liste . 

cocktails cocktails | w_freq: 47 - 54 | wiki_freq: 2594 - 1096 | sentence_idx: 263855 | align_1: 16-17 | align_2: 17-22 |    If earlier you woke up in the morning broken , then after regular use of oxygen cocktails you will forget about this feeling forever . ||| Si plus tôt vous vous êtes réveillé le matin cassé , alors après une utilisation régulière de cocktails à l' oxygène , vous oublierez ce sentiment pour toujours . 

screencaptures captures | w_freq: 1 - 48 | wiki_freq: 0 - 1086 | sentence_idx: 263946 | align_1: 11-10 | align_2: 12-15 |    Note that some of the icons have changed between the two screencaptures above . ||| Notez que certaines des icônes ont changé entre les deux captures d' écran ci - dessus . 

Sahrawi sahraouis | w_freq: 21 - 19 | wiki_freq: 1795 - 147 | sentence_idx: 264874 | align_1: 2-3 | align_2: 3-10 |    " Several Sahrawi human rights groups continued to experience difficulties in carrying out their activities . ||| “ Plusieurs groupes sahraouis de défense des droits de l’ Homme ont continué à connaître des difficultés dans l’ exercice de leurs activités . 

Prove Laissez | w_freq: 26 - 341 | wiki_freq: 553 - 530 | sentence_idx: 264921 | align_1: 0-0 | align_2: 1-5 |    Prove my idea for the music industry works by making my album the number one . ” ||| Laissez -moi ainsi prouver que mon idée pour l’ industrie de la musique fonctionne en faisant de mon album le numéro 1 » 

expects attend | w_freq: 216 - 831 | wiki_freq: 5595 - 10385 | sentence_idx: 265252 | align_1: 1-3 | align_2: 2-7 |    Nobody expects him to scream and charge his computer for this mistake . ||| Personne ne s’ attend à ce qu’ il se mette à crier ou à accuser son ordinateur pour cette erreur . 

Chiara Chiara | w_freq: 16 - 17 | wiki_freq: 2123 - 1201 | sentence_idx: 265608 | align_1: 0-0 | align_2: 1-5 |    Chiara had no intention of creating a new literary genre . ||| Chiara n’ a certainement pas eu l’ intention de créer un nouveau genre littéraire . 

invites inviter | w_freq: 212 - 261 | wiki_freq: 14029 - 2647 | sentence_idx: 266996 | align_1: 6-4 | align_2: 7-12 |    “ He [ Shaytaan } only invites his adherents that they may become Companions of the blazing Fire ” ( 35:6 ) ||| Il ne fait qu’ inviter ( ceux qui veulent bien être ) ses partisans , afin qu’ ils soient parmi les gens de la Fournaise ” ( 35/5 - 6 ) 

Kyi Kyi | w_freq: 17 - 17 | wiki_freq: 2084 - 506 | sentence_idx: 267104 | align_1: 4-6 | align_2: 5-10 |    Perhaps Aung San Suu Kyi learned an important lesson during her years under house arrest by the military regime : the country will never develop if it sells out completely to the “ international community . ” ||| Peut - être Aung San Suu Kyi a -t -elle appris une leçon importante pendant ses années sous résidence surveillée , aux mains du régime militaire : le pays ne se développera jamais s’ il se vend complètement à la « communauté internationale » . 

Loan Prêt | w_freq: 26 - 51 | wiki_freq: 10663 - 1333 | sentence_idx: 270109 | align_1: 0-0 | align_2: 1-4 |    Loan of up to 18,000 € with personal guarantee : ||| Prêt d’ un montant allant jusqu’ à 18 000 € avec garantie personnelle : 

delirium délire | w_freq: 10 - 18 | wiki_freq: 1602 - 1749 | sentence_idx: 270902 | align_1: 20-22 | align_2: 21-27 |    Visit Vancouver Island Health Authority - Delirium Resources AND / OR This Is Not My Mom to learn more about delirium . ||| Consultez Vancouver Island Health Authority - Delirium Resources et / ou This Is Not My Mom pour plus d' informations sur le délire ( en anglais ) . 

Hijackers pirates | w_freq: 1 - 122 | wiki_freq: 79 - 7911 | sentence_idx: 271419 | align_1: 14-10 | align_2: 15-17 |    Lastly , it should be said that a big number of the so called Hijackers are actually legal pieces of programming that are being legally distributed . ||| Enfin , il faut dire qu’ un grand nombre de pirates de l’ air qu’ on appelle est des pièces réellement légales de programmation qui sont distribués légalement . 

Please S’ | w_freq: 1225 - 1386 | wiki_freq: 10571 - 5625 | sentence_idx: 272160 | align_1: 0-0 | align_2: 1-5 |    Please give me pointers about how to hit moving targets , Mio-chan . ] ||| S’ il te plaît , donne -moi des conseils sur la façon de frapper des cibles mobiles , Mio - chan . » 

prioritised accordée | w_freq: 14 - 293 | wiki_freq: 991 - 10052 | sentence_idx: 272174 | align_1: 3-10 | align_2: 4-16 |    Education must be prioritised even in crisis situations – because it provides an effective means of child protection . ||| L’ éducation dans les zones de crise Priorité doit être accordée à l’ éducation , y compris dans des situations de crise – car elle constitue , entre autres , un moyen effectif de protéger les enfants . 

crashes accidents | w_freq: 30 - 290 | wiki_freq: 10665 - 10440 | sentence_idx: 273082 | align_1: 5-7 | align_2: 6-12 |    Most of them were road crashes but there was one rail incident , in which one person was injured . ||| La plupart d’ entre eux étaient des accidents de la route , mais il y avait un incident ferroviaire , dans lequel une personne a été blessée . 

daven daven | w_freq: 2 - 1 | wiki_freq: 13 - 0 | sentence_idx: 275385 | align_1: 1-1 | align_2: 2-5 |    You daven three times a day , because that 's what a good Jew does . ||| Vous daven [ priez ] trois fois par jour , parce que c' est ce que fait un bon juif … 

transparency transparence | w_freq: 545 - 625 | wiki_freq: 13572 - 5848 | sentence_idx: 275418 | align_1: 1-0 | align_2: 2-5 |    external transparency : greater confidence by stakeholders in Agency as instrument of greater transparency ; ||| transparence vis-à-vis de l' extérieur : plus grande confiance des parties prenantes dans une agence en tant qu' instrument de transparence accrue ; 

untrue fausses | w_freq: 55 - 389 | wiki_freq: 3055 - 7001 | sentence_idx: 277038 | align_1: 20-19 | align_2: 21-25 |    “ The evidence was clear from the start that each of the allegations made by these three women were absolutely untrue . ||| « La preuve était claire dès le départ que chacune des allégations faites par ces trois femmes étaient absolument fausses , a -t -il déclaré . 

patriot patriote | w_freq: 26 - 36 | wiki_freq: 4147 - 2601 | sentence_idx: 277545 | align_1: 18-20 | align_2: 19-25 |    This is not so because she is some Nazi , it is so because she is a traditional patriot like De Gaulle . ||| Ce n’ est pas parce qu’ elle est une sorte de Nazie , c’ est parce qu’ elle est une patriote au sens traditionnel , comme De Gaulle . 

midwives sages | w_freq: 7 - 203 | wiki_freq: 2444 - 3163 | sentence_idx: 278152 | align_1: 12-9 | align_2: 13-15 |    However , because I was at the health centre , the skilled midwives saved my life . ” ||| Mais comme j’ étais au centre médical , les sages - femmes qualifiées m’ ont sauvé la vie . » 

guru gourou | w_freq: 38 - 15 | wiki_freq: 5822 - 838 | sentence_idx: 278271 | align_1: 9-9 | align_2: 10-14 |    I 've never heard anyone else or any Internet guru reveal such a powerful secret . " ||| Je n’ ai jamais entendu personne , ni aucun gourou de l’ Internet , révéler un secret aussi puissant . ” 

overlook passeront | w_freq: 75 - 58 | wiki_freq: 3417 - 851 | sentence_idx: 278772 | align_1: 10-14 | align_2: 11-20 |    Until this is put into perspective , development policies will overlook much of the real vulnerability . ||| Tant que cela ne sera pas remis en perspective , les politiques de développement passeront à côté d’ une grande partie de la vulnérabilité réelle . 

interventions interventions | w_freq: 373 - 435 | wiki_freq: 13623 - 10118 | sentence_idx: 278841 | align_1: 16-18 | align_2: 17-23 |    In addition , impact assessments have been conducted to learn how and by how much our interventions impact on farmers . ||| En outre , des évaluations d' impact ont été menées pour apprendre comment et à quel point nos interventions ont eu de l’ impact sur les producteurs . 

disrupt bouleverser | w_freq: 116 - 29 | wiki_freq: 8999 - 1053 | sentence_idx: 280958 | align_1: 19-22 | align_2: 20-26 |    Anthony : What ’s a little bit ironic is that , this whole ecosystem started as a way to disrupt banks , and in a way , they might be one of the big winners from this technology . ||| Anthony : Ce qui est assez ironique , c’ est que l’ ensemble de cet écosystème a démarré comme un moyen de bouleverser l’ organisation des banques , et d’ une manière telle qu’ elles puissent être l’ un des grands gagnants de cette technologie . 

Alma Alma | w_freq: 48 - 47 | wiki_freq: 13238 - 3551 | sentence_idx: 283276 | align_1: 4-5 | align_2: 5-9 |    The wine was called Alma . ||| Le vin a été baptisé Alma ( âme ) . 

Remember Vous | w_freq: 906 - 20026 | wiki_freq: 9753 - 6197 | sentence_idx: 283326 | align_1: 0-0 | align_2: 1-4 |    Remember when President Obama sold Obamacare by pointing out that it delivered health care to 20 million people ? ||| Vous rappelez -vous , quand le président Obama a vendu l’ Obamacare en soulignant qu’ il assurait des soins de santé à 20 millions de personnes ? 

wicked méchants | w_freq: 97 - 121 | wiki_freq: 4978 - 2023 | sentence_idx: 283834 | align_1: 10-12 | align_2: 11-19 |    “ But may sinners vanish from the earth and the wicked be no more . ” ||| « Que les pécheurs disparaissent de la terre , ainsi que les méchants , en sorte qu’ ils ne soient plus » . 

SPACE Space | w_freq: 9 - 125 | wiki_freq: 462 - 8255 | sentence_idx: 284835 | align_1: 10-14 | align_2: 11-18 |    In German we have the same word for ROOM and SPACE = Raum . ||| En allemand , nous avons le même mot pour Room ( Lieu ) et Space ( Espace ) = Raum . 

Whichever Quelle | w_freq: 36 - 1173 | wiki_freq: 497 - 2374 | sentence_idx: 285406 | align_1: 0-1 | align_2: 1-5 |    Whichever approach prevails , it will likely have a profound and enduring impact on economic freedom , democracy , and our informational rights . ” ||| “ Quelle que soit l’ approche adoptée , elle aura probablement un impact profond et durable sur la liberté économique , la démocratie et nos droits en matière d’ information ” . 

witnessing assistons | w_freq: 141 - 101 | wiki_freq: 6440 - 162 | sentence_idx: 286063 | align_1: 22-27 | align_2: 23-34 |    It ’s the same for Syria and Iraq , two artificial nation-states ( sic ! ) , and what we are currently witnessing is the collapse of the Western concept . " ||| C’ est la même chose pour la Syrie et l’ Irak , deux États - nations artificiels ( sic ! ) , et ce à quoi nous assistons à l’ heure actuelle , c’ est l’ effondrement de l’ idée occidentale . » 

witnessing assistons | w_freq: 141 - 101 | wiki_freq: 6440 - 162 | sentence_idx: 286064 | align_1: 22-27 | align_2: 23-34 |    It 's the same for Syria and Iraq , two artificial nation-states ( sic ! ) , and what we are currently witnessing is the collapse of the Western concept . " ||| C’ est la même chose pour la Syrie et l’ Irak , deux États - nations artificiels ( sic ! ) , et ce à quoi nous assistons à l’ heure actuelle , c’ est l’ effondrement de l’ idée occidentale . » 

Whatever Quelle | w_freq: 532 - 1173 | wiki_freq: 7726 - 2374 | sentence_idx: 286828 | align_1: 0-0 | align_2: 1-4 |    Whatever the reason , what you want now is a safer , faster , and easier way to split wood . ||| Quelle qu’ en soit la raison , ce que vous voulez maintenant est un moyen plus sûr , plus rapide et plus facile de fendre le bois . 

El-Azar-us us | w_freq: 1 - 22 | wiki_freq: 0 - 1248 | sentence_idx: 287608 | align_1: 8-13 | align_2: 9-21 |    He performed miracles and raised one man , El-Azar-us , from the dead . ||| Il effectua des miracles et éleva un homme , El - Azar - us ( ‘ El - Osiris ’ ) , d’ entre les morts . 

El-Azar-us Azar | w_freq: 1 - 3 | wiki_freq: 0 - 211 | sentence_idx: 287608 | align_1: 8-11 | align_2: 9-21 |    He performed miracles and raised one man , El-Azar-us , from the dead . ||| Il effectua des miracles et éleva un homme , El - Azar - us ( ‘ El - Osiris ’ ) , d’ entre les morts . 

oppressor oppresseur | w_freq: 35 - 38 | wiki_freq: 469 - 223 | sentence_idx: 288336 | align_1: 4-3 | align_2: 5-8 |    “ When will the oppressor realize that the cost of keeping a political prisoner in prison is too high ? ||| “ Quand l’ oppresseur se rendra -t -il compte que le coût est trop élevé de garder un prisonnier politique en prison ? 

priorities priorités | w_freq: 778 - 829 | wiki_freq: 11685 - 3163 | sentence_idx: 289205 | align_1: 21-19 | align_2: 22-23 |    It will dictate its own “ Global Issues ” and will require a reorganization of politics , but according to our priorities worldwide . ||| Elle dictera ses propres « Politiques mondiales » , et obligera à une réorganisation politique , mais selon nos priorités à l’ échelle mondiale . 

purification purification | w_freq: 88 - 108 | wiki_freq: 6177 - 2068 | sentence_idx: 289523 | align_1: 13-14 | align_2: 14-19 |    You will not be free from this test , child , because the purification has now extended beyond the invisible of your inner world and has reached the consciousness of the planet . ||| Tu ne seras pas libre de cette épreuve , fils , parce que la purification , maintenant , s' est étendue au-delà de l' invisible de ton monde intérieur et elle est arrivée à la conscience de la planète . 

Anyway Quoi | w_freq: 174 - 512 | wiki_freq: 1705 - 4268 | sentence_idx: 289987 | align_1: 0-0 | align_2: 1-5 |    Anyway , all the experiences that we live away from home can be very positive to stimulate our mind . ||| Quoi qu’ il en soit , toutes les expériences que nous vivons loin de chez nous peuvent être très positives pour stimuler notre esprit . 

E-57 E-57 | w_freq: 15 - 18 | wiki_freq: 1 - 3 | sentence_idx: 290235 | align_1: 0-0 | align_2: 1-4 |    E-57 And you know , Mama , my old southern Mama , always give me good advice , and she give me an expression one time . ||| E-57 ( 97 ) Et vous savez , maman , une vieille mère du sud , me donnait toujours un bon conseil , et une fois elle m' avait donné une expression . 

Egyptians Egyptiens | w_freq: 232 - 107 | wiki_freq: 9142 - 53 | sentence_idx: 291038 | align_1: 2-1 | align_2: 3-7 |    Are the Egyptians denying any plans to attack Israel only because of the tactical advantages involved or because these are their true intentions ? ||| Les Egyptiens sont -ils en train de nier toute intention d' attaquer Israël seulement à cause des avantages tactiques en cause ou parce que ce sont leurs véritables intentions ? 

drachma drachme | w_freq: 9 - 10 | wiki_freq: 311 - 163 | sentence_idx: 291574 | align_1: 1-1 | align_2: 2-5 |    A drachma a day , and those things that be necessary for you , as to my son ? ||| Une drachme ( drachmē ) par jour , et ce qui sera nécessaire à toi comme à mon fils . 

homelands patrie | w_freq: 21 - 266 | wiki_freq: 2236 - 7881 | sentence_idx: 291812 | align_1: 7-8 | align_2: 8-13 |    I said , " Over in the homelands two years ago God showed that vision . ||| J’ ai dit : « Là dans ma patrie , il y a deux ans , Dieu avait montré cette vision -là . 

hearts cœurs | w_freq: 721 - 380 | wiki_freq: 11356 - 3565 | sentence_idx: 292022 | align_1: 9-13 | align_2: 10-17 |    He who undertakes this journey should have a thousand hearts so that he can sacrifice one at every moment . ” ||| Celui qui veut venir jusque dans cette vallée doit y venir avec mille cœurs au moins , et être prêt à les sacrifier les uns après les autres à chaque seconde . » 

facilitating facilitant | w_freq: 117 - 51 | wiki_freq: 8796 - 2620 | sentence_idx: 292232 | align_1: 20-23 | align_2: 21-28 |    The disappearance of borders , thanks to technology , has radically modified the equation for companies and individuals , by facilitating international sales ” ||| La disparition des frontières , grâce à la technologie , a radicalement modifié l’ équation pour les entreprises et les individus , en facilitant la vente à l’ international » 

certificates Certificats | w_freq: 177 - 8 | wiki_freq: 13217 - 150 | sentence_idx: 292773 | align_1: 6-4 | align_2: 7-9 |    It is similar to the efficiency certificates introduced in the sector of construction / renovation in 2005 . ||| Il est similaire aux Certificats d’ Economie d’ Energie mis en place dans le secteur de la construction / rénovation en 2005 . 

Increased Augmentation | w_freq: 63 - 36 | wiki_freq: 4479 - 362 | sentence_idx: 293197 | align_1: 4-5 | align_2: 5-12 |    Austerity for Europe – Increased EU Aid for the Palestinians ||| Austérité pour l’ Europe – Augmentation de l’ aide de l’ Union Européenne pour les Palestiniens 

hard-liners tenants | w_freq: 2 - 12 | wiki_freq: 210 - 3152 | sentence_idx: 293730 | align_1: 12-15 | align_2: 13-21 |    Clearly , Washington ’s current strategy towards Colombia fully satisfies neither the hard-liners nor the reformers . ||| Clairement , la stratégie actuelle de Washington envers la Colombie ne satisfait complètement ni les tenants de la ligne dure , ni les réformateurs . 

interventions interventions | w_freq: 373 - 435 | wiki_freq: 13623 - 10118 | sentence_idx: 293799 | align_1: 8-8 | align_2: 9-14 |    It also supports these operations directly through bilateral interventions such as Operation Barkhane in Mali . ||| Elle soutient également directement ces opérations par des interventions menées à titre bilatéral , telles que l’ opération Barkhane au Mali . 

ignoring ignorant | w_freq: 118 - 91 | wiki_freq: 9086 - 2617 | sentence_idx: 293909 | align_1: 18-27 | align_2: 19-32 |    The EU began to decline when it failed to deal with the 2008 crisis and when nations began ignoring EU regulations during the refugee crisis . ||| L’ UE a commencé à décliner quand il n’ a pas réussi à faire face à la crise de 2008 et quand les nations ont commencé en ignorant la réglementation de l’ UE au cours de la crise des réfugiés . 

thou tu | w_freq: 101 - 6458 | wiki_freq: 3794 - 11825 | sentence_idx: 294266 | align_1: 1-2 | align_2: 2-7 |    Seest thou if he denies ( Truth ) and turns away ? ||| Penses - tu [ au contraire ] qu’ il crie au mensonge et se détourne [ de la vole droite ] ? 

thou tu | w_freq: 101 - 6458 | wiki_freq: 3794 - 11825 | sentence_idx: 294267 | align_1: 1-2 | align_2: 2-7 |    Seest thou if he denies ( Truth ) and turns away ? ||| Penses - tu [ au contraire ] qu' il crie au mensonge et se détourne [ de la vole droite ] ? 

Fouquiau Fouquiau | w_freq: 1 - 1 | wiki_freq: 3 - 5 | sentence_idx: 294382 | align_1: 16-17 | align_2: 17-21 |    If the objects in question were " meteors , " wondered Michel , how come Mrs. Fouquiau had time to call her family to come and look at the objects ? 217 . ||| Si les objets en question étaient des " météores " , se demandait Michel , comment Mme Fouquiau a -t -elle eu le temps d' appeler sa famille pour venir voir les objets ? 217 . 

Rector Recteur | w_freq: 9 - 5 | wiki_freq: 12313 - 608 | sentence_idx: 294558 | align_1: 6-6 | align_2: 7-11 |    For his part , the new Rector first thanked his predecessor for all he has achieved in the USTTB . ||| Pour sa part , le nouveau Recteur a tenu tout d’ abord à remercier son prédécesseur pour tout ce qu’ il a réalisé au sein de l’ USTTB . 

disbelieve incrédules | w_freq: 13 - 8 | wiki_freq: 205 - 139 | sentence_idx: 294829 | align_1: 2-3 | align_2: 3-8 |    When you disbelieve one Word of God 's written Bible , you 're disarmed . ||| Quand vous êtes incrédules à l’ égard d’ une seule Parole de la Bible écrite de Dieu , vous êtes désarmés . 

− − | w_freq: 44 - 58 | wiki_freq: 10522 - 1591 | sentence_idx: 295334 | align_1: 9-9 | align_2: 10-13 |    David Martin ( PSE ) , in writing . − I voted for this report , which endorsed the Fisheries Partnership Agreement with Madagascar . ||| David Martin ( PSE ) , par écrit . − ( EN ) J' ai voté pour ce rapport , qui a adopté l' accord de partenariat dans le secteur de la pêche avec Madagascar . 

predispositions prédispositions | w_freq: 7 - 9 | wiki_freq: 290 - 361 | sentence_idx: 295450 | align_1: 12-13 | align_2: 13-19 |    It also highlights the fact that you can indeed overcome any genetic predispositions you might have . ||| Elle met également en évidence le fait que vous puissiez vraiment surmonter vos prédispositions génétiques éventuelles , quelles qu’ elles soient . 

Alfie Alfie | w_freq: 11 - 12 | wiki_freq: 3949 - 375 | sentence_idx: 295929 | align_1: 0-3 | align_2: 1-7 |    Alfie said he was allowed to drink in the morning but not in the afternoon . ||| « Quant à Alfie , il a dit qu' il a été autorisé à boire le matin mais pas l' après-midi . 

evidently évident | w_freq: 84 - 1286 | wiki_freq: 7911 - 6598 | sentence_idx: 296286 | align_1: 2-4 | align_2: 3-9 |    Death most evidently is not yet abolished , but its power is annulled for those who believe in Jesus . ||| Il est plus qu’ évident que la mort n’ est pas encore abolie , mais sa puissance est annulée pour ceux qui croient en Jésus . 

amounted restait | w_freq: 31 - 199 | wiki_freq: 14945 - 9582 | sentence_idx: 296892 | align_1: 24-28 | align_2: 25-32 |    Among the many challenges identified by the Minister to fully develop the enormous potential of Africa , he mentioned access to electricity , which amounted to 24 % for sub-Saharan Africa in 2013 . ||| Parmi les nombreux défis identifiés par le ministre pour développer complètement le potentiel énorme de l’ Afrique , il a cité l’ accès à l’ électricité , qui restait de l’ ordre de 24 % pour l’ Afrique sub-saharienne en 2013 . 

notions notions | w_freq: 113 - 136 | wiki_freq: 9316 - 7350 | sentence_idx: 297374 | align_1: 3-3 | align_2: 4-7 |    We combat all notions that reforms alone or sectoral struggles can win lasting gains in this period . ||| Nous combattons toutes notions à l’ effet que les réformes seules ou des luttes sectorielles peuvent remporter des gains durables à l’ heure actuelle . 

audited auditées | w_freq: 54 - 6 | wiki_freq: 1923 - 22 | sentence_idx: 297491 | align_1: 25-26 | align_2: 26-34 |    Be assured that almost every allied government has been involved in this scam , which will be proven once the central bank books are independently audited worldwide . ||| Soyez certains que presque chaque gouvernement allié a été impliqué dans cette escroquerie , qui sera prouvée une fois que les registres des banques centrales seront auditées de manière indépendante , à travers le monde . 

controllers contrôleurs | w_freq: 85 - 90 | wiki_freq: 9225 - 1871 | sentence_idx: 297496 | align_1: 14-19 | align_2: 15-25 |    You may have to disable the Kerberos Key Distribution Center service on all domain controllers except one . ||| Il est possible que vous deviez désactiver le service du centre de distribution de clés Kerberos sur tous les contrôleurs de domaine , à l' exception d' un . 

penetrate pénétrer | w_freq: 72 - 181 | wiki_freq: 9088 - 6937 | sentence_idx: 298524 | align_1: 5-5 | align_2: 6-9 |    The hacker is able to penetrate any system / network / firewall by using all kind of weird methods that no one ever heard of . ||| Le hacker est capable de pénétrer dans n’ importe quel système / réseau / pare - feu en utilisant toutes sortes de méthodes étranges , dont personne n’ a jamais entendu parler . 

distributions distributions | w_freq: 50 - 58 | wiki_freq: 11966 - 2683 | sentence_idx: 298605 | align_1: 16-17 | align_2: 17-22 |    Along with that , the app even lets you download USB images of around 35 Linux distributions inside the app . ||| Parallèlement à cela , l’ application vous permet même de télécharger des images USB d’ environ 35 distributions Linux à l ’ intérieur de l’ application . 

Successful Réussite | w_freq: 56 - 4 | wiki_freq: 4647 - 168 | sentence_idx: 299723 | align_1: 24-23 | align_2: 25-28 |    Ironically , many of the leaders who should have been exposing Schuller had been trained by Schuller at his Robert H. Schuller Institute for Successful Church Leadership . ||| Ironiquement , de nombreux dirigeants qui auraient dû exposer Schuller avaient été formés par Schuller dans son Institut Robert H. Schuller pour la Réussite du Leadership de l’ Église . 

Updated Mise | w_freq: 20 - 118 | wiki_freq: 5583 - 7832 | sentence_idx: 299773 | align_1: 5-4 | align_2: 6-9 |    December 13 , 2012 : Updated entire policy to reflect changes in international standards ||| 13 décembre 2012 : Mise à jour de l’ ensemble de la politique pour refléter les modifications apportées aux normes internationales 

Agenda Programme | w_freq: 151 - 439 | wiki_freq: 4906 - 8298 | sentence_idx: 299795 | align_1: 15-16 | align_2: 16-21 |    This report reviews progress made by the European Union and Member States on the Addis Agenda within the framework set by the new European Consensus on Development . ||| Ce rapport examine les progrès accomplis par l’ Union européenne et les États membres concernant le Programme d’ Addis - Abeba dans le cadre défini par le nouveau consensus européen pour le développement . 

impatience impatience | w_freq: 26 - 177 | wiki_freq: 824 - 868 | sentence_idx: 301408 | align_1: 6-4 | align_2: 7-8 |    All of us share the encyclical´s impatience at the lack of progress in the UN climate negotiations . ||| Nous partageons tous l’ impatience de l’ encyclique devant l’ absence de progrès dans les négociations climatiques des Nations Unies . 

whales baleines | w_freq: 59 - 60 | wiki_freq: 13057 - 2517 | sentence_idx: 301942 | align_1: 4-4 | align_2: 5-8 |    In contrast , the whales , and their international legal protection , have not been at its center . ||| Au contraire , les baleines elles - mêmes , et leur protection légale internationale , n’ ont pas été mises au centre du débat . 

STEPS ETAPES | w_freq: 3 - 1 | wiki_freq: 115 - 1 | sentence_idx: 302130 | align_1: 16-17 | align_2: 17-21 |    -- > You do NOT have an ITU user account yet : please follow these three STEPS : ||| -- > Vous N' avez PAS encore de compte d' utilisateur UIT : veuillez suivre les trois ETAPES ci - après : 

Anyway Quoi | w_freq: 174 - 512 | wiki_freq: 1705 - 4268 | sentence_idx: 302204 | align_1: 0-0 | align_2: 1-5 |    Anyway , the device found in Patient Seventeen ’s leg is more than a little odd in terms of its composition . ||| Quoi qu’ il en soit , l’ appareil trouvé dans la jambe de Patient Seventeen est plus qu’ un peu étrange en termes de composition . 

irreplaceable irremplaçable | w_freq: 57 - 47 | wiki_freq: 1016 - 306 | sentence_idx: 304401 | align_1: 7-8 | align_2: 8-13 |    All agree : the Publisac is currently irreplaceable for households , local newspapers and merchants who use it , in addition to generating thousands of direct and indirect jobs in Québec . ||| Tous sont d’ accord : le Publisac est irremplaçable à l’ heure actuelle pour les ménages , les journaux locaux et les commerçants qui l’ utilisent , en plus d’ être générateur de milliers d’ emplois directs et indirects au Québec . 

practised pratiqués | w_freq: 60 - 33 | wiki_freq: 12698 - 2823 | sentence_idx: 304473 | align_1: 9-10 | align_2: 10-14 |    However , two distinct kinds of telephone fraud were practised nationwide during our 2011 election . ||| Toutefois , deux types distincts de fraude téléphonique ont été pratiqués à l’ échelle nationale au cours de la campagne électorale de 2011 . 

protects protège | w_freq: 260 - 333 | wiki_freq: 13085 - 7866 | sentence_idx: 305118 | align_1: 13-12 | align_2: 14-16 |    At the same time , I am well aware that a man who protects is not a man who will sell you . ||| En même temps , je sais bien qu’ un homme qui vous protège , ce n’ est pas un homme qui vous vend . 

karma karma | w_freq: 234 - 248 | wiki_freq: 2977 - 808 | sentence_idx: 305622 | align_1: 3-5 | align_2: 4-10 |    “ People created karma as soon as they even think about adultery . ||| " Les gens créent du karma ne serait -ce qu’ en pensant à l' adultère . 

somebody quelqu’ | w_freq: 633 - 2497 | wiki_freq: 8743 - 1574 | sentence_idx: 306099 | align_1: 29-42 | align_2: 30-46 |    They said there were charges against other people , but there were absolutely no charges , totally false … Somebody showed me that website—it was a little website and somebody did that . ||| Ils ont déclaré qu’ il y avait des accusations contre d’ autres personnes , mais il n’ y avait absolument aucune accusation , totalement faux … Quelqu’ un m’ a montré ce site Web – c’ était un petit site Web et quelqu’ un l’ a fait . 

Bilateral bilatérales | w_freq: 33 - 113 | wiki_freq: 2257 - 1497 | sentence_idx: 306429 | align_1: 0-2 | align_2: 1-8 |    Bilateral market access negotiations are underway on the basis of revised offers in goods and services . ||| Les négociations bilatérales en matière d’ accès aux marchés sont en cours sur la base d’ offres révisées concernant les marchandises et les services . 

ww1 ww1 | w_freq: 1 - 1 | wiki_freq: 14 - 0 | sentence_idx: 306934 | align_1: 2-1 | align_2: 3-5 |    Why did ww1 end November 11 ? ||| Pourquoi ww1 s' est -il terminé le 11 novembre ? 

E-76 E-76 | w_freq: 12 - 13 | wiki_freq: 1 - 1 | sentence_idx: 308251 | align_1: 0-0 | align_2: 1-5 |    E-76 First , we should seek what that day meant . ||| E-76 ( 65 ) En premier lieu , nous devons rechercher ce que ce jour -là a signifié . 

Ayalon Ayalon | w_freq: 3 - 3 | wiki_freq: 523 - 86 | sentence_idx: 308349 | align_1: 5-2 | align_2: 6-10 |    After Deputy Foreign Minister Danny Ayalon became the face we show the world , the entire international community can now see Israel ’s good side . ||| Si Danny Ayalon , sous-ministre des affaires étrangères , est devenu le visage que nous montrons au monde , toute la communauté internationale voit maintenant le bon côté d’ Israël . 

Cartland Cartland | w_freq: 1 - 1 | wiki_freq: 344 - 135 | sentence_idx: 308565 | align_1: 3-2 | align_2: 4-7 |    How could Barbara Cartland write 700 romance novels ? ||| Comment Barbara Cartland a -t -elle pu écrire 700 romans d’ amour ? 

