Josephus Josephus | w_freq: 18 - 2 | wiki_freq: 4535 - 21 | sentence_idx: 6530 | align_1: 1-5 | align_2: 2-12 | entity: Flavius Josephus - none |    Flavius Josephus wrote , “ One may call this place the ambition of Nature . ” ||| 第 1 世纪 历史学家 Flavius Josephus 对 该 地区 印象深刻 ， 他 写道 ： “ One may call this place the ambition of Nature 。 
F4F F4F | w_freq: 5 - 7 | wiki_freq: 355 - 231 | sentence_idx: 248543 | align_1: 2-2 | align_2: 3-8 | entity: F4F - none |    We created F4F as a platform that helps children around the globe make their voices heard , and we are happy to see more than 200 countries from every continent contributing to the project this year . ||| 我们 开展 F4F 计划 ， 并 让 其 成为 一个 平台 ， 帮助 世界 各地 的 孩子们 ， 让 他们 的 声音 能够 被 听到 ， 我们 很 高兴 看到 来自 各 大洲 的 200多 个 国家 在 今年 参加 了 F4F 计划 。 

F4F F4F | w_freq: 5 - 7 | wiki_freq: 355 - 231 | sentence_idx: 248544 | align_1: 2-2 | align_2: 3-8 | entity: F4F - none |    We created F4F as a platform that helps children around the globe make their voices heard , and we are happy to see more than 200 countries from every continent contributing to the project this year . ||| 我们 开展 F4F 计划 ， 并 让 其 成为 一个 平台 ， 帮助 世界 各地 的 孩子们 ， 让 他们 的 声音 能够 被 听到 ， 我们 很 高兴 看到 来自 各 大洲 的 200多 个 国家 在 今年 参加 了 F4F 计划 。 

Crowe TuckerCrowe | w_freq: 7 - 1 | wiki_freq: 6116 - 0 | sentence_idx: 250843 | align_1: 4-3 | align_2: 5-7 | entity: Tucker Crowe - none |    If you love Tucker Crowe as much as Duncan and a couple of thousand other people in the world do , that toilet has a lot to answer for . ||| 如果 你 爱 TuckerCrowe   ， 就 像 邓肯 和 世界 上 几千 人 一样   ， 那个 厕所 有 很多 问题 要 解决    。 

Baroness 男爵 | w_freq: 10 - 82 | wiki_freq: 9882 - 3414 | sentence_idx: 255004 | align_1: 0-0 | align_2: 1-5 | entity: Baroness Amos - none |    Baroness Amos , a UK Foreign Office Minister , was the last to speak during the one and a half hour debate . ||| 男爵 夫人 爱 莫丝 （ Amos ） ， 英国 外交大臣 ， 是 一个半 小时 辩论 中 最后 发言 的 一 位 。 

R’hllor 拉赫洛 | w_freq: 2 - 1 | wiki_freq: 0 - 12 | sentence_idx: 259168 | align_1: 0-1 | align_2: 1-9 | entity: R’hllor - 拉赫洛 |    R’hllor is the god of life and heat , opposite to him , the Great Other is the god of death and cold . ||| 真主 拉赫洛 ， 称 作光 之 王 ， 也 是 热量 和 生命 之 神 ； 他 的 死敌 ， 寒神 ， 则 是 黑暗 、 冰冷 与 死亡 之 神 。 

Duque Duque | w_freq: 2 - 1 | wiki_freq: 2091 - 30 | sentence_idx: 262656 | align_1: 3-5 | align_2: 4-12 | entity: Ivan Duque - Ivan Duque |    Colombia ’s Ivan Duque welcomed the result and called for the two countries ’ “ brotherly relations ” to be strengthened further ||| 哥伦比亚 的 杜克 （ Ivan Duque ） 则 对 选举 结果 表示 欢迎 ， 并 呼吁 两 国 进一步 巩固 “ 兄弟 般的 关系 ” 

Decency Decency | w_freq: 5 - 3 | wiki_freq: 652 - 4 | sentence_idx: 269458 | align_1: 10-22 | align_2: 11-28 | entity: Decency - none |    Yes , Randi Zuckerberg , Please Lecture Us About Human Decency . ||| 想 知道 网路 乡民 火 从 何 来 ， 不妨 拜读 《 Yes , Randi Zuckerberg , Please Lecture Us About `Human Decency ' 》 这 篇 文章 。 

IHE IHE | w_freq: 3 - 3 | wiki_freq: 123 - 5 | sentence_idx: 279876 | align_1: 23-33 | align_2: 24-53 | entity: IHE - none |    Therefore , it is specially invited some experts and teachers who are more active in the field to write their own understanding of IHE as a ... ||| 因此        ， 特地 邀请 国内 在 该 领域 较为 活跃        的 一些 专家 老师 百忙 中 把 自己 对 IHE        的 理解 写 出来        ， 作为 ... 

Unbelievers 安拉 | w_freq: 21 - 159 | wiki_freq: 73 - 280 | sentence_idx: 282073 | align_1: 7-5 | align_2: 8-12 | entity: Unbelievers - 安拉 |    Everything has been locked up by the Unbelievers . ||| —— 万物 都 在 服从 安拉 ， 即使 他 是 不 信道者 。 

Sa’id 世尊 | w_freq: 3 - 50 | wiki_freq: 55 - 229 | sentence_idx: 293939 | align_1: 8-10 | align_2: 9-16 | entity: Sa’id - none |    Referring to the ground and the earth , Sa’id then recited Allah ’s saying : ||| >    念佛 、 念法 ， 是 十念 其中 之二 ， 世尊 在 教导 时 ， 都会 先 提及 ： 

Objects Objects | w_freq: 15 - 9 | wiki_freq: 4515 - 68 | sentence_idx: 305926 | align_1: 8-9 | align_2: 9-20 | entity: Objects - none |    Design Noir : the Secret Life of Electronic Objects . ||| 《 Design Noir : The Secret Life of Electronic Objects 》 （ 黑色 设计 ： 电子 物品 的 秘密 生活 ） 

KDE KDE | w_freq: 62 - 55 | wiki_freq: 1852 - 886 | sentence_idx: 307218 | align_1: 8-11 | align_2: 9-15 | entity: KDE Applications - none |    The KDE Software Collection has been updated to KDE Applications 14.12 . ||| KDE 软件 集 （ Soft ware Collection ） 已经 升级 到 KDE 应用 程序 （ Applications ） 14.12 。 

Sulayman 素莱曼 | w_freq: 2 - 4 | wiki_freq: 2352 - 6 | sentence_idx: 307805 | align_1: 10-7 | align_2: 11-13 | entity: Sulayman - 素莱曼 |    27|36| But when they ( the envoys ) came to Sulayman he said , ‘ Will you extend riches to me ? , while what Allah has given me is better than what He gave you . ||| 27 : 36 当 使者 到 了 素莱曼 的 面前 的 时候 ， 他 说 ： 「 你们 怎么 以 财产 来 资助 我 呢 ？ 真主 所 赐 我 的 ， 胜过 他 所 赐 你们 的 。 

Bahasa 国语 | w_freq: 7 - 10 | wiki_freq: 796 - 8515 | sentence_idx: 312418 | align_1: 3-3 | align_2: 4-10 | entity: Bahasa - none |    I am learning Bahasa Kebangsaan and I accept article 153 of the Constitution . ” ||| 我 正在 学 国语 （ Bahasa Kebangsaan ， 指 马来语 ） ， 我 接受 宪法 第153 条 。 

O’Sullivan‘s Sullivan | w_freq: 1 - 32 | wiki_freq: 0 - 242 | sentence_idx: 313099 | align_1: 1-2 | align_2: 2-10 | entity: O’Sullivan‘s - none |    Gilbert O’Sullivan‘s “ Alone Again ( Naturally ) . ” ||| Gilbert O' Sullivan （ 英语 ： Gilbert O' Sullivan ） 「 Alone Again （ 英语 ： Alone Again ( Naturally ) ） 」 

O’Sullivan‘s O' | w_freq: 1 - 68 | wiki_freq: 0 - 393 | sentence_idx: 313099 | align_1: 1-1 | align_2: 2-10 | entity: O’Sullivan‘s - none |    Gilbert O’Sullivan‘s “ Alone Again ( Naturally ) . ” ||| Gilbert O' Sullivan （ 英语 ： Gilbert O' Sullivan ） 「 Alone Again （ 英语 ： Alone Again ( Naturally ) ） 」 

Florencio 弗洛伦西奥 | w_freq: 3 - 1 | wiki_freq: 946 - 2 | sentence_idx: 323503 | align_1: 10-8 | align_2: 11-14 | entity: Florencio - 弗洛伦西奥 |    “ I know that you ’ve come to tell me Florencio is dead , but I already know that . ||| “ 我 知道 你 是 来 告诉 我 弗洛伦西奥 （ 她 的 前夫 ） 已经 死 了 ， 不过 ， 这 件 事 我 已经 知道 了 。 

Janice 珍妮丝 | w_freq: 15 - 5 | wiki_freq: 6173 - 61 | sentence_idx: 323989 | align_1: 5-4 | align_2: 6-10 | entity: Janice - 珍妮丝 |    " When I ran from Janice I made an interesting discovery . ||| “ 当 我 从 珍妮丝 跑 出来 的 时候 ， 我 发现 了 一个 有趣 的 发现 。 

IJLS ijls | w_freq: 1 - 1 | wiki_freq: 1 - 0 | sentence_idx: 333404 | align_1: 7-5 | align_2: 8-10 | entity: IJLS - none |    Her role , as chairperson of the IJLS , means that she is responsible for all the professional development of lawyers in Mauritius . ||| 她 的 角色 ， 作为 ijls ， 手段 的 主席 ， 她 是 负责 所有 律师 在 毛里求斯 的 专业 发展 。 

BusinessWeek 周刊 | w_freq: 4 - 62 | wiki_freq: 704 - 9242 | sentence_idx: 336929 | align_1: 6-7 | align_2: 7-11 | entity: BusinessWeek - 商业 周刊 |    And we 're especially proud that BusinessWeek continues to grow and now exceeds 4.8 million readers each week . ||| 我们 尤其 自豪 的 是 《 商业 周刊 》 的 读者群 持续 增长 ， 现在 已经 达到 每周 480万 读者 。 

Travelport Travelport | w_freq: 1 - 1 | wiki_freq: 70 - 0 | sentence_idx: 348204 | align_1: 2-1 | align_2: 3-5 | entity: Travelport - none |    According to Travelport this “ can lead to confusion and indecision . ” ||| 根据 Travelport 的 说法 ， 这 “ 可能 导致 混乱 和 优柔寡断 。 

Pines 读书 | w_freq: 8 - 147 | wiki_freq: 6068 - 7611 | sentence_idx: 358552 | align_1: 4-4 | align_2: 5-12 | entity: Pines - none |    He said : “ Pines are well adapted to fire today . ||| 他 说 ： “ 读书 万 卷 ， 尚 有 今日 ， 是 以 焚 之 ！ ” 

Staley Staley | w_freq: 6 - 5 | wiki_freq: 2428 - 9 | sentence_idx: 358853 | align_1: 44-42 | align_2: 45-51 | entity: Staley - none |    “ When you 're shopping online you need to know what you want , but we still know a lot of our customers want to come in and actually see the product , touch the product and interact with the product , ” Ms Staley told A Current Affair . ||| “ 当 你 在 网上 购物 时 ， 你 需要 知道 自己 想 要 什么 ， 但 我们 仍然 知道 ， 我们 的 许多 客户 希望 走 进来 ， 亲眼 看看 产品 ， 触摸 产品 ， 并 与 产品 互动 ， ” Staley 在 接受 《 时事 》 Current 采访 时 表示 。 

Ash’ath 鲍叔 | w_freq: 1 - 1 | wiki_freq: 1 - 17 | sentence_idx: 358862 | align_1: 9-8 | align_2: 10-12 | entity: Ash’ath - 鲍叔 |    He ( the narrator ) said : There came Ash’ath b. ||| 东方朔 就 曾 说 过 ： “ 廉如 鲍叔 ， 信若 尾生 。 

Guides 指导者 | w_freq: 20 - 8 | wiki_freq: 6086 - 154 | sentence_idx: 365757 | align_1: 14-12 | align_2: 15-16 | entity: Guides - none |    As souls of the Light your travels are always accompanied by a number of Guides who protect you so as to ensure that your life experiences are not interfered with . ||| 作为 “ 光 的 灵魂 ” 你们 的 旅程 总是 伴随 大量 指导者 的 陪伴 ， 他们 保护 你们 ， 确保 你们 的 生命 体验 不 会 受到 干扰 。 

Dusha Dusha | w_freq: 2 - 3 | wiki_freq: 39 - 0 | sentence_idx: 368098 | align_1: 9-10 | align_2: 10-18 | entity: Dusha - none |    In 2007 , he published his first book , Dusha , Russian Soul . ||| 2007年 他 出版 了 他 的 第一 本 摄影集 《 Dusha ， 俄罗斯 的 灵魂 》 ( Dusha , Russian Soul ) 。 

Qur’an 古兰经 | w_freq: 192 - 399 | wiki_freq: 541 - 2268 | sentence_idx: 368621 | align_1: 1-1 | align_2: 2-6 | entity: Qur’an - none |    The Qur’an applies it to all created things ( 26:24 - 29 & 41:10 ) . ||| 《 古兰经 》 中 此 词 用于 一切 被 创造 的 事物 （ 26：24-29 与 41：10 ） 。 

Marika 玛丽卡 | w_freq: 13 - 10 | wiki_freq: 1482 - 1 | sentence_idx: 373723 | align_1: 3-2 | align_2: 4-7 | entity: Marika - 玛丽卡 |    I agree with Marika that “ experience ” is n’t something I really consider with a guy . ||| 我 同意 玛丽卡 的 观点 ， 我 认为 “ 经验 ” 不是 一个 男人 真正 考虑 的 事情 。 

Analyst 分析师 | w_freq: 28 - 645 | wiki_freq: 2358 - 1086 | sentence_idx: 373776 | align_1: 5-4 | align_2: 6-10 | entity: Analyst - none |    A candiate for Quantitative Compensation Analyst should know that Google hired about 3,400 people in 2008 . ||| 一个 “ 量化 报酬 分析师 ” 职位 的 求职者 ， 应该 知道 2008年 Google 雇佣 了 3400 人 。 

Rogan Rogan | w_freq: 5 - 4 | wiki_freq: 2238 - 8 | sentence_idx: 375189 | align_1: 9-10 | align_2: 10-14 | entity: Tom Rogan - Tom Rogan |    I agree with that analysis and also with Tom Rogan , who wrote that “ American diplomacy has simply replaced Turkish tanks as the means to Turkey ’s victory . ” ||| 我 同意 这种 分析 ， 也 同意 汤姆·罗根 ( Tom Rogan ) 的 观点 ， 他 写道 ， " 美国 外交 代替 了 土耳其 的 坦克 ， 成为 土耳其 取胜 的 手段 。 

IE6 IE | w_freq: 13 - 64 | wiki_freq: 81 - 589 | sentence_idx: 386434 | align_1: 22-20 | align_2: 23-25 | entity: IE6 - none |    If you use " margin-left : 20 px " instead of " margin-left : 20px " it will only work properly in IE6 but it will not work in Mozilla / Firefox or Netscape . ||| 假如 你 使用 “ margin-left : 20 px ” 而 不是 “ margin-left : 20px ” ， 它 仅 在 IE 6 中 有效 ， 但是 在 Mozilla/Firefox 或 Netscape 中 却 无法 正常 工作 。 

Rogan Rogan | w_freq: 5 - 4 | wiki_freq: 2238 - 8 | sentence_idx: 388597 | align_1: 9-10 | align_2: 10-14 | entity: Tom Rogan - Tom Rogan |    I agree with that analysis and also with Tom Rogan , who wrote that " American diplomacy has simply replaced Turkish tanks as the means to Turkey 's victory . " ||| 我 同意 这种 分析 ， 也 同意 汤姆·罗根 ( Tom Rogan ) 的 观点 ， 他 写道 ， " 美国 外交 代替 了 土耳其 的 坦克 ， 成为 土耳其 取胜 的 手段 。 

Marko Marko | w_freq: 17 - 8 | wiki_freq: 7140 - 44 | sentence_idx: 388705 | align_1: 5-4 | align_2: 6-10 | entity: Marko - none |    But for a player like Marko this can not be the end . ||| “ 但是 对于 像 Marko 这样 的 球员 来说 ， 这不 可能 是 结束 。 

YORK YORK | w_freq: 54 - 5 | wiki_freq: 199 - 16 | sentence_idx: 395894 | align_1: 1-2 | align_2: 2-6 | entity: NEW YORK - N EW YORK |    NEW YORK — As a New York City firefighter , Sarinya Srisakul did n’t work with another woman for five years , and when she did , she took pictures because it was so rare . ||| N EW YORK （ 美联社 ） - 作为 一 名 纽约市 消防员 ， Sarinya Srisakul五年 没 与 另 一 位 女士 合作 ， 当 她 这样 做 时 ， 她 拍照 是 因为 它 非常 罕见 。 

SIGKILL SIGKILL | w_freq: 6 - 6 | wiki_freq: 14 - 15 | sentence_idx: 396618 | align_1: 4-3 | align_2: 5-7 | entity: SIGKILL - none |    For example , on SIGKILL you would see 128 + SIGKILL = 137 ( Calculating the exit codes for other deadly signals is left as an exercise to the reader . ) . ||| 例如 ， 在 SIGKILL 信号 上 ， 你 会 看到 128 + SIGKILL = 137 （ 计算 其他 致命 信号 的 退出 码 作为 读者 的 练习 ） 。 

Hersi Hersi | w_freq: 3 - 3 | wiki_freq: 376 - 0 | sentence_idx: 405178 | align_1: 0-0 | align_2: 1-4 | entity: Hersi - none |    Hersi has seen hundreds of students drop out due to the drought . ||| Hersi 表示 ， 他 已经 看 过 上百 位 学生 因为 旱灾 而 辍学 。 

Crook Crook | w_freq: 5 - 2 | wiki_freq: 5355 - 34 | sentence_idx: 407337 | align_1: 2-3 | align_2: 3-12 | entity: The Black Crook - none |    The Black Crook ( 1866 ) , which some historians consider the first musical ||| 《 The Black Crook （ 英语 ： The Black Crook ） 》 （ 1866年 ） ， 有些 历史 学者 认为 这是 第一 部 音乐剧 

Bette Bette | w_freq: 3 - 4 | wiki_freq: 4198 - 41 | sentence_idx: 413368 | align_1: 3-4 | align_2: 4-12 | entity: Bette - none |    The Best of Bette ( 1978 album ) ||| 《 The Best of Bette （ 英语 ： The Best of Bette ( 1978 album ) ） 》 

Eurodad Eurodad | w_freq: 1 - 1 | wiki_freq: 12 - 0 | sentence_idx: 415494 | align_1: 15-11 | align_2: 16-19 | entity: Eurodad - none |    [ 11 ] We are not in the habit of engaging in lobbying – unlike Eurodad , another organisation that is mobilised around the issue of debt . ||| [ 11 ] 我们 不 习惯 搞 游说 　 ── 不 像 Eurodad （ 债务 和 发展 欧洲 网路 ） ， 它 是 围绕 债务 问题 动员 起来 的 另 一个 组织 。 

Haddish 蒂凡尼·哈迪斯 | w_freq: 4 - 1 | wiki_freq: 244 - 0 | sentence_idx: 416414 | align_1: 1-0 | align_2: 2-11 | entity: Haddish - 蒂凡尼·哈迪斯 |    Tiffany Haddish Presents : They Ready Season 1 ||| 蒂凡尼·哈迪斯 巨献 ： 新秀 辈出 第一 季 TIF FANY HADDIS H PRESENTS : THEY READY Season 1 

McPherson 麦菲逊 | w_freq: 12 - 1 | wiki_freq: 7655 - 0 | sentence_idx: 416580 | align_1: 18-16 | align_2: 19-20 | entity: McPherson - 麦菲逊 |    It is true that I loved this lady , but from the day when she chose my friend McPherson my one desire was to help her to happiness . ||| 我 确实 是 爱 过 这个 姑娘 ， 但 自从 她 选择 了 我 的 朋友 麦菲逊 那 天气 ， 我 唯一 的 心愿 就是 帮助 她 获得 幸福 。 

Guides 指导者 | w_freq: 20 - 8 | wiki_freq: 6086 - 154 | sentence_idx: 422433 | align_1: 14-12 | align_2: 15-16 | entity: Guides - none |    As souls of the Light your travels are always accompanied by a number of Guides who protect you so as to ensure that your life experiences are no interfered with . ||| 作为 “ 光 的 灵魂 ” 你们 的 旅程 总是 伴随 大量 指导者 的 陪伴 ， 他们 保护 你们 ， 确保 你们 的 生命 体验 不 会 受到 干扰 。 

Momofuku Momofuku | w_freq: 1 - 1 | wiki_freq: 182 - 1 | sentence_idx: 426805 | align_1: 4-7 | align_2: 5-12 | entity: Momofuku - none |    He named his restaurant Momofuku because it means “ lucky peach ” in Japanese , but also in part because it sounds like “ motherfucker . ” ||| 他 之所以 将 餐厅 命名 为 “ Momofuku ” ， 一方面 是 因为 它 在 日语 中意 为 “ 幸运 的 桃子 ” ， 但 另外 一方面 ， 也 是 由于 它 听 起来 很 像 “ motherfucker ” 。 

Eames Eames | w_freq: 9 - 8 | wiki_freq: 1685 - 6 | sentence_idx: 432574 | align_1: 10-17 | align_2: 11-23 | entity: Eames - none |    In many ways it still is – but to quote Eames , “ Toys are not really as innocent as they look . ||| 从 许多 层面 来说 ， 它 仍旧 是 个 玩具 —— 但是 引用 伊姆斯 （ 译注 ： Eames ， 设计师 ） 的话 说 ， “ 玩具 并 不 像 它们 看上去 那么 简单 无辜 。 

Qur’an 古兰 | w_freq: 192 - 36 | wiki_freq: 541 - 198 | sentence_idx: 436182 | align_1: 1-3 | align_2: 2-7 | entity: Qur’an - 古兰 |    The Qur’an states , “ Do they not travel through the earth , learn with their hearts , and listen with their ears ? ||| ’ ” ( 古兰 10:101 ) 又 说 ： “ 难道 他们 没有 在 大地 卜 旅行 ， 因而 有心 可以 了解 ， 或 有 耳 可以 听闻 吗 ？ 因为 肉眼 不 盲 ， 胸中 的 心眼 却 盲 了 。 

Proust 普鲁斯特 | w_freq: 5 - 4 | wiki_freq: 1928 - 120 | sentence_idx: 437524 | align_1: 5-6 | align_2: 6-12 | entity: Proust - 普鲁斯特 |    When Scott Moncrieff first read Proust is unclear , but he had certainly done so by 1919 , when he began translating sections of it privately . ||| 当 Scott Moncrieff 第一 次 读到 普鲁斯特 的 作品 时 ， 他 并 不 清楚 ， 但 他 在 1919年 开始 ， 在 他 开始 将 部分 内容 私自 翻译 的 时候 ， 他 确实 做到 了 。 

BART BART | w_freq: 6 - 6 | wiki_freq: 2573 - 61 | sentence_idx: 441618 | align_1: 27-23 | align_2: 28-28 | entity: BART - none |    Now , the project has finally reached a point where its scientists are setting it up in west coast schools , cities , and transit systems like BART . ||| 现在 ， 该 项目 终于 达到 了 一个 关键 点 ， 科学家 在 西海岸 的 学校 、 城市 和 交通 系统 ， 例如 BART ， 进行 了 设置 。 

IRENA IRENA | w_freq: 19 - 18 | wiki_freq: 146 - 13 | sentence_idx: 442664 | align_1: 2-1 | align_2: 3-5 | entity: IRENA - IRENA |    Led by IRENA under the guidance of the G20 Energy Sustainability Working Group , the toolkit focuses on five areas . ||| 由 IRENA 的 带领 ， 在 G20 能源 永续 发展 工作组 的 指导 下 ， 该 工具 包著 重于 五 个 方面 。 

Qur’aan 显忠节 | w_freq: 11 - 1 | wiki_freq: 2 - 0 | sentence_idx: 452705 | align_1: 5-6 | align_2: 6-11 | entity: Qur’aan - none |    So , the recitation of Qur’aan has to be maintained throughout the year . ||| 然而 ， 今年 韩国 传统 的 显忠节 （ 현 충일 ） 却 发生 大事 。 

HESA HESA | w_freq: 1 - 1 | wiki_freq: 159 - 19 | sentence_idx: 455934 | align_1: 2-1 | align_2: 3-5 | entity: HESA - none |    According to HESA nearly 20,000 computer science students come from aboard . ||| 根据 HESA 的 数据 ， 近 20 ， 000 名 计算机 科学 专业 的 学生 来自 海外 。 

Duato Duato | w_freq: 2 - 2 | wiki_freq: 130 - 1 | sentence_idx: 456296 | align_1: 27-41 | align_2: 28-46 | entity: Joaquin Duato - 华金•杜阿托 （ Joaquin Duato ）    |    So my wish is that we can continue to raise awareness and increase access to treatments for everyone to ‘ Beat Diabetes ’ ! ” – Joaquin Duato , Executive Vice President , Worldwide Chairman , Pharmaceuticals ||| 因此   ， 我 的 愿望 是   ， 我们 可以 继续 提高 认识   ， 增加 所有人 获得 治疗 的 机会  ， 从而 ' 战胜 糖尿病 '    ！ " —— 华金•杜阿托 （ Joaquin Duato ）    ， 制药部 执行 副总裁  、 全球 董事长 

Yous Yous | w_freq: 1 - 1 | wiki_freq: 36 - 2 | sentence_idx: 458538 | align_1: 15-13 | align_2: 16-19 | entity: Yous - none |    On the contrary , le mur des je t'aime ( The Wall of I love Yous ) is a link , a place of reconciliation , a mirror which reflects an image of love and peace . ' ||| 相反 ， LE MUR DES JE T'AIME ( The Wall of I love Yous ) （ 爱 之 墙 ） 是 一 条 纽带 ， 一个 和解 的 地方 ， 一面 反射 出 爱 与 和平 的 镜子 。 

CENTCOM Centcom | w_freq: 6 - 2 | wiki_freq: 480 - 0 | sentence_idx: 460519 | align_1: 1-0 | align_2: 2-4 | entity: CENTCOM - none |    " CENTCOM will restore service to its Twitter and YouTube accounts as quickly as possible . ||| Centcom 表示 ， 它 将 “ 尽快 ” 恢复 其 Twitter 和 YouTube 帐户 的 服务 。 

Agilulf Agilulf | w_freq: 1 - 2 | wiki_freq: 151 - 3 | sentence_idx: 461207 | align_1: 0-0 | align_2: 1-6 | entity: Agilulf - none |    Agilulf ( 591 - c.616 ) , cousin of previous ||| Agilulf （ 英语 ： Agilulf ） ( 591 - c.616 ) , cousin of previous 

O'Hare kuài | w_freq: 4 - 2 | wiki_freq: 2843 - 2 | sentence_idx: 465050 | align_1: 6-4 | align_2: 7-14 | entity: O'Hare - none |    And what the hell , at O'Hare ? " ||| 是 “ 吴会 （ kuài ） ” 还是 “ 吴会 （ huì ） ” ？ 

Allâh 安拉 | w_freq: 43 - 159 | wiki_freq: 36 - 280 | sentence_idx: 466966 | align_1: 13-16 | align_2: 14-24 | entity: Allâh - 安拉 |    And Moses said , ` O my people ! put your trust in Allâh , if you have ( really ) believed in Him ( and ) if you have ( truly ) submitted ( to His will ) . ' ||| 安拉 说 ： “ 穆萨 说 ： ‘ 我 的 宗族 啊 ！ 如果 你们 信仰 安拉 ， 你们 就 应当 只 信赖 他 ， 如果 你们 是 归顺 的 。 

Clodagh 克洛达 | w_freq: 2 - 2 | wiki_freq: 227 - 0 | sentence_idx: 468537 | align_1: 10-10 | align_2: 11-15 | entity: Clodagh - 克洛达 |    For each writer , whether you are starting out like Clodagh or finishing up like me , we are always worried about the next book . ||| 对于 每 位 作家 来说 ， 无论 你 是 像 克洛达 一样 刚刚 开始 ， 还是 像 我 一样 已经 有所 成就 ， 我们 都会 担心 自己 的 下 本书 。 

Biloxi 洛克西见 | w_freq: 4 - 2 | wiki_freq: 2159 - 0 | sentence_idx: 469406 | align_1: 21-18 | align_2: 22-23 | entity: Biloxi - 比 洛克西见 |    John Grisham and his wife have begun raising money for rebuilding the Gulf , and they agree to meet me in Biloxi so I can report on their efforts . ||| 约翰·格里森姆 和 他 的 妻子 已经 开始 为 重建 海湾 筹集 资金  ， 他们 同意 在 比 洛克西见 我   ， 这样 我 就 可以 报告 他们 的 努力   。 

Yancey Yancy | w_freq: 2 - 2 | wiki_freq: 1942 - 7 | sentence_idx: 472248 | align_1: 1-7 | align_2: 2-11 | entity: Philip Yancey - none |    Philip Yancey ’s book Vanishing Grace : What Ever Happened to the Good News ? ||| 美国 畅销 作家 杨 腓力 （ Philip Yancy ） 在 他 的 著作 《 恩典 不 虚传 》 （ Vanishing Grace : What Ever Happened to the Good News ? 

Qur'an 古兰经 | w_freq: 132 - 399 | wiki_freq: 6037 - 2268 | sentence_idx: 477206 | align_1: 6-8 | align_2: 7-12 | entity: Qur'an - none |    16:98 So when you recite the Qur'an , [ first ] seek refuge in Allah from Satan , the expelled [ from His mercy ] . ||| 16 : 98 当 你 要 诵读 《 古兰经 》 的 时候 ， 你 应当 求 真主 保护 ， 以 防受 诅咒 的 恶魔 的 干扰 。 

Carpo Carpo | w_freq: 1 - 1 | wiki_freq: 49 - 3 | sentence_idx: 480129 | align_1: 1-3 | align_2: 2-7 | entity: Mario Carpo - Mario Carpo |    Mario Carpo explores the reasons why . ||| 马里奥·卡波 （ Mario Carpo ） 带 您 探究 其中 的 原因 。 

Californian 加利福尼亚 | w_freq: 17 - 276 | wiki_freq: 4675 - 3240 | sentence_idx: 480444 | align_1: 15-15 | align_2: 16-20 | entity: Californian - 加利福尼亚 |    You are the world 's top IT expert , I ca n't make you a Californian farmer . " ||| 你 是 世界 顶尖 的 IT 专家 ， 我 不 能 让 你 成为 一个 加利福尼亚 （ 加州 ） 的 农夫 。 

Cupid 好丘比特 | w_freq: 17 - 1 | wiki_freq: 3552 - 0 | sentence_idx: 482738 | align_1: 9-8 | align_2: 10-13 | entity: OK Cupid - “ 好丘比特 ” 号 |    I am 53 and I have been on OK Cupid for a while , searching for women in my age group ( 45 - 55 ) . ||| 我 53 岁 了 ， 我 在 “ 好丘比特 ” 号 上 呆 了 一 段 时间 ， 在 我 的 年龄段 （ 45-55 岁 ） 寻找 女性 。 

Neb Neb | w_freq: 2 - 2 | wiki_freq: 147 - 1 | sentence_idx: 485536 | align_1: 34-26 | align_2: 35-31 | entity: Neb - none |    If you ’re lucky enough to live in the path of the total solar eclipse , peak darkness will last a bit longer than a minute ( more if you live in Scottsbluff , Neb ) . ||| 如果 你 足够 幸运 地 生活 在 日全食 的 道路 上 ， 高峰 黑暗 将 持续 一点 多于 一 分钟 （ 如果 你 住在 Scottsbluff ， Neb ， 则 更 多 ） 。 

Matlab Matlab语言 | w_freq: 4 - 2 | wiki_freq: 374 - 1 | sentence_idx: 486933 | align_1: 3-3 | align_2: 4-9 | entity: Matlab - none |    If you use Matlab you will need your own licence . ||| 如果 你 使用 Matlab语言    ， 则 你 将 需要 自备 许可证  。 

Samay Samay | w_freq: 5 - 10 | wiki_freq: 299 - 0 | sentence_idx: 496959 | align_1: 4-4 | align_2: 5-11 | entity: Soluna Samay - none |    15 Denmark English Soluna Samay " Should 've Known Better " — 23 21 ||| 丹麦 英语 6 Soluna Samay （ 英语 ： Soluna Samay ） " Should've Known Better （ 英语 ： Should've Known Better ） " — 23 21 

Tibetans 藏人 | w_freq: 136 - 95 | wiki_freq: 3366 - 1176 | sentence_idx: 501008 | align_1: 4-4 | align_2: 5-8 | entity: Tibetans - 藏人 |    So for many of Tibetans the dream of independence and the memory of past independence is certainly strong , but may now take second place to more pragmatic aspirations . ||| 因此 ， 对于 很多 藏人 而言 ， 他们 的 独立 梦想 和 对 过去 独立 的 记忆 固然 很 鲜活 ， 但是 现在 可能 要 让位 给 更加 务实 的 愿望 。 

