snakes 葡萄 | w_freq: 97 - 67 | wiki_freq: 14790 - 3794 | sentence_idx: 47 | align_1: 11-10 | align_2: 12-18 |    of which healed the Israelites who had been bitten by venomous snakes ; ||| ( 因为 以色列人 从 那里 砍 来 的 那 挂 葡萄 ， 所以 那 地方 叫做 以实 各谷 。 

repentance 谏 | w_freq: 178 - 3 | wiki_freq: 2599 - 559 | sentence_idx: 134854 | align_1: 5-5 | align_2: 6-10 |    To tell the truth about repentance , and forgiveness is loving . ||| 卓吾云 ： 实是说 他 ， 谏 他 ， 咎 他 ， 亦 是 说 哀公 ， 谏 哀公 ， 咎哀公 。 

forgiveness 咎 | w_freq: 678 - 2 | wiki_freq: 7535 - 39 | sentence_idx: 134854 | align_1: 8-8 | align_2: 9-18 |    To tell the truth about repentance , and forgiveness is loving . ||| 卓吾云 ： 实是说 他 ， 谏 他 ， 咎 他 ， 亦 是 说 哀公 ， 谏 哀公 ， 咎哀公 。 

1244 第1244 | w_freq: 4 - 3 | wiki_freq: 1559 - 19 | sentence_idx: 135323 | align_1: 9-5 | align_2: 10-11 |    * In accordance with United Nations Security Council Resolution 1244 . ||| * 根据 联合国 安全 理事会 第1244 （ 1999 ） 号 决议 。 

astray astray | w_freq: 91 - 1 | wiki_freq: 1291 - 2 | sentence_idx: 135893 | align_1: 7-8 | align_2: 8-18 |    Better to ask the way than go astray . ||| Better to a sk the way than go astray 的 意思 是 “ 宜问路 ， 免入 歧途 ” 。 

Ramon 裂开 | w_freq: 12 - 14 | wiki_freq: 10697 - 351 | sentence_idx: 136086 | align_1: 4-4 | align_2: 5-10 |    Surely this was not Ramon . ||| “ “ 它 没有 裂开 ， “ Ramses气愤 地 说 。 

travelers 旅人 | w_freq: 276 - 19 | wiki_freq: 13158 - 490 | sentence_idx: 136594 | align_1: 13-12 | align_2: 14-18 |    Tibet banned capital punishment in 1913 ( mentioned by a number of foreign travelers ) and was one of the first countries in the world to do so . ||| 西藏 在 1913年 就 废除 了 死刑 （ 被 许多 外国 的 旅人 所 提到 ( 3 ) ） ， 也 是 世界 上 最 早 如此 做 的 国家 之一 。 

Saviour Saviour | w_freq: 33 - 3 | wiki_freq: 4557 - 29 | sentence_idx: 136872 | align_1: 1-1 | align_2: 2-7 |    Beautiful Saviour ( 2008 ) Recorded live at Planetshakers City Church . ||| Beautiful Saviour （ 荣美 的 救主 ） ( 2008 ) 于 Planetshakers City Church 录音 。 

alif 艾列弗 | w_freq: 1 - 2 | wiki_freq: 173 - 0 | sentence_idx: 136905 | align_1: 2-1 | align_2: 3-7 |    Alif by alif , ||| . 艾列弗 ， 俩 目 ， 米目 。 

spouse 配偶 | w_freq: 317 - 421 | wiki_freq: 12650 - 2780 | sentence_idx: 137697 | align_1: 29-26 | align_2: 30-31 |    please , I want to know how possible it will be for me to get a job in Hungary particularly in pecs as I am coming there with my spouse who got admission at Pecs University . ||| 拜托 ， 我 想 知道 我 有 多 可能 在 匈牙利 找到 一 份 工作 ， 尤其 是 在 PECS ， 因为 我 和 我 的 配偶 一起 去 匈牙利 ， 他们 在 PECS 大学 获得 了 入学 资格 。 

HomeArchitectureOld 本文 | w_freq: 1 - 452 | wiki_freq: 0 - 1099 | sentence_idx: 137909 | align_1: 0-0 | align_2: 1-11 |    HomeArchitectureOld Boat Houses Were Converted Into New Offices For These Architects ||| 本文 链接 地址 : 丹麦 3XN 建筑 事务所 船屋 办公室 Old Boat Houses Were Converted Into New Offices For These Architects 

Nur Nur | w_freq: 6 - 6 | wiki_freq: 6256 - 52 | sentence_idx: 139179 | align_1: 8-5 | align_2: 9-11 |    The Google Cemetery site was created by Naeem Nur “ to make my friends keep on working on their new ideas , even if they fail ” . ||| 该 网站 是 由 Naeem Nur 创建 的 ， 目的 是 「 让 我 的 朋友们 继续 致力 于 他们 的 新 想法 ， 即使 他们 失败 了 」 。 

tired 厌倦 | w_freq: 612 - 366 | wiki_freq: 14045 - 809 | sentence_idx: 139576 | align_1: 6-8 | align_2: 7-14 |    Finally one day , she was tired because she fell in love with him ... ||| 终于 一 天    ， 她 厌倦 了    ， 因为 她 爱上 了 他 ... 

Danced Danced | w_freq: 3 - 3 | wiki_freq: 338 - 4 | sentence_idx: 140915 | align_1: 5-13 | align_2: 6-18 |    Sweden : And Then We Danced ( Levan Akin ) ||| 瑞典 ： 《 然后 我们 跳 了 舞 》 （ And Then We Danced ） ， 雷凡 阿金 （ Levan Akin ） 

sofa 沙发 | w_freq: 62 - 142 | wiki_freq: 1934 - 562 | sentence_idx: 141194 | align_1: 13-11 | align_2: 14-16 |    “ “ It ’s either that or you have him sitting on the sofa with a little face on because Andy ’s won and he ’s not there . ||| “ 不管 是 那个 ， 还是 你 让 他 坐 在 沙发 上 ， 脸上 带 着 小小 的 脸 ， 因为 安迪 赢 了 而且 他 不 在 那里 。 

GPA GPA | w_freq: 49 - 52 | wiki_freq: 3667 - 139 | sentence_idx: 141978 | align_1: 4-3 | align_2: 5-8 |    This brings her unweighted GPA to 3.95—not perfect , but still strong . ||| 这就 导致 她 GPA （ 未 加权 ） 降到 了 3.95 —— 并 不 完美 ， 但是 仍旧 很 强 。 

Buys Buys | w_freq: 3 - 2 | wiki_freq: 490 - 4 | sentence_idx: 142673 | align_1: 0-0 | align_2: 1-4 |    Buys and her partner successfully operated their store for nearly 20 years , but when they sold it in 2000 she was ready for a change . ||| Buys （ 拜斯 ） 和 合作 伙伴 将 他们 的 店 成功 地 经营 了 近 20 年 ， 但是 ， 当 他们 在 2000 年 把 它 卖掉 时 ， 她 已经 准备 做 一番 改变 了 。 

ML ML | w_freq: 108 - 97 | wiki_freq: 2758 - 367 | sentence_idx: 142698 | align_1: 11-9 | align_2: 12-14 |    Some areas may need solutions with more focus on AI and ML than sensors to improve the efficiency of existing devices . ||| 有些 领域 可能 需要 更 多 关注 AI 和 ML 的 解决 方案 ， 而 不是 传感器 ， 以 提高 现有 设备 的 效率 。 

Contacts Contacts | w_freq: 14 - 3 | wiki_freq: 943 - 9 | sentence_idx: 143891 | align_1: 5-4 | align_2: 6-8 |    Then I can filter the Contacts list to show all of my upcoming reservations : ||| 然后 我 可以 筛选 Contacts （ 接入点 ） 列表 来 显示 我 所有 即将 执行 的 预留 ： 

arabic 阿拉伯语 | w_freq: 1 - 162 | wiki_freq: 557 - 4649 | sentence_idx: 144125 | align_1: 3-2 | align_2: 4-7 |    Allah is the arabic word for God and Allah is the God of the Abrahamic faiths ||| 真主 是 阿拉伯语 “ 安拉 ” 的 意译 ， 所以 信 真主 又 称做 信安拉 。 

skinnier skinnier | w_freq: 1 - 1 | wiki_freq: 75 - 0 | sentence_idx: 145023 | align_1: 14-11 | align_2: 15-23 |    Cady : [ narrating ] Calling somebody else fat wo n't make you any skinnier . ||| Cady Heron : Calling somebody else fat won’t make you any skinnier . （ 说 别人 胖 不 能 让 自己 更 苗条 。 

2027 2027 | w_freq: 23 - 9 | wiki_freq: 2545 - 70 | sentence_idx: 145082 | align_1: 22-18 | align_2: 23-22 |    The lead ship will be handed over to the customer until the end of the current state arms program , i.e. until 2027 inclusive . ||| 领先 船 将 移交 给 客​ ​户 ， 直到 当前 状态 的 军备 计划 结束 ， 即 直到 2027 （ 含 ） 为止 。 

concessions 让步 | w_freq: 152 - 219 | wiki_freq: 12277 - 1778 | sentence_idx: 146769 | align_1: 10-11 | align_2: 11-15 |    Following criticism by potential investors , Neumann agreed to some concessions without relinquishing majority control . ||| 在 潜在 投资者 的 批评 之后 ， 诺伊曼 同意 了 一些 让步 ， 但 又 没有 放弃 多数 控制权 。 

24:57 57 | w_freq: 1 - 164 | wiki_freq: 0 - 4893 | sentence_idx: 146841 | align_1: 0-2 | align_2: 1-7 |    24:57 Never think thou that the Unbelievers are going to frustrate ( Allah 's Plan ) on earth : their abode is the Fire,- and it is indeed an evil refuge ! ||| 24 : 57 不 信道者 ， 你 绝不 要 以为 他们 在 大地 上 是 能 逃避 天谴 的 ， 他们 的 归宿 是 火狱 ， 那 归 宿真 恶劣 ！ 

174 174 | w_freq: 20 - 19 | wiki_freq: 6880 - 985 | sentence_idx: 147316 | align_1: 11-11 | align_2: 12-15 |    The soldiers were in the Special Forces 111 Battalion which has 174 instead of 750 soldiers . ||| 士兵 驻扎 在 特种 部队 111 营内 ， 该 营 有 174 名 士兵 ， 而 不是 750 名 士兵 。 

high-volume 高流量 | w_freq: 12 - 3 | wiki_freq: 905 - 38 | sentence_idx: 147453 | align_1: 4-3 | align_2: 5-7 |    Most of it is high-volume nanosecond computer trading , the type that almost crashed our economy . ||| 它 大部分 是 高流量 奈 秒 （ nanosecond ） 的 电脑 交易 ， 那种 几乎 使 我们 的 经济 崩溃 的 类型 。 

Pay Pay | w_freq: 173 - 77 | wiki_freq: 7801 - 558 | sentence_idx: 148162 | align_1: 5-5 | align_2: 6-12 |    It Depends On What You Pay , by Gianduja Kiss ||| It Depends On What You Pay （ 取决于 你 的 付出 ） ， 作者 Gianduja Kiss 

condemn 怨 | w_freq: 182 - 5 | wiki_freq: 5652 - 254 | sentence_idx: 149334 | align_1: 4-3 | align_2: 5-15 |    Therefore we can not condemn anyone about anything , since we too transgress God ’s law . ||| 我们 不 能 怨 苦难 的 来到 ， 也 不 能 把 责任 推卸 在 别人 身上 ， 因为 我们 践踏 了 神 的 律法 。 

revelations 迹象 | w_freq: 84 - 1311 | wiki_freq: 6557 - 3285 | sentence_idx: 149358 | align_1: 12-22 | align_2: 13-40 |    Can anyone be more evil than those who reject and shun Our revelations . ||| 否认 真主 的 迹象 ， 而 加以 背弃 的 人 ， 有 谁 比 他 还 不义 呢 ？ 背弃 我 的 迹象 的 人 ， 我 将 因 他们 的 背弃 而 以 最 严厉 的 刑罚 报酬 他们 。 

falsehood 假说 | w_freq: 292 - 36 | wiki_freq: 1199 - 3162 | sentence_idx: 149651 | align_1: 3-6 | align_2: 4-16 |    First , that falsehood and lying be far removed from him . ||| 不过 ， 还是 要 先 以 假说 为 基础 ， 决定 应 采取 的 行动 ， 并 把 根据 明确化 。 

①Permission ① | w_freq: 1 - 50 | wiki_freq: 0 - 369 | sentence_idx: 149996 | align_1: 0-0 | align_2: 1-7 |    ①Permission for Landing at a Port of Call ||| ① 寄港 地上 陆 许可 　 （ Permission for Landing at a Port of Call ） 

years―our 100年 | w_freq: 1 - 243 | wiki_freq: 0 - 1362 | sentence_idx: 150119 | align_1: 9-9 | align_2: 10-14 |    But in the past 100,000 years―even the past 100 years―our lives have been transformed but our bodies have not . ||| 但 在 过去 的 10万年 ―― 甚至 过去 的 100年 中 ， 我们 的 生活 发生 了 变化 ， 但 我们 的 身体 却 没 变 。 

on-chain on-chain | w_freq: 5 - 1 | wiki_freq: 21 - 1 | sentence_idx: 150376 | align_1: 9-9 | align_2: 10-14 |    Sam Cassat : Depends on what you mean by on-chain . ||| Sam Cassat : 这 取决于 你 说 的 “ on-chain ” 是 什么 意思 。 

initiators 臣子 | w_freq: 10 - 4 | wiki_freq: 1439 - 506 | sentence_idx: 150480 | align_1: 9-8 | align_2: 10-14 |    This is God ’s design so that men are initiators and women are responders . ||| 天下 所有 的 人 都 是 皇帝 的 臣子 ， 男人们 为 皇帝 工作 ， 女人们 又 供 男人 驱使 。 

Jenna Jenna | w_freq: 19 - 11 | wiki_freq: 6421 - 46 | sentence_idx: 150946 | align_1: 5-4 | align_2: 6-8 |    ” I agree with u Jenna -100 percent . ||| “ 我 同意 U Jenna 的 说法 —— 100% 。 

Fortunately 幸运 | w_freq: 484 - 1667 | wiki_freq: 4543 - 2934 | sentence_idx: 150960 | align_1: 0-0 | align_2: 1-4 |    Fortunately there are new companies springing up that aim to make the process more pleasant and transparent . ||| 幸运 的 是 ， 有 新 的 公司 涌现 ， 旨在 使 这个 过程 更加 愉快 和 透明 。 

Dostoevsky Dostoevsky | w_freq: 11 - 1 | wiki_freq: 1854 - 2 | sentence_idx: 151661 | align_1: 5-8 | align_2: 6-13 |    The great Russian novelist Fyodor Dostoevsky may not answer in so many words , but his experience points us in the right direction . ||| ？ 伟大 的 俄罗斯 小说家 陀思妥耶夫斯基 （ Fyodor Dostoevsky ） 对 这个 问题 可能 也 回答 不 了 多少 话 ， 但是 他 的 经历 给 我们 指出 了 正确 的 方向 。 

racist’—helping 种族主义 | w_freq: 1 - 393 | wiki_freq: 0 - 1679 | sentence_idx: 152313 | align_1: 16-15 | align_2: 17-20 |    In the words of the report ’s author , their coverage was usually ‘ false and racist’—helping to create even more of those divisions we talked about earlier . ||| 用 报告 作者 的话 来说 ， 他们 的 报道 通常 是 “ 虚假 的 和 种族主义 的 ” ， 这 有助于 制造 更 多 我们 之前 讨论 过 的 分歧 。 

lust 吻 | w_freq: 46 - 386 | wiki_freq: 3767 - 2036 | sentence_idx: 152327 | align_1: 9-41 | align_2: 10-59 |    " And the world passeth away , and the lust thereof : but he that doeth the will of God abideth for ever . " 1 John 2:16 ||| ） （ 叮 ） （ 触 ） （ 发 ） （ 技 ） （ 能 ） （ 妻 ） （ 子 ） （ 的 ） （ 吻 ） （ ， ） （ 妻 ） （ 子 ） （ 的 ） （ 吻 ） （ 1 ） （ 生 ） （ 命 ） （ 值 ） （ 翻 ） （ 倍 ） （ ， ） （ 获 ） （ 得 ） （ 额 ） （ 外 ） （ 生 ） （ 命 ） （ 值 ） （ 2 ） （ 分 ） （ 钟 ） （ 于 ） （ 萌 ） （ 声 ） （ 色 ） （ 严 ） （ 厉 ） （ 的 ） （ 斥 ） （ 责 ） （ 他 ） （ 们 ） （ ： ） （ 你 ） （ 们 ） （ 不 ） （ 要 ） （ 命 ） （ ， ） （ 你 ） （ 们 ） （ 父 ） （ 母 ） （ 也 ） （ 不 ） （ 要 ） （ 命 ） （ 了 ） （ 吗 ） （ 第 ） （ 1 ） （ 8 ） （ 8 ） （ 章 ） （ ） （ 吃 ） （ 醋 ） （ 求 ） （ 推 ） （ 荐 ） （ 票 ） 

grieving 悲伤 | w_freq: 22 - 634 | wiki_freq: 2936 - 2471 | sentence_idx: 152458 | align_1: 17-15 | align_2: 18-19 |    “ But it is not only us as adults suffering - Danny ’s nieces and nephews are grieving and it hurts them in different ways . ||| “ 但 不仅仅 是 我们 成年人 受苦 - 丹尼 的 侄女 和 侄子 都 在 悲伤   ， 并 以 不同 的 方式 伤害 他们  。 

GRANTED 疲乏 | w_freq: 1 - 6 | wiki_freq: 7 - 129 | sentence_idx: 152647 | align_1: 3-1 | align_2: 4-7 |    29 ] is GRANTED ; ||| 29 疲乏 的 ， 他 赐 能力 ； 

74HC595 74HC595 | w_freq: 2 - 2 | wiki_freq: 1 - 0 | sentence_idx: 152806 | align_1: 8-5 | align_2: 9-9 |    Once you know how to to use the 74HC595 then there are many things you can do with lots of LEDs . ||| 一旦 您 知道 如何 使用 74HC595   ， 那么 使用 许多 LED 可以 做 很多 事情  。 

grateful A--Acknowledging | w_freq: 1045 - 3 | wiki_freq: 6250 - 0 | sentence_idx: 154874 | align_1: 5-0 | align_2: 6-6 |    of the things you are grateful for , ||| A--Acknowledging （ 感激 ） 感激 上 源予 你 的 一切 。 

Souls Souls | w_freq: 24 - 9 | wiki_freq: 8753 - 63 | sentence_idx: 155133 | align_1: 3-5 | align_2: 4-14 |    Stories of Lost Souls Vincent Segment : " A Whole New Day " ||| 不 适用 Stories of Lost Souls （ 英语 ： Stories of Lost Souls ） Vincent 片段 ： " A Whole New Day " 

mistress 情妇 | w_freq: 100 - 73 | wiki_freq: 14655 - 1583 | sentence_idx: 155226 | align_1: 10-11 | align_2: 11-17 |    “ In France men can have a wife and a mistress . ” ||| ” “ “ 在 法国 ， 男人 是 有 妻子 和 情妇 的 ， 也许 还有 女朋友 。 

thee 大地 | w_freq: 399 - 1250 | wiki_freq: 3298 - 5397 | sentence_idx: 155832 | align_1: 7-6 | align_2: 8-18 |    ' Whom have I on earth beside thee ? ||| 加上 ， 我 在 这里 和 大地 融合 ， 不 就 可以 永远 在 你们 身边 了 吗 ？ 」 

Schultz Schultz | w_freq: 29 - 21 | wiki_freq: 8534 - 63 | sentence_idx: 157040 | align_1: 3-3 | align_2: 4-7 |    Number five , Schultz left Starbucks and started his own company . ||| 第五 题 ， Schultz （ 舒尔茨 ） 离开 Starbucks ( 星巴克 ) ， 然后 开创 了 自己 的 公司 

Starbucks Starbucks | w_freq: 139 - 8 | wiki_freq: 3880 - 75 | sentence_idx: 157040 | align_1: 5-8 | align_2: 6-12 |    Number five , Schultz left Starbucks and started his own company . ||| 第五 题 ， Schultz （ 舒尔茨 ） 离开 Starbucks ( 星巴克 ) ， 然后 开创 了 自己 的 公司 

prophet 先知 | w_freq: 266 - 542 | wiki_freq: 11724 - 2516 | sentence_idx: 157139 | align_1: 7-6 | align_2: 8-10 |    But after me there will be no prophet . ||| 在 我 之后 不 会 有 先知 [ 144 ] 。 

OptionsXpress OptionsXpress | w_freq: 1 - 1 | wiki_freq: 2 - 0 | sentence_idx: 157168 | align_1: 0-2 | align_2: 1-14 |    OptionsXpress Trade stocks , options , futures and more in one optionsXpress account . ||| 引言 ： OptionsXpress 是 美国 大型 在线 券商 之一 ， 总部 位于 伊利诺伊州 . Trade stocks , options , futures and more in one optionsXpress account . 

imperialism 帝国主义 | w_freq: 116 - 238 | wiki_freq: 6259 - 2640 | sentence_idx: 157299 | align_1: 9-8 | align_2: 10-12 |    The online forces that shape a new kind of imperialism go beyond Facebook . ||| 线上 的 力量 正在 打造 一个 新型 的 帝国主义 ， 这 一点 已经 超越 了 Facebook 。 

Australia-ASEAN 东盟 | w_freq: 1 - 243 | wiki_freq: 8 - 1234 | sentence_idx: 158009 | align_1: 1-5 | align_2: 2-12 |    The Australia-ASEAN Chamber of Commerce reported in March that , of Australian businesses operating in Southeast Asia , 62 % of respondents “ had expanded their trade and investment in the region over the past two years . ” ||| 今年 3月 ， 澳大利亚 - 东盟 商会 ( Australian - a sean Chamber of Commerce ) 报告 称 ， 在 东南亚 经营 的 澳大利亚 企业 中 ， 62% 的 受访者 “ 在 过去 两 年中 扩大 了 在 该 地区 的 贸易 和 投资 ” 。 

Fuck 诛仙 | w_freq: 27 - 1 | wiki_freq: 4564 - 101 | sentence_idx: 158071 | align_1: 0-0 | align_2: 1-4 |    Fuck whoever agrees to it while single – age of consent may vary . ||| 诛仙 一 出 ， 谁与争锋 ， 唯有 亵渎 可 与 其一 争 长短 。 

Gifts 邪尸 | w_freq: 25 - 2 | wiki_freq: 1836 - 6 | sentence_idx: 158275 | align_1: 4-3 | align_2: 5-7 |    Thou in Thy Sevenfold Gifts are known ; ||| 同 为 七星 邪尸 ， 你们 必然 互相 了解 。 

forgiveness 怜悯 | w_freq: 678 - 312 | wiki_freq: 7535 - 645 | sentence_idx: 158940 | align_1: 14-11 | align_2: 15-20 |    In order to be in God ’s Holy presence we must ask for His forgiveness . ||| “ 我 问 上帝   ， 在 他 的 神圣 怜悯 中   ， 宽恕 他们   。 

savoury 咸味 | w_freq: 1 - 7 | wiki_freq: 944 - 193 | sentence_idx: 160102 | align_1: 26-22 | align_2: 27-26 |    He also suggested that the names may not be universally regarded as sweets or desserts - Pie , for instance , can be both sweet and savoury depending on where you 're from . ||| 他 还 建议 这些 名字 可能 不 被 普遍 认为 是 糖果 或 甜点 - 例如 ， 馅饼 可以 是 甜味 和 咸味 的 ， 这 取决于 你 来自 哪里 。 

unhelpful 无济于事 | w_freq: 23 - 29 | wiki_freq: 855 - 255 | sentence_idx: 160237 | align_1: 4-5 | align_2: 5-9 |    This is misleading and unhelpful because it makes a simplistic assumption that everyone ’s contribution is equal . ||| 这是 一 种 误导 且 无济于事 的 方法 ， 因为 它 简单 地 假设 每个 人 的 贡献 都 是 平等 的 。 

unjust 隐讳 | w_freq: 149 - 14 | wiki_freq: 4770 - 47 | sentence_idx: 160424 | align_1: 4-13 | align_2: 5-19 |    And who is more unjust than he who hides a testimony which he has received from Allah ? ||| ？ 自己 手 中 有 从 真主 降示 的 证据 ， 而 加以 隐讳 的 人 ， 有 谁 比 他 还 不义 呢 ？ 真 主绝 

efficiently 高效 | w_freq: 432 - 772 | wiki_freq: 12077 - 2076 | sentence_idx: 161732 | align_1: 15-10 | align_2: 16-15 |    We call this “ protecting the core ” which means the servers have to operate efficiently and the networks have to keep running . ||| 我们 称之为 “ 核心 保护 ” ， 即 服务器 必须 高效 运行   ， 并且 网络 必须 保持 运行     。 

homosexuals 同性恋者 | w_freq: 25 - 94 | wiki_freq: 5266 - 2332 | sentence_idx: 162351 | align_1: 9-8 | align_2: 10-12 |    Similarly , Nazi leaders generally did not target non-German homosexuals unless they were active with German partners . ||| 同样 ， 纳粹 通常 不 将 非 德国 同性恋者 作为 目标 ， 除非 他们 与 德国 伴侣 一起 参加 活动 。 

Merciful 至慈 | w_freq: 300 - 112 | wiki_freq: 572 - 3 | sentence_idx: 162446 | align_1: 6-6 | align_2: 7-15 |    And Allah is Oft-Forgiving , Most Merciful . " 033.050 Shakir ||| 真主 是 至赦 的 ， 是 至慈 的 ) （ 《 古兰经 》 三三：50 ） 。 

upheaval 堕落 | w_freq: 32 - 128 | wiki_freq: 3971 - 1556 | sentence_idx: 162800 | align_1: 14-22 | align_2: 15-26 |    When Adam and Eve broke the covenant of works , creation was thrown into upheaval . ||| 当 亚当 和 夏娃 犯 了 罪 ， 偏离 了 对 他们 造物主 忠诚 的 时候 ， 也 有 一个 道德 的 堕落 ( fall ) 。 

Gomorrah 醋 | w_freq: 1 - 66 | wiki_freq: 731 - 687 | sentence_idx: 163661 | align_1: 29-199 | align_2: 30-208 |    Abraham , no doubt cognizant of Lot ( his righteous relative ) living in Sodom ( see 2Peter 2:6 - 8) , attempts to barter to have it and Gomorrah spared ( Genesis 18:23 ) . ||| ） （ 叮 ） （ 触 ） （ 发 ） （ 技 ） （ 能 ） （ 妻 ） （ 子 ） （ 的 ） （ 吻 ） （ ， ） （ 妻 ） （ 子 ） （ 的 ） （ 吻 ） （ 1 ） （ 生 ） （ 命 ） （ 值 ） （ 翻 ） （ 倍 ） （ ， ） （ 获 ） （ 得 ） （ 额 ） （ 外 ） （ 生 ） （ 命 ） （ 值 ） （ 2 ） （ 分 ） （ 钟 ） （ 于 ） （ 萌 ） （ 声 ） （ 色 ） （ 严 ） （ 厉 ） （ 的 ） （ 斥 ） （ 责 ） （ 他 ） （ 们 ） （ ： ） （ 你 ） （ 们 ） （ 不 ） （ 要 ） （ 命 ） （ ， ） （ 你 ） （ 们 ） （ 父 ） （ 母 ） （ 也 ） （ 不 ） （ 要 ） （ 命 ） （ 了 ） （ 吗 ） （ 第 ） （ 1 ） （ 8 ） （ 8 ） （ 章 ） （ ） （ 吃 ） （ 醋 ） （ 求 ） （ 推 ） （ 荐 ） （ 票 ） 

exaggerate 或者说 | w_freq: 40 - 285 | wiki_freq: 1103 - 847 | sentence_idx: 164457 | align_1: 8-10 | align_2: 9-15 |    But there are people who do lie or exaggerate . ” ||| 还是 说 ， 这儿 的 凡人 都 在 撒谎 ， 或者说 ， 别 有 缘故 。 

vigilance 警惕性 | w_freq: 39 - 13 | wiki_freq: 1922 - 35 | sentence_idx: 166515 | align_1: 2-6 | align_2: 3-10 |    Whoever relaxes vigilance will disarm himself politically and land himself in a passive position . ||| 谁 要是 放松 这 一 项 警惕性 ， 谁 就 将 在 政治 上 解除 武装 ， 而 使 自己 处于 被动 的 地位 。 

coincidental 巧合 | w_freq: 14 - 151 | wiki_freq: 1391 - 1546 | sentence_idx: 167384 | align_1: 6-7 | align_2: 7-11 |    The two sections seem to be coincidental but contain the same spirit - struggle . ||| 两节 相连    ， 看似 巧合   ， 但 蕴含 着 同一 种 精神 —— 奋斗   。 

EX 首页 | w_freq: 5 - 845 | wiki_freq: 1904 - 770 | sentence_idx: 167834 | align_1: 0-0 | align_2: 1-9 |    EX : “ Because We Believe ” by Andrea Bocelli ||| 首页 > 其他 , 音乐 > 因为 我们 相信 ： Because We Believe – Andrea Bocelli 

buyers 买家 | w_freq: 525 - 572 | wiki_freq: 13840 - 1423 | sentence_idx: 167997 | align_1: 20-22 | align_2: 21-26 |    Because thus was a plant under construction , which can turn plastic waste into energy , but for much more buyers is interesting . ||| 因为 这是 一个 正在 建设 中 的 工厂 ， 可以 将 塑料 废物 转化 为 能源 ， 但 对于 更 多 的 买家 来说 ， 这 很 有趣 。 

Sinim 秦国 | w_freq: 3 - 6 | wiki_freq: 16 - 3579 | sentence_idx: 168220 | align_1: 15-18 | align_2: 16-32 |    these from the north and from the west ; and these from the land of Sinim . ” ||| 12 看 哪 ！ 这些 从 远方 来 ﹔ 这些 从 北方 、 从 西方 来﹔ 这些 从 秦国 来 （ 注 ： " 秦 " 原音 作 " 希尼 " ） 。 

Eastenders 东区人 | w_freq: 1 - 1 | wiki_freq: 121 - 5 | sentence_idx: 168412 | align_1: 32-26 | align_2: 33-30 |    For the other three actions participants were asked to carry out a task in response to a cue ( for example , “ When you come to a quiz question about ‘ Eastenders ’ I would like you to give me this book ” ) . ||| 对于 其他 三 个 行动 的 参与者 被 要求 对 进行 一个 任务 做出 响应 （ 例如 ， “ 当 你 来到 一个 提问 关于 “ 东区人 ” 时 ， “ 我 想 你 给 我 这 本书 ” ） 。 

shoulders 肩膀 | w_freq: 172 - 200 | wiki_freq: 13081 - 1227 | sentence_idx: 168873 | align_1: 11-10 | align_2: 12-14 |    One year later the exact same baby fell on Joseph ’s shoulders in the exact same spot . ||| 一 年后 ， 同样 的 婴儿 落 在 约瑟夫 的 肩膀 上 ， 就 在 同一个 地方 。 

Sight Sight | w_freq: 16 - 6 | wiki_freq: 4930 - 111 | sentence_idx: 168959 | align_1: 3-3 | align_2: 4-10 |    Drive Light & Sight : ZKW is Looking for the Best Start-Ups ||| Drive Light & Sight （ 驾驶 照明 与 视觉 ） ： ZK W 正在 寻找 最佳 初创 企业 

Luckily 幸运 | w_freq: 191 - 1667 | wiki_freq: 2035 - 2934 | sentence_idx: 169044 | align_1: 0-0 | align_2: 1-4 |    Luckily tourists are still able to indulge in a little bit of British tradition for themselves . ||| 幸运 的 是 ， 游客 仍然 可以 为 自己 沉迷 一点 英国 传统 。 

self-discipline 自律 | w_freq: 32 - 68 | wiki_freq: 684 - 600 | sentence_idx: 169804 | align_1: 1-1 | align_2: 2-6 |    Ethical self-discipline is the next far-reaching attitude . ||| 道德 自律 （ 持 戒度 ） 是 下 一个 意义 深远 的 态度 。 

curiously 奇怪 | w_freq: 33 - 1835 | wiki_freq: 1717 - 2840 | sentence_idx: 169984 | align_1: 1-1 | align_2: 2-5 |    But curiously the organisation claims it does n’t own the painting . ||| 但 奇怪 的 是 ， 该 组织 声称 它 不 拥有 这 幅 画 。 

ye 你们 | w_freq: 458 - 11588 | wiki_freq: 4178 - 6706 | sentence_idx: 170844 | align_1: 9-0 | align_2: 10-8 |    “ Always returning thanks unto God for whatsoever things ye do receive . ” ||| 你们 所 使用 的 无论 何物 ， 真主 将 补还 给 。 

12:53 53 | w_freq: 5 - 269 | wiki_freq: 58 - 5142 | sentence_idx: 170883 | align_1: 0-4 | align_2: 1-11 |    12:53 " And I do not make myself free of blame , for the soul is inclined to sin , except what my Lord has mercy on . ||| ” 　 第一 三 卷 53 . （ 他 说 ） ： “ 我 不 自称 清白 ； 人性 的确 是 怂恿 人 作恶 的 ， 除非 我 的 主 所 怜悯 的 人 。 

