Thessalonians 撒罗尼迦 | w_freq: 8 - 6 | wiki_freq: 563 - 92 | sentence_idx: 38 | align_1: 1-2 | align_2: 2-6 |    2 Thessalonians 2 tells us more about this end-time False Prophet . ||| 《 帖 撒罗尼迦 后 书 》 2 里 告诉 我们 更 多 关于 这 终期 的 “ 假 先知 ” 的 事 。 

thou 您 | w_freq: 428 - 31108 | wiki_freq: 3794 - 4385 | sentence_idx: 73960 | align_1: 8-14 | align_2: 9-19 |    Hail , thou who hast the roses , thou hast the rose 's grace ! ||| 您  ， 声胜仙 乐  ， 您  ， 影胜 彩霞  ， 您    ， 香胜 玫瑰   。 

roses 声胜仙乐 | w_freq: 98 - 1 | wiki_freq: 7357 - 0 | sentence_idx: 73961 | align_1: 6-2 | align_2: 7-8 |    Hail , thou who hast the roses , thou hast the rose 's grace ! ||| 您 ， 声胜仙乐 ， 您 ， 影胜 彩霞 ， 您 ， 香胜 玫瑰 。 

interestingly 有趣 | w_freq: 35 - 3181 | wiki_freq: 411 - 5139 | sentence_idx: 74045 | align_1: 15-16 | align_2: 16-20 |    It frankly is n’t an innovative course , I think it ’s taught innovatively and interestingly but what it is , is marketing which so many marketers do n’t have . ||| 坦白 说 , 这不 是 一个 创新 的 课程 , 我 认为 它 是 创新 和 有趣 的 教学 , 但 它 是 什么 , 是 营销 , 这么 多 的 营销 人员 没有 。 

IGF 因特网 | w_freq: 10 - 75 | wiki_freq: 885 - 415 | sentence_idx: 74275 | align_1: 23-15 | align_2: 24-19 |    I have asked my Special Adviser for Internet Governance , Mr. Nitin Desai , to assist me in the task of convening the IGF and I have also set up a small secretariat in Geneva to support this process . ||| 我 已 请 我 的 因特网 治理 问题 特别 顾问 尼廷·德赛 先生 协助 我 成立 因特网 治理 论坛 ， 并且 在 日内瓦 成立 了 一个 小型 秘书处 ， 为 这项 工作 提供 支助 。 

Ironically 讽刺 | w_freq: 115 - 392 | wiki_freq: 5441 - 5734 | sentence_idx: 74535 | align_1: 0-1 | align_2: 1-6 |    Ironically this could mean that the project meant to diversify away from Russia , does the opposite by facilitating it . ||| 具有 讽刺 意味 的 是 ， 这 可能 意味着 该 项目 意图 从 俄罗斯 多元化 ， 相反 ， 通过 便利 它 。 

Oculus Oculus | w_freq: 118 - 113 | wiki_freq: 1737 - 204 | sentence_idx: 74813 | align_1: 9-7 | align_2: 10-12 |    I can say that I , personally , support Oculus because I believed in the goals and visions that you had . ||| 就 我 个人 来说 ， 我 支持 Oculus 的 原因 ， 是 因为 我 曾经 相信 你 的 目标 和 愿景 。 

mercy 真主 | w_freq: 586 - 2733 | wiki_freq: 9717 - 1526 | sentence_idx: 75290 | align_1: 9-12 | align_2: 10-17 |    Moses then recounted God ’s goodness , generosity and mercy to the Israelites . ||| 摩西 ( 穆萨 ) 透过 亚伦 ( 哈伦 ) ， 奉神 ( 真主 ) 的 名 ， 为 以色列人 祝福 。 

apron 围裙 | w_freq: 5 - 7 | wiki_freq: 4111 - 214 | sentence_idx: 75306 | align_1: 2-3 | align_2: 3-7 |    Beneath his apron he wore work clothes such as any tradesman might wear . ||| 在 他 的 围裙 下面  ， 他 穿着 工作服  ， 像 任何 商人 可能 穿 的 那样   。 

knowledge.210 感 | w_freq: 1 - 1831 | wiki_freq: 0 - 5464 | sentence_idx: 76035 | align_1: 69-258 | align_2: 69-288 |    You , however , diligently listen and consider whether you should have greater faith in your father , the Vicar of Christ , and your mother , the Church , rather than in one false brother who seduces you and makes you disobey your father and your mother against God ’s command , when you wish to keep your zeal for obedience to the king but not according to knowledge.210 ||| （ 我 ） （ 究 ） （ 竟 ） （ ， ） （ 为 ） （ 什 ） （ 么 ） （ 会 ） （ 以 ） （ 为 ） （ 他 ） （ 不 ） （ 在 ） （ 意 ） （ 呢 ） （ 是 ） （ 因 ） （ 为 ） （ 离 ） （ 世 ） （ 的 ） （ 前 ） （ 一 ） （ 晚 ） （ 求 ） （ 死 ） （ 反 ） （ 被 ） （ 揍 ） （ ， ） （ 还 ） （ 是 ） （ 撑 ） （ 着 ） （ 最 ） （ 后 ） （ 一 ） （ 口 ） （ 气 ） （ ， ） （ 却 ） （ 直 ） （ 到 ） （ 阖 ） （ 眼 ） （ 都 ） （ 没 ） （ 等 ） （ 来 ） （ 那 ） （ 个 ） （ 想 ） （ 见 ） （ 的 ） （ 人 ） （ ？ ） （ 魔 ） （ 神 ） （ 王 ） （ 冷 ） （ 冷 ） （ 地 ） （ 瞧 ） （ 了 ） （ 眼 ） （ 努 ） （ 力 ） （ 往 ） （ 自 ） （ 己 ） （ 身 ） （ 后 ） （ 缩 ） （ 的 ） （ 魔 ） （ 神 ） （ 柱 ） （ , ） （ ） （ 登 ） （ 时 ） （ 让 ） （ 巴 ） （ 巴 ） （ 托 ） （ 斯 ） （ 感 ） （ 到 ） （ 了 ） （ 仿 ） （ 佛 ） （ 凛 ） （ 冬 ） （ 的 ） （ 温 ） （ 暖 ） （ 。 

horrible 可怕 | w_freq: 270 - 1883 | wiki_freq: 5772 - 2370 | sentence_idx: 76271 | align_1: 9-4 | align_2: 10-8 |    This is such a blessing we have in this horrible Kaliyuga . ||| 这是 我们 在 这个 可怕 的 混乱期 ( Kaliyuga ) 中 所 拥有 的 祝福 。 

painful 痛苦 | w_freq: 513 - 2369 | wiki_freq: 12392 - 5305 | sentence_idx: 76285 | align_1: 4-2 | align_2: 5-6 |    It is the more painful because it is a distorted love , a maniacal exaggerated love for you , and possibly for his dead mother , which has prompted his action . ||| 它 更 痛苦   ， 因为 它 是 一 种 扭曲 的 爱  ， 疯狂 的 夸张 的 爱   ， 也 可能 为了 他 死去 的 母亲   ， 这 促使 了 他 的 行动   。 

WEB WEB | w_freq: 329 - 322 | wiki_freq: 257 - 167 | sentence_idx: 77297 | align_1: 1-1 | align_2: 2-9 |    ^ WEB What 's Next for MeeGo ||| ^ WEB 页面 存档 备份 ， 存于 互联网 档案馆 What's Next for MeeGo 

commandments 诫命 | w_freq: 122 - 121 | wiki_freq: 2064 - 128 | sentence_idx: 77843 | align_1: 25-18 | align_2: 26-27 |    Solomon ends the book by saying the whole duty of man at the end of the day is to fear God and to keep His commandments . ||| 所罗门 在 《 传道书 》 的 最后 说 ： “ 总意 就是 敬畏 上帝 ， 谨守 他 的 诫命 ， 这是 人 所 当 尽 的 本分 。 

thou 虔兹 | w_freq: 428 - 6 | wiki_freq: 3794 - 0 | sentence_idx: 77870 | align_1: 5-1 | align_2: 6-6 |    ( As by the impious thou art seen ) ||| ， 虔兹 誓 之 宣布 ， 天威 俨 其 在望 。 

infants–instead 婴儿 | w_freq: 4 - 1198 | wiki_freq: 0 - 6348 | sentence_idx: 78776 | align_1: 10-6 | align_2: 11-14 |    And that ’s why we went to bed together yesterday–like infants–instead of being adults and waiting . ” ||| 这就 是 为什么 我们 昨天 像 婴儿 一样 上床 睡觉   ， 而 不是 成人 和 等待   。 

hearted 体谅 | w_freq: 8 - 21 | wiki_freq: 660 - 220 | sentence_idx: 79653 | align_1: 8-11 | align_2: 9-20 |    ' Be kind to one another , tender hearted , forgiving one another . ' ||| 大家 都 是 家里 的 掌上明珠   ， 就 互相 体谅   ， 互相 付出    ， 互相 尊重 吧  。 

hearted 体谅 | w_freq: 8 - 21 | wiki_freq: 660 - 220 | sentence_idx: 79654 | align_1: 8-11 | align_2: 9-19 |    ' Be kind to one another , tender hearted , forgiving one another . ' ||| 大家 都 是 家里 的 掌上明珠   ， 就 互相 体谅    ， 互相 付出  ， 互相 尊重 吧   。 

Thou 兄[ | w_freq: 152 - 1 | wiki_freq: 3379 - 1 | sentence_idx: 80700 | align_1: 9-4 | align_2: 10-11 |    And in many ways O Brother , Where Art Thou is like Fargo . ||| 多人多 人 ， 莫如 兄[ 弟] ” 这 一 章押 的 是 交韵 。 

Lazer Lazer | w_freq: 3 - 4 | wiki_freq: 1410 - 22 | sentence_idx: 81191 | align_1: 1-1 | align_2: 2-8 |    Major Lazer - " Hold the Line " ||| Major Lazer （ 英语 ： Major Lazer ） — 《 Hold the Line 》 

goats 山羊 | w_freq: 43 - 75 | wiki_freq: 10674 - 1555 | sentence_idx: 81317 | align_1: 24-24 | align_2: 25-29 |    As for you , my flock , thus says the Lord God : I shall judge between sheep and sheep , between rams and goats . ||| 我 的 羊群 啊 ！ 关于 你们 ， 吾主 上主 这样 说 ： 看 ， 我 要 在 羊 与 羊 ， 绵羊 与 山羊 之间 ， 施行 审判 。 

maybe 也许 | w_freq: 2087 - 5889 | wiki_freq: 13219 - 4259 | sentence_idx: 81830 | align_1: 20-15 | align_2: 21-23 |    " That is enough for me , I ’m here to help the club get into the next round and maybe then the other one , and then people can see the team and say , ‘ Wow , they play good ’ . ||| “ 不 ， 我 在 这里 是 为了 帮助 俱乐部 进入 下 一 轮 ， 也许 是 另 一 轮 一个 人 ， 然后 另 一个 人 ， 然后 人们 就 可以 看到 球队 并 说 “ 哇 ， 他们 打 得 很 好 ” 。 

1s 0和1 | w_freq: 8 - 2 | wiki_freq: 1731 - 1 | sentence_idx: 81894 | align_1: 8-5 | align_2: 9-10 |    Anything that can be stored as 0s and 1s can be stored in DNA . ||| 所以 任何 可以 存储 为 0和1 的 东西 ， 都 可以 存储 在 DNA 中 。 

astronaut 宇航员 | w_freq: 92 - 311 | wiki_freq: 8054 - 3502 | sentence_idx: 81934 | align_1: 2-2 | align_2: 3-6 |    Apollo 17 astronaut Gene Cernan prepares to take samples 73001 and 73002 . ||| 阿波罗17 号 宇航员 吉恩•塞尔 南 （ Gene Cernan ） 准备 采集 73001 号 和 73002 号 样本 。 

Puppets Puppets | w_freq: 5 - 5 | wiki_freq: 1429 - 4 | sentence_idx: 82826 | align_1: 5-10 | align_2: 6-18 |    Music : The Last Shadow Puppets - My Mistakes Were Made for You ||| 最佳 MV ： 最后 的 影偶 ( The Last Shadow Puppets ) 《 为 你 而 错 》 ( My Mistakes Were Made For You ) 

Qur'an 古兰经 | w_freq: 133 - 379 | wiki_freq: 6037 - 2268 | sentence_idx: 83301 | align_1: 7-1 | align_2: 8-11 |    So there is no doubt about the Qur'an . ||| 《 古兰经 》 的 启示 所 涉及 的 事件 确凿 无疑 。 

Ye 你们 | w_freq: 96 - 10775 | wiki_freq: 9157 - 6706 | sentence_idx: 83730 | align_1: 1-2 | align_2: 2-6 |    73 Ye shall have therein abundance of fruit , from which ye shall have satisfaction . ||| 73 . 你们 在 其中 ， 将 有 许多 水果 ， 供 你们 取食 。 

years,(luckily 幸运 | w_freq: 1 - 1456 | wiki_freq: 0 - 2934 | sentence_idx: 84222 | align_1: 7-14 | align_2: 8-18 |    We were not super productive during those years,(luckily our children became wonderful adults ) , but to say “ it was hard ” is an understatement . ||| 在 那些 年 里 ， 我们 的 工作 效率 并不 是 特别 高 ( 幸运 的 是 ， 我们 的 孩子 成为 了 出色 的 成年人 ) ， 但 说 “ 这 很 难 ” 是 一 种 轻描淡写 的 说法 。 

fortunately 幸运 | w_freq: 78 - 1456 | wiki_freq: 1542 - 2934 | sentence_idx: 85990 | align_1: 9-9 | align_2: 10-13 |    It will probably involve writing some software , but fortunately we can do that . ||| 这 可能 会 涉及 编写 一些 软件 ， 很 幸运 的 是 ， 我们 能够 做到 这 一点 。 

Forget Forget | w_freq: 87 - 17 | wiki_freq: 4867 - 65 | sentence_idx: 86214 | align_1: 3-4 | align_2: 4-16 |    2000 Forgive and Forget John Television film ||| 2000 - Forgive and Forget （ 英语 ： Forgive and Forget ( 2000 film ) ） John 电视 电影 

databases 数据库 | w_freq: 304 - 1461 | wiki_freq: 12961 - 5431 | sentence_idx: 87683 | align_1: 7-5 | align_2: 8-10 |    Because SQL is used to interact with databases , you also reviewed some basic database terminology . ||| 因为 SQL 是 用来 与 数据库 打交道 的 ， 所以 ， 我们 也 复习 了 一些 基本 的 数据 库术语 。 

Headhunter 猎头尼克 | w_freq: 2 - 2 | wiki_freq: 341 - 0 | sentence_idx: 88026 | align_1: 0-0 | align_2: 1-4 |    Headhunter Nick Corcodilos gives an example of how ridiculous focusing on the past can be . ||| 猎头尼克 - 寇克戴洛司 （ Nick Corcodilos ） 给出 了 一个 把 重点 放 在 过去 上 会 有 多么 可笑 的 例子 。 

Wemmick Wemmick | w_freq: 12 - 7 | wiki_freq: 48 - 0 | sentence_idx: 88242 | align_1: 11-11 | align_2: 12-17 |    ‘ Bless your soul and body , no , ’ answered Wemmick , ||| ” 保佑 你 的 灵魂 和 身体 , 不 , ” Wemmick 回答 , 很 冷淡 的 。 

podorojna Podoojna | w_freq: 1 - 1 | wiki_freq: 0 - 0 | sentence_idx: 88263 | align_1: 27-23 | align_2: 28-32 |    If , on the contrary , this young girl accompanies me , I shall appear , in the eyes of all , the Nicholas Korpanoff of my podorojna . ||| 如果 ， 相反 地 ， 这个 年轻 女孩 陪伴 着 我 ， 我 将 出现 ， 在 所有人 的 眼中 ， 我 的 Podoojna 的 NicholasKorpanoff 因此 ， 她 必须 陪 我 。 

Personality Personality | w_freq: 33 - 5 | wiki_freq: 7776 - 46 | sentence_idx: 88311 | align_1: 30-26 | align_2: 31-30 |    A team of psychologists from the University of Basel explored how life goals are embedded in adult 's lives ; the results are now published in the European Journal of Personality . ||| 来自 巴塞尔 大学 的 心理学家 团队 探讨 了 生活 目标 如何 融入 成年人 的 生活 中 ; 结果 现 已 发表 在 《 European Journal of Personality 》 杂志 上 。 

Headhunter 猎头尼克 | w_freq: 2 - 2 | wiki_freq: 341 - 0 | sentence_idx: 89195 | align_1: 0-0 | align_2: 1-4 |    Headhunter Nick Corcodilos gives an example of how ridiculous focusing on the past can be . ||| 猎头尼克 ・ 寇克戴洛司 （ Nick Corcodilos ） 给出 了 一个 把 重点 放 在 过去 上 会 有 多么 可笑 的 例子 。 

Benefits Benefits | w_freq: 54 - 8 | wiki_freq: 4941 - 11 | sentence_idx: 89220 | align_1: 2-2 | align_2: 3-8 |    Friends With Benefits : Complete a Companion Activity in each camp . ||| Friends With Benefits （ 营地 好 朋友 ） ： 在 每个 营地 中 完成 一 次 同伴 活动 

1609 1609年 | w_freq: 3 - 2 | wiki_freq: 6213 - 811 | sentence_idx: 89313 | align_1: 0-0 | align_2: 1-4 |    1609 Bohemia is granted freedom of religion . ||| 1609年 的 今天 ， 波希米亚 被 给予 宗教 自由 的 权力 。 

self-denial 克制 | w_freq: 9 - 103 | wiki_freq: 334 - 819 | sentence_idx: 89329 | align_1: 6-8 | align_2: 7-12 |    Thanks to his admirable prudence and self-denial my mother and sister were left , after his death , as independent of the world as they had been during his lifetime . ||| 多亏 他 那 令人钦佩 的 谨慎 和 自我 克制 的 态度 ， 我 母亲 和 妹妹 离开 了 ， 他 死 后 ， 就 像 在 他 有生之年 他们 一样 独立 于 世界 。 

self-denial 自我 | w_freq: 9 - 2324 | wiki_freq: 334 - 12414 | sentence_idx: 89329 | align_1: 6-7 | align_2: 7-12 |    Thanks to his admirable prudence and self-denial my mother and sister were left , after his death , as independent of the world as they had been during his lifetime . ||| 多亏 他 那 令人钦佩 的 谨慎 和 自我 克制 的 态度 ， 我 母亲 和 妹妹 离开 了 ， 他 死 后 ， 就 像 在 他 有生之年 他们 一样 独立 于 世界 。 

Start Start] | w_freq: 207 - 1 | wiki_freq: 12134 - 0 | sentence_idx: 89397 | align_1: 9-8 | align_2: 10-13 |    With regard to the main user experience , particularly Start , we ’re noticing some themes in your comments . ||| 说到 主要 用户 体验 ， 特别 是 [ Start] ( 开始 ) 屏幕 ， 我们 注意 到 了 各位 评论 中 的 一些 主题 。 

realities 现实 | w_freq: 221 - 3883 | wiki_freq: 7825 - 13030 | sentence_idx: 89933 | align_1: 35-32 | align_2: 36-39 |    He said he had implored May to " learn from the Chinese " , adding : " I think that it is sad that our prime minister does not seem to understand fundamental food business realities . " ||| 他 表示 ， 他 曾 恳求 梅 政府 “ 向 中国 学习 ” ， 并 补充 道 : “ 我 认为 ， 我们 的 首相 似乎 不 理解 基本 的 食品 商业 现实 ， 这 十分 令 人 难过 。 

Shopkeeper 药 | w_freq: 1 - 246 | wiki_freq: 83 - 5188 | sentence_idx: 90095 | align_1: 10-161 | align_2: 11-225 |    There ’s an old saying in the north—‘even a [ Shopkeeper ] can sell a [ Lord ] ’ . ||| 1分 快 3 是 真是 假 , （ 报 ） （ 复 ） （ ， ） （ 绝 ） （ 对 ） （ 的 ） （ 报 ） （ 复 ） （ ！ ） （ 小 ） （ 白 ） （ 心 ） （ 里 ） （ 哭 ） （ 唧 ） （ 唧 ） （ ， ） （ 却 ） （ 只 ） （ 能 ） （ 向 ） （ 大 ） （ 佬 ） （ 的 ） （ 势 ） （ 力 ） （ 低 ） （ 头 ） （ ， ） （ 君 ） （ 上 ） （ 竟 ） （ 如 ） （ 此 ） （ 睚 ） （ 眦 ） （ 必 ） （ 报 ） （ ， ） （ 明 ） （ 天 ） （ 他 ） （ 再 ） （ 也 ） （ 不 ） （ 来 ） （ 了 ） （ ， ） （ 以 ） （ 后 ） （ 汤 ） （ 药 ） （ 什 ） （ 么 ） （ 的 ） （ ， ） （ 一 ） （ 定 ） （ 让 ） （ 小 ） （ 黑 ） （ 来 ） （ 送 ） （ ！ ） （ 扶 ） （ 渊 ） （ 略 ） （ 微 ） （ 皱 ） （ 眉 ） （ ， ） （ 目 ） （ 光 ） （ 复 ） （ 杂 ） （ ， ） （ 还 ） （ 未 ） （ 有 ） （ 所 ） （ 动 ） （ 作 ） （ 又 ） （ 见 ） （ 她 ） （ 咻 ） （ 得 ） （ 一 ） （ 声 ） （ 跑 ） （ 了 ） （ 回 ） （ 来 ） （ ， ） （ 拽 ） （ 着 ） （ 琳 ） （ 琅 ） （ 掩 ） （ 在 ） （ 身 ） （ 后 ） （ ， ） （ 拎 ） （ 着 ） （ 她 ） （ 三 ） （ 两 ） （ 步 ） （ 离 ） （ 了 ） （ 扶 ） （ 渊 ） （ 的 ） （ 视 ） （ 线 ） （ 。 

CancelTheContract CancelTheContract | w_freq: 2 - 2 | wiki_freq: 0 - 0 | sentence_idx: 90530 | align_1: 24-21 | align_2: 25-28 |    Color of Change , Fight for the Future , Center for Media Justices , and other groups have been collecting signatures for the # CancelTheContract campaign . ||| Color of Change 、 Fight for the Future 、 Center for Media Justices ， 和 其他 组织 一直 在 为 # CancelTheContract （ 取消 合同 ） 这 一 活动 征集 签名 。 

amazing 惊人 | w_freq: 977 - 922 | wiki_freq: 13149 - 3164 | sentence_idx: 90852 | align_1: 4-4 | align_2: 5-10 |    When I say " amazing , " I mean our monthly revenues have doubled in the past four months and we 're on track to double again in the next four . ||| 当 我 用到 “ 惊人 ” 这个 词 的 时候 ， 我 想 表达 的 是 公司 的 月收入 在 过去 的 四 个 月 中 增长 了 一 倍 ， 而且 在 接下来 的 四 个 月 中 ， 我们 仍然 走在 继续 翻倍 增长 的 道路 上 。 

SAN SAN | w_freq: 24 - 15 | wiki_freq: 1092 - 83 | sentence_idx: 91594 | align_1: 10-8 | align_2: 11-16 |    We ’ll also briefly cover solutions that combine NAS and SAN and offer many of the advanced benefits of SAN without its high cost . ||| 我们 还 将 简要 介绍 将 NAS 和 SAN 结合 在 一起 的 解决 方案 ， 并 在 不 降低 成本 的 情况 下 提供 SAN 的 许多 先进 优势 。 

Wahab Wahab | w_freq: 1 - 1 | wiki_freq: 1406 - 7 | sentence_idx: 91776 | align_1: 3-6 | align_2: 4-10 |    For Mohsen Abdel Wahab learning calligraphy may mean finding work abroad . ||| 对于 莫森•阿卜杜勒 •瓦哈布 （ Mohsen Abdel Wahab ） 来说 ， 学习 书法 可能 意味着 在 国外 找到 工作 。 

forgiveness 解脱 | w_freq: 663 - 134 | wiki_freq: 7535 - 1434 | sentence_idx: 91817 | align_1: 9-11 | align_2: 10-19 |    All are sinners and in need of repentance and forgiveness . ||| ” [ 7 ] “ 一切 诸 漏尽 ， 不 悔 解脱 等 诸 功德 ， 是 名自 利益 。 

instincts Instincts | w_freq: 97 - 5 | wiki_freq: 3271 - 2 | sentence_idx: 92131 | align_1: 13-19 | align_2: 14-23 |    Mean genes : From sex to money to food : Taming our primal instincts . ||| （ 《 都 是 基因 惹 的 祸Mean Genes From Sex to Money to Food ： Taming Our Primal Instincts 》 页 49 ） 

XSRF XSRF | w_freq: 1 - 1 | wiki_freq: 5 - 3 | sentence_idx: 92727 | align_1: 5-7 | align_2: 6-11 |    To protect your app against XSRF you should not allow state changing actions to be called via GET ; the POST method was invented for this kind of state-changing request . ||| 为了 保护 您 的 应用 程序 免遭 XSRF 的 侵害 ， 您 不 应当 允许 通过 GET 来 要求 更改 状态 的 活动 ； POST 方法 的 发明 就是 为了 应对 此 种 状态 更改 请求 。 

weakest 虚弱 | w_freq: 76 - 150 | wiki_freq: 3882 - 1090 | sentence_idx: 92846 | align_1: 5-5 | align_2: 6-9 |    When she is at her weakest Russia and China will invade the nation . ||| 当 她 在 她 最 虚弱 的 时候 ， 俄罗斯 和 中国 会 入侵 这个 国家 。 

checks 制衡 | w_freq: 333 - 17 | wiki_freq: 14380 - 759 | sentence_idx: 93762 | align_1: 8-7 | align_2: 9-12 |    That Zuckerberg is acknowledging that his power needs checks is surely welcome to Facebook ’s critics . ||| ” 扎克伯格 承认 自己 的 权力 需要 制衡 ， 这 一点 肯定 会 受到 Facebook 批评者 的 欢迎 。 

CarPlay CarPlay | w_freq: 7 - 7 | wiki_freq: 285 - 36 | sentence_idx: 94894 | align_1: 5-4 | align_2: 6-8 |    Here you can read about CarPlay and what you should know before you start using the function . ||| 在 此 可 读到 CarPlay 相关 资讯 ， 以及 开始 使用 功能 前 应该 知道 的 事项 。 

cheek 脸颊 | w_freq: 32 - 56 | wiki_freq: 5251 - 441 | sentence_idx: 95112 | align_1: 12-23 | align_2: 13-34 |    No , ” he said and reached out to touch her cold cheek , tears rolling down his face . ||| ” “ “ 哦 ， 他 甚至 不 知道 ， “ 她 说 ， 突然 ， 她 脸上 泛起 红晕 ； 她 的 脸颊 ， 她 的 眉毛 ， 她 的 脖子 弯曲 了 ， 羞愧 的 泪水 涌上 她 的 眼眶 。 

mankind 群体 | w_freq: 602 - 1692 | wiki_freq: 9273 - 10643 | sentence_idx: 95156 | align_1: 7-5 | align_2: 8-10 |    Or was that for the good of mankind ? ||| 因为 那 是 造福 男子 群体 吗 ， 审美 吗 。 

friend-slash-colleague 斜线 | w_freq: 1 - 5 | wiki_freq: 0 - 396 | sentence_idx: 95805 | align_1: 4-8 | align_2: 5-12 |    However , my best friend-slash-colleague Vince Carson thinks I should do more than talk to the guy . ||| 然而  ， 我 最好 的 朋友 - 斜线 同事 文斯·卡森 （ Vince Carson ） 认为 我 应该 做 的 不仅仅 是 和 那个 人 交谈   。 

Fortunately 幸运 | w_freq: 374 - 1456 | wiki_freq: 4543 - 2934 | sentence_idx: 95871 | align_1: 0-0 | align_2: 1-4 |    Fortunately there are many Indians who are prepared to work towards , and even prepared to take pains in , solving the Tibet problem . ||| 幸运 的 是 ， 有 许多 印度 人民 愿意 为 解决 西藏 问题 而 努力 ， 甚至 准备 努力 。 

mercy 寄托 | w_freq: 586 - 36 | wiki_freq: 9717 - 621 | sentence_idx: 96218 | align_1: 5-6 | align_2: 6-10 |    God ’s steadfast love and mercy are of old . ||| # 31934 ;神 的 安慰 和 寄托 ， 神 与 仙是 古? 

edict 禁令 | w_freq: 12 - 557 | wiki_freq: 5832 - 3286 | sentence_idx: 96518 | align_1: 13-11 | align_2: 14-15 |    I was afraid of going to school because the Taliban had issued an edict banning all girls from attending schools . ||| 我 害怕 去 上学   ， 因为 塔利班 发布 了 禁令   ， 禁止 所有 女孩 上学   。 

Flemming Flemming | w_freq: 2 - 2 | wiki_freq: 1859 - 20 | sentence_idx: 96841 | align_1: 2-1 | align_2: 3-5 |    According to Flemming in 2009 , Pavlopetri is thousands of years older than most of the ancient underwater ruins that have already been discovered . ||| 根据 Flemming ( 人名 ) 2009年 的 说法 ， Pavlopetri 比 大多数 已经 被 发现 的 古代 水下 遗迹 要 早 几千 年 。 

M+ M＋希克 | w_freq: 3 - 1 | wiki_freq: 246 - 0 | sentence_idx: 96917 | align_1: 2-2 | align_2: 3-9 |    Exhibition : M+ Sigg Collection : Four Decades of Chinese Contemporary Art ||| 展览 ： M＋希克 藏品 ： 中国 当代 艺术 40年 M＋Sigg Collection : 4 Decades of Chinese Contemporary Arts 

Sigg M＋希克 | w_freq: 1 - 1 | wiki_freq: 135 - 0 | sentence_idx: 96917 | align_1: 3-2 | align_2: 4-10 |    Exhibition : M+ Sigg Collection : Four Decades of Chinese Contemporary Art ||| 展览 ： M＋希克 藏品 ： 中国 当代 艺术 40年 M＋Sigg Collection : 4 Decades of Chinese Contemporary Arts 

35,000 35 | w_freq: 79 - 677 | wiki_freq: 10698 - 12339 | sentence_idx: 97167 | align_1: 23-27 | align_2: 24-35 |    Once completed , the vessel will be capable of spending 60 days at sea without resupply , and with a range of over 35,000 kilometers . ||| 一旦 完成   , 该 船 将 能够 在 没有 补给 的 情况 下 在 海上 停留 60 天    , 并且 射程 超过 35      , 000 公里      。 

amazing 惊讶 | w_freq: 977 - 1716 | wiki_freq: 13149 - 2506 | sentence_idx: 97876 | align_1: 3-2 | align_2: 4-7 |    And it ’s amazing how many ask me for sex , a “ friends with privileges ” type of relationship . ||| 令 人 惊讶 的 是 ， 有 这么 多 人 问 我 要性 ， “ 有 特权 的 朋友 ” 类型 的 关系 。 

apostles 使徒 | w_freq: 98 - 259 | wiki_freq: 4045 - 3061 | sentence_idx: 98261 | align_1: 13-12 | align_2: 14-18 |    The Wisdom of God also said , I will send them prophets and apostles . ||| 所以 上帝 用 智慧 曾 说 ， 我 要 差遣 先知 和 使徒 ， 到 他们 那里 去 。 

anonymity 匿名性 | w_freq: 87 - 30 | wiki_freq: 3632 - 125 | sentence_idx: 98383 | align_1: 10-14 | align_2: 11-18 |    Once you give up this data , you lose your anonymity because it nails you down and pinpoints you in a way that ’s far more difficult to avoid than other technologies ( after all , you can cover your face or wear sunglasses to avoid facial-recognition cameras ) . ||| 一旦 你 放弃 了 这些 数据    ， 你 就 失去 了 匿名性   ， 因为 它 以 一 种 比 其他 技术 更 难以 避免 的 方式 锁定 和 定位 你 （ 毕竟  ， 你 可以 遮住 你 的 脸 或 戴 太阳镜 来 避免 面部 识别 摄像头 ）  。 

Surely 惜乎 | w_freq: 382 - 4 | wiki_freq: 847 - 14 | sentence_idx: 98558 | align_1: 0-0 | align_2: 1-5 |    Surely heaven can be no finer than this moment . ” ||| 惜乎 ， 此 一 分 天下 ， 尚 无 明主 ！ 」 

figuring 困扰 | w_freq: 82 - 505 | wiki_freq: 1823 - 4191 | sentence_idx: 98729 | align_1: 8-9 | align_2: 9-13 |    But until now there ’s been a problem figuring out how or why that damage happens . ||| 但 到 目前 为止 ， 还 存在 一个 问题 困扰 着 我们 ， 即 如何 或 为什么 会 造成 这种 损坏 的 发生 。 

Pollution 污染 | w_freq: 68 - 1633 | wiki_freq: 4715 - 10975 | sentence_idx: 99237 | align_1: 6-6 | align_2: 7-10 |    Learn and act to End Plastic Pollution and organize for Earth Day and beyond . ||| 学习 并且 采取 行动 结束 塑料 污染   ， 并且 为 地球日 组织 活动    。 

thoughtful 体贴 | w_freq: 102 - 44 | wiki_freq: 5023 - 215 | sentence_idx: 99321 | align_1: 9-9 | align_2: 10-14 |    They do not know that you are caring , thoughtful and that every day you do your best . ||| 他们 并不 知道 你 很 有 爱心 ， 很 体贴 ， 很 懂事 ， 并且 每 一 天 你 都 努力 做 最好 的 自己 。 

