Anyway Quoi | w_freq: 214 - 547 | wiki_freq: 1705 - 4268 | sentence_idx: 765 | align_1: 0-0 | align_2: 1-5 |    Anyway , “ we ” – as in mankind ’s best hope – should “ avoid carrying on in the role of Frankenstein . ” ||| Quoi qu’ il en soit , « nous » – en tant que meilleur espoir de l’ humanité – devrions « éviter de continuer dans le rôle de Frankenstein » . 

centralising centraliser | w_freq: 5 - 22 | wiki_freq: 261 - 634 | sentence_idx: 261917 | align_1: 11-15 | align_2: 12-20 |    Regions and cities are ready to renew Europe but cutting or centralising EU funds – especially the European Social Fund – will hold back our ambition . ” ||| Les régions et les villes sont prêtes à revitaliser l’ Europe , mais réduire ou centraliser les fonds de l’ UE , en particulier le Fonds social européen , est de nature à freiner notre ambition . » 

insinuate insinuent | w_freq: 7 - 2 | wiki_freq: 272 - 85 | sentence_idx: 261962 | align_1: 3-3 | align_2: 4-8 |    Words like that insinuate war ideology into our language . ||| Des mots pareils insinuent l’ idéologie de la guerre dans notre langue . 

Maybe Peut | w_freq: 1233 - 2696 | wiki_freq: 6736 - 3705 | sentence_idx: 262117 | align_1: 1-1 | align_2: 2-6 |    “ Maybe next pay ” we say . ||| " Peut - être sur le prochain salaire " nous disons . 

doubted doutent | w_freq: 70 - 52 | wiki_freq: 4976 - 695 | sentence_idx: 262877 | align_1: 17-16 | align_2: 18-20 |    After a month of laborious studies , these men , the most illustrious of the Kingdom , doubted themselves . ||| Après un mois d' études laborieuses , ces hommes , les plus illustres du royaume , doutent d' eux - mêmes . 

Maybe Peut | w_freq: 1233 - 2696 | wiki_freq: 6736 - 3705 | sentence_idx: 262890 | align_1: 21-24 | align_2: 22-28 |    If you are also one of the thousands of Spaniards who are considering exile in London or elsewhere in UK , Maybe you can give some of advice : ||| Si vous êtes aussi l' un des milliers d' Espagnols qui envisagent l' exil à Londres ou ailleurs dans le Royaume - Uni , Peut - être que vous pouvez donner un peu de conseils : 

Folena Folena | w_freq: 1 - 1 | wiki_freq: 13 - 3 | sentence_idx: 264286 | align_1: 6-4 | align_2: 7-9 |    Moreover , the initiative of Pietro Folena is also moving in this direction ” . ||| L’ initiative de Pietro Folena , du reste , va aussi dans cette direction . » 

Fill Permettez | w_freq: 23 - 250 | wiki_freq: 1160 - 50 | sentence_idx: 264413 | align_1: 0-0 | align_2: 1-6 |    Fill your heart with the good treasure of God ’s Word so that blessings come out of your mouth . ||| Permettez - lui de mettre dans votre cœur le bon trésor de la Parole de Dieu , afin que les bénédictions sortent de votre bouche . 

Maybe Peut | w_freq: 1233 - 2696 | wiki_freq: 6736 - 3705 | sentence_idx: 266846 | align_1: 0-0 | align_2: 1-5 |    Maybe you did a burnout ( like I did ! ) , or you lost your job . ||| Peut - être as - tu fait un burnout ( comme moi ! ) , ou bien tu as perdu ton emploi . 

violate violent | w_freq: 161 - 200 | wiki_freq: 9062 - 9541 | sentence_idx: 267209 | align_1: 5-7 | align_2: 6-12 |    For one , such quotas violate WTO rules against technology substitution . ||| D’ une part , de tels quotas violent les règles de l’ OMC contre la substitution technologique . 

indifferent indifférent | w_freq: 135 - 80 | wiki_freq: 4845 - 1339 | sentence_idx: 267859 | align_1: 12-13 | align_2: 13-19 |    The scenes where the latter appears without shirt certainly did not leave indifferent neither side . ||| Les scènes où ce dernier apparaît sans chemise n’ ont certainement pas laissé indifférent ni l’ un ni l’ autre camp . 

uprisings soulèvements | w_freq: 25 - 27 | wiki_freq: 5683 - 1876 | sentence_idx: 268568 | align_1: 2-2 | align_2: 3-7 |    Both slave uprisings happened during this period , and in both cases the slaves demanded immediate freedom . ||| Les deux soulèvements d’ esclaves se sont produits pendant cette période , et dans les deux cas , les esclaves ont exigé une liberté immédiate . 

24- 24- | w_freq: 4 - 2 | wiki_freq: 172 - 91 | sentence_idx: 269010 | align_1: 0-0 | align_2: 1-5 |    24- Can WhoisEDI help me with my business decisions regarding EDI / B2B ? ||| 24- Est -ce que WhoisEDI peut m’ aider pour mes décisions d’ affaires concernant l’ EDI / B2B ? 

Comunista Comunista | w_freq: 2 - 1 | wiki_freq: 851 - 210 | sentence_idx: 269263 | align_1: 10-10 | align_2: 11-14 |    Organisations that are part of the revolutionary camp like Programma Comunista were not included . ||| Des organisations faisant partie du camp révolutionnaire , comme Programma Comunista , n' en faisaient pas partie . 

E-365 E-365 | w_freq: 3 - 4 | wiki_freq: 0 - 0 | sentence_idx: 270239 | align_1: 0-0 | align_2: 1-6 |    E-365 Outside , remember , I might not never see your hand . ||| E-365 Ceux qui sont à l’ extérieur , souvenez -vous , il se peut que je ne voie jamais votre main . 

Object Object | w_freq: 24 - 11 | wiki_freq: 5930 - 1403 | sentence_idx: 271081 | align_1: 9-9 | align_2: 10-16 |    2006 Brenman , E. Recovery of the Lost Good Object . ||| 2006 Brenman , E. Recovery of the Lost Good Object [ Le rétablissement du bon objet perdu]. 

contamination contamination | w_freq: 99 - 106 | wiki_freq: 13741 - 4705 | sentence_idx: 271304 | align_1: 8-12 | align_2: 9-17 |    This is a short-term solution until the arsenic contamination can be dealt with at the source . ||| Ceci est une solution à court terme jusqu’ à ce que la contamination par l ’ arsenic peut être traitée à la source . 

entrepreneurs entrepreneurs | w_freq: 472 - 539 | wiki_freq: 13029 - 5458 | sentence_idx: 271336 | align_1: 12-13 | align_2: 13-18 |    However with time , I began to understand that the leading world entrepreneurs never started with a capital but rather an idea . ||| Cependant avec le temps , j’ ai commencé à comprendre que les principaux entrepreneurs du monde n’ ont jamais commencé avec un capital mais plutôt une idée . 

Massacres massacres | w_freq: 4 - 105 | wiki_freq: 871 - 6220 | sentence_idx: 271418 | align_1: 0-1 | align_2: 1-6 |    Massacres were indeed carried out but not in the way Western “ humanitarian interventionists ” suggested . ||| Des massacres , il y en eut en effet , mais pas dans le sens suggéré par les « interventionnistes humanitaires » occidentaux . 

lawyers—I avocats | w_freq: 1 - 376 | wiki_freq: 0 - 11449 | sentence_idx: 273732 | align_1: 4-3 | align_2: 5-9 |    Many of you are lawyers—I am not—so you know better than I that there were explicit extra protections provided . ||| Vous êtes plusieurs avocats , ici —je ne le suis pas — alors vous savez mieux que moi que des mesures de protection supplémentaires explicites s' y trouvaient . 

enlightened attester | w_freq: 95 - 21 | wiki_freq: 4065 - 1062 | sentence_idx: 273799 | align_1: 7-10 | align_2: 8-15 |    To forget the self is to be enlightened by the ten thousand things [ i.e. , everything ] . ||| S’ oublier soi - même , c’ est se laisser attester [ shô 証 ] par les dix mille existants [ banpô 万法]. 

connectivity connectivité | w_freq: 96 - 99 | wiki_freq: 11680 - 984 | sentence_idx: 273819 | align_1: 9-13 | align_2: 10-17 |    The immutable fact : everyone needs and wants Iran connectivity . ||| Le fait est immuable : tout le monde a besoin et veut une connectivité avec l’ Iran . 

Prophet Prophète | w_freq: 229 - 178 | wiki_freq: 9638 - 1698 | sentence_idx: 276132 | align_1: 1-1 | align_2: 2-5 |    The Prophet says : “ Regret is repentance . ” ||| Le Prophète ( ) a dit : « Le regret est un repentir . » 

Chaturbate Chaturbate | w_freq: 9 - 3 | wiki_freq: 24 - 6 | sentence_idx: 277269 | align_1: 5-8 | align_2: 6-12 |    6 ) Has anyone from Chaturbate bought you anything ? ||| 10 ) Est -ce que quelqu’ un de Chaturbate t’ as déjà acheté quelque chose ? 

housewife maîtresse | w_freq: 12 - 63 | wiki_freq: 5306 - 12029 | sentence_idx: 277333 | align_1: 3-4 | align_2: 4-9 |    So respecting the housewife is the most important thing in our Sahaj culture . ||| Donc , respecter la maîtresse de maison , c’ est la chose la plus importante dans notre culture Sahaj . 

Ask Demande | w_freq: 708 - 97 | wiki_freq: 5060 - 516 | sentence_idx: 277921 | align_1: 0-0 | align_2: 1-4 |    Ask your own servants and they will tell you . ||| Demande [ shaal]-le à tes serviteurs , et ils te le diront . 

Portfolio Portfolio | w_freq: 15 - 7 | wiki_freq: 4151 - 155 | sentence_idx: 278227 | align_1: 5-4 | align_2: 6-9 |    How has the All Weather Portfolio done in the past ? ||| Comment le All Weather Portfolio a -t -il été réalisé dans le passé ? 

stereotypes stéréotypes | w_freq: 88 - 94 | wiki_freq: 11453 - 2597 | sentence_idx: 279205 | align_1: 10-8 | align_2: 11-13 |    Today we would like to break with 10 myths and stereotypes about Mexico abroad . ||| Aujourd’hui , nous aimerions cassez 10 mythes et stéréotypes existant à l’ étranger sur le Mexique . 

Expect Attendez | w_freq: 72 - 136 | wiki_freq: 746 - 47 | sentence_idx: 279386 | align_1: 0-0 | align_2: 1-6 |    Expect wine and beer pours to be smaller than in your home country , but also expect them to be cheaper . ||| Attendez -vous à ce que le vin et la bière soient plus petits que dans votre pays d’ origine , mais attendez -vous également à ce qu’ ils soient moins chers . 

Anyway Quoi | w_freq: 214 - 547 | wiki_freq: 1705 - 4268 | sentence_idx: 279771 | align_1: 0-0 | align_2: 1-6 |    Anyway you can use it to create diseases . " ||| Quoi qu’ il en soit , vous pouvez l’ utiliser pour créer des maladies . " 

Maybe Peut | w_freq: 1233 - 2696 | wiki_freq: 6736 - 3705 | sentence_idx: 279972 | align_1: 3-3 | align_2: 4-7 |    “ Uhm … Maybe we can share some with the people who are still here … wait . ||| « Uhm … Peut - être que nous pouvons en partager avec des personnes qui sont encore là ... attends . 

set_values set_values | w_freq: 1 - 1 | wiki_freq: 0 - 0 | sentence_idx: 280230 | align_1: 22-28 | align_2: 23-33 |    For example , what would happen if in the previous example we called the function area ( ) before having called function set_values ? ||| Par exemple , que se passerait -il si , dans l' exemple précédent , nous avons appelé la zone de fonction membre ( ) avant d' avoir appelé set_values ​​d' function ( ) ? 

Furs Furs | w_freq: 1 - 1 | wiki_freq: 763 - 107 | sentence_idx: 280398 | align_1: 5-5 | align_2: 6-12 |    A book like Venus in Furs reminds us of what we are – blackness and light . ||| Un livre comme Venus in Furs ( Vénus en Fourrures ) nous rappelle ce que nous sommes - noirceur et lumière . 

Marley Marley | w_freq: 30 - 31 | wiki_freq: 7385 - 1729 | sentence_idx: 280900 | align_1: 15-16 | align_2: 16-20 |    It ’s a deeper and more compelling paean to “ Ja ” than even Bob Marley ever produced . ||| C’ est un paean plus profond et plus irrésistible à « Ja » que même Bob Marley n’ en a jamais produit . 

Anyway Quoi | w_freq: 214 - 547 | wiki_freq: 1705 - 4268 | sentence_idx: 282956 | align_1: 0-0 | align_2: 1-6 |    Anyway he survived and we are happy with an extra wreck ! ||| Quoi qu’ il en soit , il a survécu et nous sommes heureux avec une épave supplémentaire ! 

unemployed pensionnés | w_freq: 133 - 4 | wiki_freq: 14341 - 126 | sentence_idx: 284383 | align_1: 14-15 | align_2: 15-20 |    – In Greece the last two years more than 2,350 poor , pensioners , unemployed have committed suicide . ||| • En Grèce , les deux dernières années plus de 2350 personnes , pauvres , pensionnés , sans travail se sont suicidées . 

mercy miséricorde | w_freq: 378 - 301 | wiki_freq: 9717 - 1275 | sentence_idx: 284858 | align_1: 10-10 | align_2: 11-14 |    Even an inheritance unto Israel His servant , for His mercy endures for ever . ||| En héritage à Israël , son serviteur , Car sa miséricorde [ checed ] dure à toujours ! 

curtain rideau | w_freq: 24 - 35 | wiki_freq: 10032 - 3434 | sentence_idx: 285696 | align_1: 2-1 | align_2: 3-6 |    The special curtain from Germany preventing visual contact is also on the way to Sofia . ||| Le rideau spécial , en provenance d' Allemagne , pour empêcher les contacts visuels , est aussi en chemin vers Sofia . 

abuses abus | w_freq: 132 - 365 | wiki_freq: 12796 - 11908 | sentence_idx: 286506 | align_1: 1-1 | align_2: 2-6 |    These abuses are why such incredible opposition to this rule from the hundreds of organizations took place in all 50 states . ||| Ces abus ont été , et sont , pourquoi une telle incroyable opposition à cette règle des centaines d' organisations a eu lieu dans les 50 États . 

optimism optimisme | w_freq: 114 - 129 | wiki_freq: 5506 - 1382 | sentence_idx: 286785 | align_1: 5-7 | align_2: 6-11 |    However , there is some optimism that once the Islamists realize how important tourism is to the country , they will not ultimately destroy the industry . ||| Cependant , il y a un certain optimisme , c’ est qu’ une fois que les islamistes auront réalisé à quel point le tourisme est important pour le pays , ils ne voudront finalement pas détruire l’ industrie . 

emphasise attirer | w_freq: 60 - 562 | wiki_freq: 3013 - 12941 | sentence_idx: 287153 | align_1: 3-3 | align_2: 4-9 |    We must also emphasise that the human rights situation in Western Wamena has not improved since the large-scale military operation conducted two years ago . ||| Nous devons également attirer l’ attention sur le fait que la situation des droits de l’ homme en Wamena occidental ne s’ est pas améliorée depuis l’ opération militaire de grande envergure conduite il y a deux ans . 

transformations transformations | w_freq: 103 - 113 | wiki_freq: 9498 - 8201 | sentence_idx: 288384 | align_1: 7-8 | align_2: 8-16 |    Moreover , microstructural changes and related phase transformations were fully clarified in the now well known 47 - 2 - 2 alloy . ||| De plus , les évolutions microstructurales et les transformations de phase qui s’ y rapportent ont été complètement clarifiées dans l’ alliage encore bien connu 47 - 2 - 2 . 

Skopje Skopje | w_freq: 20 - 20 | wiki_freq: 6914 - 2313 | sentence_idx: 289149 | align_1: 5-5 | align_2: 6-9 |    Among the great men of Skopje is a little lady : Mother Teresa was born here . ||| Parmi les grands hommes de Skopje , il y a une petite femme : Mère Teresa est née ici . 

14:51 14:51 | w_freq: 3 - 3 | wiki_freq: 31 - 0 | sentence_idx: 289286 | align_1: 0-0 | align_2: 1-5 |    14:51 That Allah may reward every soul according to what it has earned . ||| 14:51 ( Tout cela ) afin qu' Allah rétribue chaque âme de ce qu' elle aura acquis . 

DOD DOD | w_freq: 12 - 10 | wiki_freq: 1645 - 89 | sentence_idx: 289545 | align_1: 0-1 | align_2: 1-9 |    DOD kept the program in a research and development phase rather than approve an operational system in 1962 . ||| Le DOD ( Department of Defense ) a néanmoins maintenu le programme dans une phase de recherche et de développement plutôt que d' approuver un autre système opérationnel en 1962 . 

Maybe Peut | w_freq: 1233 - 2696 | wiki_freq: 6736 - 3705 | sentence_idx: 293641 | align_1: 4-4 | align_2: 5-8 |    And who knows … Maybe you ’ll meet someone in front of the pub , smoking a cigarette . ||| Et qui sait … Peut - être que vous rencontrerez quelqu’ un devant le pub , en train de fumer une cigarette . 

divides divisent | w_freq: 62 - 38 | wiki_freq: 12130 - 2692 | sentence_idx: 294074 | align_1: 13-12 | align_2: 14-17 |    But the flexibility and the extension of the time period of the authorisation divides EU countries . ||| Mais la flexibilité et l’ allongement de la durée de l’ autorisation divisent les pays de l’ UE . 

oppressor—fuck aille | w_freq: 1 - 90 | wiki_freq: 0 - 1086 | sentence_idx: 294348 | align_1: 4-8 | align_2: 5-14 |    We say that the oppressor—fuck Judge Taney—the oppressor has no rights which we , the oppressed , are bound to follow . ||| Nous disons que l' oppresseur — qu' il aille se faire foutre , le juge Taney — l' oppresseur n' a aucun droit que nous , les opprimés , devrions respecter . 

Navarro Navarro | w_freq: 6 - 6 | wiki_freq: 8627 - 2663 | sentence_idx: 294548 | align_1: 4-5 | align_2: 5-10 |    First , how was Navarro recruited ? ||| Tout d’ abord , comment Navarro a -t -il été recruté ? 

whoever quiconque | w_freq: 195 - 817 | wiki_freq: 5763 - 3280 | sentence_idx: 296068 | align_1: 22-28 | align_2: 23-32 |    In addition , men and especially women were called upon to dress in accordance with Islamic religious law , threatening to punish whoever did not comply . ||| En outre , les hommes , et en particulier les femmes , ont été appelés à s’ habiller conformément à la loi religieuse islamique , menaçant de punir quiconque ne s’ y conformerait pas . 

1.41 1.41 | w_freq: 1 - 1 | wiki_freq: 667 - 3 | sentence_idx: 296525 | align_1: 15-16 | align_2: 16-20 |    1.39 Mary is not God – so , why all this devotion to her ? 1.41 Are there really angels in heaven ? ||| 1.39 Marie n’ est pas Dieu , alors pourquoi toute cette dévotion à son égard ? 1.41 Y a -t -il vraiment des anges au Ciel ? 

dumb sourd | w_freq: 42 - 17 | wiki_freq: 3599 - 1906 | sentence_idx: 296657 | align_1: 4-5 | align_2: 5-9 |    I 'm just a dumb farm kid from West Virginia , but I 've seen the world on someone else 's money . ||| Je suis juste un enfant sourd - muet de ferme de la Virginie Occidentale , mais j' ai vu le monde sur quelqu' un d' autre argent . 

TECHNOLOGY TECHNOLOGY | w_freq: 5 - 6 | wiki_freq: 69 - 3 | sentence_idx: 296691 | align_1: 4-3 | align_2: 5-8 |    Why was PEOPLE AND TECHNOLOGY selected ? ||| Pourquoi PEOPLE AND TECHNOLOGY a -t -il été sélectionné ? 

violating violer | w_freq: 65 - 113 | wiki_freq: 14055 - 1654 | sentence_idx: 297555 | align_1: 12-11 | align_2: 13-16 |    After all , what responsible public body wants to be accused of violating human rights ? ||| Après tout , quel organe public responsable souhaite être accusé de violer les droits de l’ homme ? 

distortion déformation | w_freq: 73 - 22 | wiki_freq: 8928 - 5446 | sentence_idx: 297764 | align_1: 5-5 | align_2: 6-9 |    “ Now you discover Holocaust distortion ? ||| « Maintenant vous découvrez la déformation de l’ Holocauste ? 

invite invite | w_freq: 609 - 397 | wiki_freq: 10830 - 13700 | sentence_idx: 297787 | align_1: 6-7 | align_2: 7-12 |    Question : Why does Haiti Government invite foreign diplomats in our internal affairs ? ||| Question : Pourquoi le gouvernement d' Haïti invite -t -il des diplomates étrangers dans nos affaires intérieures ? 

Anyhow Quoi | w_freq: 13 - 547 | wiki_freq: 258 - 4268 | sentence_idx: 298458 | align_1: 0-0 | align_2: 1-5 |    Anyhow , the Pharaohs want this win more than the Tunisians and that is the main reason why home win should be considered this time out . ||| Quoi qu’ il en soit , les Pharaons veulent cette victoire plus que les Tunisiens et c’ est la raison principale pour laquelle la victoire à domicile devrait être considérée cette fois . 

reconcile concilier | w_freq: 116 - 61 | wiki_freq: 11184 - 2892 | sentence_idx: 299172 | align_1: 3-3 | align_2: 4-7 |    He could not reconcile being a Reiki Master and having to serve again in the Navy . ||| Il ne pouvait concilier le fait d’ être un Maître de Reiki et le fait d’ avoir à servir à nouveau dans la marine . 

Spend dépensent | w_freq: 53 - 94 | wiki_freq: 770 - 358 | sentence_idx: 299607 | align_1: 2-3 | align_2: 3-7 |    How Students Spend Money ( In Precisely the Wrong Way ) ||| Comment les étudiants dépensent -ils de l' argent ( précisément de la mauvaise façon ) 

magnificent magnifique | w_freq: 204 - 424 | wiki_freq: 11408 - 6103 | sentence_idx: 300716 | align_1: 11-16 | align_2: 12-21 |    It is with this 12-year-old pony B that she discovered this magnificent confidence . ||| Car c’ est avec ce poney B âgé de 12 ans qu’ elle a découvert cette magnifique dimension qu’ est la confiance . 

conditioning climatisation | w_freq: 83 - 23 | wiki_freq: 14003 - 2385 | sentence_idx: 300922 | align_1: 5-4 | align_2: 6-8 |    “ 11 years without air conditioning was not fidelity … but the priesthood ! ||| “ 11 ans sans climatisation , ce n’ était pas de la fidélité … mais du sacerdoce ! 

react réagir | w_freq: 464 - 350 | wiki_freq: 12553 - 5040 | sentence_idx: 300939 | align_1: 11-14 | align_2: 12-19 |    As you know , Poland was probably the first country to react some months ago by deciding to offer food assistance to your country . ||| Comme vous le savez , la Pologne a probablement été le premier pays à réagir , il y a quelques mois , en faisant parvenir une aide alimentaire à la Bulgarie . 

Cargoroo Cargoroo | w_freq: 3 - 3 | wiki_freq: 0 - 0 | sentence_idx: 301021 | align_1: 1-0 | align_2: 2-5 |    Will Cargoroo expand to other countries too ? ||| Cargoroo va -t -il s' étendre à d' autres pays également ? 

perished devenues | w_freq: 34 - 335 | wiki_freq: 7783 - 7287 | sentence_idx: 301888 | align_1: 6-10 | align_2: 7-17 |    Such are they whose works have perished in the world and the Hereafter . ||| ( 22 ) Ce sont eux dont les œuvres sont devenues vaines , ici - bas comme dans l' au-delà . 

LORD Seigneur | w_freq: 154 - 2423 | wiki_freq: 627 - 10952 | sentence_idx: 302207 | align_1: 2-1 | align_2: 3-6 |    “ O LORD , open his eyes so he may see . ” ||| « Seigneur , demanda -t -il , ouvre leurs yeux pour qu’ ils voient maintenant . » 

confident confiants | w_freq: 605 - 134 | wiki_freq: 14393 - 299 | sentence_idx: 305102 | align_1: 3-3 | align_2: 4-8 |    We were very confident he was going to play for Jacksonville . ” ||| Nous étions très confiants sur le fait qu’ il allait jouer pour Jacksonville » 

warn lancent | w_freq: 196 - 50 | wiki_freq: 11267 - 9166 | sentence_idx: 305360 | align_1: 4-5 | align_2: 5-11 |    He and many others warn that Israel faces an existential crisis . ||| Lui et beaucoup d’ autres lancent des cris d’ alarme selon quoi Israël ferait face à une crise existentielle . 

warn cris | w_freq: 196 - 70 | wiki_freq: 11267 - 4404 | sentence_idx: 305360 | align_1: 4-7 | align_2: 5-11 |    He and many others warn that Israel faces an existential crisis . ||| Lui et beaucoup d’ autres lancent des cris d’ alarme selon quoi Israël ferait face à une crise existentielle . 

anybody Quelqu' | w_freq: 403 - 248 | wiki_freq: 8278 - 426 | sentence_idx: 306246 | align_1: 1-0 | align_2: 2-6 |    Does anybody relate to that , or is that only a couple of you from last week ? ( laughter ) ||| Quelqu' un a -t -il un rapport avec cela , ou sont -ce seulement quelques-uns de la semaine dernière ? ( rire ) 

Lemire Lemire | w_freq: 9 - 9 | wiki_freq: 730 - 408 | sentence_idx: 306303 | align_1: 1-1 | align_2: 2-5 |    Vincent Lemire is impressed by the political maturity of Palestinian civil society .... ||| Vincent Lemire , lui , est impressionné par la maturité politique de la société civile palestinienne … . 

Anyway Quoi | w_freq: 214 - 547 | wiki_freq: 1705 - 4268 | sentence_idx: 307095 | align_1: 0-0 | align_2: 1-5 |    Anyway , I categorically deny the presence of any Iranian soldier , either during this operation or any other . ||| Quoi qu’ il en soit , je démens catégoriquement la présence du moindre soldat iranien , que ce soit durant cette opération ou n’ importe quelle autre . 

Agatha Agatha | w_freq: 3 - 3 | wiki_freq: 6533 - 2194 | sentence_idx: 307244 | align_1: 5-6 | align_2: 6-11 |    To be near you , Agatha is also a community . ||| Pour être près de vous , Agatha se doit aussi d’ être une communauté . 

Shazam Shazam | w_freq: 8 - 8 | wiki_freq: 2097 - 235 | sentence_idx: 307714 | align_1: 0-0 | align_2: 1-4 |    Shazam began as a crazy idea between friends in 1999 . ||| Shazam était à l’ origine une idée folle entre amis en 1999 . 

Anyway Quoi | w_freq: 214 - 547 | wiki_freq: 1705 - 4268 | sentence_idx: 311492 | align_1: 0-0 | align_2: 1-5 |    Anyway , they still hold a good record of 12W/7L in the West , much better than most would expect . ||| Quoi qu’ il en soit , ils détiennent toujours un bon record de 12W / 7L dans l’ Ouest , bien meilleur que ce à quoi la plupart des gens s’ attendaient . 

abort procéderont | w_freq: 12 - 2 | wiki_freq: 2544 - 39 | sentence_idx: 311585 | align_1: 7-8 | align_2: 8-12 |    Thus , before 25 , women will abort because they wish to finish their studies or because they are single . ||| Ainsi , avant 25 ans , les femmes procéderont à l’ avortement parce qu’ elles souhaitent finir leurs études ou parce qu’ elles sont célibataires . 

Expect Attendez | w_freq: 72 - 136 | wiki_freq: 746 - 47 | sentence_idx: 311612 | align_1: 0-0 | align_2: 1-5 |    Expect the EU to trust in technological solutions before they have been discovered . ||| Attendez -vous à ce que l' UE fasse confiance aux solutions technologiques avant qu' elles ne soient découvertes . 

Prophet prophète | w_freq: 229 - 420 | wiki_freq: 9638 - 5125 | sentence_idx: 311797 | align_1: 7-8 | align_2: 8-12 |    And what do you know of the Prophet ? ||| Et toi que veux tu savoir sur le prophète ( saaws ) ? 

headaches maux | w_freq: 27 - 104 | wiki_freq: 4013 - 3941 | sentence_idx: 312602 | align_1: 6-7 | align_2: 7-15 |    " He needs them for his headaches , " I told myself over days and months and years . ||| «   Il en a besoin pour ses maux de tête   »   ; c’ est ce que je me suis dit pendant des jours , des mois et des années . 

lads gars | w_freq: 3 - 1161 | wiki_freq: 1232 - 1407 | sentence_idx: 313727 | align_1: 5-7 | align_2: 6-13 |    We do not want our lads investigated for taking a photo with Tommy Robinson . ||| « Nous ne voulons pas que nos gars fassent l’ objet d’ une enquête pour avoir pris une photo avec Tommy Robinson . 

videoconference vidéoconférence | w_freq: 6 - 24 | wiki_freq: 194 - 163 | sentence_idx: 314110 | align_1: 1-1 | align_2: 2-5 |    A videoconference for public health professionals also occured in November 2006 . ||| Une vidéoconférence à l’ intention des professionnels de la santé publique a également eu lieu en novembre 2006 . 

-Is -Est | w_freq: 3 - 6 | wiki_freq: 2 - 17 | sentence_idx: 316108 | align_1: 0-0 | align_2: 1-4 |    -Is Armenia perceived positively as a tourism destination for Polish citizens ? ||| -Est -ce que l’ Arménie est perçue positivement comme une destination touristique pour les citoyens polonais ? 

entrepreneurs entrepreneurs | w_freq: 472 - 539 | wiki_freq: 13029 - 5458 | sentence_idx: 316474 | align_1: 2-1 | align_2: 3-7 |    Two EPFL entrepreneurs asked me what I thought of the Everpix story . ||| Deux entrepreneurs de l’ EPFL m’ ont demandé ce que je pensais de l’ histoire d’ Everpix . 

YOUR VOTRE | w_freq: 69 - 38 | wiki_freq: 279 - 6 | sentence_idx: 317001 | align_1: 1-1 | align_2: 2-6 |    Remove YOUR copyright strike against me and I will do the same . ||| Supprimez VOTRE frappe de droit d’ auteur contre moi et je ferai de même . 

164:---What 164:---Qu’ | w_freq: 1 - 1 | wiki_freq: 0 - 0 | sentence_idx: 317019 | align_1: 3-3 | align_2: 4-7 |    Question No . 164:---What makes one eligible for matriculation at the Davidic-Levitical Institute ? ||| Question n ° 164:---Qu’ est -ce qui rend quelqu’ un admissible à l’ immatriculation à l’ Institut Davidic - Lévitique ? 

Anyway Quoi | w_freq: 214 - 547 | wiki_freq: 1705 - 4268 | sentence_idx: 317055 | align_1: 0-0 | align_2: 1-6 |    Anyway at first sight , the number of versions of Harpoon is confusing , What should someone start out with ( as of April 2012 ) ? ||| Quoi qu' il en soit , à première vue , le nombre de versions de harpon est source de confusion , Qu' est -ce quelqu' un devrait -il commencer avec ( à partir de Avril 2012 ) ? 

democracies démocraties | w_freq: 167 - 174 | wiki_freq: 3128 - 1200 | sentence_idx: 317251 | align_1: 5-4 | align_2: 6-10 |    She knew that these emerging democracies would awaken and transform a sleeping giant . ||| Elle savait que ces démocraties en voie d’ émergence se réveilleraient et transformeraient ce géant endormi . 

Matters Matters | w_freq: 37 - 17 | wiki_freq: 7957 - 370 | sentence_idx: 317526 | align_1: 10-12 | align_2: 11-26 |    2 Google , “ Women Who Choose Computer Science—What Really Matters , ” 2014 ||| 2 Google , " Women who Choose Computer Science — What Really Matters " ( Facteurs déterminants qui incitent les femmes à choisir l' informatique ) , 2014 

behave comportera | w_freq: 276 - 33 | wiki_freq: 8294 - 588 | sentence_idx: 319841 | align_1: 7-7 | align_2: 8-12 |    But will the head of the AKP behave rationally ? ||| Mais le leader de l’ AKP se comportera -t -il de façon rationnelle ? 

Maybe Peut | w_freq: 1233 - 2696 | wiki_freq: 6736 - 3705 | sentence_idx: 320352 | align_1: 0-0 | align_2: 1-4 |    Maybe you need to relook at some negative thoughts and feelings towards God ’s Word which shape your story until today . ||| Peut - être avez -vous besoin de reconsidérer certaines pensées et sentiments négatifs envers la Parole de Dieu , qui ont façonné votre histoire jusqu’ à aujourd’hui . 

salutations salut | w_freq: 7 - 408 | wiki_freq: 324 - 8640 | sentence_idx: 320469 | align_1: 4-9 | align_2: 5-15 |    and unconsciously answering the salutations bestowed upon him by two or ||| Sa parole ( sur lui la paix et le salut ) : « Celui qui accomplit les deux fraîcheurs . » 

Hamlet Hamlet | w_freq: 21 - 22 | wiki_freq: 11521 - 1789 | sentence_idx: 320826 | align_1: 1-2 | align_2: 2-6 |    Doubtless Hamlet was sent to England in order that he might develop further these higher motives for peace and pardon . ||| Sans doute Hamlet a -t -il été envoyé en Angleterre pour qu’ il puisse développer ces motifs supérieurs en faveur de la paix et du pardon . 

