Internas Internas | w_freq: 1 - 1 | wiki_freq: 90 - 5 | sentence_idx: 224 | align_1: 13-14 | align_2: 14-19 | ner_entity: the Servicio de Rentas Internas-Servicio de Rentas Internas |    Secondly , we have greatly improved controls , and the Servicio de Rentas Internas has also improved a lot in terms of human resources . ||| Deuxièmement , nous avons beaucoup amélioré les contrôles , et le Servicio de Rentas Internas ( SRI ) s’ est aussi beaucoup amélioré en termes de ressources humaines .

EGF FEM | w_freq: 21 - 27 | wiki_freq: 539 - 115 | sentence_idx: 326947 | align_1: 21-22 | align_2: 22-26 | ner_entity: EGF-FEM |    During the current Multiannual Financial Framework , new programmes have been launched , or reformed and strengthened , including the renewed EGF . ||| Dans le cadre financier pluriannuel ( CFP ) , de nouveaux programmes ont été lancés ou réformés et renforcés , notamment le FEM , récemment actualisé .

Allah Allah | w_freq: 659 - 741 | wiki_freq: 12189 - 3093 | sentence_idx: 328010 | align_1: 4-3 | align_2: 5-9 | ner_entity: none-Allah |    How many prophets did Allah send to mankind ? ||| Combien de prophètes Allah a - t - Il envoyé à l’ humanité ?

Palestinians Palestiniens | w_freq: 1270 - 1309 | wiki_freq: 12372 - 2644 | sentence_idx: 328948 | align_1: 22-24 | align_2: 23-28 | ner_entity: Palestinians-Palestiniens |    An alternative innovative medium such as digital voting is also a potential option ; this approach should be coupled with assistance to Palestinians without access to virtual platforms from grassroots civil society organizations . ||| Un moyen innovant alternatif tel un vote numérique est aussi une option possible ; cette approche devrait être couplée avec une assistance apportée aux Palestiniens qui n’ ont pas accès aux plateformes virtuelles des organisations de base de la société civile .

1031 1031 | w_freq: 4 - 5 | wiki_freq: 965 - 672 | sentence_idx: 331570 | align_1: 15-21 | align_2: 16-25 | ner_entity: Section 1031-none |    As Levin said last week , it was the White House itself that demanded Section 1031 apply to American citizens . ||| Comme l’ a dit Levin la semaine dernière , ce fut la maison blanche elle-même qui a demandé que la section 1031 du projet s’ applique aux citoyens américains .

Dillian Dillian | w_freq: 3 - 3 | wiki_freq: 143 - 15 | sentence_idx: 332482 | align_1: 1-1 | align_2: 2-5 | ner_entity: Dillian-Dillian |    If Dillian wants to fight here he is also more than welcome . ” ||| Si Dillian ( Whyte ) veut se battre ici , il est également plus que bienvenu . "

CBI CBI | w_freq: 7 - 6 | wiki_freq: 4571 - 374 | sentence_idx: 333688 | align_1: 23-27 | align_2: 24-32 | ner_entity: none-CBI |    If you are based in an emerging market or developing country , the Centre for the Promotion of Imports from developing countries ( CBI ) can help you to export your products to the European market . ||| Si vous êtes établi dans un marché émergent ou un pays en développement , le Centre de promotion des importations en provenance des pays en développement ( CBI ) ( en anglais ) peut vous aider à exporter vos produits vers le marché européen .

Kabam Kabam | w_freq: 2 - 2 | wiki_freq: 108 - 5 | sentence_idx: 336134 | align_1: 0-0 | align_2: 1-4 | ner_entity: Kabam-Kabam |    Kabam has also done some things differently . ||| Kabam , cependant , a également fait certaines choses différemment .

E-140 E-140 | w_freq: 5 - 5 | wiki_freq: 0 - 0 | sentence_idx: 338860 | align_1: 0-0 | align_2: 1-4 | ner_entity: none-E-140 |    E-140 How could I deny the mother that give me birth ? ||| E-140 ( 118 ) Comment est -ce que je pourrais renier la mère qui m' a donné naissance ?

Actions Actions | w_freq: 74 - 39 | wiki_freq: 3134 - 2328 | sentence_idx: 341897 | align_1: 16-19 | align_2: 17-25 | ner_entity: none-Actions de Tiers |    Services such as food delivery and transportation will also be easier with the addition of third-party Actions available in the near future . ||| Des services tels que la livraison de nourriture et le transport seront également plus faciles avec la participation des Actions de Tiers , qui seront disponibles dans un proche avenir .

Doom Doom | w_freq: 11 - 10 | wiki_freq: 11984 - 1544 | sentence_idx: 345243 | align_1: 8-10 | align_2: 9-17 | ner_entity: Victor Von Doom-Victor Von Doom |    He ’s Victor Domashev , not Victor Von Doom in our story . ||| " Il est Victor Domashev , et non Victor Von Doom [ son nom en VO ] dans notre histoire .

SPD SPD | w_freq: 50 - 52 | wiki_freq: 11386 - 5463 | sentence_idx: 346824 | align_1: 6-4 | align_2: 7-9 | ner_entity: SPD-SPD |    The largest regional federation of the SPD has already voted for exit . ||| La fédération régionale du SPD la plus importante s’ est déjà prononcée pour la sortie .

Pirelli Pirelli | w_freq: 18 - 18 | wiki_freq: 2514 - 1129 | sentence_idx: 348127 | align_1: 9-10 | align_2: 10-14 | ner_entity: Pirelli-Pirelli |    After that , we had an internal meeting in Pirelli where we evaluated everything and then we prepared a report for the FIA explaining why we were requesting this change . ” ||| Après cela , nous avons fait une réunion interne chez Pirelli , lors de laquelle nous avons tout évalué , puis nous avons préparé un rapport pour la FIA afin d' expliquer pourquoi nous demandions ce changement . »

33:9 verset | w_freq: 2 - 207 | wiki_freq: 9 - 3476 | sentence_idx: 349362 | align_1: 1-3 | align_2: 2-8 | ner_entity: Psalm 33:9-none |    Psalm 33:9 says , ‘ For He spoke , and it was done ; He commanded , and it stood fast ’ . ||| Au Psaume 33 verset 9 , il est dit : " Car il a parlé et la chose a été , il a commandé et elle s' est tenue là " .

Assisi Assise | w_freq: 25 - 27 | wiki_freq: 4180 - 2979 | sentence_idx: 350011 | align_1: 28-26 | align_2: 29-31 | ner_entity: Assisi-Assise |    As we gather here today , people from many nations representing many of the religions of the world , how can we fail to recall the meeting in Assisi thirteen years ago for the World Day of Prayer for Peace ? ||| Tandis que nous nous réunissons ici aujourd'hui , peuples de nombreuses nations représentant de nombreuses religions du monde , comment ne pas rappeler la rencontre à Assise , il y a treize ans , pour la Journée mondiale de Prière pour la Paix ?

VPNs VPN | w_freq: 28 - 184 | wiki_freq: 270 - 419 | sentence_idx: 350032 | align_1: 1-1 | align_2: 2-5 | ner_entity: none-VPN |    The VPNs listed here are all great examples of serious services that do not compromise your security . ||| Les VPN que j’ ai énumérés ici sont tous de grands exemples de services sérieux qui ne compromettent pas votre sécurité .

Passover Pâque | w_freq: 19 - 24 | wiki_freq: 3664 - 586 | sentence_idx: 350350 | align_1: 8-7 | align_2: 9-11 | ner_entity: Passover-Pâque |    " Let the children of Israel keep the Passover at the appointed time . ||| Que les enfants d’ Israël célèbrent la Pâque [ pecach ] au temps fixé .

War-Game Game | w_freq: 1 - 145 | wiki_freq: 2 - 13023 | sentence_idx: 350682 | align_1: 2-4 | align_2: 3-8 | ner_entity: none-Game |    Let 's War-Game What a Real Russia / China / US Escalation Might Look Like ||| Let’ s War - Game Qu’ est -ce qu’ une véritable escalade Russie / Chine / États-Unis pourrait ressembler

Avrocar Avrocar | w_freq: 2 - 2 | wiki_freq: 80 - 11 | sentence_idx: 353038 | align_1: 1-1 | align_2: 2-5 | ner_entity: Avrocar-Avrocar |    The Avrocar never got more than three feet off the ground , suffered all kinds of instability problems and such . ||| L’ Avrocar ne s’ est jamais élevé à plus de trois pieds du sol , a connu toutes sortes de problèmes d’ instabilité et ainsi de suite .

Pompeo Pompeo | w_freq: 48 - 46 | wiki_freq: 2669 - 707 | sentence_idx: 354687 | align_1: 2-0 | align_2: 3-6 | ner_entity: Pompeo-Pompeo |    Nor did Pompeo mention the fact that humanity has wiped out 60 % of animal life since the 1970 ’s or offer any sort of solution . ||| Pompeo n’ a pas non plus mentionné le fait que l’ humanité avait éradiqué 60 % de la vie animale depuis les années 1970 ou proposé une quelconque solution à ce problème .

Joliette Joliette | w_freq: 8 - 8 | wiki_freq: 588 - 1176 | sentence_idx: 358573 | align_1: 11-10 | align_2: 12-14 | ner_entity: Joliette-Joliette |    We are presently debating an amendment proposed by the member for Joliette that the bill not be read a second time . ||| Nous débattons présentement un amendement proposé par le député de Joliette , qui veut que le projet de loi ne soit pas lu une deuxième fois .

Creator Créateur | w_freq: 774 - 748 | wiki_freq: 5423 - 1257 | sentence_idx: 359446 | align_1: 13-13 | align_2: 14-18 | ner_entity: none-Grand Créateur |    The legend says that Turkmen have originated from the light of the Great Creator therefore their faces should be opened to the Sun . ||| La légende raconte que les Turkmènes sont issues de la lumière du Grand Créateur , et que par conséquent , leur visage doit être ouvert au soleil .

Minotaur Minotaure | w_freq: 6 - 6 | wiki_freq: 1713 - 536 | sentence_idx: 359537 | align_1: 2-2 | align_2: 3-6 | ner_entity: Minotaur-Minotaure |    ' The Minotaur scarcely defended itself . ' ||| « Le Minotaure s’ est à peine défendu … »

15:28 15:28 | w_freq: 3 - 2 | wiki_freq: 53 - 3 | sentence_idx: 359729 | align_1: 1-1 | align_2: 2-6 | ner_entity: 15:28-none |    Mark 15:28 – The Scripture was fulfilled , which says , “ He was numbered with transgressors . ” ||| MARC 15:28 ( OST ) : “ Ainsi cette parole de l' Écriture fut accomplie : Il a été mis au rang des malfaiteurs . ”

Pharaoh Pharaon | w_freq: 95 - 77 | wiki_freq: 5590 - 1555 | sentence_idx: 359981 | align_1: 2-3 | align_2: 3-7 | ner_entity: Pharaoh-Pharaon |    Jacob blessed Pharaoh , and went out from the presence ||| Jacob bénit encore Pharaon [ Par`oh ] , et se retira de devant Pharaon [ Par`oh].

Decision Décision | w_freq: 278 - 68 | wiki_freq: 8080 - 765 | sentence_idx: 361095 | align_1: 4-6 | align_2: 5-11 | ner_entity: Decision-la Décision |    Or was the entire Decision adopted only by qualified majority ? ||| Ou bien la totalité de la Décision a -t -elle été adoptée à la seule majorité qualifiée ?

Schroeder Schroeder | w_freq: 8 - 8 | wiki_freq: 4526 - 663 | sentence_idx: 366669 | align_1: 12-15 | align_2: 13-19 | ner_entity: Patricia Schroeder-Patricia Schroeder |    When she prepared to testify before Congress in 1996 , then-Congresswoman Patricia Schroeder objected . ||| Lorsqu’ elle était prête à témoigner devant le congrès en 1996 , la députée Patricia Schroeder s’ y est opposée .

Corrie Corrie | w_freq: 11 - 11 | wiki_freq: 1668 - 137 | sentence_idx: 367659 | align_1: 16-20 | align_2: 17-24 | ner_entity: Corrie-Corrie |    But if you believe that , it is n’t much of a stretch to think as Corrie did , that the Jews of Israel deserve to die , too . ||| Mais si vous croyez cela , il n’ y a pas un long chemin à faire pour penser , comme Corrie apparemment l’ a fait , que les Juifs d’ Israël méritent de mourir , aussi .

COME PAS | w_freq: 5 - 228 | wiki_freq: 99 - 485 | sentence_idx: 368876 | align_1: 25-28 | align_2: 26-34 | ner_entity: none-NE VENEZ PAS |    You ’d have to , to run an ‘ anti-racism ’ event which states that ‘ if you ’re a man and/or white PLEASE DON’T COME . ||| Il faut en avoir , pour organiser un « événement anti-raciste » qui précise que « si vous êtes un homme et / ou blanc , NE VENEZ PAS s’ il vous plaît » .

Warranty garantie | w_freq: 8 - 843 | wiki_freq: 230 - 7678 | sentence_idx: 377275 | align_1: 8-7 | align_2: 9-12 | ner_entity: a Lifetime Support Warranty-Une garantie d’ assistance à vie |    This is what we call a Lifetime Support Warranty or , in other words , a Bona Lifetime Support . ||| C’ est ce que nous appelons Une garantie d’ assistance à vie ou , en d’ autres termes , Bona Lifetime Support .

Maybe Peut | w_freq: 952 - 2054 | wiki_freq: 6736 - 3705 | sentence_idx: 378553 | align_1: 2-2 | align_2: 3-7 | ner_entity: none-Nick : Peut |    Nick : Maybe things would have been clearer by the time this podcast goes out . ||| Nick : Peut - être que les choses auraient été plus claires au moment de la sortie de ce podcast .

65/309 65/309 | w_freq: 1 - 1 | wiki_freq: 7 - 0 | sentence_idx: 379695 | align_1: 6-4 | align_2: 7-9 | ner_entity: 65/309-none |    Thus , the United Nations resolution 65/309 recognizes happiness as a fundamental human goal and a holistic development objective . ||| Ainsi , la résolution 65/309 des Nations - Unies reconnait le bonheur comme un but humain fondamental ainsi qu’ un objectif de développement holistique .

MasterChef MasterChef | w_freq: 2 - 2 | wiki_freq: 1960 - 163 | sentence_idx: 383593 | align_1: 3-3 | align_2: 4-10 | ner_entity: MasterChef-MasterChef |    It was like MasterChef in my kitchen last night , a really stressful atmosphere . . . ||| C' était comme MasterChef ( émission de la BBC ) dans ma cuisine la nuit dernière , une atmosphère vraiment stressante ... »

Ivorian ivoirienne | w_freq: 45 - 18 | wiki_freq: 3414 - 2092 | sentence_idx: 384554 | align_1: 11-11 | align_2: 12-16 | ner_entity: the Ivorian Human Rights League-Ligue ivoirienne des droits de l’ homme |    And this , according to local NGOs , such as the Ivorian Human Rights League , has created such a climate of fear and impunity such that proper national reconciliation is likely to prove very difficult . ||| Et cela , selon des ONG locales , comme la Ligue ivoirienne des droits de l’ homme , a créé un tel climat de crainte et d’ impunité , de sorte qu’ une réconciliation nationale appropriée est susceptible de s’ avérer très difficile .

IS EST | w_freq: 157 - 83 | wiki_freq: 6633 - 721 | sentence_idx: 387764 | align_1: 19-21 | align_2: 20-26 | ner_entity: none-CAR C’ EST |    Believe me , my friends , this EVIL CONTROL SYSTEM must first be removed from Ireland , AS THIS IS WHERE IT GETS ITS ENERGY AND POWER . ||| Croyez -moi mes amis , ce SYTEME DE CONTROLE DEMONIAQUE doit d’ abord être supprimé de l’ Irlande , CAR C’ EST DE LA - BAS QU’ IL TIRE SON ENERGIE ET SON POUVOIR .

Kingsway Kingsway | w_freq: 3 - 3 | wiki_freq: 2010 - 174 | sentence_idx: 388564 | align_1: 12-16 | align_2: 13-21 | ner_entity: Kingsway-Kingsway |    God Meant it for Good by R T Kendall was published by Kingsway 30 years ago , and is an absolute classic that could transform lives , communities and nations . ||| Dieu le voulait pour de bon , par R. T. Kendall , a été publié par Kingsway , il y a 30 ans , et est un classique absolu qui pourrait transformer des vies , des communautés et des nations .

165 165 | w_freq: 33 - 43 | wiki_freq: 11699 - 2641 | sentence_idx: 390714 | align_1: 7-8 | align_2: 8-13 | ner_entity: 165-none |    We are pleased to bring you PROJECTS 165 : Youth—heirs of the past , pioneers of the future . ||| Nous sommes heureux de vous adresser l' édition 165 de " Projets " : Les jeunes : héritiers du passé , pionniers de l’ avenir .

Leos Lions | w_freq: 6 - 47 | wiki_freq: 297 - 6982 | sentence_idx: 393614 | align_1: 0-0 | align_2: 1-6 | ner_entity: Leos-Lions |    Leos are usually well known for being loving and loyal partners , provided that they make all the important decisions in the relationship . ||| Lions , en règle générale , sont bien connus pour être un partenaire aimant et fidèle , à condition qu’ ils prennent toutes les décisions importantes dans la relation .

Sedrine Sedrine | w_freq: 2 - 2 | wiki_freq: 0 - 10 | sentence_idx: 393786 | align_1: 1-1 | align_2: 2-5 | ner_entity: Ben Sedrine-Ben Sedrine |    Ben Sedrine also indicated that the Commission will publish at the end of its work a detailed report of its activities . ||| Ben Sedrine a , en outre , indiqué que l’ instance publiera à la fin de ses travaux un rapport détaillé de ses activité .

V.9.c V.9.c | w_freq: 1 - 1 | wiki_freq: 0 - 0 | sentence_idx: 394084 | align_1: 18-23 | align_2: 19-27 | ner_entity: none-V.9.c |    As part of these marketing operations , we also personalise web shop content , as discussed in point V.9.c above . ||| Dans le cadre de ces activités de marketing nous personnalisons aussi le contenu du Magasin en ligne , ainsi que décrit au point V.9.c . ci - dessus .

Argentines Argentins | w_freq: 22 - 33 | wiki_freq: 1527 - 1291 | sentence_idx: 395071 | align_1: 11-15 | align_2: 12-20 | ner_entity: Polish Argentines-Argentins |    Did you know ? … Juan Foyth ’s family are Polish Argentines meaning they are Argentine citizens of partial Polish ancestry . ||| Le saviez -vous ? … Les membres de la famille de Juan Foyth sont des Argentins polonais , ce qui signifie qu' ils sont citoyens argentins de parti Polonais ascendance .

Michał Michał | w_freq: 4 - 4 | wiki_freq: 3520 - 1309 | sentence_idx: 395480 | align_1: 0-0 | align_2: 1-4 | ner_entity: Michał-Michał |    Michał called it “ his personal K2 ” . ||| Michał l’ a même appelé “ son K2 personnel “ .

Firefighters pompiers | w_freq: 8 - 93 | wiki_freq: 1798 - 8510 | sentence_idx: 398715 | align_1: 19-23 | align_2: 20-28 | ner_entity: the International Association of Firefighters-Association internationale des pompiers |    While supporters and ' pushers ' of 5 G claim that it is safe , the International Association of Firefighters disagrees . ||| Bien que les partisans et les ” partisans ” de la 5 G prétendent qu’ elle est sûre , l’ Association internationale des pompiers n’ est pas d’ accord .

Swann Swann | w_freq: 13 - 13 | wiki_freq: 5039 - 1280 | sentence_idx: 399527 | align_1: 2-3 | align_2: 3-7 | ner_entity: Swann-Swann |    " Possibly Swann felt that there would be too much resistance to ||| Peut - être Swann a -t -il senti qu’ il y aurait trop de résistances à

Palestinians Palestinien | w_freq: 1270 - 103 | wiki_freq: 12372 - 270 | sentence_idx: 400994 | align_1: 13-12 | align_2: 14-17 | ner_entity: Palestinians-Palestinien |    Since 2012 , the Foundation has been carrying out various projects to allow Palestinians , mainly schoolchildren , to have access to drinking water . ||| Depuis 2012 , la Fondation mène divers projets pour permettre à des Palestinien - ne - s , essentiellement des écoliers , d’ avoir un accès à l’ eau potable .

Remiro Remiro | w_freq: 1 - 1 | wiki_freq: 95 - 20 | sentence_idx: 405162 | align_1: 1-1 | align_2: 2-5 | ner_entity: Joseph Remiro-Joseph Remiro |    Joseph Remiro ( Bo ) , arrested with Russell Little . ||| Joseph Remiro ( en ) ( « Bo » ) , arrêté avec Russell Little .

Sermon Sermon | w_freq: 25 - 22 | wiki_freq: 2174 - 444 | sentence_idx: 407638 | align_1: 12-16 | align_2: 13-21 | ner_entity: “ Sermon on the Mount ”-Sermon |    The only sermon He gave to His disciples , known as “ Sermon on the Mount ” was given on May 17 . ||| Le seul sermon qu' il fit à ses disciples , connu sous le nom de " Sermon ( au Mont ) sur la Montagne " fut fait le 17 mai .

Isa [= | w_freq: 21 - 4 | wiki_freq: 7449 - 107 | sentence_idx: 409094 | align_1: 11-22 | align_2: 12-31 | ner_entity: Isa-none |    new earth : and the former shall not be remembered , Isa . ||| une terre nouvelle , et on ne se souviendra plus des premières [ choses ] et elles ne monteront plus au cœur [= à la pensée , à l' intelligence ] ...

Bennet Bennett | w_freq: 14 - 39 | wiki_freq: 4594 - 5444 | sentence_idx: 410161 | align_1: 0-0 | align_2: 1-4 | ner_entity: Bennet-Bennett |    Bennet did not do very well in the 2016 elections , but in the new government formed by Netanyahu , he gained an even bigger role than before . ||| Bennett ne s’ en est pas très bien sorti lors des élections de 2016 , mais dans le nouveau gouvernement formé par Netanyahou , il a gagné un rôle encore plus important qu’ avant .

Urantians Urantiens | w_freq: 1 - 1 | wiki_freq: 0 - 0 | sentence_idx: 412230 | align_1: 0-1 | align_2: 1-6 | ner_entity: none-Urantiens |    Urantians generally recognize only one kind of death , the physical cessation of life energies ; but concerning personality survival there are really three kinds : ||| Les Urantiens ne reconnaissent , en général , qu’ une seule sorte de mort , la cessation physique des énergies vitales ; mais , en ce qui concerne la survie de la personnalité , il y a en réalité trois espèces de morts :

11:22 11:22 | w_freq: 4 - 1 | wiki_freq: 84 - 4 | sentence_idx: 412403 | align_1: 0-1 | align_2: 1-7 | ner_entity: 11:22-none |    11:22 Without doubt , they will be , in the Hereafter , the greatest losers . ||| [ 11:22 ] Il n' y a aucun doute que , dans l' Au - delà , ils seront les pires perdants .

scripture Écriture | w_freq: 69 - 120 | wiki_freq: 5950 - 3699 | sentence_idx: 412430 | align_1: 15-13 | align_2: 16-21 | ner_entity: none-l' Écriture |    Lk 4:21 - 30 Then he began to say to them , “ Today this scripture has been fulfilled in your hearing . ” ||| 4:21 Alors il commença à leur dire : Aujourd'hui cette parole de l' Écriture , que vous venez d' entendre , est accomplie .

Witness Témoin | w_freq: 61 - 16 | wiki_freq: 7150 - 1164 | sentence_idx: 412800 | align_1: 11-13 | align_2: 12-18 | ner_entity: Witness of the Defendant-Témoin de la défense |    Now , we will call the defense Witness , the defense Witness of the Defendant ; that 's God . ||| A présent , nous allons appeler le Témoin de la défense , le Témoin de la défense , du Défendeur , qui est Dieu .

satan Satan | w_freq: 37 - 571 | wiki_freq: 155 - 2855 | sentence_idx: 414837 | align_1: 9-6 | align_2: 10-11 | ner_entity: none-Satan |    I can choose to listen to the lies of satan , or listen to God ’s promises . ||| Je maintenant tiens la puissance de Satan , entends mes mots , et obéis ma volonté .

Beings Êtres | w_freq: 66 - 67 | wiki_freq: 777 - 101 | sentence_idx: 415182 | align_1: 3-3 | align_2: 4-8 | ner_entity: none-Êtres de Lumière |    You the Light Beings are the key to the future of Earth , and through your efforts it can move safely with the minimum of danger to Humanity . ||| Vous , les Êtres de Lumière , vous êtes la clé de l' avenir de la Terre , et grâce à vos efforts elle peut se déplacer en toute sécurité avec un minimum de danger pour l' Humanité .

E-10 E-10 | w_freq: 17 - 20 | wiki_freq: 74 - 25 | sentence_idx: 417990 | align_1: 0-0 | align_2: 1-4 | ner_entity: none-E-10 |    E-10 But he , like many of the young people today , had other things on his mind . ||| E-10 ( 23 ) Mais lui , comme beaucoup de jeunes gens d' aujourd'hui , il avait d' autres choses à l' esprit .

Podemos Podemos | w_freq: 57 - 60 | wiki_freq: 1473 - 1047 | sentence_idx: 418648 | align_1: 0-0 | align_2: 1-5 | ner_entity: none-Podemos |    Podemos subsequently collapsed in the polls to around 10 percent , and responded by intensifying its right-wing appeals to the military and the Church . ||| Podemos s’ est par la suite effondré dans les sondages , descendant à 10 pour cent environ , et a réagi en intensifiant ses appels droitiers à l’ armée et à l’ Église .

Remove Débarrasse | w_freq: 59 - 2 | wiki_freq: 534 - 3 | sentence_idx: 418980 | align_1: 10-9 | align_2: 11-14 | ner_entity: none-Débarrasse |    All my prayers will only receive this one reply : Remove iniquity from your life ! ||| Toutes mes prières obtiendront cette seule même réponse : Débarrasse - toi de l’ iniquité dans ta vie !

Greys Gris | w_freq: 19 - 29 | wiki_freq: 1646 - 1850 | sentence_idx: 419804 | align_1: 2-4 | align_2: 3-8 | ner_entity: Greys-Gris |    Perhaps the Greys felt justified in repeatedly violating our government 's secret ' treaties ' with them because ' we ' had done the exact same thing to the native Americans ? ||| Peut - être les Gris se sont -ils sentis justifiés de violer à plusieurs reprises les » traités » secrets de notre gouvernement avec eux parce que » nous » avions fait exactement la même chose aux Amérindiens ?

BREF BREF | w_freq: 1 - 4 | wiki_freq: 11 - 9 | sentence_idx: 420407 | align_1: 10-8 | align_2: 11-15 | ner_entity: BREF-BREF |    In order to focus and accelerate the review of the BREF , the comments submitted on the first draft ( or on a first and second draft , see Section 1.2.4 ) will be divided into two groups : ||| Afin de se concentrer sur la révision du BREF et d’ en accélérer le déroulement , les observations fournies concernant le premier projet ( ou le premier et le deuxième projet , voir la section 1.2.4 ) seront divisées en deux groupes :

Capricorn capricorne | w_freq: 70 - 4 | wiki_freq: 2394 - 123 | sentence_idx: 422842 | align_1: 5-4 | align_2: 6-9 | ner_entity: Capricorn-none |    Why was the sign of Capricorn considered so important in establishing his right to rule ? ||| Pourquoi le signe du capricorne a -t -il été considéré si important dans l' établissement de son droit de gouverner ?

Atmosphere Atmosphere | w_freq: 10 - 3 | wiki_freq: 1861 - 162 | sentence_idx: 424466 | align_1: 4-4 | align_2: 5-12 | ner_entity: Solar Interior & Atmosphere-Solar Interior & Atmosphere |    [ Solar Interior & Atmosphere , J.-C. Pecker ] But students and the public through the media are unaware of this . ||| ( Solar Interior & Atmosphere [ Intérieur et atmosphère du Soleil ] , J. -C. Pecker ) Mais les étudiants et le grand public ne sont pas mis au courant de cela par les médias .

warming Réchauffement | w_freq: 319 - 5 | wiki_freq: 14976 - 134 | sentence_idx: 430621 | align_1: 2-1 | align_2: 3-8 | ner_entity: none-Réchauffement Climatique A |    Did global warming really stop in 1997 ? ||| Le Réchauffement Climatique A - T - Il Vraiment Cessé En 1997 ?

Profile Profile | w_freq: 43 - 8 | wiki_freq: 6244 - 188 | sentence_idx: 434051 | align_1: 14-15 | align_2: 15-21 | ner_entity: none-New Profile |    When I was exempted from the army , that was the moment when New Profile came into being [ New Profile is a group working for the demilitarization of Israeli society ] . ||| Quand j’ ai été exempté de l’ armée , c’ était le moment où New Profile ( Nouveau profil ) a été créé [ New Profile est un groupe qui œuvre à la démilitarisation de la société israélienne].

Friedensgebete Friedensgebete | w_freq: 1 - 1 | wiki_freq: 2 - 0 | sentence_idx: 434342 | align_1: 2-2 | align_2: 3-9 | ner_entity: Friedensgebete-Friedensgebete |    But the Friedensgebete continued to grow and , by the spring , the authorities saw the prayer meetings as a threat . ||| Mais la Friedensgebete ( prière pour la paix ) continua de croître et , au printemps , les autorités considéraient les réunions de prière comme une menace .

Jihad Jihad | w_freq: 59 - 37 | wiki_freq: 4490 - 825 | sentence_idx: 434503 | align_1: 14-16 | align_2: 15-22 | ner_entity: the Islamic Jihad-Jihad islamique |    S.C. – Why did you decide to participate in the elections while the Islamic Jihad abstained ? ||| S.C. - Pourquoi avez -vous pris le parti de participer à ces élections alors que le Jihad islamique , lui , sest abstenu ?

Cattell Cattell | w_freq: 3 - 4 | wiki_freq: 790 - 110 | sentence_idx: 435669 | align_1: 22-21 | align_2: 23-27 | ner_entity: Raymond Cattell-Raymond Cattell |    On the basis of these findings , who can deny that morality may soon become a science , as recommended by Raymond Cattell ? ||| Sur la base de ces découvertes , qui peut nier que la moralité ne devienne bientôt une science , comme Raymond Cattell l’ appelle de ses vœux ?

DELHI DELHI | w_freq: 2 - 3 | wiki_freq: 74 - 1 | sentence_idx: 438716 | align_1: 1-1 | align_2: 2-5 | ner_entity: none-NEW DELHI |    NEW DELHI – In a few days Lili will celebrate her first birthday with her two “ fathers ” in Australia . ||| NEW DELHI ( AFP ) - Lili fêtera dans quelques jours son premier anniversaire avec ses deux " pères " en Australie .

Youtube Youtube | w_freq: 41 - 54 | wiki_freq: 1298 - 1901 | sentence_idx: 442314 | align_1: 1-1 | align_2: 2-6 | ner_entity: Youtube-Youtube |    On Youtube sanctions are quite logical and one that sent a video taken elsewhere is not paid : ||| Sur Youtube en effet , les sanctions sont assez logiques et celui qui a envoyé une vidéo prise ailleurs n' est pas rémunéré :

Ascending Ascending | w_freq: 5 - 1 | wiki_freq: 715 - 29 | sentence_idx: 444421 | align_1: 29-32 | align_2: 30-37 | ner_entity: Worlds Ascending-Worlds Ascending |    For those of you who are supported by the use of catalytic sound ( like me ) , I suggest listening to the same five-minute audio file from Worlds Ascending that I chose for the First Phase of the Meditation . ||| Pour ceux d’ entre vous qui sont aidés par l’ emploi de sons catalytiques ( comme moi ) , je suggère d’ écouter le même fichier audio de cinq minutes du Worlds Ascending ( Mondes Ascendants ) que j’ ai choisi pour la Première Phase de la Méditation .

Indicators Indicators | w_freq: 22 - 1 | wiki_freq: 1221 - 18 | sentence_idx: 444561 | align_1: 12-15 | align_2: 13-23 | ner_entity: World Development Indicators-World Development Indicators |    The World Bank in turn directed Africa Check to its World Development Indicators , a public database of 217 economies – 189 member countries and 28 “ other ” economies . ||| À son tour , la Banque mondiale a redirigé Africa Check vers ses World Development Indicators ( indicateurs de développement du monde ) , une base de données publique de 217 économies – 189 pays membres et 28 « autres » économies .

E-60 E-60 | w_freq: 16 - 14 | wiki_freq: 3 - 3 | sentence_idx: 445808 | align_1: 0-0 | align_2: 1-6 | ner_entity: none-E-60 |    E-60 God was working out a plan then , and he had to work in it . ||| E-60 À ce moment -là , Dieu était en train d’ élaborer un plan , et il fallait qu’ il y participe .

Shipyards navals | w_freq: 3 - 17 | wiki_freq: 1993 - 5003 | sentence_idx: 445972 | align_1: 1-2 | align_2: 2-7 | ner_entity: Admiralty Shipyards-none |    Admiralty Shipyards said it was also in the process of constructing the third and fourth ( ninth and tenth overall ) submarines in the class . ||| Les chantiers navals de l’ Amirauté ont déclaré qu’ ils étaient également en train de construire les troisième et quatrième sous-marins ( neuvième et dixième au total ) de la classe .

Argument Argument | w_freq: 14 - 12 | wiki_freq: 1657 - 2053 | sentence_idx: 447371 | align_1: 14-14 | align_2: 15-20 | ner_entity: The Moral Argument-The Moral Argument |    [ 11 ] Cited in Linville , M. D. ( 2009 ) The Moral Argument . ||| [ 4 ] Cité dans Linville , M. D. ( 2009 ) The Moral Argument ( L’ argument moral ) .

