Directive directive | w_freq: 748 - 961 | wiki_freq: 8800 - 10212 | sentence_idx: 2541 | align_1: 17-21 | align_2: 18-28 | entity: Article 11 of the Copyright Directive - none |    Furthermore , we highlight the possibility of the EU legislation and notably Article 11 of the Copyright Directive to draw from the previous experience of the very similar national legislation in Germany , which failed to give satisfactory results . ||| En outre , nous soulignons le risque que la législation de l’ UE , et notamment l’ article 11 de la directive sur le droit d’ auteur , puisse s’ inspirer de l’ expérience antérieure de la législation nationale très similaire en Allemagne , qui n’ a pas donné des résultats satisfaisants . 

AFRICA AFRIQUE | w_freq: 13 - 11 | wiki_freq: 136 - 14 | sentence_idx: 282502 | align_1: 1-1 | align_2: 2-6 | entity: SOUTH AFRICA - AFRIQUE |    SOUTH AFRICA queried if there are other sources of data , where customs data is not available . ||| L’ AFRIQUE DU SUD s’ est demandée s’ il existe d’ autres sources de données , lorsque les données des douanes ne sont pas disponibles . 

Nowhere Nulle | w_freq: 43 - 38 | wiki_freq: 4568 - 541 | sentence_idx: 283521 | align_1: 0-0 | align_2: 1-4 | entity: none - Nulle |    Nowhere would a less productive mine or a less productive field be in use if more productive mines or fields lay unused elsewhere . ||| Nulle part on n’ exploiterait une mine ou un champ moins productifs si des mines ou des champs plus productifs restaient inexploités ailleurs . 

Mentalism Mentalism | w_freq: 1 - 1 | wiki_freq: 70 - 1 | sentence_idx: 286911 | align_1: 10-10 | align_2: 11-17 | entity: The Law of Mentalism - The Law of Mentalism |    In 1902 , A. Victor Segno publishes The Law of Mentalism which obtains a global success . ||| En 1902 , A. Victor Segno publie The Law of Mentalism ( La Loi du Mentalisme ) qui obtient un succès mondial . 

OIG OIG | w_freq: 3 - 3 | wiki_freq: 609 - 58 | sentence_idx: 287252 | align_1: 3-4 | align_2: 4-8 | entity: OIG - OIG |    Possibly , the OIG selected the exact bars in 1998 that were put in in 1996 . ||| Peut - être l' OIG a -t -il choisi les barres exactes de 1998 qui ont été mises en place en 1996 . 

Xili Xili | w_freq: 1 - 1 | wiki_freq: 67 - 5 | sentence_idx: 287827 | align_1: 0-0 | align_2: 1-4 | entity: Xili - Xili |    Xili wants the authorities to “ begin tackling their own corrupt structures , ” before even thinking about providing jobs or better education . ||| Xili , lui , demande aux autorités « de commencer à lutter contre leurs propres structures corrompues » , avant même de penser à donner du travail ou une meilleure éducation . 

E-112 E-112 | w_freq: 7 - 7 | wiki_freq: 5 - 3 | sentence_idx: 288498 | align_1: 0-0 | align_2: 1-4 | entity: none - E-112 |    E-112 Brother Tom Simpson is here tonight . ||| E-112 ( 55 ) Frère Tom Simpson est ici ce soir . 

Macdonald Macdonald | w_freq: 23 - 23 | wiki_freq: 12486 - 2294 | sentence_idx: 289750 | align_1: 5-6 | align_2: 6-12 | entity: Lady Macdonald - lady Macdonald |    A year later , Lady Macdonald more thoughtfully reflects on her husband ’s demanding career and its impact on her home . ||| Un an plus tard , lady Macdonald y va d’ une pensée plus réfléchie sur la carrière exigeante de son mari et l’ impact de celle-ci sur leur foyer . 

Confucius Confucius | w_freq: 26 - 26 | wiki_freq: 4267 - 1075 | sentence_idx: 290016 | align_1: 24-23 | align_2: 25-28 | entity: Confucius - Confucius |    Hence , as the problem is systemic , all sustainable solutions will imperatively require a return to the moral values proposed by Plato and Confucius twenty-five centuries ago . ||| Donc , comme le problème est systémique , toutes les solutions durables nécessitent un retour impératif aux valeurs morales proposées par Platon et Confucius , il y a vingt-cinq siècles . 

Moriah Moriyya | w_freq: 11 - 5 | wiki_freq: 946 - 3 | sentence_idx: 291614 | align_1: 6-5 | align_2: 7-10 | entity: Moriah - Moriyya |    “ Go to the land of Moriah … on one of the mountains that I shall show you . ” ||| Pars pour le pays de Moriyya et là , tu l’ offriras en holocauste sur celle des montagnes que je t’ indiquerai . » 

Voices Voix | w_freq: 56 - 98 | wiki_freq: 11447 - 7564 | sentence_idx: 291907 | align_1: 7-7 | align_2: 8-15 | entity: African Voices - Voix d’ Afrique |    But as our new online documentary African Voices shows , corruption also has a human face . ||| Comme notre nouveau documentaire en ligne « Voix d’ Afrique contre la corruption » le montre , la corruption a aussi un visage humain . 

Whites Blancs | w_freq: 37 - 170 | wiki_freq: 6161 - 7651 | sentence_idx: 293166 | align_1: 2-2 | align_2: 3-7 | entity: none - les Blancs |    Why do Whites average between Orientals and Blacks in so many areas ? ||| Pourquoi les Blancs se situent -ils en moyenne entre les Orientaux et les Noirs dans de si nombreux domaines ? 

Matisse Matisse | w_freq: 8 - 8 | wiki_freq: 3509 - 2290 | sentence_idx: 300940 | align_1: 10-10 | align_2: 11-14 | entity: Matisse - Matisse |    A highlight of the museum is the 57 sculptures – Matisse created only 82 . ||| Un point culminant du musée est les 57 sculptures – Matisse n’ en a créé que 82 . 

Allah Allah | w_freq: 580 - 701 | wiki_freq: 12189 - 3093 | sentence_idx: 300970 | align_1: 1-1 | align_2: 2-8 | entity: none - Allah |    “ Allah says ; “ The son of Adam denied Me , and he had no right to do so . ||| « Allah ( Gloire sur Lui ) a dit : « Le fils d’ Adam m’ a démenti , alors qu’ il n’ en avait pas le droit ... » 

Pulizzi Pulizzi | w_freq: 2 - 2 | wiki_freq: 50 - 2 | sentence_idx: 301087 | align_1: 15-16 | align_2: 16-20 | entity: Joe Pulizzi - Joe Pulizzi |    Businesses now need to produce less content and make it more engaging , as Joe Pulizzi himself admitted . ||| Les entreprises doivent désormais produire moins de contenu et le rendre plus intéressant , comme Joe Pulizzi l’ a d’ ailleurs admis . 

Grow Grow | w_freq: 33 - 12 | wiki_freq: 3664 - 279 | sentence_idx: 302259 | align_1: 18-18 | align_2: 19-43 | entity: none - How Fast Can It Grow ? |    ( R.Esser et al . Natural Gas Productive Capacity Outlook in North America – How Fast Can It Grow ? ||| ( R.Esser et al . Natural Gas Productive Capacity Outlook in North America – How Fast Can It Grow ? ( « Aperçu général sur la capacité de production du gaz naturel en Amérique du Nord – À quelle vitesse peut -elle croître ? » ) 

Check Jetez | w_freq: 280 - 61 | wiki_freq: 4482 - 32 | sentence_idx: 303019 | align_1: 0-0 | align_2: 1-4 | entity: none - Jetez |    Check out all the fun via dribble here . ||| Jetez - un œil sur tous les divertissements via dribble ici . 

Tillerson Tillerson | w_freq: 20 - 20 | wiki_freq: 508 - 74 | sentence_idx: 306115 | align_1: 0-0 | align_2: 1-4 | entity: Tillerson - Tillerson |    Tillerson failed to strike the right balance , but perhaps Pompeo , with his direct line to the White House , can do better . ||| Tillerson n’ a pas réussi à trouver le bon équilibre , mais peut-être que Pompeo , avec sa ligne directe à la Maison Blanche , peut faire mieux . 

Cordus Cordus | w_freq: 1 - 1 | wiki_freq: 114 - 39 | sentence_idx: 307360 | align_1: 1-1 | align_2: 2-5 | entity: Valerius Cordus - Valerius Cordus |    Valerius Cordus first distilled the essential oil in 1544 after the Portuguese discovered the East . ||| Valerius Cordus a d ’ abord distillé l’ huile essentielle en 1544 après que les Portugais aient découvert l’ Est . 

CERN CERN | w_freq: 52 - 52 | wiki_freq: 3474 - 1019 | sentence_idx: 307872 | align_1: 13-12 | align_2: 14-17 | entity: CERN - CERN |    “ Cypriot physicists have made up a small but very active community at CERN for many years . ||| « Les physiciens chypriotes forment une communauté petite mais très active au CERN , et ce , depuis de nombreuses années . 

Him Lui | w_freq: 1504 - 1223 | wiki_freq: 8112 - 8176 | sentence_idx: 309216 | align_1: 13-17 | align_2: 14-21 | entity: none - Lui |    and His word which He conveyed unto Mary , and a spirit from Him . ||| Sa Parole qu’ Il envoya à Marie , et un souffle ( de vie ) venant de Lui * ( 9 ) 

Strauss Strauss | w_freq: 14 - 24 | wiki_freq: 14145 - 6885 | sentence_idx: 309906 | align_1: 6-5 | align_2: 7-10 | entity: Leo Strauss - L. Strauss |    Given that , how could Leo Strauss admit that communism and fascism are fundamentally new ? ||| Dès lors , comment L. Strauss a -t -il pu admettre que le communisme et le fascisme sont fondamentalement neufs ? 

Wallah Wallah | w_freq: 2 - 2 | wiki_freq: 68 - 49 | sentence_idx: 311243 | align_1: 4-5 | align_2: 5-11 | entity: Wallah - Wallah |    He declared : “ Wallah , if the Rafah crossing opened tomorrow , everyone would leave . ||| Il a déclaré : « Wallah [ Je te jure ] , si le passage de Rafah s’ ouvrait demain , tout le monde partirait . 

CITC CITC | w_freq: 2 - 2 | wiki_freq: 37 - 6 | sentence_idx: 312651 | align_1: 17-19 | align_2: 18-31 | entity: CITC - CITC |    In addition , Saudi Arabia redirects all international traffic through the Communications and Information Technology Commission ( CITC ) , to filter out “ inappropriate ” content . ||| En outre , l' Arabie saoudite redirige tout le trafic international via la Communications and Information Technology Commission ( CITC , Commission de la technologie de l' information et des communications ) afin de filtrer les contenus « inappropriés » . 

Prophet Prophète | w_freq: 229 - 175 | wiki_freq: 9638 - 1698 | sentence_idx: 314482 | align_1: 4-5 | align_2: 5-10 | entity: Prophet - Prophète |    What about if the Prophet asked you ? ||| Que direz -vous lorsque le Prophète ( P ) vous demandera , 

El-Sheikh Sheikh | w_freq: 1 - 13 | wiki_freq: 113 - 1657 | sentence_idx: 315952 | align_1: 6-9 | align_2: 7-14 | entity: Sharm El-Sheikh - Sharm El - Sheikh |    The reason is that in Sharm El-Sheikh fishing activities are n’t permitted . ||| La raison en est qu’ à Sharm El - Sheikh , les activités de pêche ne sont pas autorisées . 

Frankl Frankl | w_freq: 7 - 7 | wiki_freq: 567 - 151 | sentence_idx: 316978 | align_1: 3-3 | align_2: 4-7 | entity: Victor Frankl - Victor Frankl |    The psychiatrist Victor Frankl was one of the first to speak of the benefits have to accept what we can not change . ||| Le psychiatre Victor Frankl a d’ ailleurs été l’ un des premiers à parler des avantages à accepter ce que nous ne pouvons pas changer . 

Allah Allah | w_freq: 580 - 701 | wiki_freq: 12189 - 3093 | sentence_idx: 317957 | align_1: 2-2 | align_2: 3-6 | entity: none - Allah |    And by Allah I know on which night it is . ||| Et par Allah ( swt ) je sais quelle nuit c’ est . 

Escape Escape | w_freq: 45 - 27 | wiki_freq: 12489 - 1363 | sentence_idx: 318850 | align_1: 5-5 | align_2: 6-10 | entity: The Sweet Escape - The Sweet Escape |    Baby . and The Sweet Escape ? ||| Baby . et The Sweet Escape ( le meilleur ) . 

A-Fund Fund | w_freq: 3 - 47 | wiki_freq: 1 - 2254 | sentence_idx: 318973 | align_1: 5-7 | align_2: 6-12 | entity: A-Fund - A - Fund |    The decision-making crew of the A-Fund unanimously decided to send her 546 euros in the hope it could alleviate the damage . ||| L’ équipe de décision du A - Fund a décidé à l’ unanimité de lui envoyer 546 euros dans l’ espoir qu’ elle puisse atténuer les dégâts . 

456 456 | w_freq: 7 - 7 | wiki_freq: 2353 - 628 | sentence_idx: 319470 | align_1: 15-16 | align_2: 16-21 | entity: 456 - none |    Yet some countries publish lists of jobs deemed too dangerous for women ( Russia ’s 456 include driving a train or steering a ship ) . ||| Pourtant , certains pays publient des listes d’ emplois jugés trop dangereux pour les femmes ( 456 en Russie , parmi lesquels la conduite d’ un train ou d’ un bateau ) . 

Remember Rappelez | w_freq: 1019 - 682 | wiki_freq: 9753 - 54 | sentence_idx: 320462 | align_1: 0-0 | align_2: 1-5 | entity: none - Rappelez |    Remember itinerary changes on excursions outside the city may incur increases in the price of the service . ||| Rappelez -vous les changements d’ itinéraire sur excursions en dehors de la ville peuvent entraîner des augmentations dans le prix du service . 

2009/2010 2009/2010 | w_freq: 4 - 4 | wiki_freq: 1582 - 527 | sentence_idx: 321967 | align_1: 4-3 | align_2: 5-11 | entity: The ICD Annual Report 2009/2010 - Rapport annuel 2009/2010 de l’ ICD |    The ICD Annual Report 2009/2010 profiles six cases of alleged rape by police officers . ||| Le Rapport annuel 2009/2010 de l’ ICD ( en anglais ) présente le profil de six cas d’ allégations de viols commis par des personnels de la police . 

Moriah Moriyya | w_freq: 11 - 5 | wiki_freq: 946 - 3 | sentence_idx: 322385 | align_1: 6-5 | align_2: 7-10 | entity: Moriah - Moriyya |    “ Go to the land of Moriah … on one of the mountains that I shall show you . ” ||| Pars pour le pays de Moriyya et là , tu l’ offriras en holocauste sur celle des montagnes que je t’ indiquerai » 

Prophet Prophète | w_freq: 229 - 175 | wiki_freq: 9638 - 1698 | sentence_idx: 322450 | align_1: 1-2 | align_2: 2-10 | entity: Prophet - Prophète |    The Prophet died when we had satisfied our hunger with the two black things , i.e. dates and water . ||| « Le Prophète ( bénédiction et paix sur lui ) mourut et nous n’ avions encore pour apaiser notre faim que les deux choses : les dattes et l’ eau » 

tongues Langues | w_freq: 51 - 26 | wiki_freq: 3695 - 5304 | sentence_idx: 325774 | align_1: 16-19 | align_2: 17-23 | entity: none - Langues |    14:23If therefore the whole church be come together into one place , and all speak with tongues , and there come in those that are unlearned , or unbelievers , will they not say that ye are mad ? ||| 14:23 Si donc toute l' Église s' assemble en un [ corps ] , et que tous parlent des Langues [ étrangères ] , et qu' il entre des gens du commun , ou des infidèles , ne diront -ils pas que vous êtes hors du sens ? 

Israelis Israéliens | w_freq: 603 - 598 | wiki_freq: 6972 - 1730 | sentence_idx: 329390 | align_1: 20-22 | align_2: 21-27 | entity: Israelis - Israéliens |    That was also the opinion of the governments of the organized international community , all of them , and you Israelis told them to go to hell . " ||| C’ était aussi l’ avis des gouvernements de la communauté internationale organisée , de tous les gouvernements , et vous , les Israéliens , vous leur avez dit d’ aller au diable . » 

Lot Loth | w_freq: 68 - 2 | wiki_freq: 9628 - 579 | sentence_idx: 332440 | align_1: 6-6 | align_2: 7-11 | entity: none - Loth |    [ 54:33 ] The people of Lot rejected the warnings . ||| [ 33 ] Le peuple de Loth , lui aussi , traita Nos avertissements de mensonges . 

Think Think | w_freq: 489 - 27 | wiki_freq: 12764 - 1203 | sentence_idx: 335123 | align_1: 4-4 | align_2: 5-9 | entity: none - Think |    Think ; Think ; Think emphasizes that the campaign ’s success depends on the cooperation of consumers : ||| Think , Think , Think [ en anglais ] souligne que le succès de la campagne dépend de la coopération des consommateurs : 

B.C. B.C. | w_freq: 16 - 8 | wiki_freq: 10681 - 267 | sentence_idx: 335206 | align_1: 11-11 | align_2: 12-16 | entity: B.C. - What We Heard About Poverty in B.C. |    Read the consultation report , What We Heard About Poverty in B.C. : ||| Consultez le rapport de consultation What We Heard About Poverty in B.C. ( en anglais seulement ): 

Voices Voix | w_freq: 56 - 98 | wiki_freq: 11447 - 7564 | sentence_idx: 336454 | align_1: 3-2 | align_2: 4-7 | entity: none - les Voix |    Why were the Voices not represented as an organization ? ||| Pourquoi les Voix n’ étaient - elles pas représentées en tant qu’ organisation ? 

Tick Tique | w_freq: 2 - 1 | wiki_freq: 1912 - 23 | sentence_idx: 336809 | align_1: 3-2 | align_2: 4-8 | entity: none - Une Tique A |    How Did a Tick Temporarily Paralyze a Little Girl ? ||| Comment Une Tique A - T - Elle Temporairement Paralysé Une Petite Fille ? 

Violate viole | w_freq: 5 - 83 | wiki_freq: 29 - 2343 | sentence_idx: 340916 | align_1: 16-16 | align_2: 17-20 | entity: Does a Woman Praying in the Congregation Violate Headship - none |    [ For more information on this topic , see Does a Woman Praying in the Congregation Violate Headship ? ||| [ Pour plus d' informations sur ce sujet , voir Une femme priant dans la congrégation viole -t -elle la direction ? 

1325 1325 | w_freq: 7 - 7 | wiki_freq: 2061 - 1364 | sentence_idx: 341149 | align_1: 7-7 | align_2: 8-11 | entity: 1325 - none |    The synods of Constantinople in 1316 and 1325 again condemned the sect . ||| Les synodes de Constantinople en 1316 et 1325 ont , de nouveau , condamné la secte . 

Guidelines Lignes | w_freq: 99 - 32 | wiki_freq: 4619 - 3010 | sentence_idx: 345449 | align_1: 4-4 | align_2: 5-9 | entity: the Guidelines for Applicants - Lignes directrices |    Section 4.5 of the Guidelines for Applicants contains an indicative calendar of the whole selection procedure . ||| La section 4.5 des Lignes directrices à l’ intention des Demandeurs contient un calendrier indicatif de toute la procédure de sélection . 

Guidelines directrices | w_freq: 99 - 301 | wiki_freq: 4619 - 1452 | sentence_idx: 345449 | align_1: 4-5 | align_2: 5-9 | entity: the Guidelines for Applicants - Lignes directrices |    Section 4.5 of the Guidelines for Applicants contains an indicative calendar of the whole selection procedure . ||| La section 4.5 des Lignes directrices à l’ intention des Demandeurs contient un calendrier indicatif de toute la procédure de sélection . 

Morelos Morelos | w_freq: 2 - 2 | wiki_freq: 3670 - 784 | sentence_idx: 346012 | align_1: 9-10 | align_2: 10-15 | entity: José María Morelos - José María Morelos |    We should never forget the words of José María Morelos two hundred years ago : “ Alleviate both indigency and extravagance . ” ||| Nous ne devrions jamais oublier les paroles de José María Morelos , il y a deux cents ans : « Soulagez l’ indigence et l’ extravagance » . 

Gorbachev Gorbatchev | w_freq: 23 - 23 | wiki_freq: 5506 - 1621 | sentence_idx: 349538 | align_1: 12-13 | align_2: 13-18 | entity: Mikhail Gorbachev - Mikhaïl Gorbatchev |    Even in the most desperate times , as the Soviet leader Mikhail Gorbachev later recalled : ‘ The jokes always saved us . ’ ||| Même dans les moments les plus désespérés , comme le leader soviétique Mikhaïl Gorbatchev l’ a rappelé plus tard : « Les blagues nous ont toujours sauvés . » 

Remember Gardez | w_freq: 1019 - 348 | wiki_freq: 9753 - 94 | sentence_idx: 352166 | align_1: 0-0 | align_2: 1-4 | entity: none - Gardez |    Remember that the results will only last until your next shower . ||| Gardez à l’ esprit que les résultats ne dureront que jusqu’ à votre prochaine douche . 

Berking Berking | w_freq: 3 - 3 | wiki_freq: 36 - 28 | sentence_idx: 352888 | align_1: 1-1 | align_2: 2-5 | entity: Willy Berking - Willy Berking |    Willy Berking there really nothing more to say about Willy Berking ? ||| Willy Berking Est -ce qu' il n' y a plus rien à dire sur Willy Berking ? 

Gerstein Gerstein | w_freq: 7 - 7 | wiki_freq: 563 - 313 | sentence_idx: 353118 | align_1: 24-26 | align_2: 25-31 | entity: Gerstein - Gerstein |    In fact , it was in the Senate that the intention of the act seemed to be more clearly stated when our colleague Senator Gerstein spoke on November 24 , 2011 . ||| En fait , c' est au Sénat que l' objectif de la loi semble avoir été énoncé plus clairement , lorsque notre collègue , le sénateur Gerstein , a pris la parole le 24 novembre 2011 . 

Illumination Illumination | w_freq: 7 - 9 | wiki_freq: 1106 - 209 | sentence_idx: 358823 | align_1: 11-10 | align_2: 12-14 | entity: Soul Illumination - Illumination de l’ Âme |    In short , that when he has succeeded in reaching Soul Illumination , he is the completed Pyramid or true Triangle . ||| En résumé , lorsqu’ il a réussi à atteindre l’ Illumination de l’ Âme , il est la Pyramide complétée ou le vrai Triangle . 

Mataji Mataji | w_freq: 8 - 8 | wiki_freq: 239 - 37 | sentence_idx: 361512 | align_1: 7-5 | align_2: 8-9 | entity: Mataji - Mataji |    They started saying , “ When is Mataji coming ? ||| Ils ont commencé à dire:"Quand Mataji va -t -elle venir ? 

Al-Bakri Bakri | w_freq: 1 - 1 | wiki_freq: 131 - 345 | sentence_idx: 363734 | align_1: 6-10 | align_2: 7-14 | entity: Al-Bakri - Al - Bakri |    It is perhaps somewhat ironic that Al-Bakri never travelled to this region and spent his entire life in Al-Andalus . ||| Ce qui est ironique , c’ est qu’ Al - Bakri ne s’ est jamais rendu dans cette région et a passé toute sa vie en Al - Andalus . 

secretary-general Secrétaire | w_freq: 19 - 264 | wiki_freq: 4335 - 9623 | sentence_idx: 365238 | align_1: 9-8 | align_2: 10-16 | entity: none - Secrétaire général de l’ ONU |    In an address on this occasion , the UN secretary-general expressed his “ gratitude ” to the military and police contingents present in Bangassou . ||| Dans une allocution à cette occasion , le Secrétaire général de l’ ONU a tenu à exprimer sa " gratitude " aux contingents militaires et policiers présents à Bangassou . 

Palestinians Palestiniens | w_freq: 1293 - 1302 | wiki_freq: 12372 - 2644 | sentence_idx: 368421 | align_1: 3-4 | align_2: 4-9 | entity: Palestinians - Palestiniens |    The Arabs and Palestinians do n’t really care about Jerusalem ; they never did ! ||| Les Arabes et les Palestiniens , cependant , ne se soucient pas vraiment de Jérusalem ; ils ne l' ont jamais fait . 

flu grippe | w_freq: 145 - 197 | wiki_freq: 8466 - 4416 | sentence_idx: 369229 | align_1: 8-10 | align_2: 9-14 | entity: none - grippe A |    So beyond these grievances the case of the flu she started lasting confidence of French and doctors about vaccination ? ||| Alors au delà de ces griefs l' affaire de la grippe A a -t -elle entamé durablement la confiance des français et des médecins sur la vaccination ? 

Dias Dias | w_freq: 12 - 12 | wiki_freq: 5146 - 1482 | sentence_idx: 371253 | align_1: 5-6 | align_2: 6-14 | entity: Jerry Dias - Jerry Dias |    That is exactly what Jerry Dias said against us , not against the Liberal Party . ||| Voilà exactement les mots que Jerry Dias a employés , mais il l' a fait contre nous , et non contre le Parti libéral . 

14.06(4 14.06(2 | w_freq: 1 - 1 | wiki_freq: 0 - 0 | sentence_idx: 377762 | align_1: 0-0 | align_2: 1-5 | entity: 14.06(4 - none |    14.06(4 ) if it wishes to demonstrate a conflict . ||| 14.06(2 ) et ( 4 ) s’ il souhaite démontrer qu’ il y a conflit . 

1750 1750 | w_freq: 17 - 17 | wiki_freq: 11680 - 6979 | sentence_idx: 380245 | align_1: 8-8 | align_2: 9-12 | entity: 1750 - none |    But their demographic expansion did not start before 1750 when the rate of European urbanization was only 12 % . ||| Mais leur expansion démographique ne commença pas avant 1750 , date à laquelle le taux d’ urbanisation n’ était que de 12 % . 

manufactures Manufactures | w_freq: 34 - 2 | wiki_freq: 8948 - 436 | sentence_idx: 380653 | align_1: 2-1 | align_2: 3-6 | entity: none - Manufactures des Indes |    The Indian manufactures consumed in Europe only diminish our money and the work of our own Manufactures . ||| Les Manufactures des Indes qu’ on consomme en Europe ne font que diminuer notre argent & le travail de nos propres Manufactures . 

Manifesto Manifesto | w_freq: 42 - 2 | wiki_freq: 7700 - 484 | sentence_idx: 382362 | align_1: 8-11 | align_2: 9-16 | entity: A Hacker Manifesto - A Hacker Manifesto |    That was what I argued in A Hacker Manifesto ten years ago . ||| C’ est ce que j’ ai fait valoir dans A Hacker Manifesto , il y a dix ans . 

Decision Décision | w_freq: 254 - 64 | wiki_freq: 8080 - 765 | sentence_idx: 383593 | align_1: 19-17 | align_2: 20-26 | entity: the European Arrest Warrant Framework Decision - Décision - Cadre relative au mandat d' arrêt européen |    As we have previously set out , we must meet our legal obligations under the European Arrest Warrant Framework Decision and the Extradition Act 2003 , to arrest Mr Assange and extradite him to Sweden . ||| Comme nous l' avons précédemment indiqué , nous devons respecter nos obligations légales en vertu de la Décision - Cadre relative au mandat d' arrêt européen et à la Loi sur l' Extradition de 2003 , d' arrêter M. Assange et de l' extrader en Suède . 

Pio Pio | w_freq: 25 - 24 | wiki_freq: 2757 - 1244 | sentence_idx: 383841 | align_1: 8-8 | align_2: 9-16 | entity: Padre Pio - Padre Pio |    However , since you were told by Padre Pio whom I have never seen or known , I will go to Rome for a clarification . » ||| De toutes manières , puisque c’ est Padre Pio qui te l’ a dit , lui que je n’ ai jamais vu ni connu , j’ irai à Rome pour un éclaircissement » . 

Initiatives Initiatives | w_freq: 36 - 16 | wiki_freq: 3774 - 648 | sentence_idx: 384877 | align_1: 9-7 | align_2: 10-18 | entity: Israel Energy Initiatives - Initiatives de l’ Energie d’ Israël |    A visit with the senior executives of Israel Energy Initiatives is frustrating journey into Israel ’s political pathologies . ||| Une visite avec les dirigeants exécutifs des Initiatives de l’ Energie d’ Israël ( IEI en anglais ) est un voyage frustrant au sein des pathologies politiques d’ Israël . 

ASF ASF | w_freq: 17 - 18 | wiki_freq: 961 - 521 | sentence_idx: 385829 | align_1: 5-5 | align_2: 6-12 | entity: The African Standby Force ( ASF ) - ASF |    The African Standby Force ( ASF ) , promised since 2010 , remains a dream . ||| La African Standby Force ( ASF - Force africaine prête à intervenir ) , promise depuis 2010 , reste un rêve . 

Syriza Syriza | w_freq: 98 - 105 | wiki_freq: 532 - 44 | sentence_idx: 386914 | align_1: 16-17 | align_2: 17-21 | entity: Syriza - Syriza |    I think the fundamental problem [ with Syriza 's capitulation ] was in the fact that Syriza never spoke out about an alternative to the European Union . ||| Je pense que le problème fondamental [ avec la capitulation de Syriza ] est le fait que Syriza ne s’ est jamais exprimé sur une alternative à l’ Union 

E-412 E-412 | w_freq: 2 - 2 | wiki_freq: 0 - 1 | sentence_idx: 388951 | align_1: 0-0 | align_2: 1-4 | entity: none - E-412 |    E-412 the devil is weaving it right under your nose and do n't know it . ||| E-412 la chose , le diable est en train de l’ introduire sous votre nez , et vous ne le savez pas . 

Quine Quine | w_freq: 3 - 3 | wiki_freq: 1597 - 594 | sentence_idx: 391378 | align_1: 16-18 | align_2: 17-23 | entity: none - Quine |    At this step , it appears that a preliminary question can be raised : ca n’t Quine ’s solution apply all the same to SEP(II ) ? ||| Il apparaît , à ce stade , qu’ une question préliminaire peut être posée : la solution de Quine ne peut -elle pas s’ appliquer à SEP(II ) ? 

Yun Yun | w_freq: 78 - 77 | wiki_freq: 7282 - 1538 | sentence_idx: 391918 | align_1: 3-4 | align_2: 4-9 | entity: Shen Yun - Shen Yun |    Members of Shen Yun are actually similar to Sun Wukong . ||| Les membres de Shen Yun , en réalité , ressemblent à Sun Wukong . 

GDPR RGPD | w_freq: 68 - 29 | wiki_freq: 653 - 261 | sentence_idx: 394610 | align_1: 2-1 | align_2: 3-7 | entity: GDPR - RGPD |    Will the GDPR reduce some of the contingent effects ( interference , etc . ) caused by Facebook ? ||| Le RGPD va -t -il permettre d' amoindrir certains des effets contingents ( ingérence , etc. ) causés par Facebook ? 

Miracles Miracles | w_freq: 45 - 13 | wiki_freq: 4337 - 775 | sentence_idx: 401192 | align_1: 10-9 | align_2: 11-18 | entity: A Course in Miracles - A Course in Miracles |    Many of you are familiar with " A Course in Miracles , " which is a large work which I dictated about 40 years ago . ||| Beaucoup d’ entre vous connaissent « A Course in Miracles » ( Un cours sur les miracles ) , qui est un gros ouvrage que j’ ai dicté il y a quelque 40 ans . 

Coyne Coyne | w_freq: 2 - 2 | wiki_freq: 3318 - 390 | sentence_idx: 401364 | align_1: 1-1 | align_2: 2-8 | entity: Andrew Coyne - Andrew Coyne |    Andrew Coyne wrote that it is quite clear now , if it was not already , that this is the most serious threat to the independence of the press in this country in decades . ||| Andrew Coyne , pour sa part , a écrit qu' il est maintenant tout à fait clair , si ce n' était pas déjà le cas , que c' est la menace la plus sérieuse pour l' indépendance de la presse dans ce pays , et ce , depuis des décennies . 

Jean-Michel Jean-Michel | w_freq: 22 - 22 | wiki_freq: 2870 - 8402 | sentence_idx: 403646 | align_1: 1-0 | align_2: 2-6 | entity: Jean-Michel - Jean-Michel |    Had Jean-Michel several commitment with this company ? ||| Jean-Michel en a -t -il eu plusieurs avec cette compagnie ? 

competitiveness compétitivité | w_freq: 227 - 242 | wiki_freq: 4683 - 2898 | sentence_idx: 403920 | align_1: 4-4 | align_2: 5-9 | entity: none - Autorités de la compétitivité |    The unelected authorities for competitiveness would coordinate their policies at the European level . ||| Ces Autorités de la compétitivité , non élues , coordonneraient leur politique au niveau européen . 

Dad Papa | w_freq: 123 - 91 | wiki_freq: 7804 - 3238 | sentence_idx: 404704 | align_1: 1-2 | align_2: 2-7 | entity: Dad - Papa |    And Dad still keeps a small ‘ laboratory field ’ to continue trying new things , naturally . ” ||| Et puis Papa s’ est tout de même gardé un petit “ champ laboratoire ” pour continuer à essayer des nouveaux trucs , ça va de soi . » 

Duties Duties | w_freq: 7 - 1 | wiki_freq: 3290 - 33 | sentence_idx: 405047 | align_1: 7-6 | align_2: 8-10 | entity: none - General Duties |    So since I was GD [ General Duties ] , they transferred me to weaponry . ||| Comme j' étais GD [ General Duties , tâches générales ] ils m' ont transféré dans l' armement . 

